treatment	variety	year	bloc	volume	concentration	plant	leaf	absorbance	dilution
T2	Rht3	2011	1	80	240	13	F3	0,493	2
T2	Rht3	2011	1	80	240	13	F4	0,417	2
T2	Rht3	2011	1	80	240	14	F1	0,2	2
T2	Rht3	2011	1	80	240	14	F2	0,634	2
T2	Rht3	2011	1	80	240	14	F3	0,413	2
T2	Rht3	2011	1	80	240	14	F4	0,405	2
T2	Rht3	2011	1	80	240	15	F1	0,173	2
T2	Rht3	2011	1	80	240	15	F2	0,594	2
T2	Rht3	2011	1	80	240	15	F3	0,85	2
T2	Rht3	2011	1	80	240	15	F4	0,357	2
T2	Rht3	2011	1	80	240	16	F1	0,544	2
T2	Rht3	2011	1	80	240	16	F2	0,831	2
T2	Rht3	2011	1	80	240	16	F3	0,37	2
T2	Rht3	2011	1	80	240	16	F4	0,354	2
T2	Rht3	2011	1	80	240	17	F1	0,754	2
T2	Rht3	2011	1	80	240	17	F2	0,521	2
T2	Rht3	2011	1	80	240	17	F3	0,474	2
T2	Rht3	2011	1	80	240	17	F4	0,468	2
T2	Rht3	2011	1	80	240	18	F1	0,213	2
T2	Rht3	2011	1	80	240	18	F2	0,4	8
T2	Rht3	2011	1	80	240	18	F3	0,559	8
T2	Rht3	2011	1	80	240	18	F4	0,739	2
T2	Rht3	2011	1	80	240	19	F1	0,219	2
T2	Rht3	2011	1	80	240	19	F2	0,302	8
T2	Rht3	2011	1	80	240	19	F3	0,514	2
T2	Rht3	2011	1	80	240	19	F4	0,481	2
T2	Rht3	2011	1	80	240	20	F1	0,251	2
T2	Rht3	2011	1	80	240	20	F2	0,0722	2
T2	Rht3	2011	1	80	240	20	F3	0,349	2
T2	Rht3	2011	1	80	240	20	F4	0,358	2
T2	Rht3	2011	1	150	240	1	F1	0,867	2
T2	Rht3	2011	1	150	240	1	F2	0,328	16
T2	Rht3	2011	1	150	240	1	F3	0,568	2
T2	Rht3	2011	1	150	240	1	F4	0,667	2
T2	Rht3	2011	1	150	240	2	F1	0,151	2
T2	Rht3	2011	1	150	240	2	F2	0,164	8
T2	Rht3	2011	1	150	240	2	F3	0,471	4
T2	Rht3	2011	1	150	240	2	F4	0,814	2
T2	Rht3	2011	1	150	240	3	F1	0,429	2
T2	Rht3	2011	1	150	240	3	F2	0,681	8
T2	Rht3	2011	1	150	240	3	F3	0,275	8
T2	Rht3	2011	1	150	240	3	F4	0,464	8
T2	Rht3	2011	1	150	240	4	F1	0,183	2
T2	Rht3	2011	1	150	240	4	F2	0,176	8
T2	Rht3	2011	1	150	240	4	F3	0,637	8
T2	Rht3	2011	1	150	240	4	F4	0,304	8
T2	Rht3	2011	1	150	240	5	F1	0,213	2
T2	Rht3	2011	1	150	240	5	F2	0,311	8
T2	Rht3	2011	1	150	240	5	F3	0,217	8
T2	Rht3	2011	1	150	240	5	F4	0,354	8
T2	Rht3	2011	1	150	240	6	F1	0,572	2
T2	Rht3	2011	1	150	240	6	F2	0,397	2
T2	Rht3	2011	1	150	240	6	F3	0,381	4
T2	Rht3	2011	1	150	240	6	F4	0,855	2
T2	Rht3	2011	1	150	240	7	F1	0,421	2
T2	Rht3	2011	1	150	240	7	F2	0,628	4
T2	Rht3	2011	1	150	240	7	F3	0,601	4
T2	Rht3	2011	1	150	240	7	F4	0,38	8
T2	Rht3	2011	1	150	240	8	F1	0,396	2
T2	Rht3	2011	1	150	240	8	F2	0,594	4
T2	Rht3	2011	1	150	240	8	F3	0,248	8
T2	Rht3	2011	1	150	240	8	F4	0,357	4
T2	Rht3	2011	1	150	240	9	F1	0,383	4
T2	Rht3	2011	1	150	240	9	F2	0,541	16
T2	Rht3	2011	1	150	240	9	F3	0,201	16
T2	Rht3	2011	1	150	240	9	F4	0,416	8
T2	Rht3	2011	1	150	240	10	F1	0,444	2
T2	Rht3	2011	1	150	240	10	F2	0,507	4
T2	Rht3	2011	1	150	240	10	F3	0,498	4
T2	Rht3	2011	1	150	240	10	F4	0,456	4
T2	Rht3	2011	1	150	240	11	F1	0,332	4
T2	Rht3	2011	1	150	240	11	F2	0,192	16
T2	Rht3	2011	1	150	240	11	F3	0,283	8
T2	Rht3	2011	1	150	240	11	F4	0,58	4
T2	Rht3	2011	1	150	240	12	F1	0,515	2
T2	Rht3	2011	1	150	240	12	F2	0,75	16
T2	Rht3	2011	1	150	240	12	F3	0,339	8
T2	Rht3	2011	1	150	240	12	F4	0,323	8
T2	Rht3	2011	1	150	240	13	F1	0,266	8
T2	Rht3	2011	1	150	240	13	F2	0,698	8
T2	Rht3	2011	1	150	240	13	F3	0,362	4
T2	Rht3	2011	1	150	240	13	F4	0,689	2
T2	Rht3	2011	1	150	240	14	F1	0,85	2
T2	Rht3	2011	1	150	240	14	F2	0,387	8
T2	Rht3	2011	1	150	240	14	F3	0,427	4
T2	Rht3	2011	1	150	240	14	F4	0,505	8
T2	Rht3	2011	1	150	240	15	F1	0,607	2
T2	Rht3	2011	1	150	240	15	F2	0,557	4
T2	Rht3	2011	1	150	240	15	F3	0,554	8
T2	Rht3	2011	1	150	240	15	F4	0,403	2
T2	Rht3	2011	1	150	240	16	F1	0,376	2
T2	Rht3	2011	1	150	240	16	F2	0,553	4
T2	Rht3	2011	1	150	240	16	F3	0,219	8
T2	Rht3	2011	1	150	240	16	F4	0,526	4
T2	Rht3	2011	1	150	240	17	F1	0,571	4
T2	Rht3	2011	1	150	240	17	F2	0,542	8
T2	Rht3	2011	1	150	240	17	F3	0,257	8
T2	Rht3	2011	1	150	240	17	F4	0,417	4
T2	Rht3	2011	1	150	240	18	F1	0,166	2
T2	Rht3	2011	1	150	240	18	F2	0,531	2
T2	Rht3	2011	1	150	240	18	F3	0,491	2
T2	Rht3	2011	1	150	240	18	F4	0,645	2
T2	Rht3	2011	1	150	240	19	F1	0,497	2
T2	Rht3	2011	1	150	240	19	F2	0,379	8
T2	Rht3	2011	1	150	240	19	F3	0,482	2
T2	Rht3	2011	1	150	240	19	F4	0,557	4
T2	Rht3	2011	1	150	240	20	F1	0,337	2
T2	Rht3	2011	1	150	240	20	F2	0,773	4
T2	Rht3	2011	1	150	240	20	F3	0,65	4
T2	Rht3	2011	1	150	240	20	F4	0,595	4
T2	Rht3	2011	1	200	240	1	F1	0,353	2
T2	Rht3	2011	1	200	240	1	F2	0,607	16
T2	Rht3	2011	1	200	240	1	F3	0,604	8
T2	Rht3	2011	1	200	240	1	F4	0,562	4
T2	Rht3	2011	1	200	240	2	F1	0,558	2
T2	Rht3	2011	1	200	240	2	F2	0,535	8
T2	Rht3	2011	1	200	240	2	F3	0,2	16
T2	Rht3	2011	1	200	240	2	F4	0,32	8
T2	Rht3	2011	1	200	240	3	F1	0,282	2
T2	Rht3	2011	1	200	240	3	F2	0,607	8
T2	Rht3	2011	1	200	240	3	F3	0,977	2
T2	Rht3	2011	1	200	240	3	F4	0,602	4
T2	Rht3	2011	1	200	240	4	F1	0,372	2
T2	Rht3	2011	1	200	240	4	F2	0,942	8
T2	Rht3	2011	1	200	240	4	F3	0,328	8
T2	Rht3	2011	1	200	240	4	F4	0,366	8
T2	Rht3	2011	1	200	240	5	F1	0,561	2
T2	Rht3	2011	1	200	240	5	F2	0,385	8
T2	Rht3	2011	1	200	240	5	F3	0,449	4
T2	Rht3	2011	1	200	240	5	F4	0,522	4
T2	Rht3	2011	1	200	240	6	F1	0,363	2
T2	Rht3	2011	1	200	240	6	F2	0,439	8
T2	Rht3	2011	1	200	240	6	F3	0,425	4
T2	Rht3	2011	1	200	240	6	F4	0,497	8
T2	Rht3	2011	1	200	240	7	F1	0,958	2
T2	Rht3	2011	1	200	240	7	F2	0,807	8
T2	Rht3	2011	1	200	240	7	F3	0,542	8
T2	Rht3	2011	1	200	240	7	F4	0,381	8
T2	Rht3	2011	1	200	240	8	F1	0,181	2
T2	Rht3	2011	1	200	240	8	F2	0,509	4
T2	Rht3	2011	1	200	240	8	F3	0,693	2
T2	Rht3	2011	1	200	240	8	F4	0,863	2
T2	Rht3	2011	1	200	240	9	F1	0,085	2
T2	Rht3	2011	1	200	240	9	F2	0,421	2
T2	Rht3	2011	1	200	240	9	F3	0,297	4
T2	Rht3	2011	1	200	240	9	F4	0,479	2
T2	Rht3	2011	1	200	240	10	F1	0,425	4
T2	Rht3	2011	1	200	240	10	F2	0,52	8
T2	Rht3	2011	1	200	240	10	F3	0,293	8
T2	Rht3	2011	1	200	240	10	F4	0,243	8
T2	Rht3	2011	1	200	240	11	F1	0,535	2
T2	Rht3	2011	1	200	240	11	F2	0,807	8
T2	Rht3	2011	1	200	240	11	F3	0,426	4
T2	Rht3	2011	1	200	240	11	F4	0,456	2
T2	Rht3	2011	1	200	240	12	F1	0,201	8
T2	Rht3	2011	1	200	240	12	F2	0,493	8
T2	Rht3	2011	1	200	240	12	F3	0,573	4
T2	Rht3	2011	1	200	240	12	F4	0,413	8
T2	Rht3	2011	1	200	240	13	F1	0,699	2
T2	Rht3	2011	1	200	240	13	F2	0,402	32
T2	Rht3	2011	1	200	240	13	F3	0,354	16
T2	Rht3	2011	1	200	240	13	F4	0,698	8
T2	Rht3	2011	1	200	240	14	F1	0,345	8
T2	Rht3	2011	1	200	240	14	F2	0,53	8
T2	Rht3	2011	1	200	240	14	F3	0,474	8
T2	Rht3	2011	1	200	240	14	F4	0,83	8
T2	Rht3	2011	1	200	240	15	F1	0,755	8
T2	Rht3	2011	1	200	240	15	F2	0,711	8
T2	Rht3	2011	1	200	240	15	F3	0,42	8
T2	Rht3	2011	1	200	240	15	F4	0,57	8
T2	Rht3	2011	1	200	240	16	F1	0,442	2
T2	Rht3	2011	1	200	240	16	F2	0,464	8
T2	Rht3	2011	1	200	240	16	F3	0,287	8
T2	Rht3	2011	1	200	240	16	F4	0,228	8
T2	Rht3	2011	1	200	240	17	F1	0,828	2
T2	Rht3	2011	1	200	240	17	F2	0,402	32
T2	Rht3	2011	1	200	240	17	F3	0,462	8
T2	Rht3	2011	1	200	240	17	F4	0,266	8
T2	Rht3	2011	1	200	240	18	F1	0,694	2
T2	Rht3	2011	1	200	240	18	F2	0,47	8
T2	Rht3	2011	1	200	240	18	F3	0,499	8
T2	Rht3	2011	1	200	240	18	F4	0,344	8
T2	Rht3	2011	1	200	240	19	F1	0,234	8
T2	Rht3	2011	1	200	240	19	F2	0,286	32
T2	Rht3	2011	1	200	240	19	F3	0,502	8
T2	Rht3	2011	1	200	240	19	F4	0,274	8
T2	Rht3	2011	1	200	240	20	F1	0,196	8
T2	Rht3	2011	1	200	240	20	F2	0,314	8
T2	Rht3	2011	1	200	240	20	F3	0,254	8
T2	Rht3	2011	1	200	240	20	F4	0,322	8
T1	Tremie12	2012	1	40	150	1	F1	0,816	3
T1	Tremie12	2012	1	40	150	1	F2	0,78	2
T1	Tremie12	2012	1	40	150	1	F3	0,429	2
T1	Tremie12	2012	1	40	150	2	F1	0,575	3
T1	Tremie12	2012	1	40	150	2	F2	0,355	2
T1	Tremie12	2012	1	40	150	2	F3	0,633	2
T1	Tremie12	2012	1	40	150	2	F4	0,209	1
T1	Tremie12	2012	1	40	150	3	F1	0,25	3
T1	Tremie12	2012	1	40	150	3	F2	0,2	2
T1	Tremie12	2012	1	40	150	3	F3	0,457	2
T1	Tremie12	2012	1	40	150	3	F4	0,761	1
T1	Tremie12	2012	1	40	150	4	F1	0,223	3
T1	Tremie12	2012	1	40	150	4	F2	0,653	2
T1	Tremie12	2012	1	40	150	4	F3	0,172	2
T1	Tremie12	2012	1	40	150	4	F4	0,891	1
T1	Tremie12	2012	1	40	150	5	F1	0,504	3
T1	Tremie12	2012	1	40	150	5	F2	0,499	2
T1	Tremie12	2012	1	40	150	5	F3	0,112	2
T1	Tremie12	2012	1	40	150	5	F4	0,343	1
T1	Tremie12	2012	1	40	150	6	F1	0,232	3
T1	Tremie12	2012	1	40	150	6	F2	0,993	2
T1	Tremie12	2012	1	40	150	6	F3	0,392	2
T1	Tremie12	2012	1	40	150	7	F1	0,078	1
T1	Tremie12	2012	1	40	150	7	F2	0,222	2
T1	Tremie12	2012	1	40	150	7	F3	0,15	2
T1	Tremie12	2012	1	40	150	7	F4	0,127	1
T1	Tremie12	2012	1	40	150	8	F1	0,357	3
T1	Tremie12	2012	1	40	150	8	F2	0,599	2
T1	Tremie12	2012	1	40	150	8	F3	0,284	2
T1	Tremie12	2012	1	40	150	8	F4	0,334	1
T1	Tremie12	2012	1	40	150	9	F1	0,303	3
T1	Tremie12	2012	1	40	150	9	F2	0,771	2
T1	Tremie12	2012	1	40	150	9	F3	0,326	2
T1	Tremie12	2012	1	40	150	9	F4	0,532	1
T1	Tremie12	2012	1	40	150	10	F1	0,19	1
T1	Tremie12	2012	1	40	150	10	F2	0,3	2
T1	Tremie12	2012	1	40	150	10	F3	0,318	2
T1	Tremie12	2012	1	40	150	10	F4	0,342	1
T1	Tremie12	2012	2	40	150	1	F1	0,413	3
T1	Tremie12	2012	2	40	150	1	F2	0,315	2
T1	Tremie12	2012	2	40	150	1	F3	0,487	2
T1	Tremie12	2012	2	40	150	1	F4	0,11	1
T1	Tremie12	2012	2	40	150	2	F1	0,179	3
T1	Tremie12	2012	2	40	150	2	F2	0,328	2
T1	Tremie12	2012	2	40	150	2	F3	0,271	2
T1	Tremie12	2012	2	40	150	2	F4	0,463	1
T1	Tremie12	2012	2	40	150	3	F1	0,3	3
T1	Tremie12	2012	2	40	150	3	F2	0,677	2
T1	Tremie12	2012	2	40	150	3	F3	0,223	2
T1	Tremie12	2012	2	40	150	3	F4	0,33	1
T1	Tremie12	2012	2	40	150	4	F1	0,179	3
T1	Tremie12	2012	2	40	150	4	F2	0,181	2
T1	Tremie12	2012	2	40	150	4	F3	0,191	2
T1	Tremie12	2012	2	40	150	4	F4	0,231	1
T1	Tremie12	2012	2	40	150	5	F1	0,29	3
T1	Tremie12	2012	2	40	150	5	F2	0,524	2
T1	Tremie12	2012	2	40	150	5	F3	0,428	2
T1	Tremie12	2012	2	40	150	6	F1	0,246	3
T1	Tremie12	2012	2	40	150	6	F2	0,737	2
T1	Tremie12	2012	2	40	150	6	F3	0,183	2
T1	Tremie12	2012	2	40	150	6	F4	0,611	2
T1	Tremie12	2012	2	40	150	7	F1	0,168	3
T1	Tremie12	2012	2	40	150	7	F2	0,229	2
T1	Tremie12	2012	2	40	150	7	F3	0,224	2
T1	Tremie12	2012	2	40	150	7	F4	0,538	1
T1	Tremie12	2012	2	40	150	8	F1	0,255	1
T1	Tremie12	2012	2	40	150	8	F2	0,751	2
T1	Tremie12	2012	2	40	150	8	F3	0,293	2
T1	Tremie12	2012	2	40	150	8	F4	1	1
T1	Tremie12	2012	2	40	150	9	F1	0,898	3
T1	Tremie12	2012	2	40	150	9	F2	0,513	2
T1	Tremie12	2012	2	40	150	9	F3	0,239	2
T1	Tremie12	2012	2	40	150	10	F1	0,378	3
T1	Tremie12	2012	2	40	150	10	F2	0,688	2
T1	Tremie12	2012	2	40	150	10	F3	0,413	2
T1	Tremie12	2012	2	40	150	10	F4	0,535	1
T1	Tremie12	2012	1	80	150	1	F1	0,115	3
T1	Tremie12	2012	1	80	150	1	F2	0,175	4
T1	Tremie12	2012	1	80	150	1	F3	0,261	2
T1	Tremie12	2012	1	80	150	1	F4	0,526	2
T1	Tremie12	2012	1	80	150	2	F1	0,82	3
T1	Tremie12	2012	1	80	150	2	F2	0,77	2
T1	Tremie12	2012	1	80	150	2	F3	0,382	2
T1	Tremie12	2012	1	80	150	2	F4	0,662	2
T1	Tremie12	2012	1	80	150	3	F1	0,533	3
T1	Tremie12	2012	1	80	150	3	F2	0,462	2
T1	Tremie12	2012	1	80	150	3	F3	0,424	2
T1	Tremie12	2012	1	80	150	4	F1	0,587	6
T1	Tremie12	2012	1	80	150	4	F2	0,771	2
T1	Tremie12	2012	1	80	150	4	F3	0,748	2
T1	Tremie12	2012	1	80	150	5	F1	0,748	3
T1	Tremie12	2012	1	80	150	5	F2	0,663	4
T1	Tremie12	2012	1	80	150	5	F3	0,657	2
T1	Tremie12	2012	1	80	150	5	F4	0,893	2
T1	Tremie12	2012	1	80	150	6	F1	0,534	6
T1	Tremie12	2012	1	80	150	6	F2	0,553	4
T1	Tremie12	2012	1	80	150	6	F3	0,429	2
T1	Tremie12	2012	1	80	150	6	F4	0,487	2
T1	Tremie12	2012	1	80	150	7	F1	0,638	3
T1	Tremie12	2012	1	80	150	7	F2	0,876	4
T1	Tremie12	2012	1	80	150	7	F3	0,665	2
T1	Tremie12	2012	1	80	150	7	F4	0,325	2
T1	Tremie12	2012	1	80	150	8	F1	0,296	3
T1	Tremie12	2012	1	80	150	8	F2	0,41	2
T1	Tremie12	2012	1	80	150	8	F3	0,346	2
T1	Tremie12	2012	1	80	150	9	F1	0,648	3
T1	Tremie12	2012	1	80	150	9	F2	0,752	4
T1	Tremie12	2012	1	80	150	9	F3	0,462	2
T1	Tremie12	2012	1	80	150	9	F4	0,181	2
T1	Tremie12	2012	1	80	150	10	F1	0,115	3
T1	Tremie12	2012	1	80	150	10	F2	1	4
T1	Tremie12	2012	1	80	150	10	F3	0,396	2
T1	Tremie12	2012	1	80	150	10	F4	0,456	2
T1	Tremie12	2012	2	80	150	1	F1	0,693	3
T1	Tremie12	2012	2	80	150	1	F2	0,85	2
T1	Tremie12	2012	2	80	150	1	F3	0,143	2
T1	Tremie12	2012	2	80	150	1	F4	0,234	2
T1	Tremie12	2012	2	80	150	2	F1	0,321	3
T1	Tremie12	2012	2	80	150	2	F2	0,639	2
T1	Tremie12	2012	2	80	150	2	F3	0,35	2
T1	Tremie12	2012	2	80	150	2	F4	0,273	2
T1	Tremie12	2012	2	80	150	3	F1	0,381	3
T1	Tremie12	2012	2	80	150	3	F2	0,574	2
T1	Tremie12	2012	2	80	150	3	F3	0,263	2
T1	Tremie12	2012	2	80	150	3	F4	0,763	2
T1	Tremie12	2012	2	80	150	4	F1	0,962	3
T1	Tremie12	2012	2	80	150	4	F2	0,686	4
T1	Tremie12	2012	2	80	150	4	F3	0,799	2
T1	Tremie12	2012	2	80	150	5	F1	0,224	3
T1	Tremie12	2012	2	80	150	5	F2	0,494	2
T1	Tremie12	2012	2	80	150	5	F3	0,276	2
T1	Tremie12	2012	2	80	150	5	F4	0,449	2
T1	Tremie12	2012	2	80	150	6	F1	0,524	3
T1	Tremie12	2012	2	80	150	6	F2	0,439	2
T1	Tremie12	2012	2	80	150	6	F3	0,72	2
T1	Tremie12	2012	2	80	150	6	F4	0,327	2
T1	Tremie12	2012	2	80	150	7	F1	0,218	3
T1	Tremie12	2012	2	80	150	7	F2	0,765	4
T1	Tremie12	2012	2	80	150	7	F3	0,423	2
T1	Tremie12	2012	2	80	150	7	F4	0,734	2
T1	Tremie12	2012	2	80	150	8	F1	0,761	3
T1	Tremie12	2012	2	80	150	8	F2	0,932	4
T1	Tremie12	2012	2	80	150	8	F3	0,872	2
T1	Tremie12	2012	2	80	150	8	F4	0,212	2
T1	Tremie12	2012	2	80	150	9	F1	0,555	3
T1	Tremie12	2012	2	80	150	9	F2	0,797	2
T1	Tremie12	2012	2	80	150	9	F3	0,53	2
T1	Tremie12	2012	2	80	150	10	F1	0,189	3
T1	Tremie12	2012	2	80	150	10	F2	0,187	2
T1	Tremie12	2012	2	80	150	10	F3	0,34	2
T1	Tremie12	2012	2	80	150	10	F4	0,208	2
T1	Tremie12	2012	1	150	150	1	F1	0,785	3
T1	Tremie12	2012	1	150	150	1	F2	0,743	3
T1	Tremie12	2012	1	150	150	1	F3	0,556	4
T1	Tremie12	2012	1	150	150	2	F1	0,45	3
T1	Tremie12	2012	1	150	150	2	F2	0,33	3
T1	Tremie12	2012	1	150	150	2	F3	0,286	2
T1	Tremie12	2012	1	150	150	2	F4	0,311	1
T1	Tremie12	2012	1	150	150	3	F1	0,394	3
T1	Tremie12	2012	1	150	150	3	F2	0,179	3
T1	Tremie12	2012	1	150	150	3	F3	0,899	2
T1	Tremie12	2012	1	150	150	3	F4	1	2
T1	Tremie12	2012	1	150	150	4	F1	0,466	3
T1	Tremie12	2012	1	150	150	4	F2	0,342	3
T1	Tremie12	2012	1	150	150	4	F3	0,282	2
T1	Tremie12	2012	1	150	150	5	F1	0,659	6
T1	Tremie12	2012	1	150	150	5	F2	0,968	3
T1	Tremie12	2012	1	150	150	5	F3	0,974	2
T1	Tremie12	2012	1	150	150	6	F1	0,556	3
T1	Tremie12	2012	1	150	150	6	F2	0,413	3
T1	Tremie12	2012	1	150	150	6	F3	0,483	2
T1	Tremie12	2012	1	150	150	6	F4	0,639	2
T1	Tremie12	2012	1	150	150	7	F1	0,362	3
T1	Tremie12	2012	1	150	150	7	F2	0,602	6
T1	Tremie12	2012	1	150	150	7	F3	0,418	2
T1	Tremie12	2012	1	150	150	7	F4	0,661	1
T1	Tremie12	2012	1	150	150	8	F1	0,958	9
T1	Tremie12	2012	1	150	150	8	F2	0,959	6
T1	Tremie12	2012	1	150	150	8	F3	0,776	2
T1	Tremie12	2012	1	150	150	8	F4	0,668	2
T1	Tremie12	2012	1	150	150	9	F1	0,711	3
T1	Tremie12	2012	1	150	150	9	F2	0,343	3
T1	Tremie12	2012	1	150	150	9	F3	0,66	4
T1	Tremie12	2012	1	150	150	9	F4	0,901	1
T1	Tremie12	2012	1	150	150	10	F1	0,403	3
T1	Tremie12	2012	1	150	150	10	F2	0,211	3
T1	Tremie12	2012	1	150	150	10	F3	0,375	2
T1	Tremie12	2012	2	150	150	1	F1	0,659	3
T1	Tremie12	2012	2	150	150	1	F2	0,86	3
T1	Tremie12	2012	2	150	150	1	F3	0,668	2
T1	Tremie12	2012	2	150	150	1	F4	0,763	2
T1	Tremie12	2012	2	150	150	2	F1	0,665	6
T1	Tremie12	2012	2	150	150	2	F2	0,746	3
T1	Tremie12	2012	2	150	150	2	F3	0,504	2
T1	Tremie12	2012	2	150	150	2	F4	0,606	2
T1	Tremie12	2012	2	150	150	3	F1	0,76	6
T1	Tremie12	2012	2	150	150	3	F2	0,6	6
T1	Tremie12	2012	2	150	150	3	F3	0,614	2
T1	Tremie12	2012	2	150	150	3	F4	0,849	9
T1	Tremie12	2012	2	150	150	4	F1	0,105	3
T1	Tremie12	2012	2	150	150	4	F2	0,521	6
T1	Tremie12	2012	2	150	150	4	F3	0,556	4
T1	Tremie12	2012	2	150	150	4	F4	0,947	1
T1	Tremie12	2012	2	150	150	5	F1	0,651	3
T1	Tremie12	2012	2	150	150	5	F2	0,923	3
T1	Tremie12	2012	2	150	150	5	F3	0,629	2
T1	Tremie12	2012	2	150	150	5	F4	0,647	2
T1	Tremie12	2012	2	150	150	6	F1	0,448	3
T1	Tremie12	2012	2	150	150	6	F2	0,897	6
T1	Tremie12	2012	2	150	150	6	F3	0,563	4
T1	Tremie12	2012	2	150	150	6	F4	0,966	2
T1	Tremie12	2012	2	150	150	7	F1	0,794	6
T1	Tremie12	2012	2	150	150	7	F2	0,916	3
T1	Tremie12	2012	2	150	150	7	F3	0,891	2
T1	Tremie12	2012	2	150	150	7	F4	0,879	2
T1	Tremie12	2012	2	150	150	8	F1	0,897	3
T1	Tremie12	2012	2	150	150	8	F2	0,86	6
T1	Tremie12	2012	2	150	150	8	F3	0,502	2
T1	Tremie12	2012	2	150	150	8	F4	0,986	2
T1	Tremie12	2012	2	150	150	9	F1	0,46	3
T1	Tremie12	2012	2	150	150	9	F2	0,527	3
T1	Tremie12	2012	2	150	150	9	F3	0,976	2
T1	Tremie12	2012	2	150	150	9	F4	0,945	2
T1	Tremie12	2012	2	150	150	10	F1	0,702	3
T1	Tremie12	2012	2	150	150	10	F2	0,345	3
T1	Tremie12	2012	2	150	150	10	F3	0,36	2
T1	Tremie12	2012	2	150	150	10	F4	0,761	2
T1	Tremie12	2012	1	200	150	1	F1	0,689	6
T1	Tremie12	2012	1	200	150	1	F2	0,523	3
T1	Tremie12	2012	1	200	150	1	F3	0,517	2
T1	Tremie12	2012	1	200	150	2	F1	0,647	3
T1	Tremie12	2012	1	200	150	2	F2	0,331	3
T1	Tremie12	2012	1	200	150	2	F3	0,913	2
T1	Tremie12	2012	1	200	150	3	F1	0,44	3
T1	Tremie12	2012	1	200	150	3	F2	0,667	6
T1	Tremie12	2012	1	200	150	3	F3	0,726	2
T1	Tremie12	2012	1	200	150	3	F4	1	2
T1	Tremie12	2012	1	200	150	4	F1	0,752	6
T1	Tremie12	2012	1	200	150	4	F2	0,862	3
T1	Tremie12	2012	1	200	150	4	F3	0,469	2
T1	Tremie12	2012	1	200	150	4	F4	0,523	2
T1	Tremie12	2012	1	200	150	5	F1	0,39	3
T1	Tremie12	2012	1	200	150	5	F2	0,772	3
T1	Tremie12	2012	1	200	150	5	F3	0,315	2
T1	Tremie12	2012	1	200	150	5	F4	0,74	3
T1	Tremie12	2012	1	200	150	6	F1	0,655	3
T1	Tremie12	2012	1	200	150	6	F2	0,965	6
T1	Tremie12	2012	1	200	150	6	F3	0,628	2
T1	Tremie12	2012	1	200	150	6	F4	0,813	4
T1	Tremie12	2012	1	200	150	7	F1	0,517	3
T1	Tremie12	2012	1	200	150	7	F2	0,508	6
T1	Tremie12	2012	1	200	150	7	F3	0,776	2
T1	Tremie12	2012	1	200	150	7	F4	0,95	4
T1	Tremie12	2012	1	200	150	8	F1	0,606	6
T1	Tremie12	2012	1	200	150	8	F2	0,776	6
T1	Tremie12	2012	1	200	150	8	F3	0,514	4
T1	Tremie12	2012	1	200	150	8	F4	0,886	3
T1	Tremie12	2012	1	200	150	9	F1	0,476	6
T1	Tremie12	2012	1	200	150	9	F2	0,478	3
T1	Tremie12	2012	1	200	150	9	F3	0,637	2
T1	Tremie12	2012	1	200	150	9	F4	0,565	2
T1	Tremie12	2012	2	200	150	1	F1	0,987	3
T1	Tremie12	2012	2	200	150	1	F2	0,938	3
T1	Tremie12	2012	2	200	150	1	F3	0,596	2
T1	Tremie12	2012	2	200	150	1	F4	1	3
T1	Tremie12	2012	2	200	150	2	F1	0,852	6
T1	Tremie12	2012	2	200	150	2	F2	0,802	6
T1	Tremie12	2012	2	200	150	2	F3	0,716	6
T1	Tremie12	2012	2	200	150	2	F4	0,766	3
T1	Tremie12	2012	2	200	150	3	F1	0,259	3
T1	Tremie12	2012	2	200	150	3	F2	0,706	3
T1	Tremie12	2012	2	200	150	3	F3	0,801	6
T1	Tremie12	2012	2	200	150	3	F4	0,716	1
T1	Tremie12	2012	2	200	150	4	F1	0,712	3
T1	Tremie12	2012	2	200	150	4	F2	0,597	3
T1	Tremie12	2012	2	200	150	4	F3	0,505	4
T1	Tremie12	2012	2	200	150	4	F4	0,561	2
T1	Tremie12	2012	2	200	150	5	F1	0,548	3
T1	Tremie12	2012	2	200	150	5	F2	0,429	3
T1	Tremie12	2012	2	200	150	5	F3	0,631	6
T1	Tremie12	2012	2	200	150	6	F1	0,874	3
T1	Tremie12	2012	2	200	150	6	F2	0,757	9
T1	Tremie12	2012	2	200	150	6	F3	0,88	6
T1	Tremie12	2012	2	200	150	6	F4	0,82	2
T1	Tremie12	2012	2	200	150	7	F1	0,791	6
T1	Tremie12	2012	2	200	150	7	F2	0,657	9
T1	Tremie12	2012	2	200	150	7	F3	0,842	4
T1	Tremie12	2012	2	200	150	7	F4	0,912	4
T1	Tremie12	2012	2	200	150	8	F1	0,943	6
T1	Tremie12	2012	2	200	150	8	F2	0,666	6
T1	Tremie12	2012	2	200	150	8	F3	0,607	4
T1	Tremie12	2012	2	200	150	8	F4	0,826	1
T1	Tremie12	2012	2	200	150	9	F1	0,447	3
T1	Tremie12	2012	2	200	150	9	F2	0,961	6
T1	Tremie12	2012	2	200	150	9	F3	0,864	2
T1	Tremie12	2012	2	200	150	9	F4	0,788	3
T1	Tremie12	2012	2	200	150	10	F1	0,56	6
T1	Tremie12	2012	2	200	150	10	F2	0,681	3
