treatment	variety	year	bloc	volume	concentration	plant	leaf	absorbance	dilution
T1	Tremie13	2013	1	150	150	2	F3	0,156	2
T1	Tremie13	2013	1	150	150	2	F4	0,319	2
T1	Tremie13	2013	1	150	150	3	F1	0,108	1
T1	Tremie13	2013	1	150	150	3	F2	0,312	2
T1	Tremie13	2013	1	150	150	3	F3	0,627	2
T1	Tremie13	2013	1	150	150	3	F4	0,335	2
T1	Tremie13	2013	1	150	150	4	F1	0,989	1
T1	Tremie13	2013	1	150	150	4	F2	0,41	2
T1	Tremie13	2013	1	150	150	4	F3	0,78	4
T1	Tremie13	2013	1	150	150	4	F4	0,98	2
T1	Tremie13	2013	1	150	150	5	F1	0,491	1
T1	Tremie13	2013	1	150	150	5	F2	0,234	2
T1	Tremie13	2013	1	150	150	5	F3	0,559	4
T1	Tremie13	2013	1	150	150	5	F4	0,487	4
T1	Tremie13	2013	1	150	150	6	F1	0,102	1
T1	Tremie13	2013	1	150	150	6	F2	0,325	2
T1	Tremie13	2013	1	150	150	6	F3	0,909	2
T1	Tremie13	2013	1	150	150	6	F4	0,516	4
T1	Tremie13	2013	1	150	150	7	F1	0,97	1
T1	Tremie13	2013	1	150	150	7	F2	0,721	2
T1	Tremie13	2013	1	150	150	7	F3	0,893	2
T1	Tremie13	2013	1	150	150	7	F4	0,516	2
T1	Tremie13	2013	1	150	150	8	F1	0,51	1
T1	Tremie13	2013	1	150	150	8	F2	0,544	2
T1	Tremie13	2013	1	150	150	8	F3	0,608	4
T1	Tremie13	2013	1	150	150	8	F4	0,74	4
T1	Tremie13	2013	1	150	150	9	F1	0,445	4
T1	Tremie13	2013	1	150	150	9	F2	0,657	4
T1	Tremie13	2013	1	150	150	9	F4	0,801	4
T1	Tremie13	2013	1	150	150	10	F1	0,349	1
T1	Tremie13	2013	1	150	150	10	F2	0,49	4
T1	Tremie13	2013	1	150	150	10	F3	0,671	2
T1	Tremie13	2013	1	150	150	10	F4	0,549	2
T1	Tremie13	2013	2	150	150	1	F1	0,278	1
T1	Tremie13	2013	2	150	150	1	F2	0,324	2
T1	Tremie13	2013	2	150	150	1	F3	0,422	2
T1	Tremie13	2013	2	150	150	1	F4	0,411	2
T1	Tremie13	2013	2	150	150	2	F1	0,16	1
T1	Tremie13	2013	2	150	150	2	F2	0,321	2
T1	Tremie13	2013	2	150	150	2	F3	0,434	2
T1	Tremie13	2013	2	150	150	2	F4	0,382	2
T1	Tremie13	2013	2	150	150	3	F1	0,607	1
T1	Tremie13	2013	2	150	150	3	F2	0,334	2
T1	Tremie13	2013	2	150	150	3	F3	0,558	2
T1	Tremie13	2013	2	150	150	3	F4	0,513	4
T1	Tremie13	2013	2	150	150	4	F1	0,862	1
T1	Tremie13	2013	2	150	150	4	F2	0,257	2
T1	Tremie13	2013	2	150	150	4	F3	0,276	2
T1	Tremie13	2013	2	150	150	4	F4	0,506	2
T1	Tremie13	2013	2	150	150	5	F1	0,898	1
T1	Tremie13	2013	2	150	150	5	F2	0,675	2
T1	Tremie13	2013	2	150	150	5	F3	0,529	2
T1	Tremie13	2013	2	150	150	5	F4	0,459	2
T1	Tremie13	2013	2	150	150	6	F1	0,208	1
T1	Tremie13	2013	2	150	150	6	F2	0,523	2
T1	Tremie13	2013	2	150	150	6	F3	0,517	2
T1	Tremie13	2013	2	150	150	6	F4	0,448	2
T1	Tremie13	2013	2	150	150	7	F1	0,28	1
T1	Tremie13	2013	2	150	150	7	F2	0,282	2
T1	Tremie13	2013	2	150	150	7	F3	0,405	2
T1	Tremie13	2013	2	150	150	7	F4	0,672	2
T1	Tremie13	2013	2	150	150	8	F1	0,912	1
T1	Tremie13	2013	2	150	150	8	F2	1,004	4
T1	Tremie13	2013	2	150	150	8	F3	0,712	4
T1	Tremie13	2013	2	150	150	8	F4	0,829	2
T1	Tremie13	2013	2	150	150	9	F1	0,809	1
T1	Tremie13	2013	2	150	150	9	F2	0,849	5
T1	Tremie13	2013	2	150	150	9	F3	0,844	2
T1	Tremie13	2013	2	150	150	9	F4	0,56	4
T1	Tremie13	2013	2	150	150	10	F1	0,249	4
T1	Tremie13	2013	2	150	150	10	F2	0,662	4
T1	Tremie13	2013	2	150	150	10	F3	0,742	4
T1	Tremie13	2013	2	150	150	10	F4	0,482	4
T1	Tremie13	2013	1	200	150	1	F1	0,279	1
T1	Tremie13	2013	1	200	150	1	F2	0,366	2
T1	Tremie13	2013	1	200	150	1	F3	0,395	2
T1	Tremie13	2013	1	200	150	1	F4	0,669	2
T1	Tremie13	2013	1	200	150	2	F1	0,541	1
T1	Tremie13	2013	1	200	150	2	F2	0,808	2
T1	Tremie13	2013	1	200	150	2	F3	0,53	2
T1	Tremie13	2013	1	200	150	2	F4	0,331	2
T1	Tremie13	2013	1	200	150	3	F1	0,501	1
T1	Tremie13	2013	1	200	150	3	F2	0,453	2
T1	Tremie13	2013	1	200	150	3	F3	0,575	2
T1	Tremie13	2013	1	200	150	3	F4	0,508	4
T1	Tremie13	2013	1	200	150	4	F1	0,287	1
T1	Tremie13	2013	1	200	150	4	F2	0,291	2
T1	Tremie13	2013	1	200	150	4	F3	0,22	2
T1	Tremie13	2013	1	200	150	4	F4	0,613	2
T1	Tremie13	2013	1	200	150	5	F1	0,348	1
T1	Tremie13	2013	1	200	150	5	F2	0,534	2
T1	Tremie13	2013	1	200	150	5	F3	0,615	4
T1	Tremie13	2013	1	200	150	5	F4	0,607	4
T1	Tremie13	2013	1	200	150	6	F1	0,395	1
T1	Tremie13	2013	1	200	150	6	F2	0,826	2
T1	Tremie13	2013	1	200	150	6	F3	0,953	2
T1	Tremie13	2013	1	200	150	6	F4	0,538	4
T1	Tremie13	2013	1	200	150	7	F1	0,307	4
T1	Tremie13	2013	1	200	150	7	F2	0,733	2
T1	Tremie13	2013	1	200	150	7	F3	0,963	2
T1	Tremie13	2013	1	200	150	7	F4	0,536	4
T1	Tremie13	2013	1	200	150	8	F1	0,429	1
T1	Tremie13	2013	1	200	150	8	F2	0,343	2
T1	Tremie13	2013	1	200	150	8	F3	0,927	2
T1	Tremie13	2013	1	200	150	8	F4	0,599	4
T1	Tremie13	2013	1	200	150	9	F1	0,585	1
T1	Tremie13	2013	1	200	150	9	F2	0,518	4
T1	Tremie13	2013	1	200	150	9	F3	0,756	2
T1	Tremie13	2013	1	200	150	9	F4	0,394	2
T1	Tremie13	2013	1	200	150	10	F1	0,444	4
T1	Tremie13	2013	1	200	150	10	F2	0,643	4
T1	Tremie13	2013	1	200	150	10	F3	0,743	4
T1	Tremie13	2013	1	200	150	10	F4	0,643	4
T1	Tremie13	2013	2	200	150	1	F1	0,126	2
T1	Tremie13	2013	2	200	150	1	F2	0,328	2
T1	Tremie13	2013	2	200	150	1	F3	0,916	2
T1	Tremie13	2013	2	200	150	1	F4	0,574	2
T1	Tremie13	2013	2	200	150	2	F1	0,379	1
T1	Tremie13	2013	2	200	150	2	F2	0,371	2
T1	Tremie13	2013	2	200	150	2	F3	0,251	4
T1	Tremie13	2013	2	200	150	2	F4	0,118	5
T1	Tremie13	2013	2	200	150	3	F1	0,774	1
T1	Tremie13	2013	2	200	150	3	F2	0,389	2
T1	Tremie13	2013	2	200	150	3	F3	0,942	2
T1	Tremie13	2013	2	200	150	3	F4	0,457	2
T1	Tremie13	2013	2	200	150	4	F1	0,346	1
T1	Tremie13	2013	2	200	150	4	F2	0,694	2
T1	Tremie13	2013	2	200	150	4	F3	0,484	2
T1	Tremie13	2013	2	200	150	4	F4	0,247	5
T1	Tremie13	2013	2	200	150	5	F1	0,301	1
T1	Tremie13	2013	2	200	150	5	F2	0,773	2
T1	Tremie13	2013	2	200	150	5	F3	0,612	2
T1	Tremie13	2013	2	200	150	5	F4	0,61	4
T1	Tremie13	2013	2	200	150	6	F1	0,756	1
T1	Tremie13	2013	2	200	150	6	F2	0,402	4
T1	Tremie13	2013	2	200	150	6	F3	0,898	2
T1	Tremie13	2013	2	200	150	6	F4	0,93	2
T1	Tremie13	2013	2	200	150	7	F1	0,317	4
T1	Tremie13	2013	2	200	150	7	F2	0,375	4
T1	Tremie13	2013	2	200	150	7	F3	0,363	5
T1	Tremie13	2013	2	200	150	7	F4	0,63	2
T1	Tremie13	2013	2	200	150	8	F1	0,97	1
T1	Tremie13	2013	2	200	150	8	F2	0,836	2
T1	Tremie13	2013	2	200	150	8	F3	0,911	2
T1	Tremie13	2013	2	200	150	8	F4	0,933	2
T1	Tremie13	2013	2	200	150	9	F1	0,097	5
T1	Tremie13	2013	2	200	150	9	F2	0,546	4
T1	Tremie13	2013	2	200	150	9	F3	0,288	5
T1	Tremie13	2013	2	200	150	9	F4	0,776	2
T1	Tremie13	2013	2	200	150	10	F1	0,882	1
T1	Tremie13	2013	2	200	150	10	F2	0,513	5
T1	Tremie13	2013	2	200	150	10	F3	0,751	2
T1	Tremie13	2013	2	200	150	10	F4	0,594	2
T2	Tremie13	2013	1	40	150	1	F1	0,238	2
T2	Tremie13	2013	1	40	150	1	F2	0,905	2
T2	Tremie13	2013	1	40	150	1	F3	0,795	2
T2	Tremie13	2013	1	40	150	1	F4	0,315	1
T2	Tremie13	2013	1	40	150	2	F1	0,267	2
T2	Tremie13	2013	1	40	150	2	F2	0,658	2
T2	Tremie13	2013	1	40	150	2	F3	0,182	2
T2	Tremie13	2013	1	40	150	2	F4	0,13	1
T2	Tremie13	2013	1	40	150	3	F1	0,294	2
T2	Tremie13	2013	1	40	150	3	F2	0,563	4
T2	Tremie13	2013	1	40	150	3	F3	0,251	2
T2	Tremie13	2013	1	40	150	3	F4	0,187	1
T2	Tremie13	2013	1	40	150	4	F1	0,069	2
T2	Tremie13	2013	1	40	150	4	F2	0,461	2
T2	Tremie13	2013	1	40	150	4	F3	0,025	2
T2	Tremie13	2013	1	40	150	4	F4	0,2	1
T2	Tremie13	2013	1	40	150	5	F1	0,475	2
T2	Tremie13	2013	1	40	150	5	F2	0,316	2
T2	Tremie13	2013	1	40	150	5	F3	0,104	2
T2	Tremie13	2013	1	40	150	5	F4	0,22	1
T2	Tremie13	2013	1	40	150	6	F1	0,397	2
T2	Tremie13	2013	1	40	150	6	F2	0,596	4
T2	Tremie13	2013	1	40	150	6	F3	0,268	2
T2	Tremie13	2013	1	40	150	6	F4	0,496	1
T2	Tremie13	2013	1	40	150	7	F1	0,552	2
T2	Tremie13	2013	1	40	150	7	F2	0,409	2
T2	Tremie13	2013	1	40	150	7	F3	0,056	2
T2	Tremie13	2013	1	40	150	7	F4	0,09	1
T2	Tremie13	2013	1	40	150	8	F1	0,234	2
T2	Tremie13	2013	1	40	150	8	F2	0,562	2
T2	Tremie13	2013	1	40	150	8	F3	0,2	2
T2	Tremie13	2013	1	40	150	8	F4	0,282	1
T2	Tremie13	2013	1	40	150	9	F1	0,151	2
T2	Tremie13	2013	1	40	150	9	F2	0,402	2
T2	Tremie13	2013	1	40	150	9	F3	0,245	2
T2	Tremie13	2013	1	40	150	9	F4	0,323	1
T2	Tremie13	2013	1	40	150	10	F1	0,364	2
T2	Tremie13	2013	1	40	150	10	F2	0,449	2
T2	Tremie13	2013	1	40	150	10	F3	0,064	2
T2	Tremie13	2013	1	40	150	10	F4	0,941	1
T2	Tremie13	2013	2	40	150	1	F1	0,994	1
T2	Tremie13	2013	2	40	150	1	F2	0,556	1
T2	Tremie13	2013	2	40	150	1	F3	0,711	1
T2	Tremie13	2013	2	40	150	1	F4	0,262	1
T2	Tremie13	2013	2	40	150	2	F1	0,372	2
T2	Tremie13	2013	2	40	150	2	F2	0,564	2
T2	Tremie13	2013	2	40	150	2	F3	0,21	2
T2	Tremie13	2013	2	40	150	2	F4	0,106	2
T2	Tremie13	2013	2	40	150	3	F1	0,865	2
T2	Tremie13	2013	2	40	150	3	F2	1,025	2
T2	Tremie13	2013	2	40	150	3	F3	0,224	2
T2	Tremie13	2013	2	40	150	3	F4	0,15	2
T2	Tremie13	2013	2	40	150	4	F1	0,316	2
T2	Tremie13	2013	2	40	150	4	F2	0,674	2
T2	Tremie13	2013	2	40	150	4	F3	0,147	2
T2	Tremie13	2013	2	40	150	4	F4	0,137	2
T2	Tremie13	2013	2	40	150	5	F1	0,152	2
T2	Tremie13	2013	2	40	150	5	F2	0,551	2
T2	Tremie13	2013	2	40	150	5	F3	0,319	2
T2	Tremie13	2013	2	40	150	5	F4	0,124	2
T2	Tremie13	2013	2	40	150	6	F1	0,341	2
T2	Tremie13	2013	2	40	150	6	F2	0,357	2
T2	Tremie13	2013	2	40	150	6	F3	0,316	2
T2	Tremie13	2013	2	40	150	6	F4	0,21	1
T2	Tremie13	2013	2	40	150	7	F1	0,253	2
T2	Tremie13	2013	2	40	150	7	F2	0,531	2
T2	Tremie13	2013	2	40	150	7	F3	0,578	2
T2	Tremie13	2013	2	40	150	7	F4	0,42	1
T2	Tremie13	2013	2	40	150	8	F1	0,302	2
T2	Tremie13	2013	2	40	150	8	F2	0,943	2
T2	Tremie13	2013	2	40	150	8	F3	0,295	2
T2	Tremie13	2013	2	40	150	8	F4	0,371	1
T2	Tremie13	2013	2	40	150	9	F1	0,268	2
T2	Tremie13	2013	2	40	150	9	F2	0,659	2
T2	Tremie13	2013	2	40	150	9	F3	0,188	2
T2	Tremie13	2013	2	40	150	9	F4	0,319	1
T2	Tremie13	2013	2	40	150	10	F1	0,521	2
T2	Tremie13	2013	2	40	150	10	F2	0,906	2
T2	Tremie13	2013	2	40	150	10	F3	0,487	2
T2	Tremie13	2013	2	40	150	10	F4	0,287	1
T2	Tremie13	2013	1	80	150	1	F1	0,61	4
T2	Tremie13	2013	1	80	150	1	F2	0,374	4
T2	Tremie13	2013	1	80	150	1	F3	0,031	4
T2	Tremie13	2013	1	80	150	1	F4	0,194	1
T2	Tremie13	2013	1	80	150	2	F1	0,257	4
T2	Tremie13	2013	1	80	150	2	F2	0,29	4
T2	Tremie13	2013	1	80	150	2	F3	0,189	4
T2	Tremie13	2013	1	80	150	2	F4	0,107	4
T2	Tremie13	2013	1	80	150	3	F1	0,049	4
T2	Tremie13	2013	1	80	150	3	F2	0,357	4
T2	Tremie13	2013	1	80	150	3	F3	0,201	4
T2	Tremie13	2013	1	80	150	3	F4	0,093	1
T2	Tremie13	2013	1	80	150	4	F1	0,106	4
T2	Tremie13	2013	1	80	150	4	F2	0,74	4
T2	Tremie13	2013	1	80	150	4	F3	0,111	4
T2	Tremie13	2013	1	80	150	4	F4	0,215	1
T2	Tremie13	2013	1	80	150	5	F1	0,085	4
T2	Tremie13	2013	1	80	150	5	F2	0,909	4
T2	Tremie13	2013	1	80	150	5	F3	0,522	4
T2	Tremie13	2013	1	80	150	5	F4	0,078	4
T2	Tremie13	2013	1	80	150	6	F1	0,274	4
T2	Tremie13	2013	1	80	150	6	F2	0,17	4
T2	Tremie13	2013	1	80	150	6	F3	0,097	4
T2	Tremie13	2013	1	80	150	7	F1	0,981	4
T2	Tremie13	2013	1	80	150	7	F2	1,068	5
T2	Tremie13	2013	1	80	150	7	F3	0,006	4
T2	Tremie13	2013	1	80	150	7	F4	0,114	4
T2	Tremie13	2013	1	80	150	8	F1	0,886	5
T2	Tremie13	2013	1	80	150	8	F2	0,902	5
T2	Tremie13	2013	1	80	150	8	F3	0,057	4
T2	Tremie13	2013	1	80	150	8	F4	0,036	4
T2	Tremie13	2013	1	80	150	9	F2	0,263	4
T2	Tremie13	2013	1	80	150	9	F3	0,069	4
T2	Tremie13	2013	1	80	150	10	F1	0,224	4
T2	Tremie13	2013	1	80	150	10	F2	0,733	4
T2	Tremie13	2013	1	80	150	10	F3	0,206	4
T2	Tremie13	2013	1	80	150	10	F4	0,086	4
T2	Tremie13	2013	2	80	150	1	F1	0,144	4
T2	Tremie13	2013	2	80	150	1	F2	0,278	4
T2	Tremie13	2013	2	80	150	1	F3	0,2	4
T2	Tremie13	2013	2	80	150	1	F4	0,143	1
T2	Tremie13	2013	2	80	150	2	F1	1,003	4
T2	Tremie13	2013	2	80	150	2	F2	1,023	4
T2	Tremie13	2013	2	80	150	2	F3	0,1	4
T2	Tremie13	2013	2	80	150	2	F4	0,699	1
T2	Tremie13	2013	2	80	150	3	F1	0,11	4
T2	Tremie13	2013	2	80	150	3	F2	0,55	4
T2	Tremie13	2013	2	80	150	3	F3	0,202	4
T2	Tremie13	2013	2	80	150	3	F4	0,249	4
T2	Tremie13	2013	2	80	150	4	F1	0,598	4
T2	Tremie13	2013	2	80	150	4	F2	0,759	4
T2	Tremie13	2013	2	80	150	4	F3	0,928	4
T2	Tremie13	2013	2	80	150	4	F4	0,372	4
T2	Tremie13	2013	2	80	150	5	F1	0,141	4
T2	Tremie13	2013	2	80	150	5	F2	0,824	4
T2	Tremie13	2013	2	80	150	5	F3	0,327	1
T2	Tremie13	2013	2	80	150	5	F4	0,283	1
T2	Tremie13	2013	2	80	150	6	F1	0,159	4
T2	Tremie13	2013	2	80	150	6	F2	0,982	4
T2	Tremie13	2013	2	80	150	6	F3	0,305	4
T2	Tremie13	2013	2	80	150	6	F4	0,091	4
T2	Tremie13	2013	2	80	150	7	F1	0,349	4
T2	Tremie13	2013	2	80	150	7	F2	1,002	6
T2	Tremie13	2013	2	80	150	7	F3	0,483	4
T2	Tremie13	2013	2	80	150	7	F4	0,246	4
T2	Tremie13	2013	2	80	150	8	F1	0,412	4
T2	Tremie13	2013	2	80	150	8	F2	1,072	4
T2	Tremie13	2013	2	80	150	8	F3	0,27	4
T2	Tremie13	2013	2	80	150	8	F4	0,292	1
T2	Tremie13	2013	2	80	150	9	F1	0,897	4
T2	Tremie13	2013	2	80	150	9	F2	0,807	6
T2	Tremie13	2013	2	80	150	9	F3	0,127	4
T2	Tremie13	2013	2	80	150	9	F4	0,131	4
T2	Tremie13	2013	2	80	150	10	F1	0,171	4
T2	Tremie13	2013	2	80	150	10	F2	0,822	4
T2	Tremie13	2013	2	80	150	10	F3	0,387	4
T2	Tremie13	2013	2	80	150	10	F4	0,12	4
T2	Tremie13	2013	1	150	150	1	F1	0,252	6
T2	Tremie13	2013	1	150	150	1	F2	0,436	6
T2	Tremie13	2013	1	150	150	1	F3	0,159	6
T2	Tremie13	2013	1	150	150	1	F4	0,253	2
T2	Tremie13	2013	1	150	150	2	F1	0,266	6
T2	Tremie13	2013	1	150	150	2	F2	1,001	10
T2	Tremie13	2013	1	150	150	2	F3	0,176	6
T2	Tremie13	2013	1	150	150	2	F4	0,541	2
T2	Tremie13	2013	1	150	150	3	F1	0,25	6
T2	Tremie13	2013	1	150	150	3	F2	0,583	6
T2	Tremie13	2013	1	150	150	3	F3	0,252	6
T2	Tremie13	2013	1	150	150	3	F4	0,525	2
T2	Tremie13	2013	1	150	150	4	F1	0,209	6
T2	Tremie13	2013	1	150	150	4	F2	0,961	6
T2	Tremie13	2013	1	150	150	4	F3	0,305	6
T2	Tremie13	2013	1	150	150	4	F4	0,246	2
T2	Tremie13	2013	1	150	150	5	F1	0,253	6
T2	Tremie13	2013	1	150	150	5	F2	0,525	6
T2	Tremie13	2013	1	150	150	5	F3	0,762	8
T2	Tremie13	2013	1	150	150	5	F4	0,224	8
T2	Tremie13	2013	1	150	150	6	F1	0,149	6
T2	Tremie13	2013	1	150	150	6	F2	0,656	6
T2	Tremie13	2013	1	150	150	6	F3	0,296	6
T2	Tremie13	2013	1	150	150	6	F4	0,521	2
T2	Tremie13	2013	1	150	150	7	F1	0,789	6
T2	Tremie13	2013	1	150	150	7	F2	0,751	16
T2	Tremie13	2013	1	150	150	7	F3	0,119	6
T2	Tremie13	2013	1	150	150	7	F4	0,535	2
T2	Tremie13	2013	1	150	150	8	F1	0,086	6
T2	Tremie13	2013	1	150	150	8	F2	0,107	6
T2	Tremie13	2013	1	150	150	8	F3	0,097	6
T2	Tremie13	2013	1	150	150	8	F4	0,441	2
T2	Tremie13	2013	1	150	150	9	F1	0,271	6
T2	Tremie13	2013	1	150	150	9	F2	0,451	6
T2	Tremie13	2013	1	150	150	9	F3	0,331	6
T2	Tremie13	2013	1	150	150	9	F4	0,716	2
T2	Tremie13	2013	1	150	150	10	F1	0,623	6
T2	Tremie13	2013	1	150	150	10	F2	0,912	8
T2	Tremie13	2013	1	150	150	10	F3	0,119	6
T2	Tremie13	2013	1	150	150	10	F4	0,28	2
T2	Tremie13	2013	2	150	150	1	F1	0,132	6
T2	Tremie13	2013	2	150	150	1	F2	0,698	6
T2	Tremie13	2013	2	150	150	1	F3	0,427	6
T2	Tremie13	2013	2	150	150	1	F4	0,577	2
T2	Tremie13	2013	2	150	150	2	F1	0,151	6
T2	Tremie13	2013	2	150	150	2	F2	0,758	6
T2	Tremie13	2013	2	150	150	2	F3	0,316	6
T2	Tremie13	2013	2	150	150	2	F4	0,486	2
T2	Tremie13	2013	2	150	150	3	F1	0,253	6
T2	Tremie13	2013	2	150	150	3	F2	0,889	6
T2	Tremie13	2013	2	150	150	3	F3	0,173	6
T2	Tremie13	2013	2	150	150	3	F4	0,357	2
T2	Tremie13	2013	2	150	150	4	F1	0,134	6
T2	Tremie13	2013	2	150	150	4	F2	0,832	6
T2	Tremie13	2013	2	150	150	4	F3	0,118	6
T2	Tremie13	2013	2	150	150	4	F4	0,323	2
T2	Tremie13	2013	2	150	150	5	F1	0,576	6
T2	Tremie13	2013	2	150	150	5	F2	0,525	6
T2	Tremie13	2013	2	150	150	5	F3	0,224	6
T2	Tremie13	2013	2	150	150	5	F4	0,562	2
T2	Tremie13	2013	2	150	150	6	F1	0,323	6
T2	Tremie13	2013	2	150	150	6	F2	0,849	6
T2	Tremie13	2013	2	150	150	6	F3	0,096	6
T2	Tremie13	2013	2	150	150	6	F4	0,291	2
T2	Tremie13	2013	2	150	150	7	F1	0,092	6
T2	Tremie13	2013	2	150	150	7	F2	0,883	10
T2	Tremie13	2013	2	150	150	7	F3	0,625	6
T2	Tremie13	2013	2	150	150	7	F4	0,494	2
T2	Tremie13	2013	2	150	150	8	F1	0,298	6
T2	Tremie13	2013	2	150	150	8	F2	0,716	6
T2	Tremie13	2013	2	150	150	8	F3	0,175	6
T2	Tremie13	2013	2	150	150	8	F4	0,29	2
T2	Tremie13	2013	2	150	150	9	F1	0,387	6
T2	Tremie13	2013	2	150	150	9	F2	0,782	6
T2	Tremie13	2013	2	150	150	9	F3	0,342	6
T2	Tremie13	2013	2	150	150	9	F4	0,736	2
T2	Tremie13	2013	2	150	150	10	F1	0,08	6
T2	Tremie13	2013	2	150	150	10	F2	0,717	10
T2	Tremie13	2013	2	150	150	10	F3	0,228	6
T2	Tremie13	2013	2	150	150	10	F4	0,457	2
T2	Tremie13	2013	1	200	150	1	F1	0,28	8
T2	Tremie13	2013	1	200	150	1	F2	0,953	10
T2	Tremie13	2013	1	200	150	1	F3	0,31	8
T2	Tremie13	2013	1	200	150	1	F4	0,309	4
T2	Tremie13	2013	1	200	150	2	F1	0,121	8
T2	Tremie13	2013	1	200	150	2	F2	0,545	8
T2	Tremie13	2013	1	200	150	2	F3	0,114	8
T2	Tremie13	2013	1	200	150	2	F4	0,242	4
T2	Tremie13	2013	1	200	150	3	F1	0,292	8
T2	Tremie13	2013	1	200	150	3	F2	0,515	8
T2	Tremie13	2013	1	200	150	3	F3	0,462	8
T2	Tremie13	2013	1	200	150	3	F4	0,358	4
T2	Tremie13	2013	1	200	150	4	F1	0,266	8
T2	Tremie13	2013	1	200	150	4	F2	0,625	8
T2	Tremie13	2013	1	200	150	4	F3	0,186	8
T2	Tremie13	2013	1	200	150	4	F4	0,653	4
T2	Tremie13	2013	1	200	150	5	F1	0,153	8
T2	Tremie13	2013	1	200	150	5	F2	0,368	8
T2	Tremie13	2013	1	200	150	5	F3	0,216	8
T2	Tremie13	2013	1	200	150	5	F4	0,173	4
T2	Tremie13	2013	1	200	150	6	F1	0,152	8
T2	Tremie13	2013	1	200	150	6	F2	0,313	8
T2	Tremie13	2013	1	200	150	6	F3	0,312	8
T2	Tremie13	2013	1	200	150	6	F4	0,482	4
T2	Tremie13	2013	1	200	150	7	F1	0,265	8
T2	Tremie13	2013	1	200	150	7	F2	0,363	8
T2	Tremie13	2013	1	200	150	7	F3	0,031	8
T2	Tremie13	2013	1	200	150	7	F4	0,23	4
T2	Tremie13	2013	1	200	150	8	F1	0,164	8
T2	Tremie13	2013	1	200	150	8	F2	0,901	8
T2	Tremie13	2013	1	200	150	8	F3	0,341	8
T2	Tremie13	2013	1	200	150	8	F4	0,432	4
T2	Tremie13	2013	1	200	150	9	F1	0,226	8
T2	Tremie13	2013	1	200	150	9	F2	0,809	8
T2	Tremie13	2013	1	200	150	9	F3	0,43	8
T2	Tremie13	2013	1	200	150	9	F4	0,416	4
T2	Tremie13	2013	1	200	150	10	F1	0,216	8
T2	Tremie13	2013	1	200	150	10	F2	0,956	8
T2	Tremie13	2013	1	200	150	10	F3	0,299	8
T2	Tremie13	2013	1	200	150	10	F4	0,334	4
T2	Tremie13	2013	2	200	150	1	F1	0,332	8
T2	Tremie13	2013	2	200	150	1	F2	0,711	8
T2	Tremie13	2013	2	200	150	1	F3	0,124	8
T2	Tremie13	2013	2	200	150	1	F4	0,08	4
T2	Tremie13	2013	2	200	150	2	F1	0,371	8
T2	Tremie13	2013	2	200	150	2	F2	0,361	8
T2	Tremie13	2013	2	200	150	2	F3	0,147	8
T2	Tremie13	2013	2	200	150	2	F4	0,066	4
T2	Tremie13	2013	2	200	150	3	F1	0,374	8
T2	Tremie13	2013	2	200	150	3	F2	0,998	8
T2	Tremie13	2013	2	200	150	3	F3	0,111	8
T2	Tremie13	2013	2	200	150	3	F4	0,251	4
T2	Tremie13	2013	2	200	150	4	F1	0,245	8
T2	Tremie13	2013	2	200	150	4	F2	0,891	8
T2	Tremie13	2013	2	200	150	4	F3	0,247	8
T2	Tremie13	2013	2	200	150	4	F4	0,62	4
T2	Tremie13	2013	2	200	150	5	F1	0,373	8
T2	Tremie13	2013	2	200	150	5	F2	0,847	8
T2	Tremie13	2013	2	200	150	5	F3	0,425	8
T2	Tremie13	2013	2	200	150	5	F4	0,472	4
T2	Tremie13	2013	2	200	150	6	F1	0,071	8
T2	Tremie13	2013	2	200	150	6	F2	0,686	8
T2	Tremie13	2013	2	200	150	6	F3	0,169	8
T2	Tremie13	2013	2	200	150	6	F4	0,506	4
T2	Tremie13	2013	2	200	150	7	F1	0,075	8
T2	Tremie13	2013	2	200	150	7	F2	0,21	8
T2	Tremie13	2013	2	200	150	7	F3	0,323	8
T2	Tremie13	2013	2	200	150	7	F4	0,037	4
T2	Tremie13	2013	2	200	150	8	F1	0,094	8
T2	Tremie13	2013	2	200	150	8	F2	0,908	8
T2	Tremie13	2013	2	200	150	8	F3	0,041	8
T2	Tremie13	2013	2	200	150	8	F4	0,156	4
T2	Tremie13	2013	2	200	150	9	F1	0,095	8
T2	Tremie13	2013	2	200	150	9	F2	0,568	8
T2	Tremie13	2013	2	200	150	9	F3	0,529	8
T2	Tremie13	2013	2	200	150	9	F4	0,522	4
T2	Tremie13	2013	2	200	150	10	F1	0,206	8
T2	Tremie13	2013	2	200	150	10	F2	0,691	8
T2	Tremie13	2013	2	200	150	10	F3	0,011	8
T2	Tremie13	2013	2	200	150	10	F4	0,121	4
