Site: Boigneville, Unité d'acquisition: Boigneville, Dep: 91, Com: 69, Num: 2;;;;;;
Date;01/09/2010;T[°C);HR(%);Pluies (mm);Vent (km/h);Rg (j/cm²)
04/09/2010;20:00;16,3;73;0;5;0
04/09/2010;21:00;15,6;75;0;7;0
04/09/2010;22:00;14,3;80;0;6;0
04/09/2010;23:00;13,4;84;0;6;0
05/09/2010;00:00;12,6;87,5;0;4;0
05/09/2010;01:00;12,1;88,5;0;5;0
05/09/2010;02:00;11,7;89,5;0;5;0
05/09/2010;03:00;10,8;91;0;6;0
05/09/2010;04:00;10,4;93,5;0;3;0
05/09/2010;05:00;10,9;94;0;3;10
05/09/2010;06:00;13;88;0;4;52
05/09/2010;07:00;15,1;83,5;0;5;88
05/09/2010;08:00;18,3;71,5;0;7;166
05/09/2010;09:00;21,4;54,5;0;7;214
05/09/2010;10:00;22,8;47,5;0;12;244
05/09/2010;11:00;23,3;43,5;0;10;256
05/09/2010;12:00;23,5;41,5;0;10;254
05/09/2010;13:00;24,1;39,5;0;10;228
05/09/2010;14:00;23,2;43,5;0;12;168
05/09/2010;15:00;22,9;43,5;0;12;118
05/09/2010;16:00;22,2;44;0;10;54
05/09/2010;17:00;21,1;46;0;10;26
05/09/2010;18:00;19,4;50;0;9;2
05/09/2010;19:00;18,4;54;0;11;0
05/09/2010;20:00;17,7;56;0;10;0
05/09/2010;21:00;17,6;57,5;0;11;0
05/09/2010;22:00;17,3;59,5;0;12;0
05/09/2010;23:00;16,3;65;0;8;0
06/09/2010;00:00;15,5;68,5;0;9;0
06/09/2010;01:00;15;71,5;0;9;0
06/09/2010;02:00;14;75,5;0;8;0
06/09/2010;03:00;13,5;78;0;7;0
06/09/2010;04:00;12,6;81,5;0;6;0
06/09/2010;05:00;13,5;80;0;7;6
06/09/2010;06:00;14,4;78;0;8;26
06/09/2010;07:00;15,4;75;0;8;50
06/09/2010;08:00;15,9;73,5;0;9;42
06/09/2010;09:00;15,8;76;0;10;38
06/09/2010;10:00;17;74,5;0;12;80
06/09/2010;11:00;18,2;73,5;0;12;92
06/09/2010;12:00;19,7;69,5;0;12;116
06/09/2010;13:00;21,2;66;0;13;98
06/09/2010;14:00;21,6;65,5;0;14;76
06/09/2010;15:00;22,7;63;0;11;52
06/09/2010;16:00;22,1;66,5;0;13;30
06/09/2010;17:00;21,4;71;0;9;10
06/09/2010;18:00;21,1;67;0;8;2
06/09/2010;19:00;21,1;63;0;12;0
06/09/2010;20:00;18,1;85;0,2;13;0
06/09/2010;21:00;17,2;91,5;2;11;0
06/09/2010;22:00;16,5;90;0,2;8;0
06/09/2010;23:00;16;90,5;0;9;0
07/09/2010;00:00;15,6;91,5;0;8;0
07/09/2010;01:00;15,3;93;0;9;0
07/09/2010;02:00;15,3;94;0;8;0
07/09/2010;03:00;15,3;93,5;0;9;0
07/09/2010;04:00;15;92;0;7;0
07/09/2010;05:00;13,9;90;0;7;2
07/09/2010;06:00;15,2;90,5;0;5;40
07/09/2010;07:00;16,1;82,5;0;7;96
07/09/2010;08:00;16,4;81;0;6;82
07/09/2010;09:00;17,5;74,5;0;8;136
07/09/2010;10:00;18,2;74,5;0;7;150
07/09/2010;11:00;18,8;67,5;0;4;160
07/09/2010;12:00;20,2;64;0;6;234
07/09/2010;13:00;20,6;61,5;0;9;170
07/09/2010;14:00;21,1;60,5;0;12;176
07/09/2010;15:00;20,8;59;0;10;106
07/09/2010;16:00;19,9;63,5;0;8;68
07/09/2010;17:00;19;69;0;10;22
07/09/2010;18:00;18,3;74,5;0;9;2
07/09/2010;19:00;16,8;86;0;7;0
07/09/2010;20:00;16,2;93,5;2;6;0
07/09/2010;21:00;15,7;94,5;3,6;9;0
07/09/2010;22:00;15,1;95;7;16;0
07/09/2010;23:00;15,6;92,5;0,2;15;0
08/09/2010;00:00;15,2;94;0;9;0
08/09/2010;01:00;14,5;94,5;0;8;0
08/09/2010;02:00;14,4;95;0;9;0
08/09/2010;03:00;14,5;94,5;0;7;0
08/09/2010;04:00;14,1;95;0;3;0
08/09/2010;05:00;14,1;95,5;0;2;2
08/09/2010;06:00;14,4;96;0;4;6
08/09/2010;07:00;14,6;96,5;3,4;5;10
08/09/2010;08:00;15,2;96;0,8;7;44
08/09/2010;09:00;15;92,5;0,4;10;58
08/09/2010;10:00;14,5;93,5;0,6;12;20
08/09/2010;11:00;14,8;94,5;5;19;18
08/09/2010;12:00;15,8;89;0,4;23;48
08/09/2010;13:00;16;84,5;0;26;66
08/09/2010;14:00;16,6;81;0;24;72
08/09/2010;15:00;15,5;81,5;1;17;46
08/09/2010;16:00;14,7;92,5;1;12;14
08/09/2010;17:00;15,1;90;0;4;20
08/09/2010;18:00;14,3;93,5;0;6;0
08/09/2010;19:00;13,5;93;0;3;0
08/09/2010;20:00;12,9;95,5;0;4;0
08/09/2010;21:00;12,3;96;0;5;0
08/09/2010;22:00;13;92;0;7;0
08/09/2010;23:00;12,7;91,5;0;7;0
09/09/2010;00:00;12,9;93,5;0;4;0
09/09/2010;01:00;13;92,5;0;7;0
09/09/2010;02:00;12,5;93;0;9;0
09/09/2010;03:00;11,8;94,5;0;5;0
09/09/2010;04:00;11,7;95,5;0;4;0
09/09/2010;05:00;12;96;0;6;4
09/09/2010;06:00;13,5;95,5;0;6;30
09/09/2010;07:00;14,5;93,5;0;7;62
09/09/2010;08:00;15,8;87,5;0;9;124
09/09/2010;09:00;17;78;0;9;184
09/09/2010;10:00;18,2;69,5;0;12;222
09/09/2010;11:00;18,9;68;0;13;226
09/09/2010;12:00;19,9;67;0;15;240
09/09/2010;13:00;19,5;66,5;0;16;228
09/09/2010;14:00;20,2;63,5;0;14;184
09/09/2010;15:00;20,2;60,5;0;15;154
09/09/2010;16:00;17,6;74;0;15;40
09/09/2010;17:00;15,9;78;0;16;10
09/09/2010;18:00;15,2;80,5;0;7;2
09/09/2010;19:00;15,6;82;0;6;0
09/09/2010;20:00;15,4;86;0;6;0
09/09/2010;21:00;15,2;88,5;0;5;0
09/09/2010;22:00;14,2;89,5;0;5;0
09/09/2010;23:00;14,2;92,5;0;4;0
10/09/2010;00:00;13,3;92,5;0;4;0
10/09/2010;01:00;12;95;0;2;0
10/09/2010;02:00;11,3;96;0;3;0
10/09/2010;03:00;11,1;96,5;0;3;0
10/09/2010;04:00;10,8;97;0;1;0
10/09/2010;05:00;10,2;97,5;0;3;4
10/09/2010;06:00;12,7;97,5;0;3;46
10/09/2010;07:00;14,8;91;0;4;108
10/09/2010;08:00;16,8;80;0;6;160
10/09/2010;09:00;17,7;72;0;8;216
10/09/2010;10:00;18,8;71,5;0;9;230
10/09/2010;11:00;20,1;63,5;0;11;256
10/09/2010;12:00;20;61,5;0;10;180
10/09/2010;13:00;21,4;56,5;0;10;196
10/09/2010;14:00;21,4;53,5;0;10;174
10/09/2010;15:00;21,5;56;0;10;112
10/09/2010;16:00;21,1;59;0;8;50
10/09/2010;17:00;19,4;64,5;0;7;24
10/09/2010;18:00;17,8;73;0;5;0
10/09/2010;19:00;16,8;77;0;4;0
10/09/2010;20:00;15;82,5;0;5;0
10/09/2010;21:00;13,8;88,5;0;3;0
10/09/2010;22:00;13,2;92;0;4;0
10/09/2010;23:00;12,6;92;0;3;0
11/09/2010;00:00;12,3;93,5;0;4;0
11/09/2010;01:00;11,9;95;0;3;0
11/09/2010;02:00;11,4;95,5;0;4;0
11/09/2010;03:00;11,1;96;0;4;0
11/09/2010;04:00;10,7;96,5;0;4;0
11/09/2010;05:00;11;97;0;3;6
11/09/2010;06:00;13,5;96;0;5;48
11/09/2010;07:00;16,4;80,5;0;7;102
11/09/2010;08:00;19;71;0;7;148
11/09/2010;09:00;21;64;0;8;206
11/09/2010;10:00;22;58;0;10;238
11/09/2010;11:00;22,8;53,5;0;10;248
11/09/2010;12:00;23,6;49;0;10;248
11/09/2010;13:00;24,5;47,5;0;9;226
11/09/2010;14:00;24,6;44;0;6;166
11/09/2010;15:00;24,3;48;0;5;88
11/09/2010;16:00;23,5;52,5;0;5;66
11/09/2010;17:00;22;63,5;0;2;20
11/09/2010;18:00;19,3;73;0;1;0
11/09/2010;19:00;17,8;82;0;1;0
11/09/2010;20:00;16,6;89,5;0;2;0
11/09/2010;21:00;15,7;90,5;0;1;0
11/09/2010;22:00;15,6;90;0;1;0
11/09/2010;23:00;14,4;92,5;0;2;0
12/09/2010;00:00;14,2;92,5;0;2;0
12/09/2010;01:00;14,1;93,5;0;2;0
12/09/2010;02:00;14,4;90,5;0;4;0
12/09/2010;03:00;14,5;92,5;0;9;0
12/09/2010;04:00;15,1;94;0;8;0
12/09/2010;05:00;15,8;92;0;14;2
12/09/2010;06:00;16,4;90,5;0;11;30
12/09/2010;07:00;17;87,5;0;11;56
12/09/2010;08:00;17,1;86;0;11;50
12/09/2010;09:00;16,2;90;0,4;11;30
12/09/2010;10:00;15,7;93;1,2;9;32
12/09/2010;11:00;17,7;81,5;0;10;174
12/09/2010;12:00;18,5;73,5;0;11;142
12/09/2010;13:00;19,7;67,5;0;8;150
12/09/2010;14:00;21,1;50;0;13;182
12/09/2010;15:00;20,3;52,5;0;11;102
12/09/2010;16:00;19,6;55;0;13;64
12/09/2010;17:00;17,8;62,5;0;14;16
12/09/2010;18:00;16,4;65;0;12;0
12/09/2010;19:00;14,8;70,5;0;10;0
12/09/2010;20:00;13,1;78;0;5;0
12/09/2010;21:00;12,9;79;0;6;0
12/09/2010;22:00;11,3;84,5;0;4;0
12/09/2010;23:00;10,9;86,5;0;6;0
13/09/2010;00:00;10,2;90,5;0;6;0
13/09/2010;01:00;9,4;92,5;0;4;0
13/09/2010;02:00;8,4;95;0;4;0
13/09/2010;03:00;8,1;96;0;2;0
13/09/2010;04:00;7,8;97;0;3;0
13/09/2010;05:00;7,9;97,5;0;4;4
13/09/2010;06:00;10,3;97,5;0;4;40
13/09/2010;07:00;13,2;96,5;0;5;104
13/09/2010;08:00;16,3;84;0;3;166
13/09/2010;09:00;17,3;77;0;4;180
13/09/2010;10:00;17,9;64;0;7;178
13/09/2010;11:00;19,4;52,5;0;9;190
13/09/2010;12:00;19,9;50;0;8;192
13/09/2010;13:00;19,9;47,5;0;7;166
13/09/2010;14:00;20,9;47;0;8;148
13/09/2010;15:00;20,1;50;0;8;142
13/09/2010;16:00;19,8;52;0;6;56
13/09/2010;17:00;17,7;58;0;5;14
13/09/2010;18:00;16,1;66;0;4;0
13/09/2010;19:00;15;71;0;4;0
13/09/2010;20:00;15;71,5;0;4;0
13/09/2010;21:00;14;76,5;0;7;0
13/09/2010;22:00;14;78;0;4;0
13/09/2010;23:00;14,1;81;0;5;0
14/09/2010;00:00;14,2;82,5;0;3;0
14/09/2010;01:00;14,4;83;0;3;0
14/09/2010;02:00;13,8;83,5;0;7;0
14/09/2010;03:00;13,1;87,5;0;4;0
14/09/2010;04:00;13;87;0;6;0
14/09/2010;05:00;12,5;89,5;0;5;2
14/09/2010;06:00;14;84;0;7;16
14/09/2010;07:00;15,6;78;0;11;64
14/09/2010;08:00;17,6;73,5;0;14;120
14/09/2010;09:00;19,1;67,5;0;16;168
14/09/2010;10:00;20,5;55,5;0;18;184
14/09/2010;11:00;20,4;46;0;20;204
14/09/2010;12:00;21,2;47;0;17;148
14/09/2010;13:00;22;44;0;18;172
14/09/2010;14:00;22,9;40,5;0;18;156
14/09/2010;15:00;23;39,5;0;18;140
14/09/2010;16:00;22,3;41;0;14;76
14/09/2010;17:00;19,8;49;0;14;26
14/09/2010;18:00;18;59,5;0;8;0
14/09/2010;19:00;17,3;63,5;0;9;0
14/09/2010;20:00;16,4;67;0;8;0
14/09/2010;21:00;15,9;69,5;0;9;0
14/09/2010;22:00;14,8;74,5;0;10;0
14/09/2010;23:00;14,5;77;0;10;0
15/09/2010;00:00;14,2;79;0;14;0
15/09/2010;01:00;14,1;81,5;0;16;0
15/09/2010;02:00;14,2;83,5;0;14;0
15/09/2010;03:00;13,9;86;0;13;0
15/09/2010;04:00;13,7;88,5;0;13;0
15/09/2010;05:00;13,3;93,5;1,2;10;2
15/09/2010;06:00;13,5;95;1,6;10;2
15/09/2010;07:00;13,9;95,5;1,4;9;10
15/09/2010;08:00;14,3;95,5;1;9;24
15/09/2010;09:00;14,6;91;0;15;60
15/09/2010;10:00;15,5;76,5;0,2;18;106
15/09/2010;11:00;16,5;77;0;17;140
15/09/2010;12:00;16,7;75;0;16;132
15/09/2010;13:00;17,6;76;0;15;176
15/09/2010;14:00;17,4;76;0;15;150
15/09/2010;15:00;17,1;78,5;0;15;98
15/09/2010;16:00;16,4;79;0;13;52
15/09/2010;17:00;15,8;82,5;0;10;8
15/09/2010;18:00;14,5;75;0;6;2
15/09/2010;19:00;13,2;81;0;4;0
15/09/2010;20:00;12,6;80,5;0;11;0
15/09/2010;21:00;11,4;86;0;7;0
15/09/2010;22:00;10,6;89;0;4;0
15/09/2010;23:00;10,4;88,5;0;6;0
16/09/2010;00:00;10,5;85;0;7;0
16/09/2010;01:00;9,8;87;0;7;0
16/09/2010;02:00;10;88;0;8;0
16/09/2010;03:00;10,7;86;0;10;0
16/09/2010;04:00;10,3;89,5;0;8;0
16/09/2010;05:00;10,7;90,5;0;7;0
16/09/2010;06:00;11,8;87;0;8;22
16/09/2010;07:00;13,6;80;0;10;98
16/09/2010;08:00;14,7;73;0;11;152
16/09/2010;09:00;16;68,5;0;11;196
16/09/2010;10:00;15,4;67,5;0;13;146
16/09/2010;11:00;16,2;66;0;12;176
16/09/2010;12:00;17,4;62,5;0;11;192
16/09/2010;13:00;17,3;61;0;12;154
16/09/2010;14:00;17,2;61;0;13;98
16/09/2010;15:00;16,7;64,5;0;14;76
16/09/2010;16:00;15,9;69;0;15;22
16/09/2010;17:00;15,8;72;0;12;4
16/09/2010;18:00;14,8;76,5;0;8;0
16/09/2010;19:00;14,3;81;0;6;0
16/09/2010;20:00;13,8;83,5;0;6;0
16/09/2010;21:00;12,4;86;0;7;0
16/09/2010;22:00;11,7;88,5;0;6;0
16/09/2010;23:00;11,1;87,5;0;6;0
17/09/2010;00:00;10,3;89,5;0;4;0
17/09/2010;01:00;10,3;89,5;0;4;0
17/09/2010;02:00;9,6;91;0;4;0
17/09/2010;03:00;9,2;95;0;5;0
17/09/2010;04:00;9,2;94;0;5;0
17/09/2010;05:00;8,3;94;0;5;2
17/09/2010;06:00;10,1;95;0;4;42
17/09/2010;07:00;12,5;88;0;7;102
17/09/2010;08:00;14,5;81,5;0;5;140
17/09/2010;09:00;15,6;73,5;0;6;178
17/09/2010;10:00;16,8;62,5;0;8;224
17/09/2010;11:00;16,5;59;0;12;208
17/09/2010;12:00;18;48,5;0;13;226
17/09/2010;13:00;17,3;46;0;13;178
17/09/2010;14:00;18,2;43;0;12;138
17/09/2010;15:00;17,9;44;0;10;116
17/09/2010;16:00;17,3;49;0;8;66
17/09/2010;17:00;14,8;61;0;7;8
17/09/2010;18:00;13;69,5;0;5;0
17/09/2010;19:00;11,8;75;0;2;0
17/09/2010;20:00;10,7;82;0;5;0
17/09/2010;21:00;10,1;80,5;0;4;0
17/09/2010;22:00;9,1;84,5;0;3;0
17/09/2010;23:00;7,9;87,5;0;4;0
18/09/2010;00:00;7,1;91,5;0;2;0
18/09/2010;01:00;7,2;91;0;3;0
18/09/2010;02:00;6,2;93,5;0;5;0
18/09/2010;03:00;6,3;94,5;0;5;0
18/09/2010;04:00;5,3;95,5;0;2;0
18/09/2010;05:00;5,2;96,5;0;2;4
18/09/2010;06:00;7,7;96;0;1;44
18/09/2010;07:00;10,4;83;0;4;94
18/09/2010;08:00;13,5;64,5;0;3;154
18/09/2010;09:00;14,6;61,5;0;4;200
18/09/2010;10:00;14,3;58;0;4;158
18/09/2010;11:00;15,3;54,5;0;4;118
18/09/2010;12:00;14,7;56;0;7;78
18/09/2010;13:00;16;51,5;0;4;116
18/09/2010;14:00;15,8;49,5;0;10;102
18/09/2010;15:00;16,5;44,5;0;7;112
18/09/2010;16:00;15,7;51,5;0;7;70
18/09/2010;17:00;14,1;56,5;0;4;14
18/09/2010;18:00;12;65,5;0;1;0
18/09/2010;19:00;10;77;0;3;0
18/09/2010;20:00;8,5;82,5;0;2;0
18/09/2010;21:00;7;87;0;3;0
18/09/2010;22:00;7,1;88,5;0;2;0
18/09/2010;23:00;6,6;89,5;0;2;0
19/09/2010;00:00;5,2;93,5;0;2;0
19/09/2010;01:00;5,3;95,5;0;2;0
19/09/2010;02:00;4,8;96;0;1;0
19/09/2010;03:00;3,7;95,5;0;2;0
19/09/2010;04:00;3,9;97;0;2;0
19/09/2010;05:00;3,8;97;0;2;2
19/09/2010;06:00;7,1;96;0;1;44
19/09/2010;07:00;12,8;78;0;1;98
19/09/2010;08:00;14,3;64,5;0;4;150
19/09/2010;09:00;15,5;60;0;3;196
19/09/2010;10:00;16,6;54;0;6;228
19/09/2010;11:00;17,3;51;0;9;234
19/09/2010;12:00;18,1;47,5;0;9;226
19/09/2010;13:00;19,1;43,5;0;8;204
19/09/2010;14:00;19,6;44;0;9;166
19/09/2010;15:00;19,6;39;0;9;116
19/09/2010;16:00;19;43,5;0;8;60
19/09/2010;17:00;16;56;0;6;10
19/09/2010;18:00;14,1;63;0;5;0
19/09/2010;19:00;12,3;69,5;0;4;0
19/09/2010;20:00;12,6;68;0;3;0
19/09/2010;21:00;11,6;72,5;0;4;0
19/09/2010;22:00;10;79;0;3;0
19/09/2010;23:00;7,9;88,5;0;3;0
20/09/2010;00:00;7,5;92;0;3;0
20/09/2010;01:00;7,8;88,5;0;4;0
20/09/2010;02:00;6,5;92,5;0;3;0
20/09/2010;03:00;6,1;95;0;4;0
20/09/2010;04:00;5,7;96;0;2;0
20/09/2010;05:00;5,2;96,5;0;2;2
20/09/2010;06:00;8,5;95,5;0;5;36
20/09/2010;07:00;12,1;79,5;0;4;94
20/09/2010;08:00;15,5;69;0;4;146
20/09/2010;09:00;17,9;51,5;0;5;194
20/09/2010;10:00;19,1;46,5;0;6;228
20/09/2010;11:00;20,1;43,5;0;5;236
20/09/2010;12:00;20,8;40;0;6;228
20/09/2010;13:00;21;34,5;0;6;204
20/09/2010;14:00;21,4;37,5;0;4;164
20/09/2010;15:00;21;37,5;0;4;110
20/09/2010;16:00;20,3;42;0;3;56
20/09/2010;17:00;17,9;50;0;1;12
20/09/2010;18:00;14,9;59;0;2;0
20/09/2010;19:00;12,7;75;0;1;0
20/09/2010;20:00;11,6;82,5;0;1;0
20/09/2010;21:00;11,4;82;0;0;0
20/09/2010;22:00;9,4;89;0;2;0
20/09/2010;23:00;8,7;90;0;3;0
21/09/2010;00:00;7,9;93;0;2;0
21/09/2010;01:00;7,4;95;0;3;0
21/09/2010;02:00;7,6;96;0;2;0
21/09/2010;03:00;6,7;95,5;0;3;0
21/09/2010;04:00;6,6;96,5;0;2;0
21/09/2010;05:00;6,5;97;0;2;2
21/09/2010;06:00;8,8;96,5;0;1;40
21/09/2010;07:00;11,7;85,5;0;5;96
21/09/2010;08:00;15,5;68,5;0;7;152
21/09/2010;09:00;18,3;66,5;0;7;196
21/09/2010;10:00;20,4;56,5;0;9;224
21/09/2010;11:00;21,8;48,5;0;9;234
21/09/2010;12:00;22,7;45;0;10;224
21/09/2010;13:00;23;42;0;10;202
21/09/2010;14:00;22,6;43,5;0;8;132
21/09/2010;15:00;22,4;41,5;0;7;88
21/09/2010;16:00;20,4;49;0;7;30
21/09/2010;17:00;18,7;54,5;0;6;8
21/09/2010;18:00;16,6;61,5;0;3;0
21/09/2010;19:00;15;69;0;2;0
21/09/2010;20:00;14;74;0;2;0
21/09/2010;21:00;12,7;79;0;2;0
21/09/2010;22:00;11,5;86,5;0;2;0
21/09/2010;23:00;10,9;89,5;0;2;0
22/09/2010;00:00;9,6;91,5;0;1;0
22/09/2010;01:00;8,7;94,5;0;4;0
22/09/2010;02:00;8,6;95;0;1;0
22/09/2010;03:00;7,6;96;0;2;0
22/09/2010;04:00;7,3;96,5;0;1;0
22/09/2010;05:00;7,2;97,5;0;0;2
22/09/2010;06:00;9,7;97,5;0;1;38
22/09/2010;07:00;13,5;85,5;0;3;94
22/09/2010;08:00;16,9;75;0;5;146
22/09/2010;09:00;20;59;0;6;194
22/09/2010;10:00;22,1;51,5;0;6;224
22/09/2010;11:00;23,4;45,5;0;6;230
22/09/2010;12:00;24,7;41,5;0;7;218
22/09/2010;13:00;25,2;40;0;5;196
22/09/2010;14:00;25,6;36;0;7;156
22/09/2010;15:00;25,7;40,5;0;6;104
22/09/2010;16:00;24;41,5;0;5;44
22/09/2010;17:00;21;52;0;3;6
22/09/2010;18:00;18,1;66,5;0;3;0
22/09/2010;19:00;16,6;73;0;4;0
22/09/2010;20:00;15,4;75;0;3;0
22/09/2010;21:00;14,9;75,5;0;4;0
22/09/2010;22:00;13,7;79;0;4;0
22/09/2010;23:00;13,3;80,5;0;4;0
23/09/2010;00:00;12,8;81,5;0;4;0
23/09/2010;01:00;12,6;84,5;0;6;0
23/09/2010;02:00;12,6;86;0;5;0
23/09/2010;03:00;12,2;89;0;4;0
23/09/2010;04:00;12,4;91;0;5;0
23/09/2010;05:00;12,4;90,5;0;5;0
23/09/2010;06:00;13,5;92;0;7;24
23/09/2010;07:00;16,6;82,5;0;9;84
23/09/2010;08:00;19,7;72;0;9;134
23/09/2010;09:00;21,6;63,5;0;10;150
23/09/2010;10:00;23;60;0;11;160
23/09/2010;11:00;22,6;61,5;0;13;84
23/09/2010;12:00;23,2;60;0;13;116
23/09/2010;13:00;22,9;59,5;0;16;98
23/09/2010;14:00;22,6;60,5;0;16;62
23/09/2010;15:00;22,3;61;0;17;78
23/09/2010;16:00;21,4;64,5;0;16;24
23/09/2010;17:00;20;65,5;0;12;4
23/09/2010;18:00;17,9;71,5;0;7;0
23/09/2010;19:00;17,7;72;0;6;0
23/09/2010;20:00;16,3;88,5;0,6;10;0
23/09/2010;21:00;15,2;90,5;0;4;0
23/09/2010;22:00;14,9;91,5;1,4;5;0
23/09/2010;23:00;14,3;94;6,4;7;0
24/09/2010;00:00;14,4;94,5;0;5;0
24/09/2010;01:00;15;95,5;3;8;0
24/09/2010;02:00;14,9;96;2,6;10;0
24/09/2010;03:00;14,4;95,5;2,2;13;0
24/09/2010;04:00;13,6;95;0;11;0
24/09/2010;05:00;13,5;95,5;0;7;0
24/09/2010;06:00;13,2;95,5;0;9;10
24/09/2010;07:00;13,1;94;0;13;24
24/09/2010;08:00;14;87,5;0;17;62
24/09/2010;09:00;14,8;84,5;0;13;96
24/09/2010;10:00;14,7;90,5;0,8;13;58
24/09/2010;11:00;15,4;82;0;17;150
24/09/2010;12:00;16,8;72,5;0;17;208
24/09/2010;13:00;17;67,5;0;16;126
24/09/2010;14:00;14,1;83;0,2;16;74
24/09/2010;15:00;14,1;86,5;0,2;7;22
24/09/2010;16:00;13,3;88,5;0;9;16
24/09/2010;17:00;12,7;90;0,2;9;4
24/09/2010;18:00;13,2;89,5;0,2;9;0
24/09/2010;19:00;12,1;92,5;0;6;0
24/09/2010;20:00;12,1;94;0;7;0
24/09/2010;21:00;12,1;93;0;9;0
24/09/2010;22:00;12,1;93,5;0;8;0
24/09/2010;23:00;12,4;94;0;7;0
25/09/2010;00:00;12;94,5;0,6;14;0
