Site: Boigneville, Unité d'acquisition: Boigneville, Dep: 91, Com: 69, Num: 2;;;;;;
Date;01/09/2010;T[°C);HR(%);Pluies (mm);Vent (km/h);Rg (j/cm²)
04/03/2011;21:00;3,4;84;0;8;0
04/03/2011;22:00;2,7;85;0;6;0
04/03/2011;23:00;1,9;88;0;6;0
05/03/2011;00:00;2,1;88,5;0;9;0
05/03/2011;01:00;1,2;92;0;8;0
05/03/2011;02:00;0,6;94;0;8;0
05/03/2011;03:00;0,8;92;0;9;0
05/03/2011;04:00;0,4;95,5;0;7;0
05/03/2011;05:00;0,4;96;0;10;0
05/03/2011;06:00;0,3;94,5;0;11;6
05/03/2011;07:00;1,1;94;0;11;36
05/03/2011;08:00;3;89,5;0;9;88
05/03/2011;09:00;4,9;80,5;0;10;138
05/03/2011;10:00;6,7;73;0;11;174
05/03/2011;11:00;8,4;69;0;10;194
05/03/2011;12:00;9,8;66,5;0;12;196
05/03/2011;13:00;10,2;60;0;13;174
05/03/2011;14:00;10,1;57;0;15;136
05/03/2011;15:00;9,4;58,5;0;15;86
05/03/2011;16:00;7,4;69,5;0;14;32
05/03/2011;17:00;5,6;73;0;13;4
05/03/2011;18:00;4,2;75;0;15;0
05/03/2011;19:00;3,2;78,5;0;14;0
05/03/2011;20:00;2,3;84,5;0;13;0
05/03/2011;21:00;1,5;86;0;13;0
05/03/2011;22:00;0,8;89;0;13;0
05/03/2011;23:00;0,5;91;0;13;0
06/03/2011;00:00;0,4;93;0;11;0
06/03/2011;01:00;0,2;94;0;13;0
06/03/2011;02:00;0,1;95;0;10;0
06/03/2011;03:00;0,1;96;0;10;0
06/03/2011;04:00;-0,1;97;0;10;0
06/03/2011;05:00;-0,2;98;0;10;0
06/03/2011;06:00;-0,2;98,5;0;11;4
06/03/2011;07:00;0,6;96,5;0;14;42
06/03/2011;08:00;2,1;87;0;16;98
06/03/2011;09:00;3,4;81,5;0;19;146
06/03/2011;10:00;4,9;74;0;19;190
06/03/2011;11:00;5,8;66;0;20;212
06/03/2011;12:00;7,1;62;0;19;212
06/03/2011;13:00;7,8;60;0;21;190
06/03/2011;14:00;8;55,5;0;20;152
06/03/2011;15:00;7,9;53,5;0;19;100
06/03/2011;16:00;7,4;54,5;0;19;48
06/03/2011;17:00;6;61;0;12;6
06/03/2011;18:00;4,4;67,5;0;7;0
06/03/2011;19:00;4,1;68,5;0;11;0
06/03/2011;20:00;3,4;73;0;12;0
06/03/2011;21:00;2,5;76,5;0;12;0
06/03/2011;22:00;1,4;80;0;9;0
06/03/2011;23:00;1;78,5;0;9;0
07/03/2011;00:00;1;77;0;12;0
07/03/2011;01:00;0,6;78,5;0;12;0
07/03/2011;02:00;-0,2;80,5;0;10;0
07/03/2011;03:00;-0,4;81,5;0;7;0
07/03/2011;04:00;-0,8;83;0;10;0
07/03/2011;05:00;-0,9;82,5;0;10;0
07/03/2011;06:00;-0,6;80,5;0;14;4
07/03/2011;07:00;0,7;77;0;11;48
07/03/2011;08:00;2,5;68;0;13;106
07/03/2011;09:00;4,7;60,5;0;17;154
07/03/2011;10:00;5,9;53;0;14;194
07/03/2011;11:00;7;50;0;16;216
07/03/2011;12:00;8,3;44,5;0;14;212
07/03/2011;13:00;8,5;44,5;0;16;192
07/03/2011;14:00;8,8;42;0;17;152
07/03/2011;15:00;8,8;42,5;0;15;102
07/03/2011;16:00;8,3;44,5;0;13;46
07/03/2011;17:00;6,6;49,5;0;9;6
07/03/2011;18:00;4,7;55;0;6;0
07/03/2011;19:00;4;58;0;6;0
07/03/2011;20:00;4,1;55;0;2;0
07/03/2011;21:00;2,7;60;0;5;0
07/03/2011;22:00;2;63,5;0;3;0
07/03/2011;23:00;0,7;68;0;2;0
08/03/2011;00:00;-0,1;74;0;1;0
08/03/2011;01:00;-0,9;79,5;0;4;0
08/03/2011;02:00;-0,7;79,5;0;5;0
08/03/2011;03:00;-2;84;0;3;0
08/03/2011;04:00;-1,4;84,5;0;2;0
08/03/2011;05:00;-1,7;87,5;0;3;0
08/03/2011;06:00;-2;90,5;0;5;6
08/03/2011;07:00;0,9;89;0;6;42
08/03/2011;08:00;5,8;81,5;0;7;98
08/03/2011;09:00;9,2;73;0;10;150
08/03/2011;10:00;11,6;63;0;13;186
08/03/2011;11:00;13,6;59;0;12;202
08/03/2011;12:00;14,7;54,5;0;12;202
08/03/2011;13:00;15,3;47,5;0;12;184
08/03/2011;14:00;16;45;0;13;144
08/03/2011;15:00;15,9;43,5;0;12;96
08/03/2011;16:00;14,9;45,5;0;11;46
08/03/2011;17:00;11,9;55;0;8;6
08/03/2011;18:00;9,9;58;0;6;0
08/03/2011;19:00;8,3;65;0;4;0
08/03/2011;20:00;7,5;68;0;5;0
08/03/2011;21:00;7,2;72,5;0;5;0
08/03/2011;22:00;8,1;71;0;6;0
08/03/2011;23:00;7,8;74;0;7;0
09/03/2011;00:00;6,8;78;0;8;0
09/03/2011;01:00;7;79;0;10;0
09/03/2011;02:00;7,6;78;0;16;0
09/03/2011;03:00;7,4;78;0;17;0
09/03/2011;04:00;6,6;79;0;16;0
09/03/2011;05:00;5,9;81,5;0;13;0
09/03/2011;06:00;5,4;84;0;11;6
09/03/2011;07:00;6,7;79;0;15;46
09/03/2011;08:00;7,9;75;0;16;96
09/03/2011;09:00;9,3;73;0;18;138
09/03/2011;10:00;10,2;71;0;18;160
09/03/2011;11:00;10,8;71,5;0;16;162
09/03/2011;12:00;11,7;67,5;0;17;182
09/03/2011;13:00;12,2;69;0;19;104
09/03/2011;14:00;11,9;65,5;0;19;92
09/03/2011;15:00;11,7;66;0;19;66
09/03/2011;16:00;11;65,5;0;18;38
09/03/2011;17:00;9,3;71;0;13;8
09/03/2011;18:00;8,5;75;0;11;0
09/03/2011;19:00;8,5;77;0;9;0
09/03/2011;20:00;8;79;0;10;0
09/03/2011;21:00;7,3;83,5;0;10;0
09/03/2011;22:00;5,9;86,5;0;9;0
09/03/2011;23:00;4,1;90,5;0;7;0
10/03/2011;00:00;3,6;91;0;6;0
10/03/2011;01:00;2,7;93;0;5;0
10/03/2011;02:00;2;96;0;4;0
10/03/2011;03:00;1,3;97;0;5;0
10/03/2011;04:00;1,5;97,5;0;7;0
10/03/2011;05:00;1,1;98,5;0;8;0
10/03/2011;06:00;1,8;98,5;0;10;10
10/03/2011;07:00;2,4;99;0,2;9;28
10/03/2011;08:00;4,5;99;0;13;36
10/03/2011;09:00;6,9;88,5;0;15;98
10/03/2011;10:00;8,6;80,5;0;16;166
10/03/2011;11:00;10,6;67,5;0;19;188
10/03/2011;12:00;11,1;64;0;23;166
10/03/2011;13:00;10,7;62;0;22;72
10/03/2011;14:00;11,3;62,5;0;17;66
10/03/2011;15:00;11,2;58;0;17;44
10/03/2011;16:00;10,8;61,5;0;14;16
10/03/2011;17:00;10,3;66,5;0;13;2
10/03/2011;18:00;9,8;70;0;12;0
10/03/2011;19:00;9,3;72;0;11;0
10/03/2011;20:00;9,1;72;0;11;0
10/03/2011;21:00;8,8;75,5;0;12;0
10/03/2011;22:00;8,9;76,5;0;15;0
10/03/2011;23:00;8,6;79,5;0;12;0
11/03/2011;00:00;8,3;81,5;0;12;0
11/03/2011;01:00;7,9;84;0;13;0
11/03/2011;02:00;7,7;85;0;14;0
11/03/2011;03:00;7,4;87;0;13;0
11/03/2011;04:00;7,2;88;0;12;0
11/03/2011;05:00;6,9;90;0;11;0
11/03/2011;06:00;6,5;94,5;0,2;12;2
11/03/2011;07:00;7,2;95,5;0,2;12;28
11/03/2011;08:00;8,3;94;0;11;56
11/03/2011;09:00;9,5;90,5;0;11;108
11/03/2011;10:00;10,5;85;0;10;142
11/03/2011;11:00;11,4;77;0;9;162
11/03/2011;12:00;12,6;68;0;8;156
11/03/2011;13:00;12,7;64;0;10;172
11/03/2011;14:00;12,3;60;0;8;58
11/03/2011;15:00;11,9;67;0;6;26
11/03/2011;16:00;11,9;65,5;0;4;28
11/03/2011;17:00;11,1;70,5;0;4;2
11/03/2011;18:00;9,4;76,5;0;4;0
11/03/2011;19:00;8,6;77,5;0;5;0
11/03/2011;20:00;7,4;81,5;0;4;0
11/03/2011;21:00;6,8;82,5;0;4;0
11/03/2011;22:00;6,1;84;0;6;0
11/03/2011;23:00;5,8;84;0;5;0
12/03/2011;00:00;5,4;84,5;0;9;0
12/03/2011;01:00;5,1;84;0;7;0
12/03/2011;02:00;4,8;84,5;0;9;0
12/03/2011;03:00;4;85,5;0;8;0
12/03/2011;04:00;3,2;89,5;0;5;0
12/03/2011;05:00;2,6;91,5;0;7;0
12/03/2011;06:00;3;93;0;4;6
12/03/2011;07:00;4,7;90,5;0;4;32
12/03/2011;08:00;8,7;77,5;0;9;94
12/03/2011;09:00;10,3;72,5;0;14;102
12/03/2011;10:00;13,9;56;0;12;132
12/03/2011;11:00;14,8;49,5;0;21;168
12/03/2011;12:00;13,7;53,5;0;19;40
12/03/2011;13:00;12,1;65;0;23;32
12/03/2011;14:00;11,4;74,5;0;19;44
12/03/2011;15:00;10,6;79,5;0;17;30
12/03/2011;16:00;9,6;89,5;0,2;18;16
12/03/2011;17:00;9,3;89,5;0;17;2
12/03/2011;18:00;8,9;90;0;17;0
12/03/2011;19:00;8,8;89;0;12;0
12/03/2011;20:00;9,2;86;0;14;0
12/03/2011;21:00;9,1;87;0;14;0
12/03/2011;22:00;9,2;84;0,2;12;0
12/03/2011;23:00;8,7;84,5;0;15;0
13/03/2011;00:00;8,1;90,5;0;16;0
13/03/2011;01:00;8;91,5;0;17;0
13/03/2011;02:00;7,8;93,5;0;16;0
13/03/2011;03:00;8;93;0;14;0
13/03/2011;04:00;8;93,5;0;13;0
13/03/2011;05:00;7,9;95;0;14;0
13/03/2011;06:00;8;96;0;11;2
13/03/2011;07:00;8,4;95,5;0;11;10
13/03/2011;08:00;9;93,5;0;11;30
13/03/2011;09:00;9,6;91,5;0;11;46
13/03/2011;10:00;10,6;86;0;13;74
13/03/2011;11:00;11;84,5;0;12;52
13/03/2011;12:00;11,6;83,5;0;9;66
13/03/2011;13:00;11,5;81,5;0;7;36
13/03/2011;14:00;11,4;84,5;0;5;20
13/03/2011;15:00;11;88;0;5;22
13/03/2011;16:00;10,4;93;0,2;4;10
13/03/2011;17:00;9,9;95,5;0;5;4
13/03/2011;18:00;9,7;96,5;0;6;0
13/03/2011;19:00;9;96,5;0;9;0
13/03/2011;20:00;8,9;97;0;7;0
13/03/2011;21:00;8,2;97,5;0;4;0
13/03/2011;22:00;7,6;98,5;0;4;0
13/03/2011;23:00;6,9;99;0;3;0
14/03/2011;00:00;6,2;99,5;0;2;0
14/03/2011;01:00;6,1;100;0;4;0
14/03/2011;02:00;6,3;100;0;4;0
14/03/2011;03:00;5,8;100;0;1;0
14/03/2011;04:00;5,2;100,5;0,2;3;0
14/03/2011;05:00;4,5;100,5;0;4;0
14/03/2011;06:00;4,7;101;0;4;8
14/03/2011;07:00;6,4;100,5;0;6;36
14/03/2011;08:00;8,3;100,5;0;6;62
14/03/2011;09:00;9,7;100;0;11;92
14/03/2011;10:00;11,9;97;0;14;144
14/03/2011;11:00;13;79,5;0;17;220
14/03/2011;12:00;13,4;77,5;0;17;152
14/03/2011;13:00;14,3;71,5;0;17;192
14/03/2011;14:00;14,8;68;0;17;152
14/03/2011;15:00;15,4;69,5;0;18;80
14/03/2011;16:00;15;67;0;16;52
14/03/2011;17:00;13,6;72;0;13;10
14/03/2011;18:00;12,2;80;0;13;0
14/03/2011;19:00;11,4;85;0;13;0
14/03/2011;20:00;10,8;85,5;0;10;0
14/03/2011;21:00;10,2;86,5;0;8;0
14/03/2011;22:00;9,5;88,5;0;7;0
14/03/2011;23:00;9,1;89,5;0;7;0
15/03/2011;00:00;8,6;91;0;9;0
15/03/2011;01:00;9,1;90;0;7;0
15/03/2011;02:00;9,1;89,5;0;8;0
15/03/2011;03:00;9,7;86,5;0;11;0
15/03/2011;04:00;9;89,5;0;8;0
15/03/2011;05:00;9,2;88,5;0;8;0
15/03/2011;06:00;9,4;87,5;0;8;2
15/03/2011;07:00;9,4;89;0;9;18
15/03/2011;08:00;12;76;0;10;86
15/03/2011;09:00;13,3;72;0;13;100
15/03/2011;10:00;15,5;61,5;0;10;118
15/03/2011;11:00;17,9;55;0;14;228
15/03/2011;12:00;19,6;48;0;15;204
15/03/2011;13:00;19,3;44;0;19;182
15/03/2011;14:00;18,8;42,5;0;17;94
15/03/2011;15:00;18,8;43,5;0;17;92
15/03/2011;16:00;18,4;43;0;16;56
15/03/2011;17:00;16,2;55,5;0;13;14
15/03/2011;18:00;14,3;62,5;0;7;0
15/03/2011;19:00;13,4;65,5;0;9;0
15/03/2011;20:00;12,4;70;0;9;0
15/03/2011;21:00;11,8;72,5;0;9;0
15/03/2011;22:00;11,3;73,5;0;9;0
15/03/2011;23:00;10,4;76;0;7;0
16/03/2011;00:00;10,1;76,5;0;9;0
16/03/2011;01:00;10;76,5;0;9;0
16/03/2011;02:00;9,7;77;0;10;0
16/03/2011;03:00;9,8;76,5;0;13;0
16/03/2011;04:00;9,3;79;0;13;0
16/03/2011;05:00;8,8;82,5;0;12;0
16/03/2011;06:00;9,6;81,5;0;12;12
16/03/2011;07:00;10,5;78,5;0;17;58
16/03/2011;08:00;11,6;74;0;18;110
16/03/2011;09:00;13,1;68;0;18;160
16/03/2011;10:00;13,9;64;0;18;188
16/03/2011;11:00;14,8;64;0;18;200
16/03/2011;12:00;15,9;59,5;0;18;192
16/03/2011;13:00;16,5;55,5;0;18;166
16/03/2011;14:00;16,4;55,5;0;17;118
16/03/2011;15:00;16,4;56;0;14;90
16/03/2011;16:00;16,2;58;0;12;30
16/03/2011;17:00;14,3;67;0;7;0
16/03/2011;18:00;13,5;69,5;0;4;0
16/03/2011;19:00;13,1;71,5;0;2;0
16/03/2011;20:00;13,3;72,5;0;6;0
16/03/2011;21:00;12,9;74;0;10;0
16/03/2011;22:00;11,2;79,5;0;12;0
16/03/2011;23:00;9,9;83,5;0;14;0
17/03/2011;00:00;8,3;89;0;15;0
17/03/2011;01:00;8,3;89,5;0;16;0
17/03/2011;02:00;8,1;89,5;0;15;0
17/03/2011;03:00;8;89,5;0;15;0
17/03/2011;04:00;7,8;90,5;0;13;0
17/03/2011;05:00;7,6;90;0;14;0
17/03/2011;06:00;7,5;89,5;0;15;2
17/03/2011;07:00;7,3;88;0;16;6
17/03/2011;08:00;7,6;86;0;15;24
17/03/2011;09:00;7,8;84;0;16;32
17/03/2011;10:00;8;84;0;15;34
17/03/2011;11:00;7,8;85;0;16;38
17/03/2011;12:00;8,2;83,5;0;16;44
17/03/2011;13:00;8,6;80,5;0;16;48
17/03/2011;14:00;8,8;79;0;15;52
17/03/2011;15:00;8,9;77,5;0;14;36
17/03/2011;16:00;8,4;80,5;0;15;24
17/03/2011;17:00;7,7;82,5;0;13;4
17/03/2011;18:00;7;82;0;14;0
17/03/2011;19:00;7;83;0;8;0
17/03/2011;20:00;6,7;83,5;0;10;0
17/03/2011;21:00;6,4;86;0;10;0
17/03/2011;22:00;6,1;91;0;7;0
17/03/2011;23:00;6,1;93;0;4;0
18/03/2011;00:00;6,7;81;0;5;0
18/03/2011;01:00;6,7;78,5;0;9;0
18/03/2011;02:00;6,4;81,5;0;4;0
18/03/2011;03:00;5,8;84,5;0;2;0
18/03/2011;04:00;4,6;88,5;0;3;0
18/03/2011;05:00;4,1;91,5;0;5;0
18/03/2011;06:00;4,9;91,5;0;5;14
18/03/2011;07:00;6,5;87;0;6;42
18/03/2011;08:00;7,9;80;0;8;78
18/03/2011;09:00;10,1;73,5;0;11;118
18/03/2011;10:00;10;77,5;0;12;86
18/03/2011;11:00;11,3;74;0;14;116
18/03/2011;12:00;11,3;78,5;0;16;98
18/03/2011;13:00;10,7;81,5;0;16;32
18/03/2011;14:00;11,8;77,5;0;16;68
18/03/2011;15:00;11,6;79;0;14;28
18/03/2011;16:00;10,8;87,5;0,2;10;8
18/03/2011;17:00;10,1;94;2,2;9;2
18/03/2011;18:00;10,1;96;2,6;10;0
18/03/2011;19:00;10,4;96,5;0,8;11;0
18/03/2011;20:00;10,3;96;0,2;12;0
18/03/2011;21:00;10,1;95,5;0,2;15;0
18/03/2011;22:00;10,1;96;0;17;0
18/03/2011;23:00;10;95;0;18;0
19/03/2011;00:00;8,8;93,5;0;17;0
19/03/2011;01:00;8,3;92;0;17;0
19/03/2011;02:00;7,4;93,5;0;17;0
19/03/2011;03:00;6,9;91;0;15;0
19/03/2011;04:00;6,2;90,5;0;17;0
19/03/2011;05:00;5,7;92,5;0;14;0
19/03/2011;06:00;5,7;91;0;15;4
19/03/2011;07:00;5,6;92;0;18;12
19/03/2011;08:00;5,9;93;0;14;22
19/03/2011;09:00;6,5;90;0;14;24
19/03/2011;10:00;6,9;86,5;0;13;46
19/03/2011;11:00;7,2;85;0;14;36
19/03/2011;12:00;7,7;82,5;0;14;68
19/03/2011;13:00;7,7;82,5;0;12;54
19/03/2011;14:00;8,6;80;0;12;48
19/03/2011;15:00;9;74,5;0;13;58
19/03/2011;16:00;8,9;74,5;0;11;40
19/03/2011;17:00;8,2;79,5;0;6;10
19/03/2011;18:00;7,9;84,5;0;8;0
19/03/2011;19:00;7,9;85;0;9;0
19/03/2011;20:00;7,1;88,5;0;7;0
19/03/2011;21:00;5,9;91;0;5;0
19/03/2011;22:00;5,7;92,5;0;7;0
19/03/2011;23:00;4,9;94;0;7;0
20/03/2011;00:00;4,1;95,5;0;8;0
20/03/2011;01:00;3,1;96,5;0;5;0
20/03/2011;02:00;2,2;98;0;5;0
20/03/2011;03:00;1,6;99;0;5;0
20/03/2011;04:00;1,2;99,5;0;4;0
20/03/2011;05:00;0,7;100;0;4;0
20/03/2011;06:00;1,3;100;0;5;22
20/03/2011;07:00;3,5;99,5;0;9;76
20/03/2011;08:00;6,1;84;0;6;122
20/03/2011;09:00;8,3;66;0;11;166
20/03/2011;10:00;9,2;59,5;0;13;192
20/03/2011;11:00;10,4;54;0;14;194
20/03/2011;12:00;10,8;50;0;11;180
20/03/2011;13:00;10,7;52;0;15;138
20/03/2011;14:00;11,3;46,5;0;12;172
20/03/2011;15:00;11,6;46,5;0;11;124
20/03/2011;16:00;11,1;49,5;0;11;70
20/03/2011;17:00;10;52;0;10;16
20/03/2011;18:00;8,9;56;0;6;0
20/03/2011;19:00;6,5;66;0;5;0
20/03/2011;20:00;6,5;68,5;0;5;0
20/03/2011;21:00;5,8;69;0;6;0
20/03/2011;22:00;4,2;78;0;6;0
20/03/2011;23:00;3,9;79;0;6;0
21/03/2011;00:00;2,6;83,5;0;5;0
21/03/2011;01:00;0,8;87,5;0;4;0
21/03/2011;02:00;1;87,5;0;6;0
21/03/2011;03:00;0,6;89;0;6;0
21/03/2011;04:00;0,3;87,5;0;6;0
21/03/2011;05:00;0,4;87,5;0;8;0
21/03/2011;06:00;1,3;88,5;0;6;22
21/03/2011;07:00;4,1;79;0;9;80
21/03/2011;08:00;7,4;58,5;0;8;142
21/03/2011;09:00;10,4;50;0;10;192
21/03/2011;10:00;12,3;32,5;0;12;228
21/03/2011;11:00;13,5;29;0;13;244
21/03/2011;12:00;13,6;27;0;14;242
21/03/2011;13:00;14,1;26,5;0;15;220
21/03/2011;14:00;14,1;32;0;16;180
21/03/2011;15:00;13,9;32,5;0;17;126
21/03/2011;16:00;13,4;34;0;17;68
21/03/2011;17:00;11,9;38;0;12;18
21/03/2011;18:00;10,1;44,5;0;9;0
21/03/2011;19:00;8,4;54,5;0;7;0
21/03/2011;20:00;7;62;0;7;0
21/03/2011;21:00;7;61;0;7;0
21/03/2011;22:00;6,8;61;0;8;0
21/03/2011;23:00;5,9;65;0;7;0
22/03/2011;00:00;4,6;68;0;7;0
22/03/2011;01:00;4,3;71;0;8;0
22/03/2011;02:00;3,6;72,5;0;7;0
22/03/2011;03:00;3,1;74;0;5;0
22/03/2011;04:00;2,7;77;0;7;0
22/03/2011;05:00;2,6;76,5;0;5;0
22/03/2011;06:00;3,9;75,5;0;5;22
22/03/2011;07:00;6,6;66,5;0;6;78
22/03/2011;08:00;9,2;54;0;9;134
22/03/2011;09:00;11,1;48;0;12;188
22/03/2011;10:00;12,5;43;0;12;224
22/03/2011;11:00;13,8;40;0;16;236
22/03/2011;12:00;14,8;29,5;0;18;240
22/03/2011;13:00;15,8;29,5;0;18;218
22/03/2011;14:00;15,6;31,5;0;17;178
22/03/2011;15:00;15,7;33,5;0;17;124
22/03/2011;16:00;15;38;0;14;64
22/03/2011;17:00;12,7;44;0;8;16
22/03/2011;18:00;11,2;48,5;0;3;0
22/03/2011;19:00;9,6;54;0;5;0
22/03/2011;20:00;8,4;58;0;5;0
22/03/2011;21:00;7,1;66,5;0;6;0
22/03/2011;22:00;7,4;63,5;0;7;0
22/03/2011;23:00;6,9;67,5;0;7;0
23/03/2011;00:00;6,5;70,5;0;8;0
23/03/2011;01:00;5,8;73,5;0;7;0
23/03/2011;02:00;5,3;75;0;8;0
23/03/2011;03:00;4,9;76,5;0;9;0
23/03/2011;04:00;4,6;77,5;0;7;0
23/03/2011;05:00;4;79,5;0;8;0
23/03/2011;06:00;5,7;75,5;0;11;24
23/03/2011;07:00;8,3;67;0;10;78
23/03/2011;08:00;11,3;56,5;0;12;138
23/03/2011;09:00;14,2;44,5;0;11;188
23/03/2011;10:00;16,2;35;0;13;224
23/03/2011;11:00;17,3;33,5;0;16;238
23/03/2011;12:00;17,7;34;0;19;236
23/03/2011;13:00;18,9;30,5;0;17;216
23/03/2011;14:00;18,7;28,5;0;17;176
23/03/2011;15:00;18,6;30;0;16;122
23/03/2011;16:00;17,5;35,5;0;16;66
23/03/2011;17:00;15,8;38,5;0;13;16
23/03/2011;18:00;14;44;0;9;2
23/03/2011;19:00;11,7;54;0;7;0
23/03/2011;20:00;10,7;61,5;0;7;0
23/03/2011;21:00;10,3;63;0;7;0
23/03/2011;22:00;8,5;69,5;0;7;0
23/03/2011;23:00;8,6;71;0;7;0
24/03/2011;00:00;7,7;77;0;6;0
24/03/2011;01:00;6,8;80;0;6;0
24/03/2011;02:00;6,2;80,5;0;4;0
24/03/2011;03:00;5,7;84,5;0;6;0
24/03/2011;04:00;5,2;86;0;7;0
24/03/2011;05:00;4,7;89;0;7;0
24/03/2011;06:00;6,6;83;0;7;22
24/03/2011;07:00;9;75,5;0;11;78
24/03/2011;08:00;12;65;0;10;136
24/03/2011;09:00;15,2;50,5;0;11;188
24/03/2011;10:00;16,2;46,5;0;14;224
24/03/2011;11:00;18,5;38;0;11;240
24/03/2011;12:00;18,7;34;0;16;238
24/03/2011;13:00;19,4;37,5;0;15;220
24/03/2011;14:00;19,4;36,5;0;14;170
24/03/2011;15:00;19,1;39;0;11;122
24/03/2011;16:00;18,4;42,5;0;12;66
24/03/2011;17:00;16,7;47,5;0;8;18
24/03/2011;18:00;14,3;53,5;0;5;0
24/03/2011;19:00;13,2;56,5;0;3;0
24/03/2011;20:00;12,3;61;0;2;0
24/03/2011;21:00;9,5;71;0;5;0
24/03/2011;22:00;8,2;75,5;0;2;0
24/03/2011;23:00;7,4;78,5;0;3;0
25/03/2011;00:00;6,2;84;0;3;0
25/03/2011;01:00;5,4;87,5;0;5;0
25/03/2011;02:00;5;92,5;0;3;0
25/03/2011;03:00;4,5;91;0;2;0
25/03/2011;04:00;4,2;93,5;0;2;0
25/03/2011;05:00;3,4;94;0;3;2
25/03/2011;06:00;5,6;91,5;0;4;24
25/03/2011;07:00;11,3;57;0;9;80
25/03/2011;08:00;13,4;48;0;12;136
25/03/2011;09:00;14,8;44;0;10;188
25/03/2011;10:00;16,4;39;0;7;222
25/03/2011;11:00;18,2;35;0;7;242
25/03/2011;12:00;19,2;28;0;9;242
25/03/2011;13:00;20;24;0;9;222
25/03/2011;14:00;20,6;25;0;9;186
25/03/2011;15:00;19,2;25,5;0;9;90
25/03/2011;16:00;18;38;0;10;54
25/03/2011;17:00;16,1;41,5;0;6;20
25/03/2011;18:00;14;49,5;0;5;0
25/03/2011;19:00;12,9;55;0;3;0
25/03/2011;20:00;11,6;62;0;4;0
25/03/2011;21:00;10,4;68;0;4;0
25/03/2011;22:00;10,9;69,5;0;3;0
25/03/2011;23:00;10,6;73;0;3;0
26/03/2011;00:00;9,9;76;0;5;0
26/03/2011;01:00;9,8;75,5;0;6;0
26/03/2011;02:00;8,8;75;0;5;0
26/03/2011;03:00;7,6;77,5;0;5;0
26/03/2011;04:00;7,1;80,5;0;4;0
26/03/2011;05:00;7,1;83,5;0;5;2
26/03/2011;06:00;8,1;82;0;4;18
26/03/2011;07:00;11;76,5;0;6;50
26/03/2011;08:00;13,9;69,5;0;8;94
26/03/2011;09:00;16,2;59,5;0;8;176
26/03/2011;10:00;16,7;56;0;11;164
26/03/2011;11:00;17;53,5;0;10;158
26/03/2011;12:00;17,7;50,5;0;10;170
26/03/2011;13:00;18,6;50;0;9;152
26/03/2011;14:00;18,1;51;0;9;120
26/03/2011;15:00;17,9;51,5;0;6;78
26/03/2011;16:00;17,5;55;0;3;42
26/03/2011;17:00;16,5;58,5;0;2;8
26/03/2011;18:00;15,1;65,5;0;4;0
26/03/2011;19:00;13,7;72;0;10;0
26/03/2011;20:00;13,5;72,5;0;7;0
26/03/2011;21:00;12,8;73;0;8;0
26/03/2011;22:00;11,7;79;0;7;0
26/03/2011;23:00;11,2;82;0;9;0
27/03/2011;00:00;10,7;84,5;0;6;0
27/03/2011;01:00;10,1;87,5;0;7;0
27/03/2011;02:00;9,8;91,5;0;4;0
27/03/2011;03:00;9,6;92;0;5;0
27/03/2011;04:00;9;94;0;4;0
27/03/2011;05:00;9,2;94;0;5;2
27/03/2011;06:00;9,2;95,5;0;8;18
27/03/2011;07:00;10,3;91,5;0;11;36
27/03/2011;08:00;12,1;86;0;9;74
27/03/2011;09:00;14;76,5;0;12;168
27/03/2011;10:00;15,5;67,5;0;14;172
27/03/2011;11:00;16,7;62,5;0;12;180
27/03/2011;12:00;17,4;56,5;0;10;142
27/03/2011;13:00;16,7;58;0;8;58
27/03/2011;14:00;13,9;83,5;0,4;11;44
27/03/2011;15:00;12,8;84,5;0;8;22
27/03/2011;16:00;12,6;91;0,6;9;8
27/03/2011;17:00;11,9;89,5;0,6;7;4
27/03/2011;18:00;11,5;92,5;0,2;4;0
27/03/2011;19:00;11,1;94;0,2;3;0
27/03/2011;20:00;11,1;96;0;2;0
27/03/2011;21:00;10,8;96;0;4;0
27/03/2011;22:00;10,6;96;0;2;0
27/03/2011;23:00;9,7;97;0;5;0
28/03/2011;00:00;8,6;97;0;3;0
28/03/2011;01:00;8,3;98;0;3;0
28/03/2011;02:00;8,2;96,5;0;6;0
28/03/2011;03:00;7,3;95,5;0;6;0
28/03/2011;04:00;7,8;92;0;8;0
28/03/2011;05:00;6,8;92;0;7;2
28/03/2011;06:00;7,7;91,5;0;7;28
28/03/2011;07:00;9,5;84,5;0;8;80
28/03/2011;08:00;11,1;79;0;12;136
28/03/2011;09:00;13,1;67,5;0;12;184
28/03/2011;10:00;14,4;61,5;0;12;220
28/03/2011;11:00;16;54,5;0;10;238
28/03/2011;12:00;16,8;47;0;13;236
28/03/2011;13:00;17,4;45;0;10;222
28/03/2011;14:00;16,8;44,5;0;9;162
28/03/2011;15:00;17,2;43;0;9;128
28/03/2011;16:00;16,4;46;0;10;64
28/03/2011;17:00;14,6;52,5;0;9;20
28/03/2011;18:00;13,1;56,5;0;5;0
28/03/2011;19:00;11,7;61;0;3;0
28/03/2011;20:00;10,5;66;0;2;0
28/03/2011;21:00;8,9;72,5;0;4;0
28/03/2011;22:00;8,2;76;0;3;0
28/03/2011;23:00;7,2;79,5;0;2;0
29/03/2011;00:00;6,2;84;0;4;0
29/03/2011;01:00;6,6;83;0;6;0
