date;var;TT;TT_depuis_montaison_846,5;rep;N;Axis;Nflig;Nfvis;NFF;length_F1;length_F2;length_F3;length_F4;length_F5;length_F6;length_F7;length_F8;length_F9;length_F10;length_F11;length_F12;length_F13;length_F14;length_F15;sen_F1;sen_F2;sen_F3;sen_F4;sen_F5;sen_F6;sen_F7;sen_F8;sen_F9;sen_F10;sen_F11;sen_F12;sen_F13;sen_F14;sen_F15;HS;SSI
19/01/2011;Mercia;473,08;-373,42;3;30;MB;3;2;11;8,8;10,7;9,8;5,9;0,9;;;;;;;;;;;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;3,605128205;0,15
19/01/2011;Mercia;473,08;-373,42;1;1;MB;3;2;12;;;8,4;5,9;2,1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,636261514;0
19/01/2011;Mercia;473,08;-373,42;1;8;MB;3;2;12;9,5;11,5;10,2;7,4;2;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,798022916;0,01
19/01/2011;Mercia;473,08;-373,42;1;11;MB;3;2;12;7;9;9;7;2,5;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3,754886542;0,01
19/01/2011;Mercia;473,08;-373,42;1;12;MB;3;2;12;9;12,5;;7;5;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,754886542;0
19/01/2011;Mercia;473,08;-373,42;2;14;MB;3;2;12;8;9,7;;5,6;1;;;;;;;;;;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,603909234;0,02
19/01/2011;Mercia;473,08;-373,42;2;15;MB;3;1;12;7,9;11,5;11,4;4,7;;;;;;;;;;;;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;3,506852393;0,09
19/01/2011;Mercia;473,08;-373,42;2;16;MB;3;2;12;9;;;6;1,2;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,647045608;0
19/01/2011;Mercia;473,08;-373,42;2;17;MB;3;2;12;;;;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0
19/01/2011;Mercia;473,08;-373,42;2;18;MB;3;2;12;6,7;9,4;;5,3;1,2;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,571556953;0
19/01/2011;Mercia;473,08;-373,42;2;20;MB;3;2;12;;;10,2;6,6;1,9;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,711750169;0
19/01/2011;Mercia;473,08;-373,42;2;23;MB;3;2;12;7;;8;6;2,2;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,647045608;0
19/01/2011;Mercia;473,08;-373,42;3;25;MB;3;2;12;;10,3;9,2;5,6;1;;;;;;;;;;;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,603909234;0,5
19/01/2011;Mercia;473,08;-373,42;3;28;MB;3;1;12;9,9;9,6;8,7;4,7;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,506852393;0
19/01/2011;Mercia;473,08;-373,42;3;31;MB;3;2;12;8;9,5;9,1;6;1,5;;;;;;;;;;;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;3,647045608;0,3
19/01/2011;Mercia;473,08;-373,42;3;32;MB;3;2;12;6,8;9,6;;5,3;1,1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,571556953;0
19/01/2011;Mercia;473,08;-373,42;3;33;MB;3;1;12;8;11;;5,1;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,549988767;0
19/01/2011;Mercia;473,08;-373,42;3;34;MB;3;2;12;;9,4;8,6;5,5;1,7;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,59312514;0
19/01/2011;Mercia;473,08;-373,42;3;35;MB;3;1;12;8;9,4;8,5;4,2;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,452931925;0
19/01/2011;Mercia;473,08;-373,42;3;36;MB;3;1;12;8,4;10,8;10;3,5;;;;;;;;;;;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,377443271;0,03
19/01/2011;Mercia;473,08;-373,42;3;26;MB;4;1;13;;9,5;;;4;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,431460674;0
19/01/2011;Mercia;473,08;-373,42;1;2;MB;3;2;mort;7,7;9;8,2;5,5;1,7;;;;;;;;;;;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;3,59312514;0,12
19/01/2011;Mercia;473,08;-373,42;1;4;MB;3;2;mort;;9,5;;6,6;2;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,711750169;0
19/01/2011;Mercia;473,08;-373,42;1;6;MB;3;2;mort;;;10;7;2;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,754886542;0
19/01/2011;Mercia;473,08;-373,42;1;9;MB;3;2;mort;7,5;10,5;;6,5;2,2;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,700966075;0,01
19/01/2011;Mercia;473,08;-373,42;1;10;MB;3;2;mort;;10,5;11;6,2;1,2;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3,668613795;0,02
18/04/2011;Mercia;1131,2;284,7;1;3;MB;9;1;11;;;;;;8,7;12;16,5;23,5;17,5;;;;;;100;100;100;100;100;100;15;0;0;0;0;0;0;0;0;9,625;6,15
18/04/2011;Mercia;1131,2;284,7;1;5;MB;9;1;11;;;;;;10;11,9;16,7;14,5;16;;;;;;100;100;100;100;100;100;0;0;0;0;0;0;0;0;0;9,563380282;6
18/04/2011;Mercia;1131,2;284,7;1;7;MB;9;1;11;;;;;;9;12,3;19,2;26,2;11,5;;;;;;100;100;100;100;100;100;3;1;0;0;0;0;0;0;0;9,440613027;6,04
18/04/2011;Mercia;1131,2;284,7;2;13;MB;9;1;11;;;;;;10,5;13,5;17,5;26;10;;;;;;100;100;100;100;100;100;3;20;0;0;0;0;0;0;0;9,377358491;6,23
18/04/2011;Mercia;1131,2;284,7;2;19;MB;9;1;11;;;;;;11,5;14;20,5;24,5;4;;;;;;100;100;100;100;100;70;0;0;0;0;0;0;0;0;0;9,173160173;5,7
18/04/2011;Mercia;1131,2;284,7;2;21;MB;9;1;11;;;;;;9;12,5;17,5;22;10;;;;;;100;100;100;100;100;100;0;0;0;0;0;0;0;0;0;9,411522634;6
18/04/2011;Mercia;1131,2;284,7;2;22;MB;9;1;11;;;;;;10;13;18,5;25,5;13;;;;;;100;100;100;100;100;100;0;0;0;0;0;0;0;0;0;9,472727273;6
18/04/2011;Mercia;1131,2;284,7;2;24;MB;9;1;11;;;;;;;11,5;19;22,5;8;;;;;;100;100;100;100;100;100;30;0;0;0;0;0;0;0;0;9,322580645;6,3
18/04/2011;Mercia;1131,2;284,7;3;27;MB;9;1;11;;;;;;12;15,5;17,5;25,5;13,8;;;;;;100;100;100;100;100;100;0;0;0;0;0;0;0;0;0;9,501818182;6
18/04/2011;Mercia;1131,2;284,7;3;29;MB;8;1;11;;;;;;13,5;16,5;21,8;23,5;;;;;;;100;100;100;100;100;15;0;0;0;0;0;0;0;0;0;8,955284553;5,15
18/04/2011;Mercia;1131,2;284,7;3;30;MB;9;1;11;;;;;;11,5;13,5;19;24,5;10;;;;;;100;100;100;100;100;100;5;0;0;0;0;0;0;0;0;9,367647059;6,05
18/04/2011;Mercia;1131,2;284,7;1;1;MB;9;1;12;;;;;;7,5;9;15,8;22,5;27,5;;;;;;100;100;100;100;100;100;90;1;1;0;0;0;0;0;0;10,03773585;6,92
18/04/2011;Mercia;1131,2;284,7;1;8;MB;9;1;12;;;;;;11;13,4;17;21;21,5;;;;;;100;100;100;100;100;100;0;0;0;0;0;0;0;0;0;9,820610687;6
18/04/2011;Mercia;1131,2;284,7;1;11;MB;10;1;12;;;;;;8,2;9,2;12;17,8;21;4,5;;;;;100;100;100;100;100;100;90;0;5;0;0;0;0;0;0;10,2;6,95
18/04/2011;Mercia;1131,2;284,7;1;12;MB;9;1;12;;;;;;11,4;12;13,9;19,5;21;;;;;;100;100;100;100;100;100;50;0;0;0;0;0;0;0;0;9,875;6,5
18/04/2011;Mercia;1131,2;284,7;2;14;MB;9;1;12;;;;;;9,5;12;16,5;21,5;20;;;;;;100;100;100;100;100;100;20;0;0;0;0;0;0;0;0;9,847457627;6,2
18/04/2011;Mercia;1131,2;284,7;2;15;MB;9;1;12;;;;;;9;11,5;17;20,5;16;;;;;;100;100;100;100;100;100;45;0;0;0;0;0;0;0;0;9,634920635;6,45
18/04/2011;Mercia;1131,2;284,7;2;16;MB;9;1;12;;;;;;9,5;12;17;21,5;24,5;;;;;;100;100;100;100;100;100;40;0;0;0;0;0;0;0;0;10,01239669;6,4
18/04/2011;Mercia;1131,2;284,7;2;17;MB;9;1;12;;;;;;;11,5;15;21;22;;;;;;100;100;100;100;100;100;5;0;0;0;0;0;0;0;0;9,990990991;6,05
18/04/2011;Mercia;1131,2;284,7;2;18;MB;9;1;12;;;;;;;9;12,5;19,5;18;;;;;;100;100;100;100;100;100;70;3;0;0;0;0;0;0;0;9,9;6,73
18/04/2011;Mercia;1131,2;284,7;2;20;MB;9;1;12;;;;;;10,5;13;16;20,5;19;;;;;;100;100;100;100;100;100;30;0;0;0;0;0;0;0;0;9,794979079;6,3
18/04/2011;Mercia;1131,2;284,7;2;23;MB;10;1;12;;;;;;;11;14,5;21;24;5;;;;;100;100;100;100;100;100;90;0;0;0;0;0;0;0;0;10,21551724;6,9
18/04/2011;Mercia;1131,2;284,7;3;25;MB;9;1;12;;;;;;9;11,2;14,5;21;22,3;;;;;;100;100;100;100;100;100;5;0;0;0;0;0;0;0;0;9,952991453;6,05
18/04/2011;Mercia;1131,2;284,7;3;28;MB;9;1;12;;;;;;7,5;9,5;15,5;22,8;22;;;;;;100;100;100;100;100;100;0;0;0;0;0;0;0;0;0;9,973451327;6
18/04/2011;Mercia;1131,2;284,7;3;31;MB;9;1;12;;;;;;9;11,5;16,5;21;26,8;;;;;;100;100;100;100;100;100;5;0;0;0;0;0;0;0;0;10,02290076;6,05
18/04/2011;Mercia;1131,2;284,7;3;32;MB;9;1;12;;;;;;9,5;12;14,5;20,5;17;;;;;;100;100;100;100;100;100;50;0;0;0;0;0;0;0;0;9,748898678;6,5
18/04/2011;Mercia;1131,2;284,7;3;33;MB;9;1;12;;;;;;9,5;12;17;24;16;;;;;;100;100;100;100;100;100;0;0;0;0;0;0;0;0;0;9,62992126;6
18/04/2011;Mercia;1131,2;284,7;3;34;MB;10;1;12;;;;;;9;12;15,5;19,5;24,8;6,5;;;;;100;100;100;100;100;100;15;0;0;0;0;0;0;0;0;10,25096525;6,15
18/04/2011;Mercia;1131,2;284,7;3;35;MB;9;1;12;;;;;;9,2;12,2;16;21,5;22,4;;;;;;100;100;100;100;100;80;0;0;0;0;0;0;0;0;0;9,805755396;5,8
18/04/2011;Mercia;1131,2;284,7;3;36;MB;9;1;12;;;;;;9;12,2;17,5;22;14,7;;;;;;100;100;100;100;100;100;1;1;0;0;0;0;0;0;0;9,625531915;6,02
18/04/2011;Mercia;1131,2;284,7;3;26;MB;10;1;13;;;;;;;11;12,5;17,5;23,3;11;;;;;100;100;100;100;100;100;100;1;1;0;0;0;0;0;0;10,44715447;7,02
18/04/2011;Mercia;1131,2;284,7;1;2;MB;mort;;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2011;Mercia;1131,2;284,7;1;4;MB;mort;;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2011;Mercia;1131,2;284,7;1;6;MB;mort;;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2011;Mercia;1131,2;284,7;1;9;MB;mort;;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2011;Mercia;1131,2;284,7;1;10;MB;mort;;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2011;Mercia;1710,2;863,7;1;3;MB;11;0;11;;;;;;;;;23;28;19,2;;;;;100;100;100;100;100;100;100;100;85;12;3;0;0;0;0;11;8
26/05/2011;Mercia;1710,2;863,7;1;5;MB;11;0;11;;;;;;;;;24,4;28,4;19,2;;;;;100;100;100;100;100;100;100;100;30;4;3;0;0;0;0;11;7,37
26/05/2011;Mercia;1710,2;863,7;1;7;MB;11;0;11;;;;;;;;;26;26,1;19,8;;;;;100;100;100;100;100;100;100;100;65;4;1;0;0;0;0;11;7,7
26/05/2011;Mercia;1710,2;863,7;2;13;MB;11;0;11;;;;;;;;;28;26,5;17,8;;;;;100;100;100;100;100;100;100;100;30;1;3;0;0;0;0;11;7,34
26/05/2011;Mercia;1710,2;863,7;2;19;MB;11;0;11;;;;;;;;20,1;24,5;23,1;16,8;;;;;100;100;100;100;100;100;100;70;7;1;2;0;0;0;0;11;6,8
26/05/2011;Mercia;1710,2;863,7;2;21;MB;11;0;11;;;;;;;;;22;24,3;19,5;;;;;100;100;100;100;100;100;100;100;18;2;2;0;0;0;0;11;7,22
26/05/2011;Mercia;1710,2;863,7;2;22;MB;11;0;11;;;;;;;;;25,3;27,5;;;;;;100;100;100;100;100;100;100;100;20;3;2;0;0;0;0;11;7,25
26/05/2011;Mercia;1710,2;863,7;2;24;MB;11;0;11;;;;;;;;;21,7;24,8;;;;;;100;100;100;100;100;100;100;100;10;3;1;0;0;0;0;11;7,14
26/05/2011;Mercia;1710,2;863,7;3;27;MB;11;0;11;;;;;;;;;25,4;27,5;18,6;;;;;100;100;100;100;100;100;100;100;30;1;4;0;0;0;0;11;7,35
26/05/2011;Mercia;1710,2;863,7;3;29;MB;11;0;11;;;;;;;;22,4;24,6;25,6;;;;;;100;100;100;100;100;100;100;50;1;7;1;0;0;0;0;11;6,59
26/05/2011;Mercia;1710,2;863,7;3;30;MB;11;0;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;25;1;2;45;0;0;0;0;11;6,73
26/05/2011;Mercia;1710,2;863,7;1;1;MB;12;0;12;;;;;;;;;22;26,5;22,6;16,2;;;;100;100;100;100;100;100;100;100;100;25;3;3;0;0;0;12;8,31
26/05/2011;Mercia;1710,2;863,7;1;8;MB;12;0;12;;;;;;;;;21;26,2;22;14,9;;;;100;100;100;100;100;100;100;100;95;4;1;4;0;0;0;12;8,04
26/05/2011;Mercia;1710,2;863,7;1;11;MB;12;0;12;;;;;;;;;17,8;21,4;22,5;;;;;100;100;100;100;100;100;100;100;100;45;1;2;0;0;0;12;8,48
26/05/2011;Mercia;1710,2;863,7;1;12;MB;12;0;12;;;;;;;;;19,4;24;22,1;15,4;;;;100;100;100;100;100;100;100;100;100;25;4;4;0;0;0;12;8,33
26/05/2011;Mercia;1710,2;863,7;2;14;MB;12;0;12;;;;;;;;;21,2;23,6;20,4;13,1;;;;100;100;100;100;100;100;100;100;100;6;1;2;0;0;0;12;8,09
26/05/2011;Mercia;1710,2;863,7;2;15;MB;12;0;12;;;;;;;;;21,6;25,2;24,8;19;;;;100;100;100;100;100;100;100;100;100;50;7;3;0;0;0;12;8,6
26/05/2011;Mercia;1710,2;863,7;2;16;MB;12;0;12;;;;;;;;;22;24,2;24,5;18;;;;100;100;100;100;100;100;100;100;100;1;12;4;0;0;0;12;8,17
26/05/2011;Mercia;1710,2;863,7;2;17;MB;12;0;12;;;;;;;;;21,4;22,2;;15,8;;;;100;100;100;100;100;100;100;100;75;4;0;2;0;0;0;12;7,81
26/05/2011;Mercia;1710,2;863,7;2;18;MB;12;0;12;;;;;;;;;19,2;20;22;17,2;;;;100;100;100;100;100;100;100;100;100;3;2;1;0;0;0;12;8,06
26/05/2011;Mercia;1710,2;863,7;2;20;MB;12;0;12;;;;;;;;;21;23,9;20;12,5;;;;100;100;100;100;100;100;100;100;80;4;1;2;0;0;0;12;7,87
26/05/2011;Mercia;1710,2;863,7;2;23;MB;12;0;12;;;;;;;;;21;23,5;23,2;16,6;;;;100;100;100;100;100;100;100;100;100;15;5;7;0;0;0;12;8,27
26/05/2011;Mercia;1710,2;863,7;3;25;MB;12;0;12;;;;;;;;;21;23,4;21;13,5;;;;100;100;100;100;100;100;100;100;25;1;1;1;0;0;0;12;7,28
26/05/2011;Mercia;1710,2;863,7;3;28;MB;12;0;12;;;;;;;;;21,5;22,6;22,3;16;;;;100;100;100;100;100;100;100;100;75;5;8;2;0;0;0;12;7,9
26/05/2011;Mercia;1710,2;863,7;3;31;MB;12;0;12;;;;;;;;;;26,2;23,7;16,8;;;;0;100;100;100;100;100;100;100;100;1;1;1;0;0;0;12;8,03
26/05/2011;Mercia;1710,2;863,7;3;32;MB;12;0;12;;;;;;;;;20,8;22,7;21,6;17,1;;;;100;100;100;100;100;100;100;100;60;5;0;1;0;0;0;12;7,66
26/05/2011;Mercia;1710,2;863,7;3;33;MB;12;0;12;;;;;;;;16,5;24;25,4;20,5;14,4;;;;100;100;100;100;100;100;100;95;40;1;2;1;0;0;0;12;7,39
26/05/2011;Mercia;1710,2;863,7;3;34;MB;12;0;12;;;;;;;;;20,2;25,4;25,9;18,6;;;;100;100;100;100;100;100;100;100;35;5;4;2;0;0;0;12;7,46
26/05/2011;Mercia;1710,2;863,7;3;35;MB;12;0;12;;;;;;;;;21;27,8;26,6;20,7;;;;100;100;100;100;100;100;100;100;90;2;4;4;0;0;0;12;8
26/05/2011;Mercia;1710,2;863,7;3;36;MB;12;0;12;;;;;;;;;21,5;23,5;23,7;18,2;;;;100;100;100;100;100;100;100;100;50;2;1;3;0;0;0;12;7,56
26/05/2011;Mercia;1710,2;863,7;3;26;MB;13;0;13;;;;;;;;;17,5;23,2;24,6;22,3;18,6;;;100;100;100;100;100;100;100;100;100;20;1;5;1;0;0;13;8,27
26/05/2011;Mercia;1710,2;863,7;1;2;MB;mort;0;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2011;Mercia;1710,2;863,7;1;4;MB;mort;0;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2011;Mercia;1710,2;863,7;1;6;MB;mort;0;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2011;Mercia;1710,2;863,7;1;9;MB;mort;0;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2011;Mercia;1710,2;863,7;1;10;MB;mort;0;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/2011;Mercia;1799,1;952,6;1;3;MB;11;;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;34,28571429;9,375;;;;;11,00;9,114
01/06/2011;Mercia;1799,1;952,6;1;5;MB;11;;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;67,62295082;7,746478873;6,770833333;;;;;11,00;8,2
01/06/2011;Mercia;1799,1;952,6;1;7;MB;11;;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;80,76923077;22,98850575;7,070707071;;;;;11,00;8,284
01/06/2011;Mercia;1799,1;952,6;2;13;MB;11;;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;64,28571429;3,773584906;8,988764045;;;;;11,00;8,206
01/06/2011;Mercia;1799,1;952,6;2;19;MB;11;;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;11,02040816;2,164502165;5,357142857;;;;;11,00;8,041
01/06/2011;Mercia;1799,1;952,6;2;21;MB;11;;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;59,09090909;2,880658436;8,205128205;;;;;11,00;8,153
01/06/2011;Mercia;1799,1;952,6;2;22;MB;11;;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;75,09881423;5,454545455;1,604278075;;;;;11,00;8,208
01/06/2011;Mercia;1799,1;952,6;2;24;MB;11;;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;57,60368664;4,032258065;0,534759358;;;;;11,00;8,136
01/06/2011;Mercia;1799,1;952,6;3;27;MB;11;;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;86,61417323;2,545454545;9,139784946;;;;;11,00;8,244
01/06/2011;Mercia;1799,1;952,6;3;29;MB;11;;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;1;9,765625;0,534759358;;;;;11,00;8,026
01/06/2011;Mercia;1799,1;952,6;3;30;MB;11;;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;1,838235294;4,278074866;;;;;11,00;9,013
01/06/2011;Mercia;1799,1;952,6;1;1;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;41,50943396;7,96460177;17,28395062;;;;12,00;9,156
01/06/2011;Mercia;1799,1;952,6;1;8;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;22,13740458;3,636363636;10,06711409;;;;12,00;9,081
01/06/2011;Mercia;1799,1;952,6;1;11;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;49,06542056;17,77777778;7,959183673;;;;12,00;9,158
01/06/2011;Mercia;1799,1;952,6;1;12;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;70,83333333;15,83710407;13,63636364;;;;12,00;9,226
01/06/2011;Mercia;1799,1;952,6;2;14;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;66,94915254;24,50980392;13,74045802;;;;12,00;9,226
01/06/2011;Mercia;1799,1;952,6;2;15;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;71,77419355;18,42105263;;;;12,00;10,213
01/06/2011;Mercia;1799,1;952,6;2;16;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;35,12396694;18,36734694;7,222222222;;;;12,00;9,143
01/06/2011;Mercia;1799,1;952,6;2;17;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;95,79439252;13,51351351;0,879222582;3,797468354;;;;12,00;8,243
01/06/2011;Mercia;1799,1;952,6;2;18;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;43;2,272727273;8,720930233;;;;12,00;9,106
01/06/2011;Mercia;1799,1;952,6;2;20;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;16,73640167;1,5;8;;;;12,00;9,053
01/06/2011;Mercia;1799,1;952,6;2;23;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;47,4137931;21,08433735;;;;12,00;10,145
01/06/2011;Mercia;1799,1;952,6;3;25;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;66,66666667;2,564102564;0,952380952;7,407407407;;;;12,00;8,158
01/06/2011;Mercia;1799,1;952,6;3;28;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;44,24778761;18,83408072;5,625;;;;12,00;9,151
01/06/2011;Mercia;1799,1;952,6;3;31;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;6,488549618;1,265822785;5,952380952;0;;;12,00;9,03
01/06/2011;Mercia;1799,1;952,6;3;32;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;80,76923077;25,55066079;0,462962963;1,169590643;0;;;12,00;8,229
01/06/2011;Mercia;1799,1;952,6;3;33;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;63,75;3,149606299;3,414634146;4,861111111;0;;;12,00;8,175
01/06/2011;Mercia;1799,1;952,6;3;34;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;6,299212598;5,791505792;21,50537634;0;;;12,00;9,071
01/06/2011;Mercia;1799,1;952,6;3;35;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;5,395683453;7,518796992;8,695652174;0;;;12,00;9,053
01/06/2011;Mercia;1799,1;952,6;3;36;MB;12;;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;75,34883721;4,255319149;2,109704641;3,846153846;0;;;12,00;8,184
01/06/2011;Mercia;1799,1;952,6;3;26;MB;13;;13;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;61,20689655;2,845528455;13,4529148;4,301075269;;;13,00;9,187
01/06/2011;Mercia;1799,1;952,6;1;2;MB;mort;mort;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/2011;Mercia;1799,1;952,6;1;4;MB;mort;mort;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/2011;Mercia;1799,1;952,6;1;6;MB;mort;mort;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/2011;Mercia;1799,1;952,6;1;9;MB;mort;mort;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/2011;Mercia;1799,1;952,6;1;10;MB;mort;mort;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2011;Mercia;1940,2;1093,7;1;3;MB;11;0;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;50;15;0;0;0;0;11;9,65
