plant,rank,ranktop,HS,x,y
4,9,13,13.0,3.7,18.7
4,9,13,13.0,4.52,19.69
4,10,13,13.0,3.28,27.77
4,10,13,13.0,0.89,30.64
4,10,13,13.0,0.98,32.26
4,10,13,13.0,1.99,32.81
4,10,13,13.0,3.42,32.81
4,10,13,13.0,4.06,33.65
4,10,13,13.0,5.21,33.37
4,10,13,13.0,6.18,32.58
4,10,13,13.0,6.73,30.82
4,10,13,13.0,7.05,29.02
4,10,13,13.0,7.42,26.11
4,11,13,13.0,4.25,43.77
4,11,13,13.0,5.4,49.93
4,11,13,13.0,5.35,56.45
4,11,13,13.0,5.44,62.64
4,11,13,13.0,5.08,66.71
4,12,13,13.0,4.57,65.79
4,12,13,13.0,9.95,78.41
4,12,13,13.0,10.92,79.85
5,9,13,13.0,7.83,10.81
5,9,13,13.0,6.88,12.04
5,9,13,13.0,5.67,13.04
5,9,13,13.0,5.13,13.13
5,9,13,13.0,4.32,12.95
5,9,13,13.0,4.09,12.22
5,9,13,13.0,4.45,11.67
5,9,13,13.0,5.17,11.22
5,9,13,13.0,6.88,10.22
5,9,13,13.0,8.45,10.04
5,9,13,13.0,10.03,10.04
5,9,13,13.0,8.54,12.95
5,10,13,13.0,7.74,14.76
5,10,13,13.0,7.6,21.44
5,10,13,13.0,8.36,24.26
5,10,13,13.0,8.59,30.16
5,10,13,13.0,8.72,33.16
5,11,13,13.0,7.24,29.03
5,11,13,13.0,5.13,35.21
5,11,13,13.0,4.27,39.39
5,11,13,13.0,2.92,42.52
5,11,13,13.0,0.0,47.84
5,12,13,13.0,8.1,43.89
5,12,13,13.0,9.31,50.02
5,12,13,13.0,10.61,54.74
5,12,13,13.0,11.38,62.29
5,12,13,13.0,12.05,65.51
5,13,13,13.0,7.74,65.23
5,13,13,13.0,6.07,76.4
1,9,13,13.0,5.52,8.19
1,9,13,13.0,5.94,9.67
1,9,13,13.0,6.99,11.56
1,9,13,13.0,7.09,14.15
1,9,13,13.0,7.32,15.12
1,9,13,13.0,7.91,15.35
1,10,13,13.0,5.57,18.67
1,10,13,13.0,5.89,27.9
1,10,13,13.0,6.58,33.16
1,10,13,13.0,8.05,37.78
1,11,13,13.0,4.05,32.38
1,11,13,13.0,0.46,37.82
1,11,13,13.0,1.24,39.35
1,11,13,13.0,2.07,39.58
1,11,13,13.0,4.37,38.79
1,11,13,13.0,5.94,37.55
1,11,13,13.0,7.87,38.38
1,11,13,13.0,9.43,39.48
1,11,13,13.0,10.03,40.36
1,11,13,13.0,10.08,41.19
1,12,13,13.0,4.74,47.42
1,12,13,13.0,7.96,55.41
1,12,13,13.0,10.44,62.38
1,12,13,13.0,11.83,64.59
1,13,13,13.0,5.11,67.87
1,13,13,13.0,10.72,77.05
1,13,13,13.0,11.0,78.62
2,8,13,13.0,12.27,4.65
2,8,13,13.0,13.07,4.9
2,8,13,13.0,13.96,4.33
2,8,13,13.0,16.06,4.65
2,8,13,13.0,19.04,3.76
2,8,13,13.0,20.73,4.01
2,8,13,13.0,22.02,4.82
2,9,13,13.0,11.11,12.31
2,9,13,13.0,10.27,13.93
2,9,13,13.0,8.95,14.55
2,9,13,13.0,7.49,14.79
2,9,13,13.0,6.33,14.71
2,9,13,13.0,5.33,14.01
2,9,13,13.0,4.09,12.54
2,9,13,13.0,0.77,8.13
2,9,13,13.0,0.0,4.88
2,10,13,13.0,11.68,18.73
2,10,13,13.0,12.84,22.37
2,10,13,13.0,12.76,24.7
2,10,13,13.0,12.53,30.27
2,10,13,13.0,12.92,36.54
2,10,13,13.0,14.07,39.41
2,11,13,13.0,10.76,32.75
2,11,13,13.0,9.08,41.7
2,11,13,13.0,7.57,47.8
2,11,13,13.0,6.43,53.85
2,12,13,13.0,10.16,47.62
2,12,13,13.0,7.09,56.81
2,12,13,13.0,2.81,64.79
2,12,13,13.0,1.12,67.75
2,13,13,13.0,9.57,67.87
2,13,13,13.0,15.78,55.42
3,8,13,13.0,10.65,10.0
3,8,13,13.0,11.53,10.74
3,8,13,13.0,12.78,10.6
3,8,13,13.0,13.43,10.0
3,8,13,13.0,13.94,9.35
3,8,13,13.0,14.21,8.61
3,8,13,13.0,14.26,7.82
3,8,13,13.0,14.26,7.21
3,8,13,13.0,14.21,6.61
3,8,13,13.0,13.89,6.29
3,8,13,13.0,13.8,5.59
3,8,13,13.0,13.66,4.8
3,8,13,13.0,13.66,4.62
3,9,13,13.0,9.21,15.61
3,9,13,13.0,7.08,19.51
3,9,13,13.0,6.94,20.11
3,9,13,13.0,6.99,20.76
3,9,13,13.0,7.5,20.9
3,9,13,13.0,8.1,21.09
3,9,13,13.0,9.81,21.09
3,9,13,13.0,13.84,20.44
3,9,13,13.0,14.21,19.0
3,9,13,13.0,14.31,12.97
3,10,13,13.0,9.91,27.26
3,10,13,13.0,10.23,27.81
3,10,13,13.0,10.37,28.41
3,10,13,13.0,9.81,28.97
3,10,13,13.0,9.44,28.93
3,10,13,13.0,8.29,28.93
3,10,13,13.0,7.55,29.11
3,10,13,13.0,7.55,29.9
3,10,13,13.0,7.55,30.73
3,10,13,13.0,7.73,31.85
3,10,13,13.0,8.15,33.38
3,10,13,13.0,8.52,34.86
3,10,13,13.0,8.66,36.95
3,10,13,13.0,8.94,39.09
3,10,13,13.0,10.09,43.31
3,11,13,13.0,8.98,44.54
3,11,13,13.0,7.04,50.1
3,11,13,13.0,4.63,56.51
3,11,13,13.0,1.85,61.7
3,11,13,13.0,0.0,64.02
3,12,13,13.0,9.72,63.63
3,12,13,13.0,12.18,68.45
3,12,13,13.0,13.84,72.9
3,12,13,13.0,15.19,76.62
3,12,13,13.0,15.23,77.27
4,8,13,13.0,5.03,5.45
4,8,13,13.0,5.03,6.29
4,8,13,13.0,4.57,6.29
4,8,13,13.0,4.11,5.27
4,8,13,13.0,3.09,4.66
4,8,13,13.0,1.57,4.06
4,8,13,13.0,0.88,3.46
4,8,13,13.0,0.37,2.3
4,8,13,13.0,0.0,1.51
4,9,13,13.0,4.85,13.57
4,9,13,13.0,5.35,15.98
4,9,13,13.0,6.05,19.09
4,9,13,13.0,6.97,19.32
4,9,13,13.0,8.35,21.78
4,9,13,13.0,9.0,25.12
4,9,13,13.0,9.23,27.07
4,9,13,13.0,9.09,27.86
4,10,13,13.0,5.49,18.16
4,10,13,13.0,5.26,19.88
4,10,13,13.0,4.98,20.71
4,10,13,13.0,4.43,20.99
4,10,13,13.0,3.92,20.76
4,10,13,13.0,3.65,20.11
4,10,13,13.0,3.55,19.6
4,10,13,13.0,3.65,18.39
4,10,13,13.0,4.43,15.94
4,10,13,13.0,5.4,13.48
4,10,13,13.0,6.18,12.55
4,10,13,13.0,6.74,12.32
4,10,13,13.0,8.12,12.22
4,10,13,13.0,9.23,12.22
4,10,13,13.0,10.15,12.83
4,11,13,13.0,4.78,30.22
4,11,13,13.0,3.85,33.75
4,11,13,13.0,2.79,36.02
4,11,13,13.0,2.19,37.14
4,11,13,13.0,1.87,37.37
4,11,13,13.0,1.55,36.44
4,11,13,13.0,1.45,34.82
4,11,13,13.0,1.22,33.24
4,11,13,13.0,1.22,32.03
4,11,13,13.0,1.59,31.43
4,11,13,13.0,2.05,31.15
4,11,13,13.0,2.7,31.24
4,11,13,13.0,3.16,31.52
4,12,13,13.0,4.71,46.65
4,12,13,13.0,5.08,49.24
4,12,13,13.0,4.85,54.53
4,12,13,13.0,4.98,59.91
4,12,13,13.0,5.35,63.02
4,12,13,13.0,5.49,67.06
4,13,13,13.0,4.43,67.38
4,13,13,13.0,13.57,75.41
5,9,13,13.0,1.11,11.99
5,9,13,13.0,0.72,11.02
5,9,13,13.0,0.67,9.57
5,9,13,13.0,0.95,8.31
5,9,13,13.0,1.31,7.34
5,9,13,13.0,0.86,5.97
5,9,13,13.0,1.19,4.33
5,9,13,13.0,1.8,2.54
5,9,13,13.0,2.16,1.65
5,10,13,13.0,4.01,15.79
5,10,13,13.0,4.73,16.11
5,10,13,13.0,5.05,15.39
5,10,13,13.0,5.0,14.66
5,10,13,13.0,4.96,13.94
5,10,13,13.0,3.92,12.71
5,10,13,13.0,3.43,11.08
5,10,13,13.0,3.07,8.91
5,10,13,13.0,3.02,6.69
5,10,13,13.0,2.71,3.97
5,10,13,13.0,2.17,0.17
5,11,13,13.0,4.06,30.33
5,11,13,13.0,2.39,36.26
5,11,13,13.0,2.08,38.98
5,11,13,13.0,3.43,44.73
5,11,13,13.0,4.78,49.54
5,11,13,13.0,4.82,50.94
5,12,13,13.0,4.5,45.01
5,12,13,13.0,6.43,51.53
5,12,13,13.0,8.46,58.15
5,12,13,13.0,10.43,67.51
5,13,13,13.0,4.77,67.55
5,13,13,13.0,1.14,82.0
