operator	date	file	prelevement	blockA	blockB	rep	plant	tiller	id	id_Axe	rank	nmax	lmax	wmax	A_bl	A_bl_green	stat	w0.00	w0.05	w0.10	w0.15	w0.20	w0.25	w0.30	w0.35	w0.40	w0.45	w0.50	w0.55	w0.60	w0.65	w0.70	w0.75	w0.80	w0.85	w0.90	w0.95	w1.00
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	16,0597	0,70123	8,531	8,4371	3	0	0,16209	0,33763	0,45087	0,45487	0,48841	0,60459	0,6403	0,64392	0,64269	0,70828	0,64958	0,6292	0,54655	0,5374	0,54697	0,57306	0,54221	0,54792	0,46893	0,19669
ABICHOU	09-Aug-2012 15:22:49	Boigneville_11042012_P10b.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	21,241	1,2241	19,3058	19,2405	3	0	0,30802	0,46653	0,52472	0,56958	0,73448	0,87634	1,0104	1,1388	1,2248	1,2005	1,1546	1,1676	1,1556	1,1609	1,0797	1,0347	0,94255	0,97946	0,92272	0,70159
ABICHOU	09-Aug-2012 15:22:49	Boigneville_11042012_P10b.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	20,1145	1,3006	19,6235	19,6079	3	0	0,1842	0,40002	0,56827	0,67214	0,74486	0,81505	0,91403	1,0217	1,0506	1,1016	1,1659	1,2223	1,2463	1,2812	1,2892	1,2771	1,2354	1,1444	1,1132	1,043
ABICHOU	09-Aug-2012 15:22:49	Boigneville_11042012_P10b.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	11,7784	1,0074	8,6773	8,677	3	0	0,025688	0,17377	0,38606	0,47872	0,54044	0,59321	0,62868	0,67025	0,70234	0,77039	0,89534	0,89434	0,89364	0,90309	0,90885	0,91572	0,95011	0,99475	1,0094	0,97727
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-MB-F8	MB	8	NaN	12,0333	0,85803	7,668	3,6715	2	0	0,10602	0,23102	0,40221	0,43919	0,42086	0,57166	0,70096	0,7718	0,8018	0,77023	0,69843	0,64688	0,77817	0,85093	0,84534	0,86024	0,84972	0,82712	0,75107	0,33922
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-MB-F9	MB	9	NaN	15,4079	1,2362	14,8286	14,6327	1	0	0,11457	0,35581	0,49393	0,61877	0,7333	0,83272	0,92298	1,0871	1,1254	1,1334	1,1499	1,2375	1,2232	1,2148	1,2354	1,2065	1,1535	1,1171	1,0031	0,70958
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-MB-F10	MB	10	NaN	20,4812	1,4358	23,1577	23,1056	1	0	0,10441	0,39939	0,61247	0,74953	0,83217	0,95039	1,0153	1,2005	1,2992	1,336	1,3696	1,4036	1,4178	1,4324	1,4317	1,4395	1,4138	1,3716	1,2456	0,84936
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-MB-F11	MB	11	NaN	21,1809	1,5296	25,1301	25,1009	1	0	0,16929	0,48479	0,74992	0,83949	0,89118	0,95005	1,025	1,1866	1,2978	1,407	1,4809	1,5263	1,5276	1,4788	1,4272	1,4269	1,5298	1,5048	1,3914	0,91938
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-MB-F12	MB	12	NaN	17,6145	1,4304	19,4097	19,4086	3	0	0,058037	0,30978	0,60045	0,8088	0,90805	1,0244	1,1671	1,3337	1,424	1,4302	1,3919	1,3297	1,2569	1,2191	1,2378	1,2379	1,1848	1,1426	1,1367	1,0123
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	12,3919	0,7501	6,8314	2,2553	3	0	0,15039	0,21322	0,399	0,44594	0,4204	0,47251	0,5608	0,59925	0,65622	0,71214	0,76098	0,72204	0,58128	0,59473	0,61666	0,61248	0,58414	0,646	0,64161	0,55003
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	8,4882	0,59101	3,5474	3,5469	3	0	0,066895	0,12773	0,17013	0,22059	0,27525	0,31174	0,34251	0,42926	0,46149	0,50792	0,54586	0,55151	0,55735	0,582	0,59459	0,57185	0,54484	0,52738	0,54015	0,48963
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	16,9191	1,1034	14,5178	11,2608	3	0	0,091415	0,33082	0,44408	0,56053	0,66795	0,76581	0,868	0,9852	1,0539	1,0675	1,0781	1,0398	1,0533	1,1026	1,0884	1,0731	1,025	0,91976	0,70172	0,63772
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	11,3034	0,4007	3,8338	3,7728	3	0	0,15695	0,26283	0,3107	0,31984	0,31707	0,34116	0,35222	0,38172	0,39573	0,37546	0,36272	0,3452	0,35905	0,38985	0,39321	0,3708	0,36042	0,37101	0,34655	0,2759
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	7,2942	0,39495	2,2765	2,2744	3	0	0,1248	0,20194	0,23387	0,24445	0,26143	0,28513	0,29397	0,31447	0,31474	0,33374	0,33602	0,33905	0,35115	0,37338	0,38267	0,38876	0,3938	0,38411	0,37477	0,32722
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	15,7826	0,72009	9,1877	9,1132	3	0	0,13418	0,30293	0,41897	0,46078	0,56066	0,60561	0,64015	0,66675	0,68391	0,66197	0,65736	0,71957	0,69597	0,68788	0,67596	0,66046	0,62769	0,64828	0,63951	0,48688
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	17,5256	0,6781	9,1406	9,1333	3	0	0,11614	0,14193	0,26226	0,3936	0,4671	0,52277	0,57501	0,62482	0,64678	0,66801	0,68112	0,63858	0,67033	0,66135	0,64994	0,61447	0,57209	0,5209	0,49637	0,46619
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	12,5192	0,83086	7,4625	7,4619	3	0	0,072611	0,16916	0,26129	0,31355	0,33849	0,37216	0,50674	0,61171	0,70437	0,73698	0,75952	0,77262	0,81127	0,82447	0,83225	0,81005	0,78777	0,74289	0,69253	0,65767
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	11,7954	0,50454	4,1029	2,495	3	0	0,12837	0,246	0,32469	0,36218	0,37801	0,29835	0,26348	0,29204	0,3271	0,40588	0,44967	0,47825	0,50422	0,46741	0,41376	0,37106	0,38376	0,3252	0,37222	0,16195
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	19,5059	1,1913	18,0296	18,0255	3	0	0,15751	0,33978	0,46749	0,56547	0,6342	0,80667	0,9324	1,0237	1,0851	1,0888	1,1337	1,1421	1,1976	1,1898	1,1466	1,1644	1,1682	1,1449	1,0688	0,91037
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	20,3021	1,3815	20,6407	20,6378	3	0	0,20282	0,40803	0,57455	0,78546	0,89034	0,96832	1,0842	1,1281	1,1556	1,158	1,2255	1,2989	1,378	1,3853	1,3419	1,258	1,1657	1,0421	0,91446	0,67433
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	7,6555	0,22307	1,2477	1,2477	3	0	0,078522	0,1083	0,12727	0,14393	0,16146	0,17748	0,1862	0,18475	0,1748	0,18174	0,17082	0,17801	0,16916	0,16922	0,14196	0,17699	0,18572	0,19951	0,2185	0,13571
ABICHOU	09-Aug-2012 15:42:52	Boigneville_11042012_P11.tif	11/04/2012	1	NaN	NaN	11	TREMIE	P11-T-F	Talle	NaN	NaN	8,4034	0,48274	3,3865	3,3796	3	0	0,045499	0,14424	0,23725	0,327	0,39375	0,41728	0,43741	0,44497	0,46319	0,46225	0,45032	0,43786	0,45762	0,45527	0,45026	0,46682	0,48253	0,48089	0,45908	0,42111
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-MB-F9	MB	8	NaN	14,5912	1,1711	13,3653	13,183	1	0	0,090249	0,20552	0,33185	0,57313	0,68693	0,75774	0,86802	1,0091	1,0791	1,0876	1,1085	1,1232	1,1509	1,1667	1,1656	1,1714	1,1284	1,1018	1,0363	0,81262
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-MB-F10	MB	9	NaN	19,271	1,4175	20,6438	20,5704	1	0	0,31056	0,48542	0,62218	0,72332	0,80353	0,90372	0,99333	1,1106	1,2049	1,2447	1,3266	1,3779	1,4047	1,4239	1,3954	1,3925	1,3694	1,311	1,1922	0,81642
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-MB-F11	MB	10	NaN	21,5002	1,5503	24,9222	24,8667	1	0	0,17007	0,47106	0,61011	0,65813	0,79122	0,91025	0,97487	1,127	1,3312	1,4071	1,4436	1,4777	1,4669	1,4972	1,4654	1,5174	1,5642	1,5189	1,346	0,85072
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-MB-F12	MB	11	NaN	15,5592	1,2785	15,2927	15,2919	3	0	0,082512	0,33323	0,58192	0,73664	0,84167	0,90329	0,93149	1,0209	1,1027	1,1463	1,1618	1,1609	1,1443	1,1248	1,1093	1,0912	1,1383	1,2006	1,2867	1,2387
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-T-F	Talle	NaN	NaN	9,7948	0,47834	3,0553	0,11183	3	0	0,10056	0,12549	0,15028	0,14442	0,17592	0,2417	0,32649	0,32702	0,31761	0,34238	0,32935	0,30648	0,39823	0,37391	0,43188	0,46587	0,45509	0,47211	0,48065	0,21088
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-T-F	Talle	NaN	NaN	11,0627	0,51405	4,1776	3,8373	3	0	0,13041	0,10867	0,21858	0,35433	0,39468	0,42095	0,46068	0,49638	0,50053	0,5206	0,45483	0,378	0,26449	0,41106	0,47691	0,46841	0,4267	0,3618	0,40784	0,29637
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-T-F	Talle	NaN	NaN	11,4481	0,89137	7,5715	3,8122	3	0	0,11782	0,15027	0,21569	0,40993	0,54534	0,57848	0,62777	0,7895	0,84318	0,87469	0,89272	0,87924	0,84591	0,76931	0,73406	0,82114	0,85131	0,83644	0,78023	0,57581
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-T-F	Talle	NaN	NaN	6,7592	0,352	1,9528	1,9305	3	0	0,12393	0,18737	0,23989	0,27511	0,29744	0,30886	0,30762	0,28407	0,29871	0,32103	0,31485	0,30603	0,32029	0,3199	0,33144	0,33243	0,34035	0,34672	0,35876	0,1841
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-T-F	Talle	NaN	NaN	11,382	1,1024	7,556	7,5558	3	0	0,0726	0,19345	0,3025	0,39177	0,44153	0,48096	0,48507	0,51188	0,58346	0,61703	0,65506	0,7539	0,81665	0,86453	0,91919	0,98159	1,044	1,0724	1,1224	0,93774
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-T-F	Talle	NaN	NaN	18,8551	1,0777	15,48	15,4795	3	0	0,10516	0,31091	0,4055	0,46208	0,54875	0,69002	0,81992	0,8817	0,91263	0,94876	0,96772	1,0296	1,017	1,0053	1,0385	1,0883	1,0556	1,0325	1,0006	0,78966
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-T-F	Talle	NaN	NaN	17,4588	0,73092	9,5765	9,5487	3	0	0,11547	0,18375	0,29439	0,36734	0,48143	0,53566	0,60916	0,63299	0,67223	0,70745	0,73097	0,70999	0,67836	0,66111	0,65972	0,63204	0,6162	0,59716	0,58206	0,41565
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-T-F	Talle	NaN	NaN	15,0318	0,88514	10,6051	10,1058	3	0	0,15846	0,31476	0,43174	0,4813	0,4664	0,65041	0,72229	0,78189	0,80503	0,85464	0,89271	0,87937	0,87037	0,86727	0,85319	0,8348	0,82491	0,80318	0,75764	0,54223
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-T-F	Talle	NaN	NaN	20,661	1,4554	22,0676	22,0268	3	0	0,24889	0,44426	0,56914	0,68008	0,76809	0,87698	0,94435	1,0904	1,1813	1,2587	1,3475	1,3846	1,4279	1,4411	1,4574	1,4409	1,4155	1,3193	1,18	0,8809
ABICHOU	09-Aug-2012 15:49:27	Boigneville_11042012_P12.tif	11/04/2012	1	NaN	NaN	12	TREMIE	P12-T-F	Talle	NaN	NaN	21,2303	1,1651	18,9838	18,7895	3	0	0,17253	0,34714	0,42329	0,46724	0,58875	0,78345	0,89958	1,0214	1,0715	1,1318	1,1497	1,1602	1,162	1,119	1,1335	1,1099	1,1002	1,0699	0,99971	0,67361
ABICHOU	09-Aug-2012 16:08:10	Boigneville_11042012_P13.tif	11/04/2012	1	NaN	NaN	13	TREMIE	P13-MB-F9	MB	8	NaN	12,4143	1,2001	11,2838	10,856	1	0	0,16605	0,30264	0,48766	0,63845	0,79031	0,94782	1,133	1,1785	1,2021	1,2037	1,1461	1,1397	1,1325	1,1103	1,0687	1,0241	0,98486	0,92957	0,8091	0,16433
ABICHOU	09-Aug-2012 16:08:10	Boigneville_11042012_P13.tif	11/04/2012	1	NaN	NaN	13	TREMIE	P13-MB-F10	MB	9	NaN	19,6431	1,2528	19,1769	19,0815	1	0	0,15744	0,39285	0,53992	0,71044	0,79737	0,84601	0,9734	1,0674	1,1176	1,1468	1,2047	1,2346	1,2558	1,2308	1,1942	1,1763	1,1614	1,1233	1,0559	0,88101
ABICHOU	09-Aug-2012 16:08:10	Boigneville_11042012_P13.tif	11/04/2012	1	NaN	NaN	13	TREMIE	P13-MB-F11	MB	10	NaN	21,724	1,4606	24,9839	24,9796	1	0	0,09911	0,39343	0,60529	0,72321	0,90045	1,0362	1,1432	1,2388	1,2881	1,3404	1,3865	1,447	1,4732	1,4411	1,4141	1,4289	1,4277	1,3534	1,289	1,0844
ABICHOU	09-Aug-2012 16:08:10	Boigneville_11042012_P13.tif	11/04/2012	1	NaN	NaN	13	TREMIE	P13-MB-F12	MB	11	NaN	19,6807	1,2659	20,6972	20,6947	3	0	0,1402	0,4287	0,61362	0,7636	0,90824	1,0458	1,1451	1,1738	1,1809	1,1981	1,2177	1,2493	1,2679	1,2473	1,2674	1,1715	1,159	1,194	1,2357	1,2634
ABICHOU	09-Aug-2012 16:08:10	Boigneville_11042012_P13.tif	11/04/2012	1	NaN	NaN	13	TREMIE	P13-T-F	Talle	NaN	NaN	13,305	0,55613	6,0192	6,0184	3	0	0,097678	0,19846	0,28336	0,34191	0,39884	0,44883	0,47553	0,50894	0,53982	0,53269	0,52419	0,52884	0,5557	0,54231	0,51922	0,5082	0,48167	0,49818	0,50683	0,4021
ABICHOU	09-Aug-2012 16:08:10	Boigneville_11042012_P13.tif	11/04/2012	1	NaN	NaN	13	TREMIE	P13-T-F	Talle	NaN	NaN	18,8974	0,91016	12,8648	12,8483	3	0	0,080552	0,24853	0,3342	0,40266	0,4647	0,62002	0,72468	0,75348	0,78514	0,85807	0,88873	0,84753	0,77985	0,79997	0,83982	0,92956	0,88039	0,79881	0,75548	0,48651
ABICHOU	09-Aug-2012 16:08:10	Boigneville_11042012_P13.tif	11/04/2012	1	NaN	NaN	13	TREMIE	P13-T-F	Talle	NaN	NaN	13,1749	1,3956	11,0446	11,044	3	0	0,11969	0,32328	0,51842	0,59916	0,63243	0,66133	0,74803	0,78818	0,8147	0,84008	0,8704	0,88098	0,91064	0,95176	1,0237	1,12	1,2305	1,3191	1,4131	1,4211
ABICHOU	09-Aug-2012 16:08:10	Boigneville_11042012_P13.tif	11/04/2012	1	NaN	NaN	13	TREMIE	P13-T-F	Talle	NaN	NaN	15,6402	1,1271	14,1789	9,6112	3	0	0,1699	0,36568	0,44817	0,6354	0,77633	0,87396	1,0024	1,0495	1,1058	1,1272	1,1248	1,117	1,0814	1,1016	1,1084	1,1315	1,0922	1,0105	0,9241	0,29224
ABICHOU	09-Aug-2012 16:08:10	Boigneville_11042012_P13.tif	11/04/2012	1	NaN	NaN	13	TREMIE	P13-T-F	Talle	NaN	NaN	17,6778	1,3789	19,3901	19,123	3	0	0,20062	0,47172	0,65394	0,78669	0,88176	0,94607	1,0664	1,2194	1,2802	1,3714	1,3692	1,3343	1,3519	1,3756	1,3708	1,354	1,3106	1,2404	1,1784	0,89664
ABICHOU	09-Aug-2012 16:08:10	Boigneville_11042012_P13.tif	11/04/2012	1	NaN	NaN	13	TREMIE	P13-T-F	Talle	NaN	NaN	21,6957	1,61	27,1502	27,0042	3	0	0,048923	0,27215	0,57306	0,78456	0,8716	0,9675	1,157	1,3322	1,4681	1,5277	1,5693	1,5609	1,5677	1,5812	1,6148	1,6063	1,5493	1,4761	1,3766	1,035
ABICHOU	09-Aug-2012 16:08:10	Boigneville_11042012_P13.tif	11/04/2012	1	NaN	NaN	13	TREMIE	P13-T-F	Talle	NaN	NaN	22,6799	1,6595	29,9741	29,8618	3	0	0,15411	0,48654	0,74243	0,84402	0,98706	1,1846	1,3041	1,3911	1,4839	1,5241	1,5665	1,6145	1,6381	1,6515	1,6362	1,6539	1,6654	1,5701	1,4436	1,1614
ABICHOU	09-Aug-2012 16:08:10	Boigneville_11042012_P13.tif	11/04/2012	1	NaN	NaN	13	TREMIE	P13-T-F	Talle	NaN	NaN	4,0013	0,20412	0,57814	0,57756	3	0	0,06629	0,08449	0,10527	0,11192	0,1203	0,12874	0,12604	0,13117	0,1438	0,14702	0,15974	0,16803	0,17203	0,18052	0,18742	0,18895	0,19138	0,20576	0,19744	0,11992
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-MB-F8	MB	7	NaN	7,2298	0,82051	3,8156	1,7085	3	0	0,22194	0,19133	0,19043	0,26172	0,31646	0,29346	0,40624	0,42377	0,42128	0,47708	0,51279	0,58443	0,70221	0,78389	0,82191	0,82353	0,81038	0,77121	0,67157	0,43797
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-MB-F9	MB	8	NaN	14,8272	1,1291	13,1016	13,0441	1	0	0,087518	0,30297	0,46353	0,58702	0,68699	0,75533	0,87292	0,98599	1,045	1,0808	1,1082	1,1218	1,1327	1,091	1,0812	1,0393	1,0122	1,0344	0,97237	0,76309
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-MB-F10	MB	9	NaN	22,1005	1,4085	22,0923	21,9899	2	0	0,11512	0,16055	0,19623	0,54277	0,65972	0,83053	1,0249	1,1553	1,2324	1,2974	1,3701	1,416	1,3777	1,2448	1,2659	1,2991	1,289	1,2504	1,1376	0,73249
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-MB-F11	MB	10	NaN	23,7046	1,5641	27,9934	27,9808	1	0	0,2815	0,54865	0,70719	0,82105	0,91055	1,0493	1,1549	1,2847	1,3922	1,4753	1,5372	1,5603	1,5585	1,4747	1,4882	1,4801	1,3835	1,2025	1,0659	0,94807
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-MB-F12	MB	11	NaN	9,9743	0,5409	3,7682	3,7681	3	0	0,088253	0,315	0,47224	0,5268	0,54236	0,53333	0,49508	0,43398	0,39031	0,35206	0,29716	0,30893	0,32055	0,32642	0,3329	0,34446	0,35913	0,3884	0,40006	0,4084
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-T-F	Talle	NaN	NaN	8,4891	0,53799	2,2639	0,44373	3	0	0,50183	0,20235	0,079209	0,11158	0,14028	0,15522	0,18806	0,25334	0,30825	0,39826	0,44908	0,45014	0,41619	0,38652	0,32908	0,31681	0,34186	0,31673	0,27398	0,12391
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-T-F	Talle	NaN	NaN	7,3381	0,31851	1,8842	1,7933	3	0	0,15863	0,22012	0,2509	0,26905	0,27093	0,27762	0,28016	0,26028	0,25632	0,27575	0,2823	0,31003	0,30228	0,32391	0,29346	0,23429	0,25468	0,21707	0,22472	0,15223
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-T-F	Talle	NaN	NaN	11,502	0,69238	5,8726	5,7357	3	0	0,11153	0,1278	0,18115	0,31841	0,48792	0,58384	0,63989	0,6461	0,58997	0,65938	0,63033	0,60249	0,64454	0,68992	0,69705	0,63571	0,53998	0,55668	0,53385	0,37963
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-T-F	Talle	NaN	NaN	15,265	0,53334	6,3711	6,3621	3	0	0,09452	0,18098	0,26024	0,31	0,37042	0,43477	0,48495	0,52026	0,51795	0,44045	0,40149	0,48718	0,5295	0,52518	0,48668	0,52683	0,5206	0,48343	0,4136	0,36879
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-T-F	Talle	NaN	NaN	20,4841	0,6949	11,6327	11,6249	3	0	0,17867	0,32399	0,41149	0,44599	0,53999	0,58113	0,62048	0,6717	0,67405	0,63674	0,63788	0,6204	0,57196	0,64214	0,6172	0,70325	0,67987	0,67049	0,60416	0,52979
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-T-F	Talle	NaN	NaN	3,344	0,13184	0,33742	0,33742	3	0	0,044724	0,048334	0,062523	0,071651	0,085081	0,092492	0,095214	0,10226	0,11319	0,11675	0,12414	0,12398	0,12596	0,11692	0,12725	0,13231	0,12713	0,11947	0,11832	0,099896
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-T-F	Talle	NaN	NaN	18,4231	0,98274	13,9724	13,8734	3	0	0,078913	0,25038	0,40201	0,47844	0,48523	0,64268	0,74182	0,83367	0,9145	0,9779	0,98425	0,92562	0,97632	0,98236	0,97511	0,95543	0,94205	0,88042	0,80673	0,52891
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-T-F	Talle	NaN	NaN	14,5197	1,0599	11,7116	11,7109	3	0	0,073214	0,29503	0,51318	0,61651	0,67119	0,70661	0,73638	0,72305	0,83519	0,90488	0,91953	0,9601	0,99058	0,99308	1,0102	0,97373	1,009	1,036	1,0619	0,92571
ABICHOU	09-Aug-2012 16:18:46	Boigneville_11042012_P14.tif	11/04/2012	1	NaN	NaN	14	TREMIE	P14-T-F	Talle	NaN	NaN	21,9361	1,2206	19,9038	19,8998	3	0	0,11868	0,31022	0,4468	0,56088	0,66827	0,74054	0,77088	0,94197	1,0395	1,0683	1,1228	1,141	1,1585	1,2179	1,2159	1,2079	1,1801	1,0886	1,032	0,90511
ABICHOU	09-Aug-2012 16:28:41	Boigneville_11042012_P15.tif	11/04/2012	1	NaN	NaN	15	TREMIE	P15-MB-F7	MB	7	NaN	9,7468	0,53807	3,5925	0,050538	3	0	0,28751	0,22553	0,24048	0,2829	0,31784	0,30564	0,32443	0,38263	0,34435	0,40221	0,38066	0,39788	0,40859	0,37453	0,35811	0,41032	0,46422	0,50564	0,54352	0,47232
ABICHOU	09-Aug-2012 16:28:41	Boigneville_11042012_P15.tif	11/04/2012	1	NaN	NaN	15	TREMIE	P15-MB-F7	MB	7	NaN	4,0647	0,8495	0,45706	0,0068817	3	0	0,30113	0,20411	0,096823	0,2919	0,65226	0,59563	0,55877	0,73248	0,9603	1,0388	0,86711	0,56085	0,31075	0,2168	0,2321	0,25418	0,28706	0,28872	0,23717	0,17129
ABICHOU	09-Aug-2012 16:28:41	Boigneville_11042012_P15.tif	11/04/2012	1	NaN	NaN	15	TREMIE	P15-MB-F8	MB	8	NaN	14,3238	1,0631	12,2842	9,4316	3	0	0,27006	0,41329	0,53099	0,62297	0,69004	0,73169	0,80002	0,89761	0,90241	0,96219	1,0285	1,0482	1,0516	1,068	1,0611	1,0468	1,012	0,93869	0,8559	0,72572
ABICHOU	09-Aug-2012 16:28:41	Boigneville_11042012_P15.tif	11/04/2012	1	NaN	NaN	15	TREMIE	P15-MB-F9	MB	9	NaN	19,043	1,3031	19,8709	19,8172	1	0	0,25772	0,41764	0,60788	0,75434	0,82482	0,95867	1,1163	1,2079	1,2477	1,2989	1,303	1,2648	1,2732	1,2672	1,2499	1,2399	1,2419	1,2141	1,1183	0,86416
ABICHOU	09-Aug-2012 16:28:41	Boigneville_11042012_P15.tif	11/04/2012	1	NaN	NaN	15	TREMIE	P15-MB-F10	MB	10	NaN	23,9638	1,5261	27,8886	27,8518	1	0	0,17065	0,43508	0,6862	0,79412	0,83348	0,92901	1,1166	1,1862	1,2867	1,3733	1,4318	1,4916	1,5074	1,5259	1,4513	1,5093	1,4805	1,427	1,2815	0,93864
