Image;ID_Plant;ID_Axis;Organ;ID_Metamer;HS;XY;Pt1;Pt2;Pt3;Pt4;Pt5;Pt6;Pt7;Pt8;Pt9;Pt10;Pt11;Pt12;Pt13;Pt14;Pt15
Boigneville-11042012-P07-P08-P09;1;2;0;0;10,5;1;1,19;4,39;7,27;13,62;18,33;21,97;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;2;2;8;10,5;0;29,25;31,81;33,76;34,85;36,37;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;2;2;8;10,5;1;9,66;15,03;20,23;22,46;23,92;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;2;2;9;10,5;0;28,55;26,1;24,25;22,51;20,78;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;2;2;9;10,5;1;15,57;21,37;25,82;28,69;29,83;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;2;2;10;10,5;0;28,82;29,47;30,5;31,32;32,13;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;2;2;10;10,5;1;18,01;24,74;30,05;34,17;38,19;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;2;2;11;10,5;0;28,44;27,68;26,81;26,05;24,52;23,82;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;2;2;11;10,5;1;21,48;29,07;34,17;38,62;42,04;43,02;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;2;2;12;10,5;0;28,71;27,68;;;;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;2;2;12;10,5;1;22,19;30,54;;;;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;3;0;0;10,5;0;48,02;47,8;48,29;48,45;48,61;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;3;0;0;10,5;1;0;3,96;8,9;13,94;16,27;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;3;2;8;10,5;0;47,58;45,95;45,95;44,7;;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;3;2;8;10,5;1;4,61;7,49;11,72;12,64;;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;3;2;9;10,5;0;48,56;50,41;51,06;52,36;53,78;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;3;2;9;10,5;1;9,17;15,3;17,74;18,61;19,15;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;3;2;10;10,5;0;48,18;47,8;47,53;46,82;45,95;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;3;2;10;10,5;1;12,72;18,69;25,25;28,07;29,1;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;3;2;11;10,5;0;48,83;49,43;49,76;50,35;52,64;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;3;2;11;10,5;1;15,62;21,97;28,64;32,49;35,26;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;3;2;12;10,5;0;48,67;48,18;;;;;;;;;;;;;
Boigneville-11042012-P07-P08-P09;1;3;2;12;10,5;1;16,71;30,11;;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;1;0;0;10,5;0;6,3;5,07;5,18;6,02;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;1;0;0;10,5;1;0,39;5,99;11,58;20,18;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;1;2;7;10,5;0;5,24;2,98;0;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;1;2;7;10,5;1;5,97;8,44;12,6;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;1;2;8;10,5;0;5,02;2,73;1,17;0,06;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;1;2;8;10,5;1;11,75;17,85;22,28;26,88;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;1;2;9;10,5;0;5,91;7,92;10,59;12,49;14,55;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;1;2;9;10,5;1;15,91;22,67;29,15;31,26;32,15;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;1;2;10;10,5;0;5,74;5,52;4,63;2,84;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;1;2;10;10,5;1;19,57;30,93;37,58;41,29;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;1;2;11;10,5;0;6,24;6,74;7,02;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;1;2;11;10,5;1;20,67;28,66;33,7;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;2;0;0;10,5;0;27,78;26,89;27,44;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;2;0;0;10,5;1;0;2,61;18,85;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;2;2;8;10,5;0;26,44;24,16;23,43;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;2;2;8;10,5;1;7,82;12,75;14,85;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;2;2;9;10,5;0;27;24,71;23,21;21,2;20,03;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;2;2;9;10,5;1;13,03;19,4;24,33;26,72;27,77;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;2;2;10;10,5;0;27,33;27,05;26,66;26;24,38;22,04;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;2;2;10;10,5;1;13,97;18,51;25,33;29,6;32,04;33,59;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;2;2;11;10,5;0;27,28;26,89;26,66;26,5;25,77;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;2;2;11;10,5;1;18,4;30,87;36,03;37,91;39,85;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;2;2;12;10,5;0;27,44;27,61;;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;2;2;12;10,5;1;19,51;23,17;;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;3;0;0;10,5;0;47,2;47,2;48,26;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;3;0;0;10,5;1;0,5;7,76;17,9;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;3;2;8;10,5;0;46,83;43,81;41,14;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;3;2;8;10,5;1;7,36;14,64;18,45;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;3;2;9;10,5;0;47,87;50,72;54,03;56;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;3;2;9;10,5;1;11,69;16,71;22,83;25,08;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;3;2;10;10,5;0;47,52;46,83;45,32;43,64;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;3;2;10;10,5;1;14;19,43;26,99;31,78;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;3;2;11;10,5;0;48,42;49,59;50,21;50,93;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;3;2;11;10,5;1;17,02;25,05;32,92;38,19;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;3;2;12;10,5;0;48,26;48,76;48,87;;;;;;;;;;;;
Boigneville-11042012-P10-P11-P12-;2;3;2;12;10,5;1;18,18;23,11;27,05;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;0;0;10,5;0;3,79;3,25;3,79;3,94;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;0;0;10,5;1;0,11;2,61;8,06;13,06;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;2;7;10,5;0;3,55;8,13;;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;2;7;10,5;1;1,87;2,22;;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;2;8;10,5;0;3,7;0;;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;2;8;10,5;1;8,99;11,74;;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;2;9;10,5;0;4,29;6,55;9,61;11,38;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;2;9;10,5;1;10,3;16,23;19,96;22,03;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;2;10;10,5;0;3,65;3,6;3,65;3,35;2,51;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;2;10;10,5;1;11,47;19,18;24,68;28,65;31,99;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;2;11;10,5;0;4,14;4,68;5,47;5,57;6,45;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;2;11;10,5;1;12,41;20,8;26,2;29,54;31,5;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;2;12;10,5;0;3,84;4,19;;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;1;2;12;10,5;1;13,34;19,52;;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;2;0;0;10,5;0;24,75;24,8;24,07;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;2;0;0;10,5;1;0,29;12,02;24,82;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;2;2;8;10,5;0;24,46;22,13;18,01;15,25;13,36;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;2;2;8;10,5;1;11,98;14,73;12,94;8,88;5,41;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;2;2;9;10,5;0;24,75;25,91;26,93;26,98;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;2;2;9;10,5;1;17,72;25,83;32,06;35,49;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;2;2;10;10,5;0;24,07;23,59;23,44;22,62;20,82;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;2;2;10;10,5;1;23,27;31,19;37,37;41,24;45,63;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;2;2;11;10,5;0;24,27;25,09;25,14;24,85;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;2;2;11;10,5;1;24,63;32,74;38,73;43,75;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;0;0;10,5;0;44,48;44,87;44,77;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;0;0;10,5;1;0;9,37;17,72;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;2;7;10,5;0;44,43;39,68;;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;2;7;10,5;1;4,06;5,7;;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;2;8;10,5;0;45,15;48,89;51,55;53,18;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;2;8;10,5;1;9,14;14,49;17,63;19,44;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;2;9;10,5;0;44,31;40,32;38,15;35,74;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;2;9;10,5;1;14,68;20,33;24,25;27,44;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;2;10;10,5;0;45,11;47,29;47,83;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;2;10;10,5;1;14,29;32,55;37,18;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;2;11;10,5;0;44,6;43,91;43,47;42,93;42,24;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;2;11;10,5;1;16,99;28,87;33,63;36,48;38,19;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;2;12;10,5;0;44,85;44,7;;;;;;;;;;;;;
Boigneville-11042012-P13-P14-P15;1;3;2;12;10,5;1;17,92;24,21;;;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;1;0;0;10,5;0;8,1;7,52;7,23;7,33;7,71;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;1;0;0;10,5;1;0,82;2,85;7,87;13,86;22,17;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;1;2;8;10,5;0;6,89;2,97;;;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;1;2;8;10,5;1;8,42;15,84;;;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;1;2;9;10,5;0;7,66;6,51;6,12;5,98;5,59;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;1;2;9;10,5;1;13,91;17,58;22,12;27,1;28,35;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;1;2;10;10,5;0;7,23;6,46;4,96;2,6;0;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;1;2;10;10,5;1;17,68;25,26;29,95;32,8;34,83;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;1;2;11;10,5;0;7,94;9,38;10,11;10,35;11,17;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;1;2;11;10,5;1;21,59;29,27;36,76;40,77;43,42;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;1;2;12;10,5;0;7,7;8,66;9,38;;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;1;2;12;10,5;1;22,46;29,51;35,4;;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;2;0;0;10,5;0;29,55;28,4;29,17;29,94;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;2;0;0;10,5;1;0,36;3,16;11,37;25;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;2;2;8;10,5;0;28,34;25,01;22,75;20,35;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;2;2;8;10,5;1;7,04;8,67;9,26;9,99;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;2;2;9;10,5;0;29,62;32,76;35,85;39,09;43,55;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;2;2;9;10,5;1;12,65;17,02;18,35;18,3;17,66;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;2;2;10;10,5;0;29,24;28,42;29,39;30,21;30,4;29,92;29,77;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;2;2;10;10,5;1;17,05;23,04;28,3;32,31;34,44;35,89;35,98;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;2;2;11;10,5;0;30,06;31,41;32,66;32,76;34,25;36,13;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;2;2;11;10,5;1;23,67;32,65;38,79;40,09;43,04;45,64;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;2;2;12;10,5;0;30,06;30,49;30,88;;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;2;2;12;10,5;1;25,31;33,67;40,38;;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;3;0;0;10,5;0;48,46;49,33;48,65;48,51;48,51;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;3;0;0;10,5;1;0;3,82;13,38;19,8;21,93;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;3;2;8;10,5;0;48,7;47,06;45,76;47,2;47,93;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;3;2;8;10,5;1;7,44;13,67;16,42;18,64;19,95;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;3;2;9;10,5;0;48,8;50,82;53,57;56,02;58,1;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;3;2;9;10,5;1;12,94;17,82;22,07;25,16;27,63;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;3;2;10;10,5;0;48,41;49,08;49,04;;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;3;2;10;10,5;1;16,81;23,47;29,08;;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;3;2;11;10,5;0;48,65;49,08;49,42;49,66;49,33;48,46;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;3;2;11;10,5;1;21,74;28,35;34,29;37,96;39,8;41,2;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;3;2;12;10,5;0;48,51;47,59;47,4;;;;;;;;;;;;
Boigneville-11042012-P16-P17-P18-;2;3;2;12;10,5;1;22,17;31,69;34,87;;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;1;0;0;10,5;0;0,54;0,52;0,53;0,57;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;1;0;0;10,5;1;1,67;1,51;1,26;0,97;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;1;2;8;10,5;0;0,52;0,32;0,21;0,12;0,06;0,02;0;0;0,03;;;;;;
Boigneville-11042012-P19-P20-P21;1;1;2;8;10,5;1;1,33;1,3;1,32;1,38;1,41;1,44;1,49;1,54;1,62;;;;;;
Boigneville-11042012-P19-P20-P21;1;1;2;9;10,5;0;0,57;0,54;0,48;0,4;0,33;0,32;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;1;2;9;10,5;1;1,03;1,01;0,82;0,57;0,4;0,3;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;1;2;10;10,5;0;0,55;0,62;0,67;0,74;0,75;0,8;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;1;2;10;10,5;1;1,01;0,77;0,48;0,26;0,18;0,15;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;1;2;11;10,5;0;0,57;0,63;0,62;0,6;0,58;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;1;2;11;10,5;1;0,98;0,49;0,24;0,11;0,03;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;2;0;0;10,5;0;1,45;1,45;1,45;;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;2;0;0;10,5;1;1,66;1,31;1,04;;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;2;2;8;10,5;0;1,44;1,38;1,37;;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;2;2;8;10,5;1;1,48;1,42;1,38;;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;2;2;9;10,5;0;1,45;1,5;1,64;1,75;1,8;1,83;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;2;2;9;10,5;1;1,3;1,21;1,07;0,96;0,94;0,94;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;2;2;10;10,5;0;1,44;1,38;1,35;1,34;1,31;1,27;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;2;2;10;10,5;1;1,19;0,95;0,73;0,61;0,54;0,52;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;2;2;11;10,5;0;1,46;1,51;1,55;1,56;1,59;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;2;2;11;10,5;1;1,08;0,78;0,55;0,41;0,33;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;2;2;12;10,5;0;1,44;1,46;1,45;1,46;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;2;2;12;10,5;1;1,08;0,74;0,5;0,41;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;3;0;0;10,5;0;2,29;2,27;2,28;2,3;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;3;0;0;10,5;1;1,69;1,6;1,13;0,83;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;3;2;8;10,5;0;2,27;2,25;2,24;2,22;2,2;2,18;2,16;2,16;2,13;;;;;;
Boigneville-11042012-P19-P20-P21;1;3;2;8;10,5;1;1,42;1,42;1,36;1,34;1,34;1,34;1,34;1,35;1,35;;;;;;
Boigneville-11042012-P19-P20-P21;1;3;2;9;10,5;0;2,29;2,37;2,45;2,5;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;3;2;9;10,5;1;1,18;0,98;0,78;0,66;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;3;2;10;10,5;0;2,28;2,24;2,22;2,18;2,12;2,06;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;3;2;10;10,5;1;1,09;0,81;0,56;0,37;0,3;0,24;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;3;2;11;10,5;0;2,3;2,34;2,34;2,34;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;3;2;11;10,5;1;0,95;0,48;0,19;0;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;3;2;12;10,5;0;2,3;2,29;;;;;;;;;;;;;
Boigneville-11042012-P19-P20-P21;1;3;2;12;10,5;1;0,81;0,61;;;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;1;0;0;10,5;0;5,18;4,3;4,63;5,46;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;1;0;0;10,5;1;0,33;5,19;11,65;20,05;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;1;2;7;10,5;0;4,68;5,26;6,12;7,38;8,4;9,87;10,94;11,66;;;;;;;
Boigneville-11042012-P22-P23-P24;2;1;2;7;10,5;1;3,6;5,21;5,51;5,26;4,57;4,05;3,58;2,86;;;;;;;
Boigneville-11042012-P22-P23-P24;2;1;2;8;10,5;0;4,35;2,81;1,71;1,6;0,5;0;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;1;2;8;10,5;1;11,87;17,34;20,05;22,37;24,08;24,8;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;1;2;9;10,5;0;5,29;7,05;8,87;9,98;10,53;11,35;12,35;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;1;2;9;10,5;1;16,21;22,06;27,14;29,46;30,68;31,18;31,78;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;1;2;10;10,5;0;5,29;6,12;6,17;6,78;7,05;6,45;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;1;2;10;10,5;1;19,77;27,5;33,91;37;39,21;41,92;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;1;2;11;10,5;0;5,68;6,94;7,44;7,5;7,33;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;1;2;11;10,5;1;20,38;29,44;33,25;36,45;37,22;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;2;0;0;10,5;0;26,33;27,71;27,71;28,04;28,15;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;2;0;0;10,5;1;0,88;1,71;6,74;12,7;21,32;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;2;2;8;10,5;0;27,44;25,12;23,8;22,53;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;2;2;8;10,5;1;6,79;13,92;17,29;18;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;2;2;9;10,5;0;27,66;25,84;24,79;23,69;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;2;2;9;10,5;1;11,93;18,45;22,7;25,85;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;2;2;10;10,5;0;28,26;30,25;31,46;32,29;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;2;2;10;10,5;1;17,34;23,86;30,32;34,79;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;2;2;11;10,5;0;27,88;26,78;25,23;23,58;22,97;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;2;2;11;10,5;1;21,1;31,48;37,39;41,81;42,75;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;2;2;12;10,5;0;28,1;27,6;27;27;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;2;2;12;10,5;1;21,82;30,65;34,19;36,01;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;3;0;0;10,5;0;45,62;46,5;46,72;46,99;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;3;0;0;10,5;1;0;5,96;13,42;23,8;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;3;2;7;10,5;0;46,33;41,43;;;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;3;2;7;10,5;1;7,51;8,95;;;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;3;2;8;10,5;0;46,99;49,86;;;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;3;2;8;10,5;1;11,98;20,21;;;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;3;2;9;10,5;0;46,66;45,84;45,12;44,24;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;3;2;9;10,5;1;18,12;26,84;33,3;36,67;;;;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;3;2;10;10,5;0;47,32;48,26;48,54;48,48;47,71;47,21;47,16;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;3;2;10;10,5;1;23,2;30,71;36,89;40,65;42,86;44,13;45,95;;;;;;;;
Boigneville-11042012-P22-P23-P24;2;3;2;11;10,5;0;46,83;46,72;45,56;43,8;44,68;46,66;47,71;47,87;;;;;;;
Boigneville-11042012-P22-P23-P24;2;3;2;11;10,5;1;23,47;29,66;35,02;39,1;42,86;45,84;47,66;49,07;;;;;;;
Boigneville-11042012-P25-P26-P27;1;1;0;0;10,5;0;4,18;3,52;3,63;4,01;4,23;4,56;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;1;0;0;10,5;1;0;2,03;8,3;13,03;16,82;20,01;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;1;2;8;10,5;0;3,55;3,13;2,67;2,23;1,84;1,65;1,37;1,1;0,55;;;;;;
Boigneville-11042012-P25-P26-P27;1;1;2;8;10,5;1;8,29;9,28;11,26;13,51;13,43;12,71;11,37;9,69;7,35;;;;;;
Boigneville-11042012-P25-P26-P27;1;1;2;9;10,5;0;4,29;3,74;3,08;1,92;1,26;0,27;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;1;2;9;10,5;1;12,95;15,09;18,94;23,61;26,31;28,51;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;1;2;10;10,5;0;4,01;3,9;3,35;2,03;0,77;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;1;2;10;10,5;1;16,6;22,6;29,52;34,03;36,34;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;1;2;11;10,5;0;4,67;5,61;6,1;6,98;6,6;5,66;4,89;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;1;2;11;10,5;1;18,91;24,52;29,08;33,21;36,01;38,98;41,56;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;2;0;0;10,5;0;25,75;25,2;25,36;25,64;25,8;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;2;0;0;10,5;1;0,16;3,74;7,75;13,08;15,56;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;2;2;8;10,5;0;25,22;23,46;22,89;22,56;22,17;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;2;2;8;10,5;1;7,82;13,54;16,42;18,84;20,38;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;2;2;9;10,5;0;25,36;24,92;23,82;23,33;22,28;21,79;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;2;2;9;10,5;1;11,49;18,2;23,48;27,6;30,57;32,11;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;2;2;10;10,5;0;25,91;28,06;29,65;30,69;31,46;32,73;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;2;2;10;10,5;1;12,75;18,36;22,71;25,34;26,66;28,09;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;2;2;11;10,5;0;25,97;26,85;27,45;27,84;27,84;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;2;2;11;10,5;1;14,51;21,28;25,51;29,41;31,56;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;2;2;12;10,5;0;25,86;26,32;;;;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;2;2;12;10,5;1;15,63;19,64;;;;;;;;;;;;;
