Date	var	Trt	Bloc	N	Axis	Nflig	nff	fvert_F2	fvert_F3	fvert_F4	fvert_F5	fvert_F6	fvert_F7	fvert_F8	fvert_F9	fvert_F10	fvert_F11	fvert_F12	fvert_F13
09/05/2012	Tremie	T1+T2	2	16	MB	13	13	0	0	0	0	0	0	0	80	85	98	100	100
09/05/2012	Tremie	T1+T2	2	17	MB	13	13	0	0	0	0	0	0	0	80	95	100	100	100
09/05/2012	Tremie	T1+T2	2	18	MB	13	13	0	0	0	0	0	0	0	80	85	95	100	100
09/05/2012	Tremie	T1+T2	2	19	MB	13	13	0	0	0	0	0	0	0	95	97	100	100	100
09/05/2012	Tremie	T1+T2	2	20	MB	13	13	0	0	0	0	0	0	0	95	90	95	100	100
09/05/2012	Tremie	T1+T2	3	21	MB	13	13	0	0	0	0	0	0	0	60	80	95	100	100
09/05/2012	Tremie	T1+T2	3	22	MB	13	13	0	0	0	0	0	0	15	80	95	98	100	100
09/05/2012	Tremie	T1+T2	3	23	MB	13	13	0	0	0	0	0	0	NA	85	90	90	99	100
09/05/2012	Tremie	T1+T2	3	24	MB	13	13	0	0	0	0	0	0	0	75	80	95	100	100
09/05/2012	Tremie	T1+T2	3	25	MB	13	13	0	0	0	0	0	0	30	80	85	95	100	100
09/05/2012	Tremie	T1+T2	3	26	MB	13	13	0	0	0	0	0	0	0	80	85	100	100	100
09/05/2012	Tremie	T1+T2	3	27	MB	13	13	0	0	0	0	0	0	0	90	90	95	100	100
09/05/2012	Tremie	T1+T2	3	28	MB	12	12	0	0	0	0	0	0	15	85	75	95	100	
09/05/2012	Tremie	T1+T2	3	29	MB	13	13	0	0	0	0	0	0	0	20	85	95	100	100
09/05/2012	Tremie	T1+T2	3	30	MB	13	13	0	0	0	0	0	0	0	80	80	85	98	100
16/05/2012	Tremie	T1+T2	1	1	MB	12	12	0	0	0	0	0	0	0	95	80	98	98	
16/05/2012	Tremie	T1+T2	1	2	MB	13	13	0	0	0	0	0	0	0	10	90	95	98	100
16/05/2012	Tremie	T1+T2	1	3	MB	13	13	0	0	0	0	0	0	NA	0	85	95	99	100
16/05/2012	Tremie	T1+T2	1	4	MB	13	13	0	0	0	0	0	0	NA	0	95	97	100	99
16/05/2012	Tremie	T1+T2	1	5	MB	13	13	0	0	0	0	0	0	0	50	90	97	100	100
16/05/2012	Tremie	T1+T2	1	6	MB	13	13	0	0	0	0	0	0	NA	0	80	95	100	100
16/05/2012	Tremie	T1+T2	1	7	MB	13	13	0	0	0	0	0	0	NA	85	95	99	99	100
16/05/2012	Tremie	T1+T2	1	8	MB	13	13	0	0	0	0	0	0	NA	0	85	95	100	100
16/05/2012	Tremie	T1+T2	1	9	MB	13	13	0	0	0	0	0	0	0	20	90	97	100	100
16/05/2012	Tremie	T1+T2	1	10	MB	13	13	0	0	0	0	0	0	0	85	85	95	97	100
16/05/2012	Tremie	T1+T2	2	11	MB	13	13	0	0	0	0	0	0	0	85	90	97	100	100
16/05/2012	Tremie	T1+T2	2	12	MB	13	13	0	0	0	0	0	0	0	90	80	90	100	100
16/05/2012	Tremie	T1+T2	2	13	MB	13	13	0	0	0	0	0	0	NA	0	50	90	50	100
16/05/2012	Tremie	T1+T2	2	14	MB	12	12	0	0	0	0	0	0	50	80	90	98	100	
16/05/2012	Tremie	T1+T2	2	15	MB	13	13	0	0	0	0	0	0	NA	0	85	90	98	98
16/05/2012	Tremie	T1+T2	2	16	MB	13	13	0	0	0	0	0	0	0	80	85	98	98	100
16/05/2012	Tremie	T1+T2	2	17	MB	13	13	0	0	0	0	0	0	NA	0	95	99	100	100
16/05/2012	Tremie	T1+T2	2	18	MB	13	13	0	0	0	0	0	0	0	70	95	97	100	100
16/05/2012	Tremie	T1+T2	2	19	MB	13	13	0	0	0	0	0	0	0	80	90	100	100	100
16/05/2012	Tremie	T1+T2	2	20	MB	13	13	0	0	0	0	0	0	0	95	90	95	97	100
16/05/2012	Tremie	T1+T2	3	21	MB	13	13	0	0	0	0	0	0	0	40	80	95	100	100
16/05/2012	Tremie	T1+T2	3	22	MB	13	13	0	0	0	0	0	0	0	85	90	98	100	100
16/05/2012	Tremie	T1+T2	3	23	MB	13	13	0	0	0	0	0	0	NA	70	85	90	98	100
16/05/2012	Tremie	T1+T2	3	24	MB	13	13	0	0	0	0	0	0	NA	0	80	95	98	100
16/05/2012	Tremie	T1+T2	3	25	MB	13	13	0	0	0	0	0	0	0	10	80	95	100	100
16/05/2012	Tremie	T1+T2	3	26	MB	13	13	0	0	0	0	0	0	0	5	85	100	99	100
16/05/2012	Tremie	T1+T2	3	27	MB	13	13	0	0	0	0	0	0	NA	80	90	95	100	100
16/05/2012	Tremie	T1+T2	3	28	MB	12	12	0	0	0	0	0	0	0	80	75	95	100	
16/05/2012	Tremie	T1+T2	3	29	MB	13	13	0	0	0	0	0	0	NA	0	90	95	99	100
16/05/2012	Tremie	T1+T2	3	30	MB	13	13	0	0	0	0	0	0	NA	0	85	85	98	100
25/05/2012	Tremie	T1+T2	1	1	MB	12	12	0	0	0	0	0	0	0	77	80	97	97	
25/05/2012	Tremie	T1+T2	1	2	MB	13	13	0	0	0	0	0	0	0	0	0	90	88	98
25/05/2012	Tremie	T1+T2	1	3	MB	13	13	0	0	0	0	0	0	0	0	53	92	96	99
25/05/2012	Tremie	T1+T2	1	4	MB	13	13	0	0	0	0	0	0	0	0	3	55	96	98
25/05/2012	Tremie	T1+T2	1	5	MB	13	13	0	0	0	0	0	0	0	0	73	94	97	98
25/05/2012	Tremie	T1+T2	1	6	MB	13	13	0	0	0	0	0	0	0	0	0	91	94	99
25/05/2012	Tremie	T1+T2	1	7	MB	13	13	0	0	0	0	0	0	0	0	93	96	97	99
25/05/2012	Tremie	T1+T2	1	8	MB	13	13	0	0	0	0	0	0	0	0	0	93	94	99
25/05/2012	Tremie	T1+T2	1	9	MB	13	13	0	0	0	0	0	0	0	0	80	93	95	99
25/05/2012	Tremie	T1+T2	1	10	MB	13	13	0	0	0	0	0	0	0	0	68	88	95	97
25/05/2012	Tremie	T1+T2	2	11	MB	13	13	0	0	0	0	0	0	0	0	85	93	96	99
25/05/2012	Tremie	T1+T2	2	12	MB	13	13	0	0	0	0	0	0	0	0	82	89	96	98
25/05/2012	Tremie	T1+T2	2	13	MB	13	13	0	0	0	0	0	0	0	0	0	88	97	98
25/05/2012	Tremie	T1+T2	2	14	MB	12	12	0	0	0	0	0	0	0	0	93	95	99	
25/05/2012	Tremie	T1+T2	2	15	MB	13	13	0	0	0	0	0	0	0	0	50	92	95	98
25/05/2012	Tremie	T1+T2	2	16	MB	13	13	0	0	0	0	0	0	0	1	88	96	97	99
25/05/2012	Tremie	T1+T2	2	17	MB	13	13	0	0	0	0	0	0	0	0	90	97	97	98
25/05/2012	Tremie	T1+T2	2	18	MB	13	13	0	0	0	0	0	0	0	0	92	91	96	98
25/05/2012	Tremie	T1+T2	2	19	MB	13	13	0	0	0	0	0	0	0	0	83	98	96	99
25/05/2012	Tremie	T1+T2	2	20	MB	13	13	0	0	0	0	0	0	0	84	92	94	95	98
25/05/2012	Tremie	T1+T2	3	21	MB	13	13	0	0	0	0	0	0	0	0	15	90	96	98
25/05/2012	Tremie	T1+T2	3	22	MB	13	13	0	0	0	0	0	0	0	10	93	97	97	98
25/05/2012	Tremie	T1+T2	3	23	MB	13	13	0	0	0	0	0	0	0	0	43	92	95	98
25/05/2012	Tremie	T1+T2	3	24	MB	13	13	0	0	0	0	0	0	0	0	0	96	95	99
25/05/2012	Tremie	T1+T2	3	25	MB	13	13	0	0	0	0	0	0	0	0	75	94	96	98
25/05/2012	Tremie	T1+T2	3	26	MB	13	13	0	0	0	0	0	0	0	0	58	94	96	99
25/05/2012	Tremie	T1+T2	3	27	MB	13	13	0	0	0	0	0	0	0	0	90	95	96	98
25/05/2012	Tremie	T1+T2	3	28	MB	12	12	0	0	0	0	0	0	0	0	87	98	98	
25/05/2012	Tremie	T1+T2	3	29	MB	13	13	0	0	0	0	0	0	0	0	5	92	97	98
25/05/2012	Tremie	T1+T2	3	30	MB	13	13	0	0	0	0	0	0	0	0	69	92	96	97
31/05/2012	Tremie	T1+T2	1	1	MB	12	12	0	0	0	0	0	0	0	0	0	75	85	
31/05/2012	Tremie	T1+T2	1	2	MB	13	13	0	0	0	0	0	0	0	0	0	15	50	97
31/05/2012	Tremie	T1+T2	1	3	MB	13	13	0	0	0	0	0	0	0	0	0	55	82	96
31/05/2012	Tremie	T1+T2	1	4	MB	13	13	0	0	0	0	0	0	0	0	0	0	75	96
31/05/2012	Tremie	T1+T2	1	5	MB	13	13	0	0	0	0	0	0	0	0	0	60	93	98
31/05/2012	Tremie	T1+T2	1	6	MB	13	13	0	0	0	0	0	0	0	0	0	60	80	93
31/05/2012	Tremie	T1+T2	1	7	MB	13	13	0	0	0	0	0	0	0	0	45	40	94	97
31/05/2012	Tremie	T1+T2	1	8	MB	13	13	0	0	0	0	0	0	0	0	0	40	65	73
31/05/2012	Tremie	T1+T2	1	9	MB	13	13	0	0	0	0	0	0	0	0	3	85	80	97
31/05/2012	Tremie	T1+T2	1	10	MB	13	13	0	0	0	0	0	0	0	0	0	75	75	97
31/05/2012	Tremie	T1+T2	2	11	MB	13	13	0	0	0	0	0	0	0	0	30	80	87	98
31/05/2012	Tremie	T1+T2	2	12	MB	13	13	0	0	0	0	0	0	0	0	30	70	83	96
31/05/2012	Tremie	T1+T2	2	13	MB	13	13	0	0	0	0	0	0	0	0	0	0	83	96
31/05/2012	Tremie	T1+T2	2	14	MB	12	12	0	0	0	0	0	0	0	0	67	80	98	
31/05/2012	Tremie	T1+T2	2	15	MB	13	13	0	0	0	0	0	0	0	0	0	67	85	93
31/05/2012	Tremie	T1+T2	2	16	MB	13	13	0	0	0	0	0	0	0	0	0	70	90	88
31/05/2012	Tremie	T1+T2	2	17	MB	13	13	0	0	0	0	0	0	0	0	0	80	90	98
31/05/2012	Tremie	T1+T2	2	18	MB	13	13	0	0	0	0	0	0	0	0	30	55	85	96
31/05/2012	Tremie	T1+T2	2	19	MB	13	13	0	0	0	0	0	0	0	0	0	78	94	96
31/05/2012	Tremie	T1+T2	2	20	MB	13	13	0	0	0	0	0	0	0	0	20	75	80	97
31/05/2012	Tremie	T1+T2	3	21	MB	13	13	0	0	0	0	0	0	0	0	0	30	75	98
31/05/2012	Tremie	T1+T2	3	22	MB	13	13	0	0	0	0	0	0	0	0	60	85	0	97
31/05/2012	Tremie	T1+T2	3	23	MB	13	13	0	0	0	0	0	0	0	0	0	45	65	95
31/05/2012	Tremie	T1+T2	3	24	MB	13	13	0	0	0	0	0	0	0	0	0	75	77	97
31/05/2012	Tremie	T1+T2	3	25	MB	13	13	0	0	0	0	0	0	0	0	0	70	70	98
31/05/2012	Tremie	T1+T2	3	26	MB	13	13	0	0	0	0	0	0	0	0	0	50	80	98
31/05/2012	Tremie	T1+T2	3	27	MB	13	13	0	0	0	0	0	0	0	0	5	55	70	98
31/05/2012	Tremie	T1+T2	3	28	MB	12	12	0	0	0	0	0	0	0	0	0	90	93	
31/05/2012	Tremie	T1+T2	3	29	MB	13	13	0	0	0	0	0	0	0	0	0	40	92	97
31/05/2012	Tremie	T1+T2	3	30	MB	13	13	0	0	0	0	0	0	0	0	0	35	80	96
12/06/2012	Tremie	T1+T2	1	1	MB	12	12	0	0	0	0	0	0	0	0	0	0	90	
12/06/2012	Tremie	T1+T2	1	2	MB	13	13	0	0	0	0	0	0	0	0	0	0	0	93
12/06/2012	Tremie	T1+T2	1	3	MB	13	13	0	0	0	0	0	0	0	0	0	0	8	68
12/06/2012	Tremie	T1+T2	1	4	MB	13	13	0	0	0	0	0	0	0	0	0	0	0	93
12/06/2012	Tremie	T1+T2	1	5	MB	13	13	0	0	0	0	0	0	0	0	0	0	70	88
12/06/2012	Tremie	T1+T2	1	6	MB	13	13	0	0	0	0	0	0	0	0	0	0	15	93
12/06/2012	Tremie	T1+T2	1	7	MB	13	13	0	0	0	0	0	0	0	0	0	0	75	73
12/06/2012	Tremie	T1+T2	1	8	MB	13	13	0	0	0	0	0	0	0	0	0	0	8	97
12/06/2012	Tremie	T1+T2	1	9	MB	13	13	0	0	0	0	0	0	0	0	0	15	85	93
12/06/2012	Tremie	T1+T2	1	10	MB	13	13	0	0	0	0	0	0	0	0	0	0	20	93
12/06/2012	Tremie	T1+T2	2	11	MB	13	13	0	0	0	0	0	0	0	0	0	10	55	97
12/06/2012	Tremie	T1+T2	2	12	MB	13	13	0	0	0	0	0	0	0	0	0	0	45	90
12/06/2012	Tremie	T1+T2	2	13	MB	13	13	0	0	0	0	0	0	0	0	0	0	15	96
12/06/2012	Tremie	T1+T2	2	14	MB	12	12	0	0	0	0	0	0	0	0	0	15	88	
12/06/2012	Tremie	T1+T2	2	15	MB	13	13	0	0	0	0	0	0	0	0	0	0	45	92
12/06/2012	Tremie	T1+T2	2	16	MB	13	13	0	0	0	0	0	0	0	0	0	0	80	64
12/06/2012	Tremie	T1+T2	2	17	MB	13	13	0	0	0	0	0	0	0	0	0	10	75	88
12/06/2012	Tremie	T1+T2	2	18	MB	13	13	0	0	0	0	0	0	0	0	0	0	70	88
12/06/2012	Tremie	T1+T2	2	19	MB	13	13	0	0	0	0	0	0	0	0	0	0	80	93
12/06/2012	Tremie	T1+T2	2	20	MB	13	13	0	0	0	0	0	0	0	0	0	20	50	88
12/06/2012	Tremie	T1+T2	3	21	MB	13	13	0	0	0	0	0	0	0	0	0	0	35	90
12/06/2012	Tremie	T1+T2	3	22	MB	13	13	0	0	0	0	0	0	0	0	0	20	58	88
12/06/2012	Tremie	T1+T2	3	23	MB	13	13	0	0	0	0	0	0	0	0	0	0	5	90
12/06/2012	Tremie	T1+T2	3	24	MB	13	13	0	0	0	0	0	0	0	0	0	0	40	98
12/06/2012	Tremie	T1+T2	3	25	MB	13	13	0	0	0	0	0	0	0	0	0	0	30	81
12/06/2012	Tremie	T1+T2	3	26	MB	13	13	0	0	0	0	0	0	0	0	0	0	40	94
12/06/2012	Tremie	T1+T2	3	27	MB	13	13	0	0	0	0	0	0	0	0	0	0	10	90
12/06/2012	Tremie	T1+T2	3	28	MB	12	12	0	0	0	0	0	0	0	0	0	0	80	
12/06/2012	Tremie	T1+T2	3	29	MB	13	13	0	0	0	0	0	0	0	0	0	10	20	92
12/06/2012	Tremie	T1+T2	3	30	MB	13	13	0	0	0	0	0	0	0	0	0	0	0	88
