operateur	MethodeAnalyse	Date_analyse	fichier	Variete	prelev	prelevement	rep	plant	id_Axe	rank	nmax	lmax	wmax	A_bl	A_bl_green	stat	w0.00	w0.05	w0.10	w0.15	w0.20	w0.25	w0.30	w0.35	w0.40	w0.45	w0.50	w0.55	w0.60	w0.65	w0.70	w0.75	w0.80	w0.85	w0.90	w0.95	w1.00
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	Talle	NA	NA	12.9	1.9	18.2	18.2	2	0	0.038487	0.11129	0.31122	0.58759	0.83713	1.0759	1.2238	1.3396	1.4596	1.5941	1.7324	1.8169	1.877	1.9027	1.8865	1.8593	1.7822	1.6474	1.4893	1.2499
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	MB	9	13	19.1	1.2	15	10.3	3	0	0.095046	0.63495	0.23311	0.22609	0.29402	0.47523	0.61623	0.6943	0.7377	0.84316	1.0006	1.0579	1.0911	1.0639	1.171	1.2507	1.2288	1.202	1.1122	0.93573
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	MB	10	13	23.5	1.4	22	20.1	2	0	0.079891	0.11153	0.1675	0.15443	0.3331	0.53825	0.74851	0.94826	1.0616	1.192	1.2921	1.4376	1.3906	1.4117	1.4172	1.3923	1.374	1.3322	1.2783	0.83131
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	MB	11	13	22	1.6	28.8	28.7	1	0	0.14893	0.27585	0.51322	0.72252	0.97477	1.2037	1.3847	1.516	1.5625	1.5955	1.6076	1.6158	1.5763	1.6051	1.5819	1.5824	1.5798	1.5587	1.4454	1.1701
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	MB	12	13	18.1	1.7	23.7	23.7	1	0	0.013662	0.27284	0.34743	0.55274	0.81457	1.1465	1.3033	1.3914	1.4713	1.4987	1.6043	1.6268	1.6562	1.7258	1.7485	1.7313	1.6845	1.6031	1.4368	1.0039
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	MB	13	13	11.2	1.8	15.1	15.1	1	0	0.082118	0.096647	0.2542	0.46203	0.71332	0.94119	1.153	1.3374	1.45	1.5502	1.6261	1.6986	1.7584	1.8026	1.8091	1.7744	1.7313	1.6503	1.4848	1.3369
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	Talle	NA	NA	22.5	1.2	17.2	7	2	0	0.22108	0.30394	0.38279	0.45562	0.52337	0.68673	0.79553	0.84449	0.9588	1.0021	1.1034	1.1421	1.1923	1.1794	1.1189	0.97245	0.88237	0.74021	0.57255	0.46743
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	Talle	NA	NA	10.8	1.7	13.9	13.9	2	0	0.10912	0.19853	0.44151	0.7057	0.92715	1.1071	1.2481	1.3485	1.4251	1.4924	1.5786	1.5953	1.6233	1.6611	1.6691	1.6455	1.6205	1.5253	1.376	1.2212
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	Talle	NA	NA	16.8	1.7	21.6	21.6	2	0	0.039112	0.22612	0.45296	0.65434	0.94756	1.1597	1.2638	1.3481	1.4162	1.4747	1.5171	1.5567	1.6259	1.6844	1.7012	1.6814	1.6565	1.5591	1.3969	1.0215
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	Talle	NA	NA	21.2	1.6	26	25.8	2	0	0.10195	0.22081	0.51713	0.74607	0.97451	1.1325	1.2469	1.3399	1.4256	1.495	1.5594	1.5598	1.5706	1.5729	1.502	1.483	1.456	1.409	1.31	0.82267
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	Talle	NA	NA	20.9	1.3	18.8	17.6	2	0	0.14922	0.31169	0.44888	0.55707	0.6882	0.7623	0.8579	0.9313	0.97821	0.97623	1.0467	1.1264	1.1243	1.1272	1.1419	1.2219	1.2512	1.2665	1.1755	0.89893
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	Talle	NA	NA	17.7	0.9	9.3	3	2	0	0.1335	0.25445	0.33951	0.31749	0.36972	0.42709	0.50757	0.40774	0.38632	0.48096	0.39179	0.26515	0.51945	0.72564	0.84008	0.86752	0.91232	0.84726	0.8687	0.62698
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	Talle	NA	NA	13.5	0.2	1.9	1.3	2	0	0.071398	0.095545	0.079978	0.1349	0.22786	0.24617	0.18775	0.1499	0.12724	0.18217	0.1375	0.135	0.13898	0.14399	0.15455	0.10864	0.12787	0.1216	0.14384	0.14163
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	Talle	NA	NA	17.5	0.6	7.3	7.1	2	0	0.033595	0.089914	0.13001	0.19742	0.35355	0.47887	0.53347	0.49885	0.55003	0.5716	0.62261	0.57767	0.57437	0.59632	0.55178	0.57814	0.51889	0.45704	0.44799	0.20043
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	Talle	NA	NA	14.6	1.6	16.2	16.2	2	0	0.024108	0.12368	0.31043	0.54054	0.69139	0.7951	0.91644	1.0219	1.1482	1.2013	1.278	1.3804	1.4824	1.5759	1.5789	1.5242	1.5021	1.4655	1.3127	1.0628
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	Talle	NA	NA	23.1	1.6	28.3	28.2	2	0	0.1052	0.21076	0.57543	0.75388	0.71143	1.0512	1.2235	1.3435	1.4179	1.5543	1.5549	1.5937	1.6112	1.6358	1.6437	1.5612	1.5165	1.3707	1.1391	0.8915
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	Talle	NA	NA	21.6	1.4	21.1	20.9	2	0	0.05262	0.15535	0.20286	0.35157	0.42128	0.653	0.97501	1.1552	1.2483	1.2667	1.2853	1.3554	1.3748	1.3568	1.2717	1.3573	1.4046	1.251	0.99995	0.68272
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	Talle	NA	NA	21.4	1	12.9	12	2	0	0.18462	0.20057	0.15544	0.2615	0.28661	0.2893	0.36142	0.486	0.58046	0.66045	0.75388	0.83979	0.86968	0.92602	0.99617	0.97021	0.94273	1.0225	0.86181	0.6397
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	Talle	NA	NA	9.8	0.6	3	1.5	2	0	0.19197	0.13716	0.17375	0.24313	0.25527	0.24678	0.24842	0.23306	0.22606	0.24838	0.25714	0.30552	0.35732	0.35086	0.36783	0.47504	0.53633	0.55344	0.52072	0.25053
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	MB	13	13	12.2	1.4	13.3	13.3	1	0	0.12339	0.28605	0.47447	0.68456	0.86279	1.0362	1.1668	1.2486	1.3752	1.4095	1.3933	1.377	1.3721	1.3758	1.3766	1.3894	1.3508	1.2319	1.1224	0.96873
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	MB	12	13	20.5	1.6	23.5	23.5	1	0	0.16145	0.40147	0.51619	0.60674	0.87563	1.0369	1.1739	1.2351	1.2607	1.3003	1.3374	1.4193	1.488	1.5069	1.5571	1.5953	1.5534	1.4997	1.2932	1.0308
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	MB	11	13	20.2	1.4	22.9	22.8	1	0	0.078544	0.2019	0.49783	0.72527	0.93582	1.1493	1.3521	1.4391	1.4454	1.4207	1.4006	1.3443	1.3842	1.3829	1.321	1.3612	1.3833	1.3061	1.1303	0.65519
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	MB	10	13	19.8	1.1	14.8	14.5	2	0	0.15161	0.195	0.30101	0.38435	0.42672	0.50067	0.62122	0.81622	0.89822	0.94266	0.99477	1.045	1.0823	1.0862	0.97906	0.80625	0.94891	0.99048	1.0633	0.69913
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	MB	9	13	19.2	0.8	6.4	1.5	3	0	0.058039	0.11971	0.2017	0.42634	0.69426	0.48607	0.31092	0.27394	0.22729	0.24926	0.19908	0.2807	0.34322	0.34183	0.38241	0.54549	0.57418	0.68103	0.74087	0.25121
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	Talle	NA	NA	16.5	1.3	14.7	14.7	3	0	0.077224	0.22631	0.36636	0.48313	0.61266	0.73794	0.80794	0.8492	0.91517	0.98005	1.0729	1.1599	1.2475	1.3217	1.3513	1.3225	1.2875	1.1211	0.9026	0.67201
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	Talle	NA	NA	21.1	1.4	22.2	22.1	2	0	0.11467	0.27216	0.36076	0.68821	0.89342	1.0063	1.1358	1.2095	1.259	1.3011	1.3432	1.3789	1.3275	1.1975	1.3651	1.3826	1.3472	1.2752	1.1777	0.94431
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	Talle	NA	NA	21.3	1.1	17.4	17.3	2	0	0.07867	0.18367	0.36761	0.50738	0.58707	0.68021	0.74565	0.84319	0.931	0.98831	1.0217	1.0987	1.0633	1.1191	1.1421	1.1565	0.9852	1.0023	0.82428	0.59486
ABICHOU	Lamina2Shape	30-Aug-2012 11:53:17	09052012_R3_P27.tif	TREMIE	date 4	09/05/2012	3	27	Talle	NA	NA	16.8	0.6	6.5	6.2	2	0	0.057463	0.12415	0.11685	0.1953	0.30417	0.37714	0.38619	0.35481	0.38298	0.40116	0.45195	0.52757	0.50842	0.50411	0.51957	0.60172	0.59693	0.55995	0.50722	0.30059
ABICHOU	Lamina2Shape	30-Aug-2012 11:58:50	09052012_R3_P28.tif	TREMIE	date 4	09/05/2012	3	28	MB	14	14	10.5	1.6	12.6	12.6	1	0	0.11141	0.23933	0.46237	0.69287	0.88029	1.0079	1.103	1.1901	1.2559	1.3183	1.3798	1.4529	1.5131	1.5743	1.6272	1.6318	1.5271	1.3887	1.1686	0.86721
ABICHOU	Lamina2Shape	30-Aug-2012 11:58:50	09052012_R3_P28.tif	TREMIE	date 4	09/05/2012	3	28	MB	13	14	16.8	1.7	22.4	22.3	1	0	0.041202	0.24621	0.46916	0.77943	1.0544	1.2125	1.3233	1.4177	1.4652	1.5379	1.5982	1.6584	1.6799	1.7038	1.708	1.666	1.6119	1.5164	1.3623	1.1078
ABICHOU	Lamina2Shape	30-Aug-2012 11:58:50	09052012_R3_P28.tif	TREMIE	date 4	09/05/2012	3	28	MB	12	14	20.1	1.5	23.6	23.6	1	0	0.19754	0.51071	0.68084	0.7983	0.99076	1.1814	1.2949	1.3818	1.4028	1.4468	1.4531	1.4669	1.4502	1.4566	1.3703	1.3973	1.396	1.368	1.2265	0.7021
ABICHOU	Lamina2Shape	30-Aug-2012 11:58:50	09052012_R3_P28.tif	TREMIE	date 4	09/05/2012	3	28	MB	13	14	21	1.4	21.3	20.9	2	0	0.071398	0.18873	0.43345	0.5684	0.60198	0.78876	0.93196	1.0084	1.0837	1.2136	1.2877	1.2987	1.249	1.1971	1.3293	1.3496	1.424	1.403	1.2833	1.0984
ABICHOU	Lamina2Shape	30-Aug-2012 11:58:50	09052012_R3_P28.tif	TREMIE	date 4	09/05/2012	3	28	MB	10	14	21.2	1.2	18.3	13.6	2	0	0.14463	0.30703	0.34958	0.39896	0.48242	0.64284	0.75983	1.0059	1.1207	1.1724	1.1108	1.0746	1.0668	1.0769	1.1584	1.0932	1.1166	1.1139	1.056	0.99692
ABICHOU	Lamina2Shape	30-Aug-2012 11:58:50	09052012_R3_P28.tif	TREMIE	date 4	09/05/2012	3	28	MB	9	14	39.1	0.9	6	0.2	3	0	0.15606	0.13956	0.091861	0.17237	0.15546	0.19103	0.25793	0.28349	0.36902	0.59478	0.49895	0.63178	0.54512	0.48012	0.40783	0.27537	0.24778	0.31848	0.48619	0.63674
ABICHOU	Lamina2Shape	30-Aug-2012 11:58:50	09052012_R3_P28.tif	TREMIE	date 4	09/05/2012	3	28	Talle	NA	NA	11	1.4	11.7	11.7	2	0	0.065802	0.18301	0.33835	0.54391	0.72465	0.90868	1.0665	1.1535	1.2184	1.2659	1.286	1.2644	1.272	1.3238	1.3636	1.3525	1.3127	1.2297	1.0495	0.72842
ABICHOU	Lamina2Shape	30-Aug-2012 11:58:50	09052012_R3_P28.tif	TREMIE	date 4	09/05/2012	3	28	Talle	NA	NA	15.4	1.5	17.5	17.5	2	0	0.025439	0.21534	0.44199	0.65622	0.84905	0.99709	1.1344	1.2383	1.3093	1.3541	1.4092	1.462	1.4426	1.4377	1.4465	1.3936	1.3297	1.2895	1.1584	0.95155
ABICHOU	Lamina2Shape	30-Aug-2012 11:58:50	09052012_R3_P28.tif	TREMIE	date 4	09/05/2012	3	28	Talle	NA	NA	19.3	1.3	19.8	19.7	2	0	0.062646	0.32407	0.54855	0.66525	0.73302	0.87688	0.99545	1.1105	1.2039	1.263	1.2823	1.2846	1.3093	1.3079	1.3052	1.2492	1.2244	1.1803	1.0508	0.62593
ABICHOU	Lamina2Shape	30-Aug-2012 11:58:50	09052012_R3_P28.tif	TREMIE	date 4	09/05/2012	3	28	Talle	NA	NA	22	1.2	18	17	2	0	0.11395	0.22182	0.16045	0.29468	0.52906	0.75308	0.85163	0.88821	0.8608	0.84656	0.97123	1.0485	1.085	1.2075	1.2473	1.2364	1.1872	1.0945	1.036	0.61463
ABICHOU	Lamina2Shape	30-Aug-2012 11:58:50	09052012_R3_P28.tif	TREMIE	date 4	09/05/2012	3	28	Talle	NA	NA	22.3	0.8	13.8	11.3	2	0	0.077691	0.14125	0.24396	0.136	0.39713	0.60943	0.68479	0.71944	0.78768	0.81535	0.80491	0.78986	0.78253	0.83984	0.79923	0.79078	0.83211	0.80423	0.67144	0.45852
ABICHOU	Lamina2Shape	30-Aug-2012 12:12:04	09052012_R3_P29.tif	TREMIE	date 4	09/05/2012	3	29	MB	9	13	21.3	0.9	10.2	9.1	2	0	0.049095	0.11401	0.13074	0.15176	0.22699	0.37638	0.32438	0.34925	0.36547	0.40317	0.42823	0.46055	0.61687	0.86621	0.9048	0.93579	0.90168	0.8235	0.7395	0.68037
ABICHOU	Lamina2Shape	30-Aug-2012 12:12:04	09052012_R3_P29.tif	TREMIE	date 4	09/05/2012	3	29	MB	10	13	21.8	1.4	19	18.1	2	0	0.11902	0.15492	0.15443	0.28162	0.46759	0.56636	0.71723	0.85047	0.98756	1.1595	1.2866	1.2876	1.2561	1.3107	1.2769	1.3779	1.2468	1.1531	0.92094	0.78289
ABICHOU	Lamina2Shape	30-Aug-2012 12:12:04	09052012_R3_P29.tif	TREMIE	date 4	09/05/2012	3	29	MB	11	13	23.3	1.4	24.6	24.4	1	0	0.082473	0.15299	0.35642	0.61435	0.77473	0.93329	1.1206	1.2241	1.2868	1.3497	1.4007	1.3701	1.3575	1.2992	1.219	1.2008	1.3198	1.2701	1.211	0.86837
ABICHOU	Lamina2Shape	30-Aug-2012 12:12:04	09052012_R3_P29.tif	TREMIE	date 4	09/05/2012	3	29	MB	12	13	20.6	1.7	26.2	26.1	1	0	0.09507	0.2568	0.58573	0.66674	0.90333	1.104	1.189	1.3143	1.4117	1.5351	1.6463	1.6763	1.5827	1.5889	1.68	1.6588	1.6188	1.5328	1.3685	1.1202
ABICHOU	Lamina2Shape	30-Aug-2012 12:12:04	09052012_R3_P29.tif	TREMIE	date 4	09/05/2012	3	29	MB	13	13	12.4	1.5	13.1	13.1	1	0	0.030077	0.11746	0.2011	0.39143	0.59656	0.7586	0.91553	1.0068	1.1062	1.1528	1.2069	1.2522	1.3113	1.3915	1.4629	1.5227	1.5317	1.4316	1.2567	0.99219
ABICHOU	Lamina2Shape	30-Aug-2012 12:12:04	09052012_R3_P29.tif	TREMIE	date 4	09/05/2012	3	29	Talle	NA	NA	15	0.6	5.9	5.9	2	0	0.070436	0.046255	0.13356	0.21797	0.2768	0.38121	0.47425	0.54204	0.54292	0.56049	0.52848	0.53008	0.4993	0.46394	0.48645	0.47414	0.44593	0.44026	0.41342	0.38479
ABICHOU	Lamina2Shape	30-Aug-2012 12:12:04	09052012_R3_P29.tif	TREMIE	date 4	09/05/2012	3	29	Talle	NA	NA	19.7	1.2	19.1	19	2	0	0.098884	0.35159	0.62591	0.77539	0.85724	0.93696	0.99111	1.0681	1.0949	1.1617	1.1878	1.1816	1.1932	1.1316	1.0727	1.0926	1.1742	1.162	1.004	0.82221
ABICHOU	Lamina2Shape	30-Aug-2012 12:12:04	09052012_R3_P29.tif	TREMIE	date 4	09/05/2012	3	29	Talle	NA	NA	20.9	0.9	13	13	2	0	0.080076	0.19981	0.22947	0.29251	0.39333	0.48856	0.56395	0.62534	0.69169	0.76732	0.85505	0.89908	0.90921	0.92552	0.89364	0.83288	0.79878	0.73297	0.6829	0.52087
ABICHOU	Lamina2Shape	30-Aug-2012 12:12:04	09052012_R3_P29.tif	TREMIE	date 4	09/05/2012	3	29	Talle	NA	NA	10.7	1	6.4	6.4	2	0	0.1166	0.18519	0.29947	0.38339	0.44561	0.49253	0.52466	0.55397	0.58176	0.62666	0.65392	0.69767	0.74272	0.79384	0.83213	0.8766	0.91858	0.94607	0.98144	0.80421
ABICHOU	Lamina2Shape	30-Aug-2012 12:19:53	09052012_R3_P30.tif	TREMIE	date 4	09/05/2012	3	30	MB	10	13	21.4	1.3	17.3	14	2	0	0.12683	0.18425	0.25101	0.18128	0.44989	0.57873	0.61583	0.79911	0.82896	0.81976	0.74652	0.95879	1.1735	1.2777	1.2245	1.3003	1.2902	1.2438	1.208	0.792
ABICHOU	Lamina2Shape	30-Aug-2012 12:19:53	09052012_R3_P30.tif	TREMIE	date 4	09/05/2012	3	30	MB	11	13	24.2	1.6	28.6	27.3	2	0	0.13006	0.26967	0.36606	0.52917	0.92952	1.1991	1.3823	1.4018	1.5026	1.5062	1.5149	1.5048	1.4423	1.5221	1.617	1.5349	1.5505	1.5351	1.5116	0.83495
ABICHOU	Lamina2Shape	30-Aug-2012 12:19:53	09052012_R3_P30.tif	TREMIE	date 4	09/05/2012	3	30	MB	12	13	21.5	1.8	30.8	30.6	1	0	0.11617	0.22269	0.50388	0.9198	1.1821	1.3877	1.5386	1.6341	1.709	1.7679	1.7742	1.7937	1.6721	1.7449	1.826	1.7634	1.7196	1.6332	1.4515	1.1504
ABICHOU	Lamina2Shape	30-Aug-2012 12:19:53	09052012_R3_P30.tif	TREMIE	date 4	09/05/2012	3	30	MB	13	13	13.5	2	19.7	19.7	1	0	-0.0024293	0.22861	0.3047	0.50875	0.73335	0.96704	1.1855	1.3915	1.5947	1.7647	1.8803	1.9227	1.9564	1.989	2.0143	1.937	1.8226	1.6304	1.4757	1.2512
ABICHOU	Lamina2Shape	30-Aug-2012 12:19:53	09052012_R3_P30.tif	TREMIE	date 4	09/05/2012	3	30	Talle	NA	NaN	18.4	0.7	8.3	0.2	3	0	0.13588	0.14186	0.20273	0.24975	0.29489	0.47663	0.46619	0.65069	0.62788	0.71119	0.68958	0.73159	0.67053	0.55314	0.408	0.36873	0.39107	0.50366	0.53236	0.078135
ABICHOU	Lamina2Shape	30-Aug-2012 12:19:53	09052012_R3_P30.tif	TREMIE	date 4	09/05/2012	3	30	Talle	NA	NaN	22.3	1.3	17.6	8.5	2	0	0.083459	0.25104	0.2029	0.25185	0.41092	0.40886	0.55025	0.6366	0.80606	0.95291	1.0954	1.0982	1.1584	1.1936	1.3046	1.2225	1.1102	0.964	0.95158	0.70726
ABICHOU	Lamina2Shape	30-Aug-2012 12:19:53	09052012_R3_P30.tif	TREMIE	date 4	09/05/2012	3	30	Talle	NA	NaN	21.9	1.7	28.2	27.2	2	0	0.055813	0.17375	0.38351	0.65137	0.89752	1.1183	1.3305	1.4657	1.5659	1.6284	1.6768	1.6899	1.6685	1.6052	1.607	1.5239	1.5507	1.5667	1.4822	1.1087
ABICHOU	Lamina2Shape	30-Aug-2012 12:19:53	09052012_R3_P30.tif	TREMIE	date 4	09/05/2012	3	30	Talle	NA	NaN	20.8	1.8	28.3	28.2	2	0	0.22291	0.49397	0.64992	0.96852	1.2002	1.3395	1.4346	1.5185	1.5995	1.598	1.6309	1.6376	1.7577	1.758	1.7845	1.7536	1.68	1.5989	1.4105	0.98574
ABICHOU	Lamina2Shape	30-Aug-2012 12:19:53	09052012_R3_P30.tif	TREMIE	date 4	09/05/2012	3	30	Talle	NA	NaN	12.9	2	18.4	18.4	2	0	0.093975	0.17735	0.33964	0.59674	0.83848	1.0533	1.2356	1.4172	1.6203	1.7831	1.8832	1.9517	2.0113	2.0186	1.9783	1.9044	1.7874	1.5967	1.3971	1.1098
