"inerv","label","Source","plant","rank","ranktop","relative_ranktop","Nflig","HS","age","lmax","wmax","A","Agr","mass","stat","phiP"
977,"Rht3","field_130410",13,6,6,4,8,8.33610281127126,3.33610281127126,8.6488,0.76645,4.6708,2.3648,NA,2,1.4358180221532
978,"Rht3","field_130410",13,9,3,1,8,8.33610281127126,0.336102811271259,5.3937,0.60754,2.416,2.4158,NA,3,1.4358180221532
979,"Rht3","field_130410",13,8,4,2,8,8.33610281127126,1.33610281127126,14.5363,1.2239,14.5589,14.5381,NA,1,1.4358180221532
980,"Rht3","field_130410",13,7,5,3,8,8.33610281127126,2.33610281127126,10.9851,0.98542,8.675,8.1267,0.0385,1,1.4358180221532
981,"Rht3","field_130410",16,7,5,3,7,7.93332071809387,1.93332071809387,11.1281,0.97087,8.8805,8.8111,0.0348,1,1.62872185656829
982,"Rht3","field_130410",16,8,4,2,7,7.93332071809387,0.933320718093872,13.0206,1.3592,13.7598,13.7569,NA,3,1.62872185656829
983,"Rht3","field_130410",16,6,6,4,7,7.93332071809387,2.93332071809387,8.1203,0.71445,3.8957,2.4842,NA,2,1.62872185656829
984,"Rht3","field_130410",18,9,4,1,8,8.56396555892213,0.563965558922131,9.2823,1.2828,8.8904,8.8874,NA,3,1.39194858937564
985,"Rht3","field_130410",18,6,7,4,8,8.56396555892213,3.56396555892213,8.2277,0.62018,3.639,1.6303,NA,2,1.39194858937564
986,"Rht3","field_130410",18,7,6,3,8,8.56396555892213,2.56396555892213,9.5767,0.83949,6.4366,6.3439,0.0268,1,1.39194858937564
987,"Rht3","field_130410",18,8,5,2,8,8.56396555892213,1.56396555892213,13.9739,1.1519,13.2462,13.1547,NA,1,1.39194858937564
988,"Rht3","field_130410",19,6,7,4,8,8.48013703835306,3.48013703835306,8.3445,0.54465,2.7563,0.32122,NA,2,1.58904943350913
989,"Rht3","field_130410",19,9,4,1,8,8.48013703835306,0.48013703835306,8.5981,1.1069,7.3154,7.3076,NA,3,1.58904943350913
990,"Rht3","field_130410",19,8,5,2,8,8.48013703835306,1.48013703835306,15.6458,1.2232,15.0402,14.862,NA,1,1.58904943350913
991,"Rht3","field_130410",19,7,6,3,8,8.48013703835306,2.48013703835306,10.8689,0.79523,6.9745,6.6945,0.0317,1,1.58904943350913
992,"Rht3","field_130410",20,8,4,2,8,8.54607603419747,1.54607603419747,14.7787,1.1062,13.1109,12.9847,NA,1,1.55968715448112
993,"Rht3","field_130410",20,9,3,1,8,8.54607603419747,0.546076034197474,8.8563,0.90765,6.4341,6.4208,NA,3,1.55968715448112
994,"Rht3","field_130410",20,6,6,4,8,8.54607603419747,3.54607603419747,8.8364,0.6304,4.1535,3.5485,NA,2,1.55968715448112
995,"Rht3","field_130410",20,7,5,3,8,8.54607603419747,2.54607603419747,10.9018,0.80966,7.1408,6.9191,0.0321,1,1.55968715448112
996,"Rht3","field_130410",32,8,4,2,8,8.68291671589384,1.68291671589384,11.1878,1.0579,9.9819,9.9215,NA,1,1.48874275579655
997,"Rht3","field_130410",32,6,6,4,8,8.68291671589384,3.68291671589384,6.5009,0.6764,3.0333,1.7569,NA,2,1.48874275579655
998,"Rht3","field_130410",32,9,3,1,8,8.68291671589384,0.682916715893841,7.9914,1.1323,6.5702,6.5663,NA,3,1.48874275579655
999,"Rht3","field_130410",32,7,5,3,8,8.68291671589384,2.68291671589384,7.2801,0.80351,4.8168,4.7531,0.0221,1,1.48874275579655
1000,"Rht3","field_130410",33,6,7,4,8,8,3,6.1873,0.59357,2.9588,2.7274,NA,1,1.6582143275292
1001,"Rht3","field_130410",33,7,6,3,8,8,2,9.1159,0.8201,6.0554,6.0222,0.0233,1,1.6582143275292
1002,"Rht3","field_130410",33,8,5,2,8,8,1,9.3066,1.066,7.7001,7.6923,NA,3,1.6582143275292
1003,"Rht3","field_130410",34,8,5,2,8,8,1,8.4538,1.1322,7.2088,7.1927,NA,3,1.7513180464795
1004,"Rht3","field_130410",34,7,6,3,8,8,2,9.6239,0.94775,7.4115,7.2912,0.0126,1,1.7513180464795
1005,"Rht3","field_130410",34,6,7,4,8,8,3,6.3214,0.69513,3.4821,3.1773,NA,1,1.7513180464795
1006,"Rht3","field_130410",35,6,6,3,7,7.68639940791567,2.68639940791567,8.0592,0.72682,4.6834,4.3863,NA,1,1.505534074607
1007,"Rht3","field_130410",35,7,5,2,7,7.68639940791567,1.68639940791567,10.7785,0.97877,8.4697,8.3754,0.0335,1,1.505534074607
1008,"Rht3","field_130410",35,8,4,1,7,7.68639940791567,0.686399407915671,9.3888,1.099,8.0392,8.035,NA,3,1.505534074607
1009,"Rht3","field_130410",36,8,4,2,7,8,1,14.8878,1.3318,15.157,15.1244,NA,3,1.61092728005101
1010,"Rht3","field_130410",36,6,6,4,7,8,3,8.0919,0.74116,4.7569,4.2082,NA,1,1.61092728005101
1011,"Rht3","field_130410",36,7,5,3,7,8,2,10.8093,0.99388,8.4307,8.274,0.0345,1,1.61092728005101
1012,"Rht3","field_130410",38,6,6,3,7,7.88776117652746,2.88776117652746,8.7545,0.79264,5.4464,5.245,NA,1,1.5670207748927
1013,"Rht3","field_130410",38,8,4,1,7,7.88776117652746,0.887761176527456,13.1547,1.2828,12.8762,12.8479,NA,3,1.5670207748927
1014,"Rht3","field_130410",38,7,5,2,7,7.88776117652746,1.88776117652746,11.644,1.0287,9.5048,9.4285,0.0422,1,1.5670207748927
1015,"Rht3","field_130410",39,8,4,1,7,7.62853307479533,0.62853307479533,8.3747,1.064,7.0221,7.0199,NA,3,1.49942816954407
1016,"Rht3","field_130410",39,6,6,3,7,7.62853307479533,2.62853307479533,7.1106,0.66541,3.9138,3.8405,NA,1,1.49942816954407
1017,"Rht3","field_130410",39,7,5,2,7,7.62853307479533,1.62853307479533,11.5029,0.99849,9.4556,9.4168,0.0372,1,1.49942816954407
1018,"Rht3","field_130410",40,8,4,1,7,7.56639700593609,0.566397005936092,9.0252,1.1933,7.4605,7.4478,NA,3,1.62691796446482
1019,"Rht3","field_130410",40,6,6,3,7,7.56639700593609,2.56639700593609,9.0258,0.78595,5.6791,5.6016,NA,1,1.62691796446482
1020,"Rht3","field_130410",40,7,5,2,7,7.56639700593609,1.56639700593609,13.0481,1.1273,11.8955,11.8074,0.0571,1,1.62691796446482
1021,"Rht3","field_070610",1,11,1,1,11,15.2929485841689,5.29294858416886,14.7697,2.0126,21.3635,21.1309,0.1275,1,1.62583251746062
1022,"Rht3","field_070610",1,9,3,3,11,15.2929485841689,7.29294858416886,16.6554,1.541,19.6513,19.3598,0.0886,1,1.62583251746062
1023,"Rht3","field_070610",1,8,4,4,11,15.2929485841689,8.29294858416886,12.9153,1.092,8.7255,2.3424,0.0376,2,1.62583251746062
1024,"Rht3","field_070610",1,10,2,2,11,15.2929485841689,6.29294858416886,18.4189,1.8055,25.7988,24.9717,0.1377,1,1.62583251746062
1025,"Rht3","field_070610",10,8,4,4,11,15.2929485841689,8.29294858416886,15.5875,1.2632,13.3114,7.4706,0.0623,2,1.57391369724733
1026,"Rht3","field_070610",10,9,3,3,11,15.2929485841689,7.29294858416886,15.1501,1.6068,19.0996,18.9608,0.0927,1,1.57391369724733
1027,"Rht3","field_070610",10,11,1,1,11,15.2929485841689,5.29294858416886,15.0278,1.9328,22.0045,21.9395,0.1299,1,1.57391369724733
1028,"Rht3","field_070610",10,10,2,2,11,15.2929485841689,6.29294858416886,17.754,1.84,25.6027,25.2817,0.1398,1,1.57391369724733
1029,"Rht3","field_070610",2,12,1,1,12,16.1769704293421,5.17697042934207,15.0223,1.989,21.0653,20.135,NA,1,1.59829909123201
1030,"Rht3","field_070610",2,11,2,2,12,16.1769704293421,6.17697042934207,17.9451,1.8793,25.8553,25.6541,NA,1,1.59829909123201
1031,"Rht3","field_070610",21,11,2,2,12,16.1769704293421,6.17697042934207,18.7476,1.7323,24.7112,24.0014,0.1483,1,1.52171880165792
1032,"Rht3","field_070610",21,9,4,4,12,16.1769704293421,8.17697042934207,16.3749,1.4496,17.505,15.0496,0.0761,2,1.52171880165792
1033,"Rht3","field_070610",21,10,3,3,12,16.1769704293421,7.17697042934207,16.3615,1.6139,20.0553,19.6096,0.1016,1,1.52171880165792
1034,"Rht3","field_070610",21,12,1,1,12,16.1769704293421,5.17697042934207,9.1339,1.4493,8.5253,8.2882,0.0738,3,1.52171880165792
1035,"Rht3","field_070610",23,12,1,1,12,16.1769704293421,5.17697042934207,13.1361,1.6692,15.0145,14.5859,0.0666,1,1.62642045873367
1036,"Rht3","field_070610",23,10,3,3,12,16.1769704293421,7.17697042934207,10.2778,1.2112,9.2121,7.4719,0.0338,1,1.62642045873367
1037,"Rht3","field_070610",23,11,2,2,12,16.1769704293421,6.17697042934207,16.0486,1.4034,17.7522,16.5537,0.0658,1,1.62642045873367
1038,"Rht3","field_070610",24,10,2,2,11,15.2929485841689,6.29294858416886,19.0353,1.7513,25.8535,25.422,0.13,1,1.58783943337523
1039,"Rht3","field_070610",24,11,1,1,11,15.2929485841689,5.29294858416886,15.0867,2.2015,25.7304,25.347,0.1663,3,1.58783943337523
1040,"Rht3","field_070610",24,9,3,3,11,15.2929485841689,7.29294858416886,17.5328,1.5067,20.7612,19.834,0.0917,1,1.58783943337523
1041,"Rht3","field_070610",25,11,1,1,11,15.2929485841689,5.29294858416886,14.1408,1.782,19.0735,17.8722,0.1079,1,1.59145803143712
1042,"Rht3","field_070610",25,8,4,4,11,15.2929485841689,8.29294858416886,14.014,1.1706,11.8198,6.1842,0.0473,2,1.59145803143712
1043,"Rht3","field_070610",25,10,2,2,11,15.2929485841689,6.29294858416886,17.6503,1.7169,23.9516,23.4732,0.1205,1,1.59145803143712
1044,"Rht3","field_070610",25,9,3,3,11,15.2929485841689,7.29294858416886,15.3143,1.4949,18.0806,17.14,0.0772,1,1.59145803143712
1045,"Rht3","field_070610",28,11,1,1,11,15.2929485841689,5.29294858416886,14.8892,2.055,21.3093,20.9975,0.1301,1,1.55053316675038
1046,"Rht3","field_070610",28,10,2,2,11,15.2929485841689,6.29294858416886,17.2372,1.7335,22.6541,21.5982,0.1152,1,1.55053316675038
1047,"Rht3","field_070610",28,9,3,3,11,15.2929485841689,7.29294858416886,16.0032,1.5367,19.0954,18.1624,0.0801,1,1.55053316675038
1048,"Rht3","field_070610",29,9,3,3,11,15.2929485841689,7.29294858416886,14.963,1.409,16.3761,13.8576,NA,1,1.56674458888121
1049,"Rht3","field_070610",29,11,1,1,11,15.2929485841689,5.29294858416886,14.1712,1.8626,20.2742,19.7946,NA,1,1.56674458888121
1050,"Rht3","field_070610",29,10,2,2,11,15.2929485841689,6.29294858416886,17.2527,1.6506,22.4703,22.2282,NA,1,1.56674458888121
1051,"Rht3","field_070610",3,10,3,3,12,16.1769704293421,7.17697042934207,14.8188,1.5311,18.1161,17.7777,NA,1,1.60860330974266
1052,"Rht3","field_070610",3,9,4,4,12,16.1769704293421,8.17697042934207,14.7129,1.3552,15.3051,12.6335,NA,1,1.60860330974266
1053,"Rht3","field_070610",3,12,1,1,12,16.1769704293421,5.17697042934207,12.0219,1.8293,16.488,16.2956,NA,3,1.60860330974266
1054,"Rht3","field_070610",3,11,2,2,12,16.1769704293421,6.17697042934207,17.3769,1.6944,23.1366,22.65,NA,1,1.60860330974266
1055,"Rht3","field_070610",30,12,1,1,12,16.1769704293421,5.17697042934207,14.0747,1.4329,14.9584,14.5761,0.1129,2,1.59339740272568
1056,"Rht3","field_070610",30,11,2,2,12,16.1769704293421,6.17697042934207,16.7348,1.7565,23.8179,22.7901,0.1508,1,1.59339740272568
1057,"Rht3","field_070610",30,9,4,4,12,16.1769704293421,8.17697042934207,14.7431,1.4612,14.5572,12.6808,0.0718,2,1.59339740272568
1058,"Rht3","field_070610",30,10,3,3,12,16.1769704293421,7.17697042934207,15.194,1.6173,18.9601,18.3669,0.1,1,1.59339740272568
1059,"Rht3","field_070610",31,8,4,4,11,15.2929485841689,8.29294858416886,13.7969,1.2536,12.865,9.3709,NA,2,1.61114511846722
1060,"Rht3","field_070610",31,10,2,2,11,15.2929485841689,6.29294858416886,17.2137,1.7193,23.249,22.8688,NA,1,1.61114511846722
1061,"Rht3","field_070610",31,9,3,3,11,15.2929485841689,7.29294858416886,14.6844,1.5387,18.1754,18.0216,NA,1,1.61114511846722
1062,"Rht3","field_070610",31,11,1,1,11,15.2929485841689,5.29294858416886,13.8852,1.7423,18.1969,17.9587,NA,1,1.61114511846722
1063,"Rht3","field_070610",4,12,1,1,12,16.1769704293421,5.17697042934207,13.9948,1.4235,14.56,14.4005,0.1175,3,1.56383742760324
1064,"Rht3","field_070610",4,11,2,2,12,16.1769704293421,6.17697042934207,18.4559,1.7424,24.74,24.1374,0.1377,1,1.56383742760324
1065,"Rht3","field_070610",4,10,3,3,12,16.1769704293421,7.17697042934207,14.1568,1.4573,15.06,12.979,0.0695,1,1.56383742760324
1066,"Rht3","field_070610",4,9,4,4,12,16.1769704293421,8.17697042934207,14.6861,0.82889,9.1463,0,0.0499,2,1.56383742760324
1067,"Rht3","field_070610",5,11,2,2,12,16.1769704293421,6.17697042934207,15.9554,1.7341,23.5445,23.2716,0.1476,3,1.51105215831103
1068,"Rht3","field_070610",5,10,3,3,12,16.1769704293421,7.17697042934207,13.6798,1.5027,17.3693,16.7346,0.0934,3,1.51105215831103
1069,"Rht3","field_070610",5,12,1,1,12,16.1769704293421,5.17697042934207,12.8467,1.2401,12.2487,12.2132,0.0955,2,1.51105215831103
1070,"Rht3","field_070610",5,9,4,4,12,16.1769704293421,8.17697042934207,14.6572,1.4096,16.8125,16.2471,0.0763,1,1.51105215831103
1071,"Rht3","field_070610",6,10,2,2,11,15.2929485841689,6.29294858416886,18.0862,1.5714,23.3295,23.1969,0.1116,1,1.54050694932646
1072,"Rht3","field_070610",6,11,1,1,11,15.2929485841689,5.29294858416886,18.3968,2.1012,29.2519,29.0399,0.153,1,1.54050694932646
1073,"Rht3","field_070610",6,9,3,3,11,15.2929485841689,7.29294858416886,9.6413,1.2096,10.1829,10.055,0.0417,3,1.54050694932646
1074,"Rht3","field_070610",7,9,3,3,11,15.2929485841689,7.29294858416886,18.6762,1.6499,23.6564,22.6096,0.1132,1,1.60904644118519
1075,"Rht3","field_070610",7,11,1,1,11,15.2929485841689,5.29294858416886,16.7216,2.2114,26.0649,25.0743,0.1734,1,1.60904644118519
1076,"Rht3","field_070610",7,10,2,2,11,15.2929485841689,6.29294858416886,18.9809,1.8631,27.5204,26.5945,0.1532,1,1.60904644118519
1077,"Rht3","field_070610",8,9,3,3,11,15.2929485841689,7.29294858416886,15.3705,1.5337,18.2906,17.7664,0.0848,1,1.54786179951871
1078,"Rht3","field_070610",8,11,1,1,11,15.2929485841689,5.29294858416886,13.2919,1.8324,16.1992,15.5643,0.1131,2,1.54786179951871
1079,"Rht3","field_070610",8,10,2,2,11,15.2929485841689,6.29294858416886,16.8964,1.721,22.438,21.9838,0.126,1,1.54786179951871
1080,"Rht3","field_070610",9,9,3,3,11,15.2929485841689,7.29294858416886,15.7115,1.5239,17.95,16.6193,NA,1,1.57856124719371
1081,"Rht3","field_070610",9,11,1,1,11,15.2929485841689,5.29294858416886,14.8619,2.0112,22.1587,21.8066,NA,1,1.57856124719371
1082,"Rht3","field_070610",9,10,2,2,11,15.2929485841689,6.29294858416886,18.521,1.727,24.6114,23.5727,NA,1,1.57856124719371
1083,"Rht10","field_040210",1,1,12,5,3,3.91472419062118,3.91472419062118,5.1945,0.40743,1.8949,1.6232,0.00726,1,1.41939962216696
1084,"Rht10","field_040210",1,3,10,3,3,3.91472419062118,1.91472419062118,7.4984,0.47601,2.6636,2.4182,0.01094,1,1.41939962216696
1085,"Rht10","field_040210",1,4,9,2,3,3.91472419062118,0.914724190621175,5.356,0.48342,1.8581,1.8348,NA,3,1.41939962216696
1086,"Rht10","field_040210",1,2,11,4,3,3.91472419062118,2.91472419062118,6.8555,0.42372,2.327,2.1814,NA,1,1.41939962216696
1087,"Rht10","field_040210",10,3,10,3,3,3.74967915766849,1.74967915766849,9.2979,0.47555,3.3264,2.4052,0.01401,1,1.72233151328477
1088,"Rht10","field_040210",10,2,11,4,3,3.74967915766849,2.74967915766849,9.0795,0.42413,3.0855,2.9516,NA,1,1.72233151328477
1089,"Rht10","field_040210",10,4,9,2,3,3.74967915766849,0.749679157668487,5.702,0.49601,2.1992,2.0467,NA,3,1.72233151328477
1090,"Rht10","field_040210",10,1,12,5,3,3.74967915766849,3.74967915766849,6.9594,0.42164,2.6018,1.5758,0.01063,1,1.72233151328477
1091,"Rht10","field_040210",11,1,12,5,3,3.82419712196306,3.82419712196306,5.5086,0.33331,1.6549,1.1581,0.00669,1,1.95295822867237
1092,"Rht10","field_040210",11,3,10,3,3,3.82419712196306,1.82419712196306,7.4792,0.38265,2.1479,1.4282,0.0092,1,1.95295822867237
1093,"Rht10","field_040210",11,2,11,4,3,3.82419712196306,2.82419712196306,7.4405,0.33422,1.9624,1.7852,NA,1,1.95295822867237
1094,"Rht10","field_040210",11,4,9,2,3,3.82419712196306,0.824197121963057,5.048,0.34926,1.3047,1.2664,NA,3,1.95295822867237
1095,"Rht10","field_040210",12,2,11,3,3,3.636560687166,2.636560687166,6.5365,0.3519,1.8805,1.7166,NA,1,1.66910969524717
1096,"Rht10","field_040210",12,4,9,1,3,3.636560687166,0.636560687166003,3.6403,0.4116,1.1031,1.0929,NA,3,1.66910969524717
1097,"Rht10","field_040210",12,1,12,4,3,3.636560687166,3.636560687166,5.2579,0.38667,1.7468,1.3794,0.00793,1,1.66910969524717
1098,"Rht10","field_040210",12,3,10,2,3,3.636560687166,1.636560687166,7.2486,0.37265,2.0206,1.48,0.00915,2,1.66910969524717
1099,"Rht10","field_040210",13,2,11,4,3,3.96587581360055,2.96587581360055,6.8387,0.3755,2.085,1.9505,NA,1,2.08282655483084
1100,"Rht10","field_040210",13,1,12,5,3,3.96587581360055,3.96587581360055,5.2024,0.39002,1.6791,0.68365,0.00742,2,2.08282655483084
1101,"Rht10","field_040210",13,3,10,3,3,3.96587581360055,1.96587581360055,6.8674,0.41907,2.1999,2.0994,0.0105,1,2.08282655483084
1102,"Rht10","field_040210",13,4,9,2,3,3.96587581360055,0.965875813600552,5.4831,0.37903,1.6847,1.6646,NA,3,2.08282655483084
1103,"Rht10","field_040210",14,4,9,1,3,3.73902054913787,0.739020549137871,3.9678,0.40552,1.2166,1.2049,NA,3,1.70652611892875
1104,"Rht10","field_040210",14,3,10,2,3,3.73902054913787,1.73902054913787,6.4042,0.41132,2.0896,1.9637,0.01677,1,1.70652611892875
1105,"Rht10","field_040210",14,2,11,3,3,3.73902054913787,2.73902054913787,6.2953,0.38735,1.9943,1.5366,NA,1,1.70652611892875
1106,"Rht10","field_040210",14,1,12,4,3,3.73902054913787,3.73902054913787,5.1282,0.39667,1.7816,1.2485,0.01345,1,1.70652611892875
1107,"Rht10","field_040210",15,4,8,2,3,3.77573766702023,0.775737667020225,4.8844,0.45668,1.6513,1.6432,NA,3,1.35289876197802
1108,"Rht10","field_040210",15,1,11,5,3,3.77573766702023,3.77573766702023,5.1068,0.40127,1.7856,1.5351,0.01015,1,1.35289876197802
1109,"Rht10","field_040210",15,3,9,3,3,3.77573766702023,1.77573766702023,6.8024,0.41965,2.2239,2.0961,0.01356,1,1.35289876197802
1110,"Rht10","field_040210",15,2,10,4,3,3.77573766702023,2.77573766702023,6.3729,0.37507,1.9157,1.8503,NA,1,1.35289876197802
1111,"Rht10","field_040210",16,1,11,5,3,3.53478381150249,3.53478381150249,6.5366,0.37766,2.1784,1.7632,0.00804,1,1.48788485332729
1112,"Rht10","field_040210",16,2,10,4,3,3.53478381150249,2.53478381150249,7.6978,0.34421,2.151,2.0292,NA,1,1.48788485332729
1113,"Rht10","field_040210",16,3,9,3,3,3.53478381150249,1.53478381150249,8.0026,0.3869,2.1791,1.6308,0.00925,2,1.48788485332729
1114,"Rht10","field_040210",16,4,8,2,3,3.53478381150249,0.534783811502491,4.1081,0.35917,1.0665,1.0648,NA,3,1.48788485332729
1115,"Rht10","field_040210",17,3,10,2,3,3.65671451058643,1.65671451058643,8.1804,0.42586,2.633,2.5475,0.01182,1,1.26394586916568
1116,"Rht10","field_040210",17,2,11,3,3,3.65671451058643,2.65671451058643,8.167,0.35346,2.3366,1.9424,NA,1,1.26394586916568
1117,"Rht10","field_040210",17,4,9,1,3,3.65671451058643,0.656714510586435,4.7029,0.36893,1.2497,1.2202,NA,3,1.26394586916568
1118,"Rht10","field_040210",17,1,12,4,3,3.65671451058643,3.65671451058643,7.307,0.36009,2.3194,2.0672,0.00979,1,1.26394586916568
1119,"Rht10","field_040210",18,4,9,1,3,3.70179896161967,0.70179896161967,4.0837,0.40366,1.1808,1.172,NA,3,1.5399940571723
1120,"Rht10","field_040210",18,3,10,2,3,3.70179896161967,1.70179896161967,7.3289,0.40475,2.1851,1.8531,0.01359,1,1.5399940571723
1121,"Rht10","field_040210",18,2,11,3,3,3.70179896161967,2.70179896161967,6.5906,0.33073,1.7388,1.5639,NA,1,1.5399940571723
1122,"Rht10","field_040210",18,1,12,4,3,3.70179896161967,3.70179896161967,5.4346,0.33486,1.6264,1.2914,0.0116,1,1.5399940571723
1123,"Rht10","field_040210",19,4,9,1,3,3.74393853939627,0.743938539396269,4.9838,0.4322,1.4743,1.416,NA,3,1.7171387997402
1124,"Rht10","field_040210",19,2,11,3,3,3.74393853939627,2.74393853939627,7.7107,0.34613,2.0991,1.7559,NA,1,1.7171387997402
1125,"Rht10","field_040210",19,3,10,2,3,3.74393853939627,1.74393853939627,8.2567,0.36038,2.3093,2.0941,0.01225,1,1.7171387997402
1126,"Rht10","field_040210",2,2,11,4,3,4.41119756585763,3.41119756585763,6.5447,0.41205,2.0929,1.9075,NA,1,1.68270435693382
1127,"Rht10","field_040210",2,5,8,1,3,4.41119756585763,0.411197565857631,2.4348,0.24665,0.46172,0.45935,NA,3,1.68270435693382
1128,"Rht10","field_040210",2,1,12,5,3,4.41119756585763,4.41119756585763,4.9965,0.38997,1.7254,1.3049,0.00721,1,1.68270435693382
1129,"Rht10","field_040210",2,4,9,2,3,4.41119756585763,1.41119756585763,5.7183,0.45906,2.1009,1.9492,NA,3,1.68270435693382
1130,"Rht10","field_040210",2,3,10,3,3,4.41119756585763,2.41119756585763,7.1955,0.42714,2.3756,2.3131,0.00992,1,1.68270435693382
1131,"Rht10","field_040210",20,4,9,2,3,4.26866051209164,1.26866051209164,6.1734,0.47961,2.353,2.1973,NA,3,1.83576409558866
1132,"Rht10","field_040210",20,1,12,5,3,4.26866051209164,4.26866051209164,6.9715,0.4183,2.5103,1.8708,0.01302,1,1.83576409558866
1133,"Rht10","field_040210",20,5,8,1,3,4.26866051209164,0.268660512091635,2.253,0.33422,0.54107,0.541,NA,3,1.83576409558866
1134,"Rht10","field_040210",20,3,10,3,3,4.26866051209164,2.26866051209164,7.1552,0.48354,2.6548,2.5817,0.01354,1,1.83576409558866
1135,"Rht10","field_040210",20,2,11,4,3,4.26866051209164,3.26866051209164,7.4308,0.44415,2.6082,2.2973,NA,1,1.83576409558866
1136,"Rht10","field_040210",3,1,11,5,4,4.41945658570752,4.41945658570752,6.6668,0.4829,2.6709,1.9611,0.01234,2,1.65451527010455
1137,"Rht10","field_040210",3,4,8,2,4,4.41945658570752,1.41945658570752,6.9882,0.51776,2.8525,2.6027,NA,1,1.65451527010455
1138,"Rht10","field_040210",3,3,9,3,4,4.41945658570752,2.41945658570752,8.3895,0.54443,3.4967,3.4306,0.01477,1,1.65451527010455
1139,"Rht10","field_040210",3,2,10,4,4,4.41945658570752,3.41945658570752,6.5841,0.50089,2.8527,2.5728,NA,3,1.65451527010455
1140,"Rht10","field_040210",3,5,7,1,4,4.41945658570752,0.41945658570752,3.1615,0.31919,0.69068,0.68968,NA,3,1.65451527010455
1141,"Rht10","field_040210",4,4,9,1,3,3.69555516333201,0.695555163332005,5.0663,0.20807,0.66681,0.65082,NA,3,1.93040453323589
1142,"Rht10","field_040210",4,3,10,2,3,3.69555516333201,1.69555516333201,9.2688,0.40953,3.0144,2.8411,0.01224,1,1.93040453323589
1143,"Rht10","field_040210",4,1,12,4,3,3.69555516333201,3.69555516333201,6.8155,0.36758,2.2034,1.631,0.00866,3,1.93040453323589
1144,"Rht10","field_040210",4,2,11,3,3,3.69555516333201,2.69555516333201,8.1387,0.36434,2.3215,1.8697,NA,1,1.93040453323589
1145,"Rht10","field_040210",5,1,11,5,3,3.7845068796075,3.7845068796075,5.8976,0.40953,2.1596,1.414,0.00902,1,1.90829403729207
1146,"Rht10","field_040210",5,2,10,4,3,3.7845068796075,2.7845068796075,6.4208,0.39606,1.9617,1.754,NA,1,1.90829403729207
1147,"Rht10","field_040210",5,4,8,2,3,3.7845068796075,0.784506879607503,5.2572,0.4426,1.7024,1.6416,NA,3,1.90829403729207
1148,"Rht10","field_040210",5,3,9,3,3,3.7845068796075,1.7845068796075,7.0581,0.44922,2.4101,2.3627,0.01011,1,1.90829403729207
1149,"Rht10","field_040210",6,2,11,4,3,3.76806863082,2.76806863082,8.8259,0.42211,2.9285,2.7454,NA,1,1.7078631132504
1150,"Rht10","field_040210",6,3,10,3,3,3.76806863082,1.76806863082,9.0239,0.44221,3.1147,3.0579,0.01445,1,1.7078631132504
1151,"Rht10","field_040210",6,1,12,5,3,3.76806863082,3.76806863082,6.6624,0.40397,2.3973,1.7807,0.01221,1,1.7078631132504
1152,"Rht10","field_040210",6,4,9,2,3,3.76806863082,0.768068630819997,5.6477,0.43597,1.4752,1.4719,NA,3,1.7078631132504
1153,"Rht10","field_040210",7,2,10,4,3,3.72695100259149,2.72695100259149,5.3561,0.36145,1.5438,1.3442,NA,1,1.36161402709612
1154,"Rht10","field_040210",7,1,11,5,3,3.72695100259149,3.72695100259149,4.5219,0.39553,1.554,1.3865,0.0072,1,1.36161402709612
1155,"Rht10","field_040210",7,4,8,2,3,3.72695100259149,0.726951002591492,3.9765,0.42571,1.2363,1.2114,NA,3,1.36161402709612
1156,"Rht10","field_040210",7,3,9,3,3,3.72695100259149,1.72695100259149,5.9995,0.4221,1.8477,1.668,0.00815,1,1.36161402709612
1157,"Rht10","field_040210",8,2,11,4,3,3.97806963329858,2.97806963329858,6.5526,0.40731,2.133,1.7352,NA,1,1.70682405722043
1158,"Rht10","field_040210",8,1,12,5,3,3.97806963329858,3.97806963329858,4.0201,0.41069,1.416,1.1945,0.00642,1,1.70682405722043
1159,"Rht10","field_040210",8,4,9,2,3,3.97806963329858,0.978069633298578,5.1002,0.43984,1.7296,1.7052,NA,3,1.70682405722043
1160,"Rht10","field_040210",8,3,10,3,3,3.97806963329858,1.97806963329858,6.9982,0.42854,2.2538,2.2176,0.00987,2,1.70682405722043
1161,"Rht10","field_040210",9,1,11,4,3,3.63902524029601,3.63902524029601,5.1625,0.35293,1.6005,1.1557,0.00673,1,1.64845326497842
1162,"Rht10","field_040210",9,4,8,1,3,3.63902524029601,0.639025240296009,3.9803,0.39488,1.1774,1.1557,NA,3,1.64845326497842
1163,"Rht10","field_040210",9,3,9,2,3,3.63902524029601,1.63902524029601,6.5409,0.38168,1.8996,1.5642,0.00798,1,1.64845326497842
1164,"Rht10","field_040210",9,2,10,3,3,3.63902524029601,2.63902524029601,6.3512,0.33882,1.6906,1.1629,NA,1,1.64845326497842
1165,"Rht10","field_230310",1,6,7,2,6,6.50513763949789,1.50513763949789,9.0778,0.81568,5.9748,5.9647,0.0252,1,1.67326238001323
1166,"Rht10","field_230310",1,7,6,1,6,6.50513763949789,0.505137639497892,5.5886,0.81679,3.5168,3.5128,NA,3,1.67326238001323
1167,"Rht10","field_230310",1,5,8,3,6,6.50513763949789,2.50513763949789,7.79,0.63973,4.1934,4.1768,0.0215,1,1.67326238001323
