"inerv","label","Source","plant","rank","ranktop","age","lmax","wmax","A","Agr","mass","stat","phiP"
178,"Tremie13","sampled_plants_290413",9,8,4.28888888888889,2.71836490070273,NA,NA,NA,NA,NA,NA,1.63292053691671
182,"Tremie12","sampled_plants_090312",10,8,5.63333333333333,0.377522794353412,NA,NA,NA,NA,NA,NA,1.59161307248688
188,"Tremie12","sampled_plants_110412",10,8,5.63333333333333,3.9539113520168,12.3502,0.74983,6.5357,0.91577,NA,2,1.71818488877458
198,"Tremie13","sampled_plants_290413",10,8,4.28888888888889,2.88010205011833,NA,NA,NA,NA,NA,NA,1.53122495034962
208,"Tremie12","sampled_plants_110412",11,8,5.63333333333333,4.75712517195125,12.0333,0.85803,7.668,3.6715,NA,2,1.60385252572731
219,"Tremie13","sampled_plants_290413",11,8,4.28888888888889,2.52862825611753,NA,NA,NA,NA,NA,NA,1.54818416053308
223,"Tremie12","sampled_plants_090312",12,8,5.63333333333333,1.62561086547109,12.0894,0.94441,7.4755,7.1882,NA,2,1.5707963267949
224,"Tremie12","sampled_plants_090512",12,8,6,7.35230413486541,NA,NA,NA,NA,NA,NA,1.56223384759867
230,"Tremie12","sampled_plants_110412",12,8,5.63333333333333,3.26730095769952,14.5912,1.1711,13.3653,13.183,NA,1,1.51871723718102
235,"Tremie12","sampled_plants_120612",12,8,6,11.2976241386766,NA,NA,NA,NA,NA,NA,1.59009835791501
242,"Tremie13","sampled_plants_290413",12,8,4.28888888888889,2.91064602240442,NA,NA,NA,NA,NA,NA,1.5721647498467
246,"Tremie12","sampled_plants_090312",13,8,5.63333333333333,1.17292625115998,13.8018,1.0946,12.0567,12.0557,NA,3,1.5707963267949
247,"Tremie12","sampled_plants_090512",13,8,6,5.73591135520805,16,0.5,5.9,3.4,NA,3,1.55889077144225
258,"Tremie12","sampled_plants_120612",13,8,6,11.6976241386766,NA,NA,NA,NA,NA,NA,1.56275855722034
265,"Tremie13","sampled_plants_290413",13,8,4.28888888888889,2.73869048877185,NA,NA,NA,NA,NA,NA,1.58037646062187
274,"Tremie12","sampled_plants_110412",14,8,5.63333333333333,2.9810629183758,14.8272,1.1291,13.1016,13.0441,NA,1,1.59714982130644
278,"Tremie12","sampled_plants_120612",14,8,6,12.3976241386766,NA,NA,NA,NA,NA,NA,1.60256492307831
286,"Tremie13","sampled_plants_290413",14,8,4.28888888888889,2.61453578137884,NA,NA,NA,NA,NA,NA,1.6300033592657
290,"Tremie12","sampled_plants_090312",15,8,5.63333333333333,0.846655330544208,10.3172,0.95067,7.5789,7.5735,NA,3,1.55963023310212
291,"Tremie12","sampled_plants_090512",15,8,6,6.9145635749682,NA,NA,NA,NA,NA,NA,1.55704593054474
26,"Tremie12","sampled_plants_110412",2,8,5.63333333333333,4.81868881320081,NA,NA,NA,NA,NA,NA,1.48989020841916
297,"Tremie12","sampled_plants_110412",15,8,5.63333333333333,4.23730991911759,14.3238,1.0631,12.2842,9.4316,NA,3,1.55598497053094
302,"Tremie12","sampled_plants_120612",15,8,6,12.4976241386766,NA,NA,NA,NA,NA,NA,1.56913128487628
309,"Tremie13","sampled_plants_290413",15,8,4.28888888888889,2.70493739792489,NA,NA,NA,NA,NA,NA,1.61123283771049
317,"Tremie12","sampled_plants_110412",16,8,5.63333333333333,4.00000093647236,8.416,0.8568,5.5601,0.93434,NA,3,1.63920015261663
329,"Tremie13","sampled_plants_290413",16,8,4.28888888888889,2.73120178606089,NA,NA,NA,NA,NA,NA,1.58077584476171
30,"Tremie12","sampled_plants_120612",2,8,6,11.8976241386766,NA,NA,NA,NA,NA,NA,1.50394463272459
338,"Tremie12","sampled_plants_110412",17,8,5.63333333333333,4.5565845964591,13.1065,0.70839,6.9627,1.3601,NA,2,1.65071666418419
350,"Tremie13","sampled_plants_290413",17,8,4.28888888888889,2.8198530531215,NA,NA,NA,NA,NA,NA,1.59920850455183
354,"Tremie12","sampled_plants_090312",18,8,5.63333333333333,-0.245530558444002,NA,NA,NA,NA,NA,NA,1.50807431571554
360,"Tremie12","sampled_plants_110412",18,8,5.63333333333333,4.1585488837578,15.4476,1.0204,12.2368,6.4221,NA,2,1.53801741883254
373,"Tremie13","sampled_plants_290413",18,8,4.28888888888889,2.70302834470698,NA,NA,NA,NA,NA,NA,1.54917558106265
37,"Tremie12","sampled_plants_090312",3,8,5.63333333333333,0.755514831678002,8.5224,0.89206,5.7199,5.7161,NA,3,1.4886833949721
390,"Tremie13","sampled_plants_290413",19,8,4.28888888888889,2.70302834470698,NA,NA,NA,NA,NA,NA,1.63134868114103
406,"Tremie13","sampled_plants_290413",20,8,4.28888888888889,2.70302834470698,NA,NA,NA,NA,NA,NA,1.57669674647686
409,"Tremie12","sampled_plants_090312",21,8,5.63333333333333,1.10442988000496,11.4085,1.0171,8.9153,8.9147,NA,3,1.67945754263548
410,"Tremie12","sampled_plants_090512",21,8,6,6.9145635749682,NA,NA,NA,NA,NA,NA,1.56546764000664
416,"Tremie12","sampled_plants_120612",21,8,6,11.8976241386766,NA,NA,NA,NA,NA,NA,1.49394585658965
424,"Tremie13","sampled_plants_290413",21,8,4.28888888888889,2.71444798646651,NA,NA,NA,NA,NA,NA,1.5727750714901
435,"Tremie12","sampled_plants_110412",22,9,4.63333333333333,2.44909419552814,21.7607,1.4907,23.8526,23.5648,NA,1,1.58066301809612
439,"Tremie12","sampled_plants_120612",22,9,5,10.8976241386766,NA,NA,NA,NA,NA,NA,1.58330369839487
446,"Tremie13","sampled_plants_290413",22,9,3.28888888888889,1.74551432539283,NA,NA,NA,NA,NA,NA,1.53365146673566
450,"Tremie12","sampled_plants_090512",23,9,5,5.39031950693201,16.8,1,13,11.6,NA,2,1.52548540571443
456,"Tremie12","sampled_plants_110412",23,9,4.63333333333333,3.42844646947558,14.5861,1.4188,18.4185,18.2517,NA,3,1.29645011644965
460,"Tremie12","sampled_plants_120612",23,9,5,10.7976241386766,NA,NA,NA,NA,NA,NA,1.63555804787843
468,"Tremie13","sampled_plants_290413",23,9,3.28888888888889,1.70302834470698,NA,NA,NA,NA,NA,NA,1.50919883145976
43,"Tremie12","sampled_plants_110412",3,9,4.63333333333333,2.92528962733626,17.5541,1.2361,16.6177,16.5907,NA,1,1.46898705022356
473,"Tremie12","sampled_plants_110412",24,9,4.63333333333333,2.65752058069987,21.7157,1.4706,22.4073,20.8185,NA,2,1.50343645207293
482,"Tremie13","sampled_plants_290413",24,9,3.28888888888889,1.80804421158641,NA,NA,NA,NA,NA,NA,1.57670762158188
487,"Tremie12","sampled_plants_110412",25,9,4.63333333333333,4.39137969783748,17.7119,1.0596,14.7727,12.0961,NA,2,1.58191054565715
490,"Tremie12","sampled_plants_120612",25,9,5,11.1976241386766,NA,NA,NA,NA,NA,NA,1.57744343353246
498,"Tremie13","sampled_plants_290413",25,9,3.28888888888889,1.67578633111073,NA,NA,NA,NA,NA,NA,1.5710439466256
503,"Tremie12","sampled_plants_110412",26,9,4.63333333333333,3.11507575278038,21.1998,1.4279,22.6815,22.199,NA,2,1.52812422063863
48,"Tremie12","sampled_plants_120612",3,9,5,10.5976241386766,NA,NA,NA,NA,NA,NA,1.50325574089696
507,"Tremie12","sampled_plants_120612",26,9,5,10.8976241386766,NA,NA,NA,NA,NA,NA,1.58145677781687
514,"Tremie13","sampled_plants_290413",26,9,3.28888888888889,1.79329321930526,NA,NA,NA,NA,NA,NA,1.53448413730176
517,"Tremie12","sampled_plants_110412",27,9,4.63333333333333,2.51318301183354,18.2518,0.94305,13.1611,13.0933,NA,1,1.56970855127732
522,"Tremie12","sampled_plants_120612",27,9,5,11.0976241386766,NA,NA,NA,NA,NA,NA,1.61638788531614
530,"Tremie13","sampled_plants_290413",27,9,3.28888888888889,1.70302834470698,NA,NA,NA,NA,NA,NA,1.57101862598397
533,"Tremie12","sampled_plants_110412",28,9,4.63333333333333,2.15594876926037,24.1659,1.5821,27.191,26.5769,NA,2,1.53291888292655
536,"Tremie12","sampled_plants_120612",28,9,5,11.5976241386766,NA,NA,NA,NA,NA,NA,1.5707963267949
543,"Tremie13","sampled_plants_290413",28,9,3.28888888888889,1.76158322465787,NA,NA,NA,NA,NA,NA,1.55720025685548
546,"Tremie12","sampled_plants_110412",29,9,4.63333333333333,2.37930463384476,21.2205,1.5902,25.9934,25.9202,NA,1,1.52016199549913
550,"Tremie12","sampled_plants_120612",29,9,5,11.2976241386766,NA,NA,NA,NA,NA,NA,1.58222658260964
557,"Tremie13","sampled_plants_290413",29,9,3.28888888888889,1.81205932462975,NA,NA,NA,NA,NA,NA,1.53633427920166
560,"Tremie12","sampled_plants_110412",30,9,4.63333333333333,3.07279660354477,19.1948,0.95249,13.4086,13.3734,NA,1,1.52436729431939
563,"Tremie12","sampled_plants_120612",30,9,5,11.3976241386766,NA,NA,NA,NA,NA,NA,1.54475761646207
570,"Tremie13","sampled_plants_290413",30,9,3.28888888888889,1.71389281671901,NA,NA,NA,NA,NA,NA,1.58239604653374
60,"Tremie12","sampled_plants_110412",4,9,4.63333333333333,3.26158220167124,16.7455,1.2731,16.191,15.4773,NA,1,1.552360719999
63,"Tremie12","sampled_plants_120612",4,9,5,10.6976241386766,NA,NA,NA,NA,NA,NA,1.59547823352358
72,"Tremie13","sampled_plants_290413",4,9,3.28888888888889,1.4465192462506,NA,NA,NA,NA,NA,NA,1.57965024027657
76,"Tremie12","sampled_plants_090512",5,9,5,6.30984917237782,17.5,0.7,8.1,1.2,NA,3,1.61020390224638
4,"Tremie12","sampled_plants_090512",1,9,5,5.51664238918542,20.7,0.8,11.2,9.5,NA,2,1.56625132513994
83,"Tremie12","sampled_plants_110412",5,9,4.63333333333333,2.39581219199688,18.5595,1.1514,15.9598,15.9221,NA,1,1.53496775079728
86,"Tremie12","sampled_plants_120612",5,9,5,11.4976241386766,NA,NA,NA,NA,NA,NA,1.616850088236
95,"Tremie13","sampled_plants_290413",5,9,3.28888888888889,1.45474923090035,NA,NA,NA,NA,NA,NA,1.58741548478641
103,"Tremie12","sampled_plants_110412",6,9,4.63333333333333,4.185083685306,15.8126,0.93093,10.3135,8.5701,NA,2,1.40328235765788
107,"Tremie12","sampled_plants_120612",6,9,5,10.6976241386766,NA,NA,NA,NA,NA,NA,1.63072778769601
115,"Tremie13","sampled_plants_290413",6,9,3.28888888888889,1.70706340413371,NA,NA,NA,NA,NA,NA,1.57445924762869
119,"Tremie12","sampled_plants_090512",7,9,5,5.53008366487996,19.1,1,13.8,11.5,NA,3,1.56309619288848
10,"Tremie12","sampled_plants_110412",1,9,4.63333333333333,2.92482572968073,17.3053,0.89746,11.4301,11.3519,NA,1,1.57859093937739
126,"Tremie12","sampled_plants_110412",7,9,4.63333333333333,2.53267173355662,17.835,1.1485,15.8933,15.8233,NA,1,1.68789899583984
130,"Tremie12","sampled_plants_120612",7,9,5,10.6976241386766,NA,NA,NA,NA,NA,NA,1.60498647579416
138,"Tremie13","sampled_plants_290413",7,9,3.28888888888889,1.70302834470698,NA,NA,NA,NA,NA,NA,1.58326395047331
141,"Tremie12","sampled_plants_090512",8,9,5,6.44409223607114,NA,NA,NA,NA,NA,NA,1.50526178180536
147,"Tremie12","sampled_plants_110412",8,9,4.63333333333333,2.27926262226849,20.9865,1.1388,19.283,19.0884,NA,1,1.54345402182571
151,"Tremie12","sampled_plants_120612",8,9,5,10.6976241386766,NA,NA,NA,NA,NA,NA,1.55918618448958
159,"Tremie13","sampled_plants_290413",8,9,3.28888888888889,1.72052304391469,NA,NA,NA,NA,NA,NA,1.5961276132221
162,"Tremie12","sampled_plants_090512",9,9,5,5.92778752519454,21.7,0.8,11.7,6.5,NA,3,1.56601376895701
15,"Tremie12","sampled_plants_120612",1,9,5,11.5976241386766,NA,NA,NA,NA,NA,NA,1.61562552363292
168,"Tremie12","sampled_plants_110412",9,9,4.63333333333333,3.67339851620357,13.0005,1.0883,11.542,11.1163,NA,1,1.53487991375034
172,"Tremie12","sampled_plants_120612",9,9,5,10.6976241386766,NA,NA,NA,NA,NA,NA,1.53063822417515
179,"Tremie13","sampled_plants_290413",9,9,3.28888888888889,1.71836490070273,NA,NA,NA,NA,NA,NA,1.63292053691671
183,"Tremie12","sampled_plants_090512",10,9,5,6.98925691408692,NA,NA,NA,NA,NA,NA,1.53310177699951
189,"Tremie12","sampled_plants_110412",10,9,4.63333333333333,2.9539113520168,10.7775,1.1277,9.6471,9.6258,NA,1,1.71818488877458
192,"Tremie12","sampled_plants_120612",10,9,5,10.8976241386766,NA,NA,NA,NA,NA,NA,1.59736966966151
199,"Tremie13","sampled_plants_290413",10,9,3.28888888888889,1.88010205011833,NA,NA,NA,NA,NA,NA,1.53122495034962
203,"Tremie12","sampled_plants_090512",11,9,5,6.14274555570447,18.2,0.5,4.6,1,NA,3,1.53198241297012
209,"Tremie12","sampled_plants_110412",11,9,4.63333333333333,3.75712517195125,15.4079,1.2362,14.8286,14.6327,NA,1,1.60385252572731
213,"Tremie12","sampled_plants_120612",11,9,5,10.6976241386766,NA,NA,NA,NA,NA,NA,1.61457551547395
220,"Tremie13","sampled_plants_290413",11,9,3.28888888888889,1.52862825611753,NA,NA,NA,NA,NA,NA,1.54818416053308
225,"Tremie12","sampled_plants_090512",12,9,5,6.35230413486541,14.6,0.6,6.5,0.1,NA,3,1.56223384759867
231,"Tremie12","sampled_plants_110412",12,9,4.63333333333333,2.26730095769952,19.271,1.4175,20.6438,20.5704,NA,1,1.51871723718102
236,"Tremie12","sampled_plants_120612",12,9,5,10.2976241386766,NA,NA,NA,NA,NA,NA,1.59009835791501
243,"Tremie13","sampled_plants_290413",12,9,3.28888888888889,1.91064602240442,NA,NA,NA,NA,NA,NA,1.5721647498467
248,"Tremie12","sampled_plants_090512",13,9,5,4.73591135520805,21.4,1,16.5,16,NA,2,1.55889077144225
254,"Tremie12","sampled_plants_110412",13,9,4.63333333333333,2.48635241824457,19.6431,1.2528,19.1769,19.0815,NA,1,1.59878984457031
259,"Tremie12","sampled_plants_120612",13,9,5,10.6976241386766,NA,NA,NA,NA,NA,NA,1.56275855722034
266,"Tremie13","sampled_plants_290413",13,9,3.28888888888889,1.73869048877185,NA,NA,NA,NA,NA,NA,1.58037646062187
269,"Tremie12","sampled_plants_090512",14,9,5,6.53370761795977,NA,NA,NA,NA,NA,NA,1.63181192701115
275,"Tremie12","sampled_plants_110412",14,9,4.63333333333333,1.9810629183758,22.1005,1.4085,22.0923,21.9899,NA,2,1.59714982130644
279,"Tremie12","sampled_plants_120612",14,9,5,11.3976241386766,NA,NA,NA,NA,NA,NA,1.60256492307831
287,"Tremie13","sampled_plants_290413",14,9,3.28888888888889,1.61453578137884,NA,NA,NA,NA,NA,NA,1.6300033592657
292,"Tremie12","sampled_plants_090512",15,9,5,5.9145635749682,NA,NA,NA,NA,NA,NA,1.55704593054474
27,"Tremie12","sampled_plants_110412",2,9,4.63333333333333,3.81868881320081,13.7989,0.986,9.9265,7.759,NA,3,1.48989020841916
298,"Tremie12","sampled_plants_110412",15,9,4.63333333333333,3.23730991911759,19.043,1.3031,19.8709,19.8172,NA,1,1.55598497053094
303,"Tremie12","sampled_plants_120612",15,9,5,11.4976241386766,NA,NA,NA,NA,NA,NA,1.56913128487628
310,"Tremie13","sampled_plants_290413",15,9,3.28888888888889,1.70493739792489,NA,NA,NA,NA,NA,NA,1.61123283771049
318,"Tremie12","sampled_plants_110412",16,9,4.63333333333333,3.00000093647236,19.213,1.194,17.0509,16.0125,NA,1,1.63920015261663
322,"Tremie12","sampled_plants_120612",16,9,5,10.8976241386766,NA,NA,NA,NA,NA,NA,1.56463737981163
330,"Tremie13","sampled_plants_290413",16,9,3.28888888888889,1.73120178606089,NA,NA,NA,NA,NA,NA,1.58077584476171
333,"Tremie12","sampled_plants_090512",17,9,5,5.50895873340186,18,1,13.8,10.7,NA,2,1.54538941961974
31,"Tremie12","sampled_plants_120612",2,9,5,10.8976241386766,NA,NA,NA,NA,NA,NA,1.50394463272459
339,"Tremie12","sampled_plants_110412",17,9,4.63333333333333,3.5565845964591,15.3891,1.2941,15.6623,15.456,NA,1,1.65071666418419
343,"Tremie12","sampled_plants_120612",17,9,5,10.8976241386766,NA,NA,NA,NA,NA,NA,1.60942347304689
351,"Tremie13","sampled_plants_290413",17,9,3.28888888888889,1.8198530531215,NA,NA,NA,NA,NA,NA,1.59920850455183
355,"Tremie12","sampled_plants_090512",18,9,5,5.50632438724415,19.4,1.2,15.9,13,NA,2,1.529927445568
361,"Tremie12","sampled_plants_110412",18,9,4.63333333333333,3.1585488837578,18.3128,1.4044,20.2299,19.4584,NA,1,1.53801741883254
365,"Tremie12","sampled_plants_120612",18,9,5,10.8976241386766,NA,NA,NA,NA,NA,NA,1.60120391666036
374,"Tremie13","sampled_plants_290413",18,9,3.28888888888889,1.70302834470698,NA,NA,NA,NA,NA,NA,1.54917558106265
377,"Tremie12","sampled_plants_090512",19,9,5,5.53505337986113,19.5,1.2,17.8,14.7,NA,2,1.57547061323053
382,"Tremie12","sampled_plants_120612",19,9,5,11.4976241386766,NA,NA,NA,NA,NA,NA,1.59034673543643
391,"Tremie13","sampled_plants_290413",19,9,3.28888888888889,1.70302834470698,NA,NA,NA,NA,NA,NA,1.63134868114103
394,"Tremie12","sampled_plants_090512",20,9,5,6.38690412731845,17.5,0.9,10.6,0.7,NA,3,1.47274939124776
399,"Tremie12","sampled_plants_120612",20,9,5,10.9976241386766,NA,NA,NA,NA,NA,NA,1.61410928046524
407,"Tremie13","sampled_plants_290413",20,9,3.28888888888889,1.70302834470698,NA,NA,NA,NA,NA,NA,1.57669674647686
411,"Tremie12","sampled_plants_090512",21,9,5,5.9145635749682,18.7,1.1,12.4,11.5,NA,2,1.56546764000664
417,"Tremie12","sampled_plants_120612",21,9,5,10.8976241386766,NA,NA,NA,NA,NA,NA,1.49394585658965
425,"Tremie13","sampled_plants_290413",21,9,3.28888888888889,1.71444798646651,NA,NA,NA,NA,NA,NA,1.5727750714901
