Date	Var	Rep	N	Axis	Nff	MB	TC	T1	T2	T3	T4	T5	TP	TS	TT	TT3F	FT
1	Tremie	2	28	MB	11	1	0	1	1	0	0	0	2	0	2	NA	NA
1	Tremie	2	29	MB	12	1	0	1	1	0	0	0	2	0	2	NA	NA
1	Tremie	2	30	MB	12	1	0	0	1	0	0	0	1	0	1	NA	NA
1	Tremie	3	31	MB	11	1	0	1	1	0	0	0	2	0	2	NA	NA
1	Tremie	3	32	MB	11	1	0	1	1	0	0	0	2	0	1	NA	NA
1	Tremie	3	33	MB	11	1	NA	1	1	0	0	0	NA	0	NA	NA	NA
1	Tremie	3	34	MB	11	1	0	1	1	0	0	0	2	0	2	NA	NA
1	Tremie	3	35	MB	11	1	0	1	1	0	0	0	2	0	2	NA	NA
1	Tremie	3	36	MB	11	1	0	1	1	0	0	0	2	0	2	NA	NA
1	Tremie	3	37	MB	11	1	0	1	1	0	0	0	2	0	2	NA	NA
1	Tremie	3	38	MB	11	1	0	0	0	0	0	0	0	0	0	NA	NA
1	Tremie	3	39	MB	11	1	0	1	1	0	0	0	2	0	2	NA	NA
1	Tremie	3	40	MB	11	1	0	1	0	1	0	0	2	0	2	NA	NA
1	Tremie	3	41	MB	11	1	0	1	1	0	0	0	2	0	2	NA	NA
1	Tremie	3	42	MB	11	1	0	0	1	0	0	0	1	0	1	NA	NA
1	Tremie	3	43	MB	11	1	0	1	1	0	0	0	2	0	2	NA	NA
1	Tremie	3	44	MB	11	1	0	0	0	0	0	0	0	0	0	NA	NA
1	Tremie	3	45	MB	11	1	0	0	1	0	0	0	1	0	1	NA	NA
2	Tremie	1	1	MB	12	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	1	2	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	1	3	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	1	4	MB	11	1	0	1	1	1	0	0	3	0	3	NA	NA
2	Tremie	1	5	MB	11	1	0	1	1	1	0	0	3	0	3	NA	NA
2	Tremie	1	6	MB	11	1	0	1	1	1	0	0	3	0	3	NA	NA
2	Tremie	1	7	MB	12	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	1	8	MB	12	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	1	9	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	1	10	MB	12	1	0	1	1	1	1	1	5	0	5	NA	NA
2	Tremie	1	11	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	1	12	MB	12	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	1	13	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	1	14	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	1	15	MB	12	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	2	16	MB	11	1	0	1	1	0	0	0	2	0	2	NA	NA
2	Tremie	2	17	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	2	18	MB	12	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	2	19	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	2	20	MB	12	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	2	21	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	2	22	MB	12	1	0	1	1	0	1	0	3	0	3	NA	NA
2	Tremie	2	23	MB	11	1	0	1	1	1	0	0	3	0	3	NA	NA
2	Tremie	2	24	MB	12	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	2	25	MB	12	1	0	0	1	1	1	0	3	0	3	NA	NA
2	Tremie	2	26	MB	11	1	0	0	1	1	1	0	3	0	3	NA	NA
2	Tremie	2	27	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	2	28	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	2	29	MB	12	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	2	30	MB	12	1	0	0	1	1	1	0	3	0	3	NA	NA
2	Tremie	3	31	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	3	32	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	3	33	MB	11	1	0	1	1	1	0	0	3	0	3	NA	NA
2	Tremie	3	34	MB	11	1	0	1	1	1	0	0	3	0	3	NA	NA
2	Tremie	3	35	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	3	36	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	3	37	MB	11	1	0	1	1	1	0	0	3	0	3	NA	NA
2	Tremie	3	38	MB	11	1	0	0	1	1	1	0	3	0	3	NA	NA
2	Tremie	3	39	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	3	40	MB	11	1	0	1	1	1	0	0	3	0	3	NA	NA
2	Tremie	3	41	MB	11	1	0	1	1	1	1	0	4	0	4	NA	NA
2	Tremie	3	42	MB	11	1	0	0	1	1	1	0	3	0	3	NA	NA
2	Tremie	3	43	MB	11	1	0	1	1	1	0	0	3	0	3	NA	NA
2	Tremie	3	44	MB	11	1	0	0	1	1	0	0	2	0	2	NA	NA
2	Tremie	3	45	MB	11	1	0	0	1	1	1	0	3	0	3	NA	NA
3	Tremie	1	1	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA
3	Tremie	1	2	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	2	NA
3	Tremie	1	3	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	1	NA
3	Tremie	1	4	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	1	5	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	1	6	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA
3	Tremie	1	7	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	1	8	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	2	NA
3	Tremie	1	9	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	1	NA
3	Tremie	1	10	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA
3	Tremie	1	11	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	1	12	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	3	NA
3	Tremie	1	13	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	1	14	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA
3	Tremie	1	15	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	4	NA
3	Tremie	1	16	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	1	17	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	1	18	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	1	19	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA
3	Tremie	1	20	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
3	Tremie	1	21	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7	4	NA
3	Tremie	1	22	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	12	6	NA
3	Tremie	1	23	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	2	NA
3	Tremie	1	24	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
3	Tremie	1	25	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7	3	NA
3	Tremie	1	26	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	1	27	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	1	28	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	3	NA
3	Tremie	1	29	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	11	3	NA
3	Tremie	1	30	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	12	5	NA
3	Tremie	1	31	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7	3	NA
3	Tremie	1	32	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	2	NA
3	Tremie	1	33	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	1	34	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	9	5	NA
3	Tremie	1	35	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	11	6	NA
3	Tremie	1	36	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	1	37	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	1	38	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA
3	Tremie	1	39	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7	3	NA
3	Tremie	1	40	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	1	41	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	3	NA
3	Tremie	1	42	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	1	43	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	4	NA
3	Tremie	1	44	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	3	NA
3	Tremie	1	45	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	1	46	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	1	47	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	1	48	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7	4	NA
3	Tremie	1	49	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7	3	NA
3	Tremie	1	50	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	2	NA
3	Tremie	1	51	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7	2	NA
3	Tremie	1	52	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA
3	Tremie	1	53	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA
3	Tremie	1	54	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	2	NA
3	Tremie	1	55	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	1	56	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	1	57	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA
3	Tremie	1	58	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	1	59	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	1	60	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	2	1	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	2	2	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA
3	Tremie	2	3	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	2	4	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	2	5	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	2	6	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA
3	Tremie	2	7	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	2	8	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA
3	Tremie	2	9	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	2	10	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	2	11	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	3	NA
3	Tremie	2	12	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA
3	Tremie	2	13	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA
3	Tremie	2	14	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7	4	NA
3	Tremie	2	15	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	4	NA
3	Tremie	2	16	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA
3	Tremie	2	17	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	5	NA
3	Tremie	2	18	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
3	Tremie	2	19	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	2	20	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	2	21	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	2	22	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	8	6	NA
3	Tremie	2	23	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	4	NA
3	Tremie	2	24	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	2	25	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	4	NA
3	Tremie	2	26	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA
3	Tremie	2	27	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA
3	Tremie	2	28	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	2	29	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA
3	Tremie	2	30	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA
3	Tremie	2	31	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA
3	Tremie	2	32	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	2	33	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	2	34	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	2	35	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	2	36	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA
3	Tremie	2	37	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	2	38	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	8	5	NA
3	Tremie	2	39	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	2	40	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	2	41	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	2	42	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7	4	NA
3	Tremie	2	43	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	2	44	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA
3	Tremie	2	45	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	2	NA
3	Tremie	2	46	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	2	47	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7	3	NA
3	Tremie	2	48	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	2	49	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
3	Tremie	2	50	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	2	51	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	10	6	NA
3	Tremie	2	52	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	4	NA
3	Tremie	2	53	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	2	54	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
3	Tremie	2	55	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	2	56	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	8	5	NA
3	Tremie	2	57	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	2	58	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	2	59	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
3	Tremie	2	60	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	3	1	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	3	2	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
3	Tremie	3	3	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	3	4	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	10	5	NA
3	Tremie	3	5	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	3	6	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	3	7	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	3	8	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	3	NA
3	Tremie	3	9	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	3	NA
3	Tremie	3	10	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	3	11	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	2	NA
3	Tremie	3	12	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	3	NA
3	Tremie	3	13	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	3	14	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	3	15	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	3	16	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	3	17	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	2	NA
3	Tremie	3	18	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	11	6	NA
3	Tremie	3	19	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	3	NA
3	Tremie	3	20	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA
3	Tremie	3	21	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
3	Tremie	3	22	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	9	6	NA
3	Tremie	3	23	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
3	Tremie	3	24	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	10	4	NA
3	Tremie	3	25	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA
3	Tremie	3	26	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA
3	Tremie	3	27	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	3	28	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	10	5	NA
3	Tremie	3	29	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	3	30	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA
3	Tremie	3	31	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
3	Tremie	3	32	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	3	33	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	3	34	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	3	35	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	3	36	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA
3	Tremie	3	37	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
3	Tremie	3	38	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	3	39	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	3	40	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	10	5	NA
3	Tremie	3	41	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	8	4	NA
3	Tremie	3	42	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	3	43	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	8	3	NA
3	Tremie	3	44	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	3	45	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	3	46	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	3	47	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA
3	Tremie	3	48	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA
3	Tremie	3	49	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	3	50	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA
3	Tremie	3	51	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	3	52	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA
3	Tremie	3	53	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA
3	Tremie	3	54	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA
3	Tremie	3	55	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	8	5	NA
3	Tremie	3	56	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA
3	Tremie	3	57	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA
3	Tremie	3	58	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	4	NA
3	Tremie	3	59	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	8	4	NA
3	Tremie	3	60	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
