TT,daydate,HS,tag_T1,tag_T2
563.3875,2011-12-28,3.70163139463,T1-105,T2-133
566.533333333,2011-12-29,3.73640193418,T1-104,T2-132
570.745833333,2011-12-30,3.78296221958,T1-103,T2-131
577.85,2011-12-31,3.86148376916,T1-102,T2-130
589.254166667,2012-01-01,3.98753273173,T1-101,T2-129
601.570833333,2012-01-02,4.12366745344,T1-100,T2-128
608.65,2012-01-03,4.20191268084,T1-99,T2-127
617.504166667,2012-01-04,4.29977678222,T1-98,T2-126
624.725,2012-01-05,4.37958783524,T1-97,T2-125
633.495833333,2012-01-06,4.47653086271,T1-96,T2-124
638.191666667,2012-01-07,4.52843337672,T1-95,T2-123
646.341666667,2012-01-08,4.61851440368,T1-94,T2-122
653.2375,2012-01-09,4.69473326851,T1-93,T2-121
661.1125,2012-01-10,4.78177475161,T1-92,T2-120
669.283333333,2012-01-11,4.87208604703,T1-91,T2-119
676.358333333,2012-01-12,4.95028522074,T1-90,T2-118
678.466666667,2012-01-13,4.9735883903,T1-89,T2-117
682.2,2012-01-14,5.0148525008,T1-88,T2-116
683.470833333,2012-01-15,5.0288988777,T1-87,T2-115
684.6,2012-01-16,5.04137942899,T1-86,T2-114
685.629166667,2012-01-17,5.0527546916,T1-85,T2-113
686.516666667,2012-01-18,5.06256412858,T1-84,T2-112
690.258333333,2012-01-19,5.10392034647,T1-83,T2-111
700.0,2012-01-20,5.21159388483,T1-82,T2-110
707.083333333,2012-01-21,5.28988516593,T1-81,T2-109
716.995833333,2012-01-22,5.39944690577,T1-80,T2-108
725.375,2012-01-23,5.49206088594,T1-79,T2-107
732.083333333,2012-01-24,5.5662073345,T1-78,T2-106
738.7625,2012-01-25,5.64003140721,T1-77,T2-105
748.0875,2012-01-26,5.74309957609,T1-76,T2-104
754.641666667,2012-01-27,5.81554203796,T1-75,T2-103
757.979166667,2012-01-28,5.85243104746,T1-74,T2-102
761.291666667,2012-01-29,5.8890437348,T1-73,T2-101
762.733333333,2012-01-30,5.90497831318,T1-72,T2-100
762.766666667,2012-01-31,5.90534674275,T1-71,T2-99
762.854166667,2012-02-01,5.90631387034,T1-70,T2-98
762.854166667,2012-02-02,5.90631387034,T1-69,T2-97
762.854166667,2012-02-03,5.90631387034,T1-68,T2-96
762.854166667,2012-02-04,5.90631387034,T1-67,T2-95
762.854166667,2012-02-05,5.90631387034,T1-66,T2-94
762.854166667,2012-02-06,5.90631387034,T1-65,T2-93
762.854166667,2012-02-07,5.90631387034,T1-64,T2-92
762.854166667,2012-02-08,5.90631387034,T1-63,T2-91
762.854166667,2012-02-09,5.90631387034,T1-62,T2-90
762.995833333,2012-02-10,5.90787969595,T1-61,T2-89
762.995833333,2012-02-11,5.90787969595,T1-60,T2-88
762.995833333,2012-02-12,5.90787969595,T1-59,T2-87
763.045833333,2012-02-13,5.90843234029,T1-58,T2-86
764.6875,2012-02-14,5.92657749603,T1-57,T2-85
768.408333333,2012-02-15,5.96770344545,T1-56,T2-84
773.745833333,2012-02-16,6.02669822844,T1-55,T2-83
779.345833333,2012-02-17,6.0885943942,T1-54,T2-82
784.991666667,2012-02-18,6.15099715061,T1-53,T2-81
791.679166667,2012-02-19,6.22491333071,T1-52,T2-80
795.05,2012-02-20,6.26217076977,T1-51,T2-79
796.733333333,2012-02-21,6.28077646245,T1-50,T2-78
799.029166667,2012-02-22,6.30615204827,T1-49,T2-77
802.720833333,2012-02-23,6.34695562182,T1-48,T2-76
810.970833333,2012-02-24,6.43814193746,T1-47,T2-75
820.808333333,2012-02-25,6.54687471079,T1-46,T2-74
829.725,2012-02-26,6.64542961759,T1-45,T2-73
836.0375,2012-02-27,6.71520096515,T1-44,T2-72
841.625,2012-02-28,6.77695896983,T1-43,T2-71
848.133333333,2012-02-29,6.84889484105,T1-42,T2-70
856.0875,2012-03-01,6.93681134435,T1-41,T2-69
864.3875,2012-03-02,7.02855030432,T1-40,T2-68
872.679166667,2012-03-03,7.1201971569,T1-39,T2-67
880.179166667,2012-03-04,7.20309380748,T1-38,T2-66
886.970833333,2012-03-05,7.27816132993,T1-37,T2-65
892.041666667,2012-03-06,7.33420867647,T1-36,T2-64
896.604166667,2012-03-07,7.38463747223,T1-35,T2-63
900.491666667,2012-03-08,7.42760556945,T1-34,T2-62
905.483333333,2012-03-09,7.48277789577,T1-33,T2-61
911.8125,2012-03-10,7.55273345812,T1-32,T2-60
921.066666667,2012-03-11,7.65501871419,T1-31,T2-59
930.620833333,2012-03-12,7.76061983627,T1-30,T2-58
940.608333333,2012-03-13,7.87101054262,T1-29,T2-57
950.0125,2012-03-14,7.9749537317,T1-28,T2-56
958.783333333,2012-03-15,8.07189675918,T1-27,T2-55
970.129166667,2012-03-16,8.19730097002,T1-26,T2-54
983.245833333,2012-03-17,8.34227800113,T1-25,T2-53
992.541666667,2012-03-18,8.44502379416,T1-24,T2-52
999.916666667,2012-03-19,8.52653883389,T1-23,T2-51
1005.725,2012-03-20,8.59073768438,T1-22,T2-50
1012.13333333,2012-03-21,8.66156826689,T1-21,T2-49
1022.49166667,2012-03-22,8.77605775215,T1-20,T2-48
1034.65416667,2012-03-23,8.91048848716,T1-19,T2-47
1047.6625,2012-03-24,9.05426812217,T1-18,T2-46
1061.25833333,2012-03-25,9.20454132815,T1-17,T2-45
1075.82916667,2012-03-26,9.36559109881,T1-16,T2-44
1090.04166667,2012-03-27,9.52268025165,T1-15,T2-43
1103.8125,2012-03-28,9.6748877128,T1-14,T2-42
1117.99166667,2012-03-29,9.83160843612,T1-13,T2-41
1132.06666667,2012-03-30,9.98717781703,T1-12,T2-40
1144.54583333,2012-03-31,10.1251086328,T1-11,T2-39
1153.10416667,2012-04-01,10.2197029219,T1-10,T2-38
1160.12083333,2012-04-02,10.2972573438,T1-9,T2-37
1169.50416667,2012-04-03,10.4009702645,T1-8,T2-36
1179.2875,2012-04-04,10.5091043397,T1-7,T2-35
1187.55,2012-04-05,10.6004288165,T1-6,T2-34
1196.02916667,2012-04-06,10.6941480853,T1-5,T2-33
1204.77916667,2012-04-07,10.7908608443,T1-4,T2-32
1212.4,2012-04-08,10.875093052,T1-3,T2-31
1219.73333333,2012-04-09,10.9561475548,T1-2,T2-30
1230.58333333,2012-04-10,11.0760713759,T1-1,T2-29
1239.41666667,2012-04-11,11.1737052089,T1,T2-28
1247.375,2012-04-12,11.2616677659,T1+1,T2-27
1255.81666667,2012-04-13,11.3549725515,T1+2,T2-26
1263.37083333,2012-04-14,11.4384679,T1+3,T2-25
1271.9,2012-04-15,11.5327398132,T1+4,T2-24
1278.85,2012-04-16,11.6095573761,T1+5,T2-23
1284.67916667,2012-04-17,11.6739864951,T1+6,T2-22
1290.15,2012-04-18,11.7344549963,T1+7,T2-21
1296.925,2012-04-19,11.809338304,T1+8,T2-20
1304.8375,2012-04-20,11.8967942703,T1+9,T2-19
1313.23333333,2012-04-21,11.9895924653,T1+10,T2-18
1320.60833333,2012-04-22,12.071107505,T1+11,T2-17
1328.33333333,2012-04-23,12.1564910551,T1+12,T2-16
1335.49166667,2012-04-24,12.2356113028,T1+13,T2-15
1344.29583333,2012-04-25,12.3329227597,T1+14,T2-14
1353.1875,2012-04-26,12.4312013444,T1+15,T2-13
1364.55,2012-04-27,12.55678977,T1+16,T2-12
1375.24583333,2012-04-28,12.6750096044,T1+17,T2-11
1387.67083333,2012-04-29,12.8123417222,T1+18,T2-10
1400.67916667,2012-04-30,12.9561213573,T1+19,T2-9
1413.55,2012-05-01,13.0983812204,T1+20,T2-8
1426.16666667,2012-05-02,13.2378318082,T1+21,T2-7
1437.1875,2012-05-03,13.3596438308,T1+22,T2-6
1452.04583333,2012-05-04,13.5238713063,T1+23,T2-5
1464.91666667,2012-05-05,13.6661311695,T1+24,T2-4
1476.63333333,2012-05-06,13.7956341591,T1+25,T2-3
1487.54166667,2012-05-07,13.916202732,T1+26,T2-2
1500.14166667,2012-05-08,14.055469105,T1+27,T2-1
1514.5875,2012-05-09,14.2151372647,T1+28,T2
1531.47916667,2012-05-10,14.4018389433,T1+29,T2+1
1552.46666667,2012-05-11,14.6338114038,T1+30,T2+2
1568.425,2012-05-12,14.8101970548,T1+31,T2+3
1580.40833333,2012-05-13,14.9426474809,T1+32,T2+4
1590.24166667,2012-05-14,15.0513342006,T1+33,T2+5
1602.12916667,2012-05-15,15.1827253917,T1+34,T2+6
1610.26666667,2012-05-16,15.2726682576,T1+35,T2+7
1619.3125,2012-05-17,15.3726508289,T1+36,T2+8
1630.27083333,2012-05-18,15.4937720461,T1+37,T2+9
1643.59583333,2012-05-19,15.6410517619,T1+38,T2+10
1657.575,2012-05-20,15.7955619079,T1+39,T2+11
1672.52083333,2012-05-21,15.960756511,T1+40,T2+12
1684.84166667,2012-05-22,16.0969372865,T1+41,T2+13
1700.325,2012-05-23,16.2680728162,T1+42,T2+14
1718.21666667,2012-05-24,16.4658273815,T1+43,T2+15
1738.2,2012-05-25,16.6867009016,T1+44,T2+16
1758.59583333,2012-05-26,16.9121337374,T1+45,T2+17
1777.79166667,2012-05-27,17.1243031093,T1+46,T2+18
1795.49166667,2012-05-28,17.3199392046,T1+47,T2+19
1813.02083333,2012-05-29,17.5136870984,T1+48,T2+20
1831.65833333,2012-05-30,17.7196852751,T1+49,T2+21
1850.25833333,2012-05-31,17.9252689685,T1+50,T2+22
1866.50833333,2012-06-01,18.1048783781,T1+51,T2+23
1882.82083333,2012-06-02,18.2851785931,T1+52,T2+24
1902.45,2012-06-03,18.5021375491,T1+53,T2+25
1919.22916667,2012-06-04,18.687595778,T1+54,T2+26
1931.39583333,2012-06-05,18.8220725666,T1+55,T2+27
1943.89166667,2012-06-06,18.9601875973,T1+56,T2+28
1959.74166667,2012-06-07,19.1353758522,T1+57,T2+29
1976.37083333,2012-06-08,19.3191761479,T1+58,T2+30
1990.77916667,2012-06-09,19.4784298245,T1+59,T2+31
2003.2375,2012-06-10,19.6161303718,T1+60,T2+32
2016.83333333,2012-06-11,19.7664035777,T1+61,T2+33
2031.14166667,2012-06-12,19.9245519656,T1+62,T2+34
2043.575,2012-06-13,20.0619761908,T1+63,T2+35
2056.32083333,2012-06-14,20.202854443,T1+64,T2+36
2071.9375,2012-06-15,20.375463691,T1+65,T2+37
2088.7125,2012-06-16,20.5608758661,T1+66,T2+38
2103.34583333,2012-06-17,20.7226164421,T1+67,T2+39
2119.09583333,2012-06-18,20.8966994083,T1+68,T2+40
2134.5875,2012-06-19,21.0679270455,T1+69,T2+41
