"inerv","label","Source","plant","rank","ranktop","age","lmax","wmax","A","Agr","mass","stat","phiP"
137,"Mercia","sampled_plants_270411",9,11,1.67741935483871,0.141495495127344,NA,NA,NA,NA,NA,NA,2.77174986381123
146,"Mercia","sampled_plants_010611",10,11,1.67741935483871,5.11133511187808,NA,NA,NA,NA,NA,NA,-2.24222545545174
158,"Mercia","sampled_plants_010611",11,11,1.67741935483871,4.21133511187807,NA,NA,NA,NA,NA,NA,-2.27138237328515
165,"Mercia","sampled_plants_010611",12,11,1.67741935483871,5.61133511187808,NA,NA,NA,NA,NA,NA,-2.18772854710811
171,"Mercia","sampled_plants_010611",13,11,1.67741935483871,4.81133511187808,NA,NA,NA,NA,NA,NA,-2.19834099277408
177,"Mercia","sampled_plants_010611",14,11,1.67741935483871,4.51133511187808,NA,NA,NA,NA,NA,NA,-2.25192201866906
185,"Mercia","sampled_plants_010611",15,11,1.67741935483871,5.01133511187808,NA,NA,NA,NA,NA,NA,-2.18412563165901
19,"Mercia","sampled_plants_010611",2,11,1.67741935483871,4.51133511187808,NA,NA,NA,NA,NA,NA,-2.12001537062861
26,"Mercia","sampled_plants_270411",2,12,0.67741935483871,-0.591432334218691,NA,NA,NA,NA,NA,NA,2.66303205849192
36,"Mercia","sampled_plants_010611",3,11,1.67741935483871,5.21133511187807,NA,NA,NA,NA,NA,NA,-2.08051594135299
2,"Mercia","sampled_plants_010611",1,10,2.67741935483871,6.31133511187808,NA,NA,NA,NA,NA,NA,-1.91139311112347
43,"Mercia","sampled_plants_270411",3,11,1.67741935483871,1.01385857441401,NA,NA,NA,NA,NA,NA,-1.67054772117717
51,"Mercia","sampled_plants_010611",4,10,2.67741935483871,5.11133511187808,NA,NA,NA,NA,NA,NA,-2.07660315929272
58,"Mercia","sampled_plants_270411",4,10,2.67741935483871,1.14149549512734,NA,NA,NA,NA,NA,NA,2.5946060369687
67,"Mercia","sampled_plants_010611",5,10,2.67741935483871,6.41133511187807,NA,NA,NA,NA,NA,NA,-2.11956525426116
75,"Mercia","sampled_plants_270411",5,11,1.67741935483871,0.331556358515687,NA,NA,NA,NA,NA,NA,2.55456877886047
85,"Mercia","sampled_plants_010611",6,10,2.67741935483871,4.91133511187808,NA,NA,NA,NA,NA,NA,-1.97593302345949
92,"Mercia","sampled_plants_270411",6,10,2.67741935483871,1.14149549512734,NA,NA,NA,NA,NA,NA,2.48196060917948
103,"Mercia","sampled_plants_010611",7,10,2.67741935483871,5.71133511187807,NA,NA,NA,NA,NA,NA,-2.12504122542587
109,"Mercia","sampled_plants_270411",7,11,1.67741935483871,1.00598406190182,NA,NA,NA,NA,NA,NA,3.07118087889414
117,"Mercia","sampled_plants_010611",8,10,2.67741935483871,5.61133511187808,NA,NA,NA,NA,NA,NA,-1.78294111395142
10,"Mercia","sampled_plants_270411",1,11,1.67741935483871,0.357895242576765,NA,NA,NA,NA,NA,NA,-1.58513419494659
126,"Mercia","sampled_plants_270411",8,11,1.67741935483871,0.467647634941706,NA,NA,NA,NA,NA,NA,2.66442466731419
133,"Mercia","sampled_plants_010611",9,10,2.67741935483871,6.71133511187807,NA,NA,NA,NA,NA,NA,-2.16473360973066
138,"Mercia","sampled_plants_270411",9,10,2.67741935483871,1.14149549512734,NA,NA,NA,NA,NA,NA,2.77174986381123
147,"Mercia","sampled_plants_010611",10,10,2.67741935483871,6.11133511187808,NA,NA,NA,NA,NA,NA,-2.24222545545174
159,"Mercia","sampled_plants_010611",11,10,2.67741935483871,5.21133511187807,NA,NA,NA,NA,NA,NA,-2.27138237328515
166,"Mercia","sampled_plants_010611",12,10,2.67741935483871,6.61133511187808,NA,NA,NA,NA,NA,NA,-2.18772854710811
172,"Mercia","sampled_plants_010611",13,10,2.67741935483871,5.81133511187808,NA,NA,NA,NA,NA,NA,-2.19834099277408
178,"Mercia","sampled_plants_010611",14,10,2.67741935483871,5.51133511187808,NA,NA,NA,NA,NA,NA,-2.25192201866906
186,"Mercia","sampled_plants_010611",15,10,2.67741935483871,6.01133511187808,NA,NA,NA,NA,NA,NA,-2.18412563165901
20,"Mercia","sampled_plants_010611",2,10,2.67741935483871,5.51133511187808,NA,NA,NA,NA,NA,NA,-2.12001537062861
27,"Mercia","sampled_plants_270411",2,11,1.67741935483871,0.408567665781309,NA,NA,NA,NA,NA,NA,2.66303205849192
37,"Mercia","sampled_plants_010611",3,10,2.67741935483871,6.21133511187807,NA,NA,NA,NA,NA,NA,-2.08051594135299
3,"Mercia","sampled_plants_010611",1,9,3.67741935483871,7.31133511187808,NA,NA,NA,NA,NA,NA,-1.91139311112347
44,"Mercia","sampled_plants_270411",3,10,2.67741935483871,2.01385857441401,NA,NA,NA,NA,NA,NA,-1.67054772117717
52,"Mercia","sampled_plants_010611",4,9,3.67741935483871,6.11133511187808,NA,NA,NA,NA,NA,NA,-2.07660315929272
59,"Mercia","sampled_plants_270411",4,9,3.67741935483871,2.14149549512734,NA,NA,NA,NA,NA,NA,2.5946060369687
68,"Mercia","sampled_plants_010611",5,9,3.67741935483871,7.41133511187807,NA,NA,NA,NA,NA,NA,-2.11956525426116
76,"Mercia","sampled_plants_270411",5,10,2.67741935483871,1.33155635851569,NA,NA,NA,NA,NA,NA,2.55456877886047
86,"Mercia","sampled_plants_010611",6,9,3.67741935483871,5.91133511187808,NA,NA,NA,NA,NA,NA,-1.97593302345949
93,"Mercia","sampled_plants_270411",6,9,3.67741935483871,2.14149549512734,NA,NA,NA,NA,NA,NA,2.48196060917948
110,"Mercia","sampled_plants_270411",7,10,2.67741935483871,2.00598406190182,NA,NA,NA,NA,NA,NA,3.07118087889414
118,"Mercia","sampled_plants_010611",8,9,3.67741935483871,6.61133511187808,NA,NA,NA,NA,NA,NA,-1.78294111395142
11,"Mercia","sampled_plants_270411",1,10,2.67741935483871,1.35789524257676,NA,NA,NA,NA,NA,NA,-1.58513419494659
127,"Mercia","sampled_plants_270411",8,10,2.67741935483871,1.46764763494171,NA,NA,NA,NA,NA,NA,2.66442466731419
139,"Mercia","sampled_plants_270411",9,9,3.67741935483871,2.14149549512734,NA,NA,NA,NA,NA,NA,2.77174986381123
148,"Mercia","sampled_plants_010611",10,9,3.67741935483871,7.11133511187808,NA,NA,NA,NA,NA,NA,-2.24222545545174
160,"Mercia","sampled_plants_010611",11,9,3.67741935483871,6.21133511187807,NA,NA,NA,NA,NA,NA,-2.27138237328515
173,"Mercia","sampled_plants_010611",13,9,3.67741935483871,6.81133511187808,NA,NA,NA,NA,NA,NA,-2.19834099277408
179,"Mercia","sampled_plants_010611",14,9,3.67741935483871,6.51133511187808,NA,NA,NA,NA,NA,NA,-2.25192201866906
187,"Mercia","sampled_plants_010611",15,9,3.67741935483871,7.01133511187808,NA,NA,NA,NA,NA,NA,-2.18412563165901
21,"Mercia","sampled_plants_010611",2,9,3.67741935483871,6.51133511187808,NA,NA,NA,NA,NA,NA,-2.12001537062861
28,"Mercia","sampled_plants_270411",2,10,2.67741935483871,1.40856766578131,NA,NA,NA,NA,NA,NA,2.66303205849192
4,"Mercia","sampled_plants_010611",1,8,4.67741935483871,8.31133511187808,NA,NA,NA,NA,NA,NA,-1.91139311112347
45,"Mercia","sampled_plants_270411",3,9,3.67741935483871,3.01385857441401,NA,NA,NA,NA,NA,NA,-1.67054772117717
60,"Mercia","sampled_plants_270411",4,8,4.67741935483871,3.14149549512734,NA,NA,NA,NA,NA,NA,2.5946060369687
77,"Mercia","sampled_plants_270411",5,9,3.67741935483871,2.33155635851569,NA,NA,NA,NA,NA,NA,2.55456877886047
87,"Mercia","sampled_plants_010611",6,8,4.67741935483871,6.91133511187808,NA,NA,NA,NA,NA,NA,-1.97593302345949
94,"Mercia","sampled_plants_270411",6,8,4.67741935483871,3.14149549512734,NA,NA,NA,NA,NA,NA,2.48196060917948
111,"Mercia","sampled_plants_270411",7,9,3.67741935483871,3.00598406190182,NA,NA,NA,NA,NA,NA,3.07118087889414
119,"Mercia","sampled_plants_010611",8,8,4.67741935483871,7.61133511187808,NA,NA,NA,NA,NA,NA,-1.78294111395142
12,"Mercia","sampled_plants_270411",1,9,3.67741935483871,2.35789524257676,NA,NA,NA,NA,NA,NA,-1.58513419494659
128,"Mercia","sampled_plants_270411",8,9,3.67741935483871,2.46764763494171,NA,NA,NA,NA,NA,NA,2.66442466731419
140,"Mercia","sampled_plants_270411",9,8,4.67741935483871,3.14149549512734,NA,NA,NA,NA,NA,NA,2.77174986381123
180,"Mercia","sampled_plants_010611",14,8,4.67741935483871,7.51133511187808,NA,NA,NA,NA,NA,NA,-2.25192201866906
188,"Mercia","sampled_plants_010611",15,8,4.67741935483871,8.01133511187808,NA,NA,NA,NA,NA,NA,-2.18412563165901
22,"Mercia","sampled_plants_010611",2,8,4.67741935483871,7.51133511187808,NA,NA,NA,NA,NA,NA,-2.12001537062861
29,"Mercia","sampled_plants_270411",2,9,3.67741935483871,2.40856766578131,NA,NA,NA,NA,NA,NA,2.66303205849192
61,"Mercia","sampled_plants_270411",4,7,5.67741935483871,4.14149549512734,NA,NA,NA,NA,NA,NA,2.5946060369687
78,"Mercia","sampled_plants_270411",5,8,4.67741935483871,3.33155635851569,NA,NA,NA,NA,NA,NA,2.55456877886047
95,"Mercia","sampled_plants_270411",6,7,5.67741935483871,4.14149549512734,NA,NA,NA,NA,NA,NA,2.48196060917948
112,"Mercia","sampled_plants_270411",7,8,4.67741935483871,4.00598406190182,NA,NA,NA,NA,NA,NA,3.07118087889414
13,"Mercia","sampled_plants_270411",1,8,4.67741935483871,3.35789524257676,NA,NA,NA,NA,NA,NA,-1.58513419494659
30,"Mercia","sampled_plants_270411",2,8,4.67741935483871,3.40856766578131,NA,NA,NA,NA,NA,NA,2.66303205849192
79,"Mercia","sampled_plants_270411",5,7,5.67741935483871,4.33155635851569,NA,NA,NA,NA,NA,NA,2.55456877886047
96,"Mercia","sampled_plants_270411",6,6,6.67741935483871,5.14149549512734,NA,NA,NA,NA,NA,NA,2.48196060917948
31,"Mercia","sampled_plants_270411",2,7,5.67741935483871,4.40856766578131,NA,NA,NA,NA,NA,NA,2.66303205849192
97,"Mercia","sampled_plants_270411",6,5,7.67741935483871,6.14149549512734,NA,NA,NA,NA,NA,NA,2.48196060917948
38,"Rht3","sampled_plants_010611",3,11,1.24,3.83405363100853,NA,NA,NA,NA,NA,NA,-1.5990483077102
46,"Rht3","sampled_plants_270411",3,11,1.24,-0.5560249963932,NA,NA,NA,NA,NA,NA,2.5072908010358
53,"Rht3","sampled_plants_010611",4,11,1.24,3.63405363100853,NA,NA,NA,NA,NA,NA,-1.53139580569116
62,"Rht3","sampled_plants_270411",4,11,1.24,-0.136551982695169,NA,NA,NA,NA,NA,NA,2.68779231412176
69,"Rht3","sampled_plants_010611",5,11,1.24,3.83405363100853,NA,NA,NA,NA,NA,NA,-1.59112785603297
5,"Rht3","sampled_plants_010611",1,11,1.24,4.43405363100853,NA,NA,NA,NA,NA,NA,-1.59620859081953
80,"Rht3","sampled_plants_270411",5,11,1.24,-0.111335497480701,NA,NA,NA,NA,NA,NA,2.70463338321981
88,"Rht3","sampled_plants_010611",6,11,1.24,4.63405363100853,NA,NA,NA,NA,NA,NA,-1.65090388151768
98,"Rht3","sampled_plants_270411",6,11,1.24,-0.58277350358609,NA,NA,NA,NA,NA,NA,2.96357578390487
104,"Rht3","sampled_plants_010611",7,11,1.24,3.63405363100853,NA,NA,NA,NA,NA,NA,-1.57632648510855
113,"Rht3","sampled_plants_270411",7,10,2.24,0.588749613869984,NA,NA,NA,NA,NA,NA,2.8638744889604
120,"Rht3","sampled_plants_010611",8,11,1.24,3.43405363100853,NA,NA,NA,NA,NA,NA,-1.58934655245204
129,"Rht3","sampled_plants_270411",8,10,2.24,0.588749613869984,NA,NA,NA,NA,NA,NA,2.84637999383814
134,"Rht3","sampled_plants_010611",9,11,1.24,3.63405363100853,NA,NA,NA,NA,NA,NA,-1.6237387659449
141,"Rht3","sampled_plants_270411",9,11,1.24,-0.692579904485331,NA,NA,NA,NA,NA,NA,2.82671867518774
149,"Rht3","sampled_plants_010611",10,11,1.24,4.43405363100853,NA,NA,NA,NA,NA,NA,-1.58506923941618
153,"Rht3","sampled_plants_270411",10,10,2.24,0.588749613869984,NA,NA,NA,NA,NA,NA,2.46745735604084
14,"Rht3","sampled_plants_270411",1,11,1.24,-0.581950799881598,NA,NA,NA,NA,NA,NA,2.58203289429688
161,"Rht3","sampled_plants_010611",11,11,1.24,4.13405363100853,NA,NA,NA,NA,NA,NA,-1.52422429294855
167,"Rht3","sampled_plants_010611",12,11,1.24,3.43405363100853,NA,NA,NA,NA,NA,NA,-1.5707980198925
174,"Rht3","sampled_plants_010611",13,11,1.24,4.33405363100853,NA,NA,NA,NA,NA,NA,-1.57050016118704
181,"Rht3","sampled_plants_010611",14,11,1.24,4.23405363100853,NA,NA,NA,NA,NA,NA,-1.64624502322568
189,"Rht3","sampled_plants_010611",15,11,1.24,4.43405363100853,NA,NA,NA,NA,NA,NA,-1.5598842736074
192,"Rht3","sampled_plants_010611",16,11,1.24,4.53405363100853,NA,NA,NA,NA,NA,NA,-1.58503606867856
195,"Rht3","sampled_plants_010611",17,11,1.24,4.13405363100853,NA,NA,NA,NA,NA,NA,-1.56737727584744
198,"Rht3","sampled_plants_010611",18,11,1.24,4.83405363100853,NA,NA,NA,NA,NA,NA,-1.53355000259628
200,"Rht3","sampled_plants_010611",19,11,1.24,4.43405363100853,NA,NA,NA,NA,NA,NA,-1.57280768546041
203,"Rht3","sampled_plants_010611",20,11,1.24,4.13405363100853,NA,NA,NA,NA,NA,NA,-1.60697522824714
205,"Rht3","sampled_plants_010611",21,11,1.24,4.03405363100853,NA,NA,NA,NA,NA,NA,-1.61363626820072
208,"Rht3","sampled_plants_010611",22,11,1.24,3.53405363100853,NA,NA,NA,NA,NA,NA,-1.56594556215548
212,"Rht3","sampled_plants_010611",23,11,1.24,3.63405363100853,NA,NA,NA,NA,NA,NA,-1.64762002470771
217,"Rht3","sampled_plants_010611",24,11,1.24,3.63405363100853,NA,NA,NA,NA,NA,NA,-1.56597063806854
220,"Rht3","sampled_plants_010611",25,11,1.24,4.73405363100853,NA,NA,NA,NA,NA,NA,-1.63366360568267
23,"Rht3","sampled_plants_010611",2,11,1.24,4.83405363100853,NA,NA,NA,NA,NA,NA,-1.53626000364695
223,"Rht3","sampled_plants_010611",26,11,1.24,4.73405363100853,NA,NA,NA,NA,NA,NA,-1.56378633800102
227,"Rht3","sampled_plants_010611",27,11,1.24,4.43405363100853,NA,NA,NA,NA,NA,NA,-1.58600605660406
230,"Rht3","sampled_plants_010611",28,11,1.24,3.63405363100853,NA,NA,NA,NA,NA,NA,-1.56244322546946
233,"Rht3","sampled_plants_010611",29,11,1.24,4.13405363100853,NA,NA,NA,NA,NA,NA,-1.51959348945554
32,"Rht3","sampled_plants_270411",2,11,1.24,-0.650530168625863,NA,NA,NA,NA,NA,NA,2.86354389152548
39,"Rht3","sampled_plants_010611",3,10,2.24,4.83405363100853,NA,NA,NA,NA,NA,NA,-1.5990483077102
47,"Rht3","sampled_plants_270411",3,10,2.24,0.4439750036068,NA,NA,NA,NA,NA,NA,2.5072908010358
54,"Rht3","sampled_plants_010611",4,10,2.24,4.63405363100853,NA,NA,NA,NA,NA,NA,-1.53139580569116
63,"Rht3","sampled_plants_270411",4,10,2.24,0.863448017304831,NA,NA,NA,NA,NA,NA,2.68779231412176
70,"Rht3","sampled_plants_010611",5,10,2.24,4.83405363100853,NA,NA,NA,NA,NA,NA,-1.59112785603297
6,"Rht3","sampled_plants_010611",1,10,2.24,5.43405363100853,NA,NA,NA,NA,NA,NA,-1.59620859081953
81,"Rht3","sampled_plants_270411",5,10,2.24,0.888664502519299,NA,NA,NA,NA,NA,NA,2.70463338321981
89,"Rht3","sampled_plants_010611",6,10,2.24,5.63405363100853,NA,NA,NA,NA,NA,NA,-1.65090388151768
99,"Rht3","sampled_plants_270411",6,10,2.24,0.41722649641391,NA,NA,NA,NA,NA,NA,2.96357578390487
105,"Rht3","sampled_plants_010611",7,10,2.24,4.63405363100853,NA,NA,NA,NA,NA,NA,-1.57632648510855
114,"Rht3","sampled_plants_270411",7,9,3.24,1.58874961386998,NA,NA,NA,NA,NA,NA,2.8638744889604
121,"Rht3","sampled_plants_010611",8,10,2.24,4.43405363100853,NA,NA,NA,NA,NA,NA,-1.58934655245204
130,"Rht3","sampled_plants_270411",8,9,3.24,1.58874961386998,NA,NA,NA,NA,NA,NA,2.84637999383814
135,"Rht3","sampled_plants_010611",9,10,2.24,4.63405363100853,NA,NA,NA,NA,NA,NA,-1.6237387659449
142,"Rht3","sampled_plants_270411",9,10,2.24,0.307420095514669,NA,NA,NA,NA,NA,NA,2.82671867518774
150,"Rht3","sampled_plants_010611",10,10,2.24,5.43405363100853,NA,NA,NA,NA,NA,NA,-1.58506923941618
154,"Rht3","sampled_plants_270411",10,9,3.24,1.58874961386998,NA,NA,NA,NA,NA,NA,2.46745735604084
15,"Rht3","sampled_plants_270411",1,10,2.24,0.418049200118402,NA,NA,NA,NA,NA,NA,2.58203289429688
162,"Rht3","sampled_plants_010611",11,10,2.24,5.13405363100853,NA,NA,NA,NA,NA,NA,-1.52422429294855
168,"Rht3","sampled_plants_010611",12,10,2.24,4.43405363100853,NA,NA,NA,NA,NA,NA,-1.5707980198925
175,"Rht3","sampled_plants_010611",13,10,2.24,5.33405363100853,NA,NA,NA,NA,NA,NA,-1.57050016118704
182,"Rht3","sampled_plants_010611",14,10,2.24,5.23405363100853,NA,NA,NA,NA,NA,NA,-1.64624502322568
190,"Rht3","sampled_plants_010611",15,10,2.24,5.43405363100853,NA,NA,NA,NA,NA,NA,-1.5598842736074
193,"Rht3","sampled_plants_010611",16,10,2.24,5.53405363100853,NA,NA,NA,NA,NA,NA,-1.58503606867856
196,"Rht3","sampled_plants_010611",17,10,2.24,5.13405363100853,NA,NA,NA,NA,NA,NA,-1.56737727584744
199,"Rht3","sampled_plants_010611",18,10,2.24,5.83405363100853,NA,NA,NA,NA,NA,NA,-1.53355000259628
201,"Rht3","sampled_plants_010611",19,10,2.24,5.43405363100853,NA,NA,NA,NA,NA,NA,-1.57280768546041
204,"Rht3","sampled_plants_010611",20,10,2.24,5.13405363100853,NA,NA,NA,NA,NA,NA,-1.60697522824714
206,"Rht3","sampled_plants_010611",21,10,2.24,5.03405363100853,NA,NA,NA,NA,NA,NA,-1.61363626820072
209,"Rht3","sampled_plants_010611",22,10,2.24,4.53405363100853,NA,NA,NA,NA,NA,NA,-1.56594556215548
213,"Rht3","sampled_plants_010611",23,10,2.24,4.63405363100853,NA,NA,NA,NA,NA,NA,-1.64762002470771
218,"Rht3","sampled_plants_010611",24,10,2.24,4.63405363100853,NA,NA,NA,NA,NA,NA,-1.56597063806854
221,"Rht3","sampled_plants_010611",25,10,2.24,5.73405363100853,NA,NA,NA,NA,NA,NA,-1.63366360568267
24,"Rht3","sampled_plants_010611",2,10,2.24,5.83405363100853,NA,NA,NA,NA,NA,NA,-1.53626000364695
224,"Rht3","sampled_plants_010611",26,10,2.24,5.73405363100853,NA,NA,NA,NA,NA,NA,-1.56378633800102
228,"Rht3","sampled_plants_010611",27,10,2.24,5.43405363100853,NA,NA,NA,NA,NA,NA,-1.58600605660406
231,"Rht3","sampled_plants_010611",28,10,2.24,4.63405363100853,NA,NA,NA,NA,NA,NA,-1.56244322546946
234,"Rht3","sampled_plants_010611",29,10,2.24,5.13405363100853,NA,NA,NA,NA,NA,NA,-1.51959348945554
33,"Rht3","sampled_plants_270411",2,10,2.24,0.349469831374137,NA,NA,NA,NA,NA,NA,2.86354389152548
40,"Rht3","sampled_plants_010611",3,9,3.24,5.83405363100853,NA,NA,NA,NA,NA,NA,-1.5990483077102
48,"Rht3","sampled_plants_270411",3,9,3.24,1.4439750036068,NA,NA,NA,NA,NA,NA,2.5072908010358
55,"Rht3","sampled_plants_010611",4,9,3.24,5.63405363100853,NA,NA,NA,NA,NA,NA,-1.53139580569116
64,"Rht3","sampled_plants_270411",4,9,3.24,1.86344801730483,NA,NA,NA,NA,NA,NA,2.68779231412176
71,"Rht3","sampled_plants_010611",5,9,3.24,5.83405363100853,NA,NA,NA,NA,NA,NA,-1.59112785603297
7,"Rht3","sampled_plants_010611",1,9,3.24,6.43405363100853,NA,NA,NA,NA,NA,NA,-1.59620859081953
82,"Rht3","sampled_plants_270411",5,9,3.24,1.8886645025193,NA,NA,NA,NA,NA,NA,2.70463338321981
90,"Rht3","sampled_plants_010611",6,9,3.24,6.63405363100853,NA,NA,NA,NA,NA,NA,-1.65090388151768
100,"Rht3","sampled_plants_270411",6,9,3.24,1.41722649641391,NA,NA,NA,NA,NA,NA,2.96357578390487
106,"Rht3","sampled_plants_010611",7,9,3.24,5.63405363100853,NA,NA,NA,NA,NA,NA,-1.57632648510855
115,"Rht3","sampled_plants_270411",7,8,4.24,2.58874961386998,NA,NA,NA,NA,NA,NA,2.8638744889604
122,"Rht3","sampled_plants_010611",8,9,3.24,5.43405363100853,NA,NA,NA,NA,NA,NA,-1.58934655245204
131,"Rht3","sampled_plants_270411",8,8,4.24,2.58874961386998,NA,NA,NA,NA,NA,NA,2.84637999383814
136,"Rht3","sampled_plants_010611",9,9,3.24,5.63405363100853,NA,NA,NA,NA,NA,NA,-1.6237387659449
143,"Rht3","sampled_plants_270411",9,9,3.24,1.30742009551467,NA,NA,NA,NA,NA,NA,2.82671867518774
151,"Rht3","sampled_plants_010611",10,9,3.24,6.43405363100853,NA,NA,NA,NA,NA,NA,-1.58506923941618
155,"Rht3","sampled_plants_270411",10,8,4.24,2.58874961386998,NA,NA,NA,NA,NA,NA,2.46745735604084
16,"Rht3","sampled_plants_270411",1,9,3.24,1.4180492001184,NA,NA,NA,NA,NA,NA,2.58203289429688
163,"Rht3","sampled_plants_010611",11,9,3.24,6.13405363100853,NA,NA,NA,NA,NA,NA,-1.52422429294855
169,"Rht3","sampled_plants_010611",12,9,3.24,5.43405363100853,NA,NA,NA,NA,NA,NA,-1.5707980198925
176,"Rht3","sampled_plants_010611",13,9,3.24,6.33405363100853,NA,NA,NA,NA,NA,NA,-1.57050016118704
183,"Rht3","sampled_plants_010611",14,9,3.24,6.23405363100853,NA,NA,NA,NA,NA,NA,-1.64624502322568
191,"Rht3","sampled_plants_010611",15,9,3.24,6.43405363100853,NA,NA,NA,NA,NA,NA,-1.5598842736074
194,"Rht3","sampled_plants_010611",16,9,3.24,6.53405363100853,NA,NA,NA,NA,NA,NA,-1.58503606867856
197,"Rht3","sampled_plants_010611",17,9,3.24,6.13405363100853,NA,NA,NA,NA,NA,NA,-1.56737727584744
202,"Rht3","sampled_plants_010611",19,9,3.24,6.43405363100853,NA,NA,NA,NA,NA,NA,-1.57280768546041
207,"Rht3","sampled_plants_010611",21,9,3.24,6.03405363100853,NA,NA,NA,NA,NA,NA,-1.61363626820072
210,"Rht3","sampled_plants_010611",22,9,3.24,5.53405363100853,NA,NA,NA,NA,NA,NA,-1.56594556215548
214,"Rht3","sampled_plants_010611",23,9,3.24,5.63405363100853,NA,NA,NA,NA,NA,NA,-1.64762002470771
219,"Rht3","sampled_plants_010611",24,9,3.24,5.63405363100853,NA,NA,NA,NA,NA,NA,-1.56597063806854
222,"Rht3","sampled_plants_010611",25,9,3.24,6.73405363100853,NA,NA,NA,NA,NA,NA,-1.63366360568267
25,"Rht3","sampled_plants_010611",2,9,3.24,6.83405363100853,NA,NA,NA,NA,NA,NA,-1.53626000364695
225,"Rht3","sampled_plants_010611",26,9,3.24,6.73405363100853,NA,NA,NA,NA,NA,NA,-1.56378633800102
229,"Rht3","sampled_plants_010611",27,9,3.24,6.43405363100853,NA,NA,NA,NA,NA,NA,-1.58600605660406
232,"Rht3","sampled_plants_010611",28,9,3.24,5.63405363100853,NA,NA,NA,NA,NA,NA,-1.56244322546946
34,"Rht3","sampled_plants_270411",2,9,3.24,1.34946983137414,NA,NA,NA,NA,NA,NA,2.86354389152548
41,"Rht3","sampled_plants_010611",3,8,4.24,6.83405363100853,NA,NA,NA,NA,NA,NA,-1.5990483077102
49,"Rht3","sampled_plants_270411",3,8,4.24,2.4439750036068,NA,NA,NA,NA,NA,NA,2.5072908010358
56,"Rht3","sampled_plants_010611",4,8,4.24,6.63405363100853,NA,NA,NA,NA,NA,NA,-1.53139580569116
65,"Rht3","sampled_plants_270411",4,8,4.24,2.86344801730483,NA,NA,NA,NA,NA,NA,2.68779231412176
72,"Rht3","sampled_plants_010611",5,8,4.24,6.83405363100853,NA,NA,NA,NA,NA,NA,-1.59112785603297
8,"Rht3","sampled_plants_010611",1,8,4.24,7.43405363100853,NA,NA,NA,NA,NA,NA,-1.59620859081953
83,"Rht3","sampled_plants_270411",5,8,4.24,2.8886645025193,NA,NA,NA,NA,NA,NA,2.70463338321981
101,"Rht3","sampled_plants_270411",6,8,4.24,2.41722649641391,NA,NA,NA,NA,NA,NA,2.96357578390487
107,"Rht3","sampled_plants_010611",7,8,4.24,6.63405363100853,NA,NA,NA,NA,NA,NA,-1.57632648510855
123,"Rht3","sampled_plants_010611",8,8,4.24,6.43405363100853,NA,NA,NA,NA,NA,NA,-1.58934655245204
144,"Rht3","sampled_plants_270411",9,8,4.24,2.30742009551467,NA,NA,NA,NA,NA,NA,2.82671867518774
152,"Rht3","sampled_plants_010611",10,8,4.24,7.43405363100853,NA,NA,NA,NA,NA,NA,-1.58506923941618
156,"Rht3","sampled_plants_270411",10,7,5.24,3.58874961386998,NA,NA,NA,NA,NA,NA,2.46745735604084
17,"Rht3","sampled_plants_270411",1,8,4.24,2.4180492001184,NA,NA,NA,NA,NA,NA,2.58203289429688
164,"Rht3","sampled_plants_010611",11,8,4.24,7.13405363100853,NA,NA,NA,NA,NA,NA,-1.52422429294855
