Date	var	Trt	Rep	N	Axis	Nflig	Nfvis	H_last_col	nff	Lg_F1	Lg_F2	Lg_F3	Lg_F4	Lg_F5	Lg_F6	Lg_F7	Lg_F8	Lg_F9	Lg_F10	Lg_F11	Lg_F12	Lg_F13	fsen_F1	fsen_F2	fsen_F3	fsen_F4	fsen_F5	fsen_F6	fsen_F7	fsen_F8	fsen_F9	fsen_F10	fsen_F11	fsen_F12	fsen_F13	fvert_F1	fvert_F2	fvert_F3	fvert_F4	fvert_F5	fvert_F6	fvert_F7	fvert_F8	fvert_F9	fvert_F10	fvert_F11	fvert_F12	fvert_F13
02/04/2012	Tremie	T1+T2	3	25	MB	9	2	14,8	13								15	17,1	23,4				100	100	100	100	100	100	40	0	0																	
02/04/2012	Tremie	T1+T2	3	26	MB	9	1	10	13								11,1	17,2	14,2				100	100	100	100	100	100	90	10	0																	
02/04/2012	Tremie	T1+T2	3	27	MB	9	1	16,5	13								17,5	21,3	21,5				100	100	100	100	100	100	100	0	0																	
02/04/2012	Tremie	T1+T2	3	28	MB	9	2	14,4	13								14,6	17,1	23				100	100	100	100	100	100	90	10	0																	
02/04/2012	Tremie	T1+T2	3	29	MB	10	1	13,1	13								15,5	19,5	20,3	5,5			100	100	100	100	100	100	95	5	0																	
02/04/2012	Tremie	T1+T2	3	30	MB	10	1	15	13								14,2	17,1	22	12,6			100	100	100	100	100	100	95	10	0																	
11/04/2012	Tremie	T1+T2	1	1	MB	10	1	23	12										24	16,6																0	0	0	0	0	0	0	95	100	100	100		
11/04/2012	Tremie	T1+T2	1	2	MB	10	1	17	12										23	13,8																0	0	0	0	0	0	0	95	100	100	100		
11/04/2012	Tremie	T1+T2	1	3	MB	10	1	24,5	12										24,5	20,1																0	0	0	0	0	0	0	90	100	100	100		
11/04/2012	Tremie	T1+T2	1	4	MB	10	1	21,5	13										22,2	20,5																0	0	0	0	0	0	0	90	100	100	100		
11/04/2012	Tremie	T1+T2	1	5	MB	10	1	16	13										20,5	15,4																0	0	0	0	0	0	0	95	100	100	100		
11/04/2012	Tremie	T1+T2	1	6	MB	11	1	18,5	13										21	22,5	9,3															0	0	0	0	0	0	0	80	95	100	100	100	
11/04/2012	Tremie	T1+T2	1	7	MB	11	1	20	13										20,5	23,5	6,8															0	0	0	0	0	0	0	95	100	100	100	100	
11/04/2012	Tremie	T1+T2	1	8	MB	10	1	25	12										22,5	12,8																0	0	0	0	0	0	0	95	100	100	100		
11/04/2012	Tremie	T1+T2	1	9	MB	10	1	15,5	13										16	7,4																0	0	0	0	0	0	0	90	85	100	100		
11/04/2012	Tremie	T1+T2	1	10	MB	10	1	19	13										22	14,6																0	0	0	0	0	0	0	80	95	100	100		
11/04/2012	Tremie	T1+T2	2	11	MB	11	1	25	13										20	23	8,2															0	0	0	0	0	0	0	75	95	100	100	100	
11/04/2012	Tremie	T1+T2	2	12	MB	10	1	25,5	12										25,5	19																0	0	0	0	0	0	0	95	100	100	100		
11/04/2012	Tremie	T1+T2	2	13	MB	10	1	18	12										20,7	10,2																0	0	0	0	0	0	0	95	100	100	100		
11/04/2012	Tremie	T1+T2	2	14	MB	10	1	21	12										22,5	24,3																0	0	0	0	0	0	0	70	100	100	100		
11/04/2012	Tremie	T1+T2	2	15	MB	11	1	21,5	12										24,3	28,2	2															0	0	0	0	0	0	0	80	100	100	100	100	
11/04/2012	Tremie	T1+T2	2	16	MB	10	1	24,5	12										25	28,5																0	0	0	0	0	0	0	75	100	100	100		
11/04/2012	Tremie	T1+T2	2	17	MB	11	1	15	13										21,5	23	8,5															0	0	0	0	0	0	0	5	100	100	100	100	
11/04/2012	Tremie	T1+T2	2	18	MB	11	1	16	13										19	19,8	9,6															0	0	0	0	0	0	0	70	100	100	100	100	
11/04/2012	Tremie	T1+T2	2	19	MB	10	1	16	13										21	15,6																0	0	0	0	0	0	0	80	100	100	100		
11/04/2012	Tremie	T1+T2	2	20	MB	10	1	22	12										24	27,8																0	0	0	0	0	0	0	60	95	100	100		
11/04/2012	Tremie	T1+T2	3	21	MB	11	1	17	13										24,5	23,5	5															0	0	0	0	0	0	0	80	100	100	100	100	
11/04/2012	Tremie	T1+T2	3	22	MB	11	1	20,5	13										25,7	24,5	7															0	0	0	0	0	0	0	95	100	100	100	100	
11/04/2012	Tremie	T1+T2	3	23	MB	11	0	21	12										26,7	27,5																0	0	0	0	0	0	0	80	100	100	100		
11/04/2012	Tremie	T1+T2	3	24	MB	11	1	20	13										20,3	22	8,7															0	0	0	0	0	0	0	85	100	100	100	100	
11/04/2012	Tremie	T1+T2	3	25	MB	10	1	17,5	13										23	22,3																0	0	0	0	0	0	0	95	100	100	100		
11/04/2012	Tremie	T1+T2	3	26	MB	10	1	12	13										19	14,5																0	0	0	0	0	0	0	100	100	100	100		
11/04/2012	Tremie	T1+T2	3	27	MB	10	1	20	13										25	19,4																0	0	0	0	0	0	0	95	100	100	100		
11/04/2012	Tremie	T1+T2	3	28	MB	11	1	20	13										23,5	24	3,5															0	0	0	0	0	0	0	90	100	100	100	100	
11/04/2012	Tremie	T1+T2	3	29	MB	10	1	19	13										21	21,5																0	0	0	0	0	0	0	95	100	100	100		
11/04/2012	Tremie	T1+T2	3	30	MB	11	1	22	13										21,5	23,5	6,2															0	0	0	0	0	0	0	90	100	100	100	100	
09/05/2012	Tremie	T1+T2	1	1	MB	12	0	54,5	12								17	18	23,4	25,4	16,7															0	0	0	0	0	0	0	60	90	90	95	100	
09/05/2012	Tremie	T1+T2	1	2	MB	12	0	51	12								16	19	22,5	24,5	18,2															0	0	0	0	0	0	0	80	95	95	98	100	
09/05/2012	Tremie	T1+T2	1	3	MB	12	0	52,5	12								18	17,5	24,3	26,5	17,1															0	0	0	0	0	0	0	50	85	85	95	98	
09/05/2012	Tremie	T1+T2	1	4	MB	13	0	62	13									20	22,8	23	18,7	11,5														0	0	0	0	0	0	0	0	90	95	95	100	100
09/05/2012	Tremie	T1+T2	1	5	MB	13	0	50	13									17,5	19,5	21	21,1	13,5														0	0	0	0	0	0	0	0	65	95	98	100	100
09/05/2012	Tremie	T1+T2	1	6	MB	13	0	55	13									19,2	20,5	23,5	24,3	15,3														0	0	0	0	0	0	0	0	45	85	95	98	100
09/05/2012	Tremie	T1+T2	1	7	MB	13	0	59,5	13									18,5	20	24	22	14,2														0	0	0	0	0	0	0	0	90	90	95	100	100
09/05/2012	Tremie	T1+T2	1	8	MB	12	0	56	12									19	23	24,8	13,2															0	0	0	0	0	0	0	0	90	95	98	100	
09/05/2012	Tremie	T1+T2	1	9	MB	13	0	54,5	13								12,5	14,5	16,3	15,7	12,5	7,5														0	0	0	0	0	0	0	30	90	98	100	100	100
09/05/2012	Tremie	T1+T2	1	10	MB	13	0	53,5	13									18,5	21,8	21,5	17,5	9,5														0	0	0	0	0	0	0	0	65	85	90	98	100
09/05/2012	Tremie	T1+T2	2	11	MB	13	0	56	13									17,8	20,5	22,5	20,2	11,5														0	0	0	0	0	0	0	0	80	90	90	98	100
09/05/2012	Tremie	T1+T2	2	12	MB	12	0	58	12								18,6	20	25,5	24,1	14,6															0	0	0	0	0	0	0	70	85	85	95	100	
09/05/2012	Tremie	T1+T2	2	13	MB	12	0	50	12								17,8	18,5	20	19,2	14,8															0	0	0	0	0	0	0	5	85	95	100	100	
09/05/2012	Tremie	T1+T2	2	14	MB	12	0	50,5	12									19	25	24,8	17															0	0	0	0	0	0	0	0	80	85	95	100	
09/05/2012	Tremie	T1+T2	2	15	MB	12	0	53	12									19	23	27,5	20															0	0	0	0	0	0	0	0	85	90	95	100	
09/05/2012	Tremie	T1+T2	2	16	MB	12	0	52	12									19	25,5	23,8	15															0	0	0	0	0	0	0	0	65	80	90	100	
09/05/2012	Tremie	T1+T2	2	17	MB	13	0	52	13									16,5	21,5	22,5	20,2	13,5														0	0	0	0	0	0	0	0	85	90	90	100	100
09/05/2012	Tremie	T1+T2	2	18	MB	13	0	46	13										16,8	19,6	23															0	0	0	0	0	0	0	0	80	95	95	98	
09/05/2012	Tremie	T1+T2	2	19	MB	13	0	52	13									18	21	20	17,1	10,9														0	0	0	0	0	0	0	0	95	95	98	100	100
09/05/2012	Tremie	T1+T2	2	20	MB	12	0	55	12									19,3	23,3	27,2	17,5															0	0	0	0	0	0	0	0	85	85	90	98	
09/05/2012	Tremie	T1+T2	3	21	MB	13	0	58	13									19,3	23,8	22	21,1	13,5														0	0	0	0	0	0	0	0	85	90	95	100	100
09/05/2012	Tremie	T1+T2	3	22	MB	13	0	62	13								14,5	18,1	25,5	24,7	23,5	14														0	0	0	0	0	0	0	45	95	90	95	100	100
09/05/2012	Tremie	T1+T2	3	23	MB	12	0	55	12									19,5	26,2	27,3	19,5															0	0	0	0	0	0	0	0	85	90	95	100	
09/05/2012	Tremie	T1+T2	3	24	MB	13	0	51	13									16,5	20,5	22,1	23,9	14,3														0	0	0	0	0	0	0	0	70	90	95	100	100
09/05/2012	Tremie	T1+T2	3	25	MB	13	0	55,5	13								15	16	23,5	23	19	9,5														0	0	0	0	0	0	0	15	95	95	98	100	100
09/05/2012	Tremie	T1+T2	3	26	MB	13	0	45,5	13									17,2	18,8	20	21,5	13,5														0	0	0	0	0	0	0	0	60	90	98	100	100
09/05/2012	Tremie	T1+T2	3	27	MB	13	0	58,5	13								16,5	21,2	23,5	23,5	19,2	12,2														0	0	0	0	0	0	0	20	90	90	95	100	100
09/05/2012	Tremie	T1+T2	3	28	MB	13	0	56,5	13								14,5	16,3	23,5	24	21,5	13,2														0	0	0	0	0	0	0	25	90	90	95	100	100
09/05/2012	Tremie	T1+T2	3	29	MB	13	0	56	13								15,5	19	19	22	18,6	18,2														0	0	0	0	0	0	0	80	90	95	98	100	100
09/05/2012	Tremie	T1+T2	3	30	MB	13	0	58	13									17,5	22	23,4	20	12,2														0	0	0	0	0	0	0	0	90	85	95	100	100
12/06/2012	Tremie	T1+T2	1	1	MB	12	0		12																											0	0	0	0	0	0	0	0	0	0	5	85	
12/06/2012	Tremie	T1+T2	1	2	MB	12	0		12																											0	0	0	0	0	0	0	0	0	0	0	75	
12/06/2012	Tremie	T1+T2	1	3	MB	12	0		12																											0	0	0	0	0	0	0	0	0	0	0	90	
12/06/2012	Tremie	T1+T2	1	4	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	20	100
12/06/2012	Tremie	T1+T2	1	5	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	10	100
12/06/2012	Tremie	T1+T2	1	6	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	0	100
12/06/2012	Tremie	T1+T2	1	7	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	15	100
12/06/2012	Tremie	T1+T2	1	8	MB	12	0		12																											0	0	0	0	0	0	0	0	0	0	0	75	
12/06/2012	Tremie	T1+T2	1	9	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	70	100
12/06/2012	Tremie	T1+T2	1	10	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	30	100
12/06/2012	Tremie	T1+T2	2	11	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	40	85
12/06/2012	Tremie	T1+T2	2	12	MB	12	0		12																											0	0	0	0	0	0	0	0	0	0	30	75	
12/06/2012	Tremie	T1+T2	2	13	MB	12	0		12																											0	0	0	0	0	0	0	0	0	0	15	75	
12/06/2012	Tremie	T1+T2	2	14	MB	12	0		12																											0	0	0	0	0	0	0	0	0	0	0	60	
12/06/2012	Tremie	T1+T2	2	15	MB	12	0		12																											0	0	0	0	0	0	0	0	0	0	0	45	
12/06/2012	Tremie	T1+T2	2	16	MB	12	0		12																											0	0	0	0	0	0	0	0	0	0	15	80	
12/06/2012	Tremie	T1+T2	2	17	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	20	75
12/06/2012	Tremie	T1+T2	2	18	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	11	5	80
12/06/2012	Tremie	T1+T2	2	19	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	25	75
12/06/2012	Tremie	T1+T2	2	20	MB	12	0		12																											0	0	0	0	0	0	0	0	0	0	0	45	
12/06/2012	Tremie	T1+T2	3	21	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	40	95
12/06/2012	Tremie	T1+T2	3	22	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	15	85
12/06/2012	Tremie	T1+T2	3	23	MB	12	0		12																											0	0	0	0	0	0	0	0	0	0	0	20	
12/06/2012	Tremie	T1+T2	3	24	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	0	75
12/06/2012	Tremie	T1+T2	3	25	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	70	90
12/06/2012	Tremie	T1+T2	3	26	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	5	90
12/06/2012	Tremie	T1+T2	3	27	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	80	90
12/06/2012	Tremie	T1+T2	3	28	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	5	30	80
12/06/2012	Tremie	T1+T2	3	29	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	20	90
12/06/2012	Tremie	T1+T2	3	30	MB	13	0		13																											0	0	0	0	0	0	0	0	0	0	0	20	85
