variety;date;bloc;plant;num_leaf_bottom;num_leaf_top;green;septo_green;necro;obs_affected_surf
mercia;01/19/2011;2;21;3;10;100;0;0;0
mercia;01/19/2011;2;22;3;10;98;0;2;0
mercia;01/19/2011;2;23;3;10;100;0;0;0
mercia;01/19/2011;2;24;3;10;100;0;0;0
mercia;01/19/2011;3;25;3;10;100;0;0;0
mercia;01/19/2011;3;26;3;10;100;0;0;0
mercia;01/19/2011;3;27;3;10;100;0;0;0
mercia;01/19/2011;3;28;3;10;100;0;0;0
mercia;01/19/2011;3;29;3;10;100;0;0;0
mercia;01/19/2011;3;30;3;10;85;0;15;0
mercia;01/19/2011;3;31;3;10;100;0;0;0
mercia;01/19/2011;3;32;3;10;100;0;0;0
mercia;01/19/2011;3;33;3;10;100;0;0;0
mercia;01/19/2011;3;34;3;10;100;0;0;0
mercia;01/19/2011;3;35;3;10;100;0;0;0
mercia;01/19/2011;3;36;3;10;100;0;0;0
