variety;date;bloc;plant;num_leaf_bottom;num_leaf_top;green;septo_green;necro;obs_affected_surf
mercia;06/08/2011;1;6;;4;0;0;100;0
mercia;06/08/2011;1;8;;4;0;0;100;0
mercia;06/08/2011;1;9;;4;0;0;100;0
mercia;06/08/2011;1;10;;4;0;0;100;0
mercia;06/08/2011;1;14;;4;0;0;100;0
mercia;06/08/2011;1;16;;4;0;0;100;0
mercia;06/08/2011;1;17;;4;0;0;100;0
mercia;06/08/2011;1;21;;4;0;0;100;0
mercia;06/08/2011;1;24;;4;0;0;100;0
mercia;06/08/2011;1;27;;4;0;0;100;0
mercia;06/08/2011;1;28;;4;0;0;100;0
mercia;06/08/2011;1;29;;4;0;0;100;0
mercia;06/08/2011;1;30;;4;0;0;100;0
mercia;06/08/2011;2;1;;1;92;0;3;5
mercia;06/08/2011;2;2;;1;92;0;5;3
mercia;06/08/2011;2;3;;1;95;0;5;0
mercia;06/08/2011;2;4;;1;80;0;5;15
mercia;06/08/2011;2;5;;1;95;0;5;0
mercia;06/08/2011;2;6;;1;99;0;1;0
mercia;06/08/2011;2;7;;1;92;0;5;3
mercia;06/08/2011;2;8;;1;98;0;1;1
mercia;06/08/2011;2;9;;1;92.15;3;5;0
mercia;06/08/2011;2;10;;1;99;0;1;0
mercia;06/08/2011;2;11;;1;93;7;0;0
mercia;06/08/2011;2;12;;1;99;0;1;0
mercia;06/08/2011;2;13;;1;76.5;10;5;10
mercia;06/08/2011;2;14;;1;98;0;1;1
mercia;06/08/2011;2;15;;1;95;0;5;0
mercia;06/08/2011;2;16;;1;99;0;1;0
mercia;06/08/2011;2;17;;1;95;0;5;0
mercia;06/08/2011;2;18;;1;99;0;1;0
mercia;06/08/2011;2;19;;1;80;0;5;15
mercia;06/08/2011;2;20;;1;95;0;5;0
mercia;06/08/2011;2;21;;1;95;0;5;0
mercia;06/08/2011;2;22;;1;97;0;3;0
mercia;06/08/2011;2;23;;1;97;0;3;0
mercia;06/08/2011;2;24;;1;98;0;2;0
mercia;06/08/2011;2;25;;1;98;0;2;0
mercia;06/08/2011;2;26;;1;99;0;1;0
mercia;06/08/2011;2;27;;1;87;0;3;10
mercia;06/08/2011;2;28;;1;99;0;1;0
mercia;06/08/2011;2;29;;1;94;0;3;3
mercia;06/08/2011;2;30;;1;98;0;1;1
mercia;06/08/2011;2;1;;2;82.45;15;3;0
mercia;06/08/2011;2;2;;2;77.6;20;3;0
mercia;06/08/2011;2;3;;2;87.3;10;3;0
mercia;06/08/2011;2;4;;2;68;15;20;0
mercia;06/08/2011;2;5;;2;71.25;25;5;0
mercia;06/08/2011;2;6;;2;89.1;10;1;0
mercia;06/08/2011;2;7;;2;36;10;60;0
mercia;06/08/2011;2;8;;2;99;0;1;0
mercia;06/08/2011;2;9;;2;22.5;10;75;0
mercia;06/08/2011;2;10;;2;97.02;2;1;0
mercia;06/08/2011;2;11;;2;46.75;45;15;0
mercia;06/08/2011;2;12;;2;96.04;2;2;0
mercia;06/08/2011;2;13;;2;63.75;15;25;0
mercia;06/08/2011;2;14;;2;97;3;0;0
mercia;06/08/2011;2;15;;2;87.3;10;3;0
mercia;06/08/2011;2;16;;2;90.16;8;2;0
mercia;06/08/2011;2;17;;2;82.45;3;15;0
mercia;06/08/2011;2;18;;2;28;30;60;0
mercia;06/08/2011;2;19;;2;60;20;15;10
mercia;06/08/2011;2;20;;2;88.2;10;2;0
mercia;06/08/2011;2;21;;2;59.5;30;15;0
mercia;06/08/2011;2;22;;2;81;10;10;0
mercia;06/08/2011;2;23;;2;77.6;20;3;0
mercia;06/08/2011;2;24;;2;45;50;10;0
mercia;06/08/2011;2;25;;2;92.15;5;3;0
mercia;06/08/2011;2;26;;2;68.6;30;2;0
mercia;06/08/2011;2;27;;2;66.5;30;5;0
mercia;06/08/2011;2;28;;2;81;10;10;0
mercia;06/08/2011;2;29;;2;72.75;25;3;0
mercia;06/08/2011;2;30;;2;83.3;15;2;0
mercia;06/08/2011;2;1;;3;23.75;5;75;0
mercia;06/08/2011;2;2;;3;0;0;100;0
mercia;06/08/2011;2;3;;3;45;25;40;0
mercia;06/08/2011;2;4;;3;0;0;100;0
mercia;06/08/2011;2;5;;3;42.5;15;50;0
mercia;06/08/2011;2;6;;3;0;0;100;0
mercia;06/08/2011;2;7;;3;0;0;100;0
mercia;06/08/2011;2;8;;3;48;40;20;0
mercia;06/08/2011;2;9;;3;0;0;100;0
mercia;06/08/2011;2;10;;3;48;20;40;0
mercia;06/08/2011;2;11;;3;25;0;75;0
mercia;06/08/2011;2;12;;3;36;10;60;0
mercia;06/08/2011;2;13;;3;0;0;100;0
mercia;06/08/2011;2;14;;3;36;60;10;0
mercia;06/08/2011;2;15;;3;24.5;75;2;0
mercia;06/08/2011;2;16;;3;16;60;60;0
mercia;06/08/2011;2;17;;3;67.5;10;25;0
mercia;06/08/2011;2;18;;3;0;0;100;0
mercia;06/08/2011;2;19;;3;25;0;75;0
mercia;06/08/2011;2;20;;3;95;0;5;0
mercia;06/08/2011;2;21;;3;0;0;100;0
mercia;06/08/2011;2;22;;3;0;0;100;0
mercia;06/08/2011;2;23;;3;0;0;100;0
mercia;06/08/2011;2;24;;3;0;0;100;0
mercia;06/08/2011;2;25;;3;0;0;100;0
mercia;06/08/2011;2;26;;3;0;0;100;0
mercia;06/08/2011;2;27;;3;0;0;100;0
mercia;06/08/2011;2;28;;3;0;0;100;0
mercia;06/08/2011;2;29;;3;63.75;15;25;0
mercia;06/08/2011;2;30;;3;35;50;30;0
mercia;06/08/2011;2;1;;4;0;0;100;0
mercia;06/08/2011;2;3;;4;0;0;100;0
mercia;06/08/2011;2;5;;4;0;0;100;0
mercia;06/08/2011;2;8;;4;0;0;100;0
mercia;06/08/2011;2;10;;4;0;0;100;0
mercia;06/08/2011;2;11;;4;0;0;100;0
mercia;06/08/2011;2;12;;4;0;0;100;0
mercia;06/08/2011;2;14;;4;0;0;100;0
mercia;06/08/2011;2;15;;4;0;0;100;0
mercia;06/08/2011;2;16;;4;0;0;100;0
mercia;06/08/2011;2;17;;4;0;0;100;0
mercia;06/08/2011;2;19;;4;0;0;100;0
mercia;06/08/2011;2;20;;4;0;0;100;0
mercia;06/08/2011;2;29;;4;0;0;100;0
mercia;06/08/2011;2;30;;4;0;0;100;0
mercia;06/08/2011;3;1;;1;95;0;5;0
mercia;06/08/2011;3;2;;1;90;0;10;0
mercia;06/08/2011;3;3;;1;72.75;3;5;20
mercia;06/08/2011;3;4;;1;95;0;5;0
mercia;06/08/2011;3;5;;1;88;0;12;0
mercia;06/08/2011;3;6;;1;95;0;5;0
mercia;06/08/2011;3;7;;1;60;0;40;0
mercia;06/08/2011;3;8;;1;88;0;12;0
mercia;06/08/2011;3;9;;1;70;0;10;20
mercia;06/08/2011;3;10;;1;90;0;5;5
mercia;06/08/2011;3;11;;1;95;0;5;0
mercia;06/08/2011;3;12;;1;90;0;10;0
mercia;06/08/2011;3;13;;1;94;0;5;1
mercia;06/08/2011;3;14;;1;90;0;5;5
mercia;06/08/2011;3;15;;1;98;0;1;1
mercia;06/08/2011;3;16;;1;85;0;0;15
mercia;06/08/2011;3;17;;1;85;0;15;0
mercia;06/08/2011;3;18;;1;88;0;0;12
mercia;06/08/2011;3;19;;1;85;0;15;0
mercia;06/08/2011;3;20;;1;80;0;5;15
mercia;06/08/2011;3;21;;1;95;0;5;0
mercia;06/08/2011;3;22;;1;90;0;5;5
mercia;06/08/2011;3;23;;1;85;0;15;0
mercia;06/08/2011;3;24;;1;70;0;30;0
mercia;06/08/2011;3;25;;1;85;0;15;0
mercia;06/08/2011;3;26;;1;90;0;10;0
mercia;06/08/2011;3;27;;1;80;0;20;0
mercia;06/08/2011;3;28;;1;90;0;10;0
mercia;06/08/2011;3;29;;1;80.75;5;15;0
mercia;06/08/2011;3;30;;1;95;0;5;0
mercia;06/08/2011;3;1;;2;72;20;10;0
mercia;06/08/2011;3;2;;2;76.5;15;10;0
mercia;06/08/2011;3;3;;2;20;60;50;0
mercia;06/08/2011;3;4;;2;76.5;10;15;0
mercia;06/08/2011;3;5;;2;91.14;7;2;0
mercia;06/08/2011;3;6;;2;54;10;40;0
mercia;06/08/2011;3;7;;2;0;0;100;0
mercia;06/08/2011;3;8;;2;58.5;10;35;0
mercia;06/08/2011;3;9;;2;78.4;2;20;0
mercia;06/08/2011;3;10;;2;80.75;5;15;0
mercia;06/08/2011;3;11;;2;76;5;20;0
mercia;06/08/2011;3;12;;2;40;0;60;0
mercia;06/08/2011;3;13;;2;90;0;10;0
mercia;06/08/2011;3;14;;2;83.3;15;2;0
mercia;06/08/2011;3;15;;2;94.05;1;5;0
mercia;06/08/2011;3;16;;2;79.05;7;15;0
mercia;06/08/2011;3;17;;2;55.25;15;35;0
mercia;06/08/2011;3;18;;2;76;5;10;10
mercia;06/08/2011;3;19;;2;71.25;5;25;0
mercia;06/08/2011;3;20;;2;56;20;30;0
mercia;06/08/2011;3;21;;2;45;25;40;0
mercia;06/08/2011;3;22;;2;76.5;10;15;0
mercia;06/08/2011;3;23;;2;63;10;30;0
mercia;06/08/2011;3;24;;2;64;20;20;0
mercia;06/08/2011;3;25;;2;71.25;5;25;0
mercia;06/08/2011;3;26;;2;70;0;30;0
mercia;06/08/2011;3;27;;2;49.5;10;45;0
mercia;06/08/2011;3;28;;2;25.5;15;70;0
mercia;06/08/2011;3;29;;2;52.25;5;45;0
mercia;06/08/2011;3;30;;2;85.5;5;10;0
mercia;06/08/2011;3;1;;3;0;0;100;0
mercia;06/08/2011;3;2;;3;0;0;100;0
mercia;06/08/2011;3;3;;3;0;0;100;0
mercia;06/08/2011;3;4;;3;0;0;100;0
mercia;06/08/2011;3;5;;3;12;80;40;0
mercia;06/08/2011;3;6;;3;0;0;100;0
mercia;06/08/2011;3;7;;3;0;0;100;0
mercia;06/08/2011;3;8;;3;0;0;100;0
mercia;06/08/2011;3;9;;3;0;0;100;0
mercia;06/08/2011;3;10;;3;0;0;100;0
mercia;06/08/2011;3;11;;3;0;0;100;0
mercia;06/08/2011;3;12;;3;0;0;100;0
mercia;06/08/2011;3;13;;3;6;90;40;0
mercia;06/08/2011;3;14;;3;0;0;100;0
mercia;06/08/2011;3;15;;3;0;0;100;0
mercia;06/08/2011;3;16;;3;35;30;50;0
mercia;06/08/2011;3;17;;3;5;0;95;0
mercia;06/08/2011;3;18;;3;0;0;100;0
mercia;06/08/2011;3;19;;3;17;15;80;0
mercia;06/08/2011;3;20;;3;24;40;60;0
mercia;06/08/2011;3;21;;3;4.75;5;95;0
mercia;06/08/2011;3;22;;3;0;0;100;0
mercia;06/08/2011;3;23;;3;17;15;80;0
mercia;06/08/2011;3;24;;3;0;0;100;0
mercia;06/08/2011;3;25;;3;9;10;90;0
mercia;06/08/2011;3;26;;3;10;0;90;0
mercia;06/08/2011;3;27;;3;0;0;100;0
mercia;06/08/2011;3;28;;3;0;0;100;0
mercia;06/08/2011;3;29;;3;10;0;90;0
mercia;06/08/2011;3;30;;3;25.5;15;70;0
mercia;06/08/2011;3;5;;4;0;0;100;0
mercia;06/08/2011;3;13;;4;0;0;100;0
mercia;06/08/2011;3;16;;4;0;0;100;0
mercia;06/08/2011;3;17;;4;0;0;100;0
mercia;06/08/2011;3;19;;4;0;0;100;0
mercia;06/08/2011;3;20;;4;0;0;100;0
mercia;06/08/2011;3;21;;4;0;0;100;0
mercia;06/08/2011;3;23;;4;0;0;100;0
mercia;06/08/2011;3;25;;4;0;0;100;0
mercia;06/08/2011;3;26;;4;0;0;100;0
mercia;06/08/2011;3;29;;4;0;0;100;0
mercia;06/08/2011;3;30;;4;0;0;100;0
