An	Jour	Jsim	hhmm	PAR	Tair	HR	Vent	Pluie
2001	277	4	2200	-2.9	12.97	82.6	2.482	0
2001	277	4	2300	-2.95	12.9	82.1	1.893	0
2001	277	4	2400	-2.79	12.6	83.5	1.964	0
2001	278	5	100	-1.95	12.55	83.4	2.703	0
2001	278	5	200	-1.85	12.47	83.5	2.842	0
2001	278	5	300	-2.22	12	85.4	1.163	0
2001	278	5	400	-2.68	11.39	88.9	1.208	0
2001	278	5	500	-3.76	10.88	88.6	1.271	0
2001	278	5	600	-1.93	9.89	91.4	1.38	0
2001	278	5	700	114.26	9.94	92.2	1.296	0
2001	278	5	800	421.93	12.27	86.2	1.689	0
2001	278	5	900	760.4	14.08	80.6	2.343	0
2001	278	5	1000	1043.9	15.6	76.2	2.661	0
2001	278	5	1100	1128.68	17.04	70.9	3.116	0
2001	278	5	1200	1286.99	17.8	69.34	3.418	0
2001	278	5	1300	1234.44	18.68	64.35	3.67	0
2001	278	5	1400	957.79	19	62.08	3.63	0
2001	278	5	1500	381.97	18.51	65.06	3.464	0
2001	278	5	1600	262.74	18.35	67.12	3.734	0
2001	278	5	1700	86.11	17.88	67.77	3.303	0
2001	278	5	1800	6.5	17.14	71.1	3.622	0
2001	278	5	1900	-3.68	16.86	74.3	4.524	0
2001	278	5	2000	-4.12	16.59	77.4	5.406	0
2001	278	5	2100	-4.24	16.29	80.5	5.687	0
2001	278	5	2200	-2.18	16.13	82.4	5.535	0
2001	278	5	2300	-1.01	16.25	83.7	4.314	0
2001	278	5	2400	-2.97	16.33	84.6	4.164	0
2001	279	6	100	-4.62	15.68	86.6	3.82	0
2001	279	6	200	-4.87	15.26	87.6	3.553	0
2001	279	6	300	-4.84	14.59	89.2	3.34	0
2001	279	6	400	-1.19	14.58	90.1	3.5	0
2001	279	6	500	-2.07	14.74	88.9	3.838	0
2001	279	6	600	-1.87	14.18	90.2	3.308	0
2001	279	6	700	83.55	14.14	90.9	3.265	0
2001	279	6	800	251.92	14.77	89	3.439	0
2001	279	6	900	181.93	15.53	86.1	2.976	0
2001	279	6	1000	384.84	16.56	83	3.483	0
2001	279	6	1100	709.4	17.56	77.3	3.148	0
2001	279	6	1200	350.62	17.97	75.4	2.826	0
2001	279	6	1300	97.66	17.29	82.5	1.768	0.2
2001	279	6	1400	98.89	16.88	87.2	1.399	0.6
2001	279	6	1500	100.9	16.53	91.7	1.318	2.4
2001	279	6	1600	211.3	16.64	89.5	3.244	0
2001	279	6	1700	105.91	16.37	86.6	2.46	0
2001	279	6	1800	12.34	15.83	88.4	1.998	0
2001	279	6	1900	-1.04	15.61	88.3	2.661	0
2001	279	6	2000	-1.73	15.41	89.3	2.877	0
2001	279	6	2100	-4.31	14.74	87.9	3.815	0
2001	279	6	2200	-3.84	14.22	88.5	3.844	0
2001	279	6	2300	-4.23	14.07	88.9	3.772	0
2001	279	6	2400	-5.13	13.59	90.2	3.626	0
2001	280	7	100	-5.01	13.12	90.8	4.067	0
2001	280	7	200	-5.11	12.99	90.4	4.067	0
2001	280	7	300	-5.61	13.07	89.3	4.013	0
2001	280	7	400	-5.23	12.9	89.6	4.272	0
2001	280	7	500	-4.97	12.86	89.2	3.961	0
2001	280	7	600	-3.89	12.96	88.9	4.3	0
2001	280	7	700	62.73	13.29	88.1	4.72	0
2001	280	7	800	383.51	13.77	86.4	5.001	0
2001	280	7	900	508.04	14.47	84.3	5.952	0
2001	280	7	1000	673.63	15.02	80.5	6.063	0
2001	280	7	1100	1007.69	16.07	74.8	6.748	0
2001	280	7	1200	810.3	16.62	70.5	7.51	0
2001	280	7	1300	820.68	17.16	67.81	7.44	0
2001	280	7	1400	678.27	17.74	63.48	7.82	0
2001	280	7	1500	297.63	17.54	63.23	7.69	0
2001	280	7	1600	76.26	17.01	65.39	7.62	0
2001	280	7	1700	40.6	16.99	67.54	7.66	0
2001	280	7	1800	-0.02	17.13	65.02	7.75	0
2001	280	7	1900	-0.14	17.01	64.99	8.07	1.4
2001	280	7	2000	1.6	12.62	84.3	6.696	3.4
2001	280	7	2100	1.41	12.53	83.8	6.241	0.2
2001	280	7	2200	0.86	12.44	82.1	7.22	0.2
2001	280	7	2300	-1.94	12.53	81.8	7.25	0
2001	280	7	2400	-3.28	12.33	82.4	6.732	0
2001	281	8	100	-2.46	12.3	83.6	5.999	0
2001	281	8	200	-3.1	12.21	84.2	5.822	0
2001	281	8	300	-2.45	12.28	84.4	5.19	0
2001	281	8	400	-3.16	12.19	85.7	6.03	0
2001	281	8	500	-2.43	12.41	85	5.511	0
2001	281	8	600	-1.39	12.5	84.8	5.918	0
2001	281	8	700	23.89	12.7	82.9	6.807	0
2001	281	8	800	239.78	12.79	84.4	5.51	0
2001	281	8	900	530.78	13.62	81.4	6.993	0
2001	281	8	1000	778.07	14.15	79.3	6.941	0
2001	281	8	1100	862.41	14.83	76.8	6.871	0
2001	281	8	1200	853.36	15.25	75.9	6.805	0
2001	281	8	1300	623.29	15.63	71.1	6.177	0
2001	281	8	1400	891.78	15.9	71.3	6.516	0
2001	281	8	1500	718.68	16.43	67.19	6.77	0
2001	281	8	1600	499.43	16	67.68	7.12	0
2001	281	8	1700	164.71	15.27	67.84	6.253	0
2001	281	8	1800	1.12	14.71	73.7	5.766	0
2001	281	8	1900	-5.91	13.77	80.4	4.702	0
2001	281	8	2000	-5.02	13.1	79.5	4.76	0
2001	281	8	2100	-4.93	12.68	82	5.195	0
2001	281	8	2200	-4.6	12.58	82.5	6.147	0
2001	281	8	2300	-4.78	12.36	83.5	6.649	0
2001	281	8	2400	-3.69	12	85.9	6.38	0
2001	282	9	100	-1.25	12.21	85.4	6.568	0
2001	282	9	200	-1.38	12.01	85.8	6.321	0
2001	282	9	300	-1.49	11.95	86.1	5.935	0
2001	282	9	400	-4.5	11.61	86.8	5.698	0
2001	282	9	500	-4.38	11.39	87.4	6.029	0
2001	282	9	600	-1.55	11.22	87.5	5.819	0
2001	282	9	700	72.99	11.41	87	5.83	0
2001	282	9	800	216.15	11.62	86.3	5.032	0
2001	282	9	900	652.44	12.56	83.7	4.737	0
2001	282	9	1000	686.22	13.58	80.4	4.376	0
2001	282	9	1100	1093.8	14.8	76.3	4.724	0
2001	282	9	1200	1009.9	15.96	70	5.32	0
2001	282	9	1300	640.07	16.36	67.95	4.432	0
2001	282	9	1400	509.37	16.36	69.23	3.487	0
2001	282	9	1500	315.29	16	72.1	2.643	0
2001	282	9	1600	516.43	16.76	66.82	3.374	0
2001	282	9	1700	158.75	16.03	70.3	2.037	0
2001	282	9	1800	0.27	14.35	78.2	1.226	0
2001	282	9	1900	-3.67	12.93	84.4	0.828	0
2001	282	9	2000	-3.09	12.61	86.1	0.739	0
2001	282	9	2100	-2.8	12.43	86.8	0.764	0
2001	282	9	2200	-3.89	11.87	86.7	0.728	0
2001	282	9	2300	-2.57	11.35	88.5	0.499	0
2001	282	9	2400	-2.95	10.34	91.7	0.998	0
2001	283	10	100	-2.47	9.57	92.7	0.596	0
2001	283	10	200	-3.43	9.42	93	0.892	0
2001	283	10	300	-2.93	9.08	93.4	0.725	0
2001	283	10	400	-2.73	8.11	94	0.474	0
2001	283	10	500	-2.34	7.96	94.5	0.366	0
2001	283	10	600	-1.72	7.63	95	0.543	0
2001	283	10	700	69.7	6.943	94.9	0.649	0
2001	283	10	800	276.21	8.39	95.1	0.694	0.2
2001	283	10	900	708.08	11.38	91.7	0.703	0
2001	283	10	1000	990.25	14.36	81.1	0.696	0
2001	283	10	1100	1186.53	16.22	72.2	1.631	0
2001	283	10	1200	952.49	17.23	68.86	2.068	0
2001	283	10	1300	683.13	17.57	65.38	2.334	0
2001	283	10	1400	720.88	18	64.59	2.634	0
2001	283	10	1500	631.24	18.38	62.3	3.128	0
2001	283	10	1600	411.78	18.28	64.94	2.742	0
2001	283	10	1700	137.42	17.14	67.72	2.538	0
2001	283	10	1800	-0.6	15.03	76.5	1.606	0
2001	283	10	1900	-5.38	13.48	82.1	1.017	0
2001	283	10	2000	-4.04	12.7	84.6	0.774	0
2001	283	10	2100	-3.61	12.41	85.4	0.434	0
2001	283	10	2200	-3.17	11.8	87.8	0.31	0
2001	283	10	2300	-3.96	11.51	88.5	0.988	0
2001	283	10	2400	-4.61	11.06	88.6	0.931	0
2001	284	11	100	-4.35	10.95	88	0.803	0
2001	284	11	200	-3.9	10.66	87.8	0.655	0
2001	284	11	300	-3.15	9.77	92	0.828	0
2001	284	11	400	-3.63	9.16	92.3	0.746	0
2001	284	11	500	-3.17	9.62	92.6	0.556	0
2001	284	11	600	-3.31	10.05	92.6	1.241	0
2001	284	11	700	60.45	10.59	91.4	1.785	0.2
2001	284	11	800	349.95	11.44	90	0.572	0
2001	284	11	900	731.26	14.38	80.5	1.182	0
2001	284	11	1000	1004.82	16.39	73.8	1.691	0
2001	284	11	1100	1207.95	17.83	66.45	2.979	0
2001	284	11	1200	1283.46	18.74	61.07	3.083	0
2001	284	11	1300	1232.9	19.46	57.7	2.786	0
2001	284	11	1400	1060.02	19.73	56.23	2.323	0
2001	284	11	1500	807.21	20.02	56.03	1.918	0
2001	284	11	1600	486.18	19.58	57.71	2.674	0
2001	284	11	1700	141.51	18.57	61.62	1.992	0
2001	284	11	1800	-0.88	16.27	70.2	0.911	0
2001	284	11	1900	-2.73	14.78	76.9	1.167	0
2001	284	11	2000	-3.7	13.38	80.7	1.157	0
2001	284	11	2100	-3.02	12.05	86.9	1.217	0
2001	284	11	2200	-2.7	11.9	86.8	1.303	0
2001	284	11	2300	-3.12	11.04	89.3	1.28	0
2001	284	11	2400	-3.25	10.75	89.5	1.273	0
2001	285	12	100	-2.67	10.99	90.2	1.01	0
2001	285	12	200	-2.91	10.6	90.8	1.49	0
2001	285	12	300	-3.21	10.33	91.6	1.56	0
2001	285	12	400	-3.03	10.12	92.5	1.402	0
2001	285	12	500	-2.91	10.07	93.3	1.263	0
2001	285	12	600	-2.16	9.93	93.9	1.24	0
2001	285	12	700	67.19	10.35	93.4	1.835	0
2001	285	12	800	277.98	11.76	89.9	1.316	0
2001	285	12	900	574.06	13.88	82.4	1.722	0
2001	285	12	1000	822.89	15.75	75.9	2.338	0
2001	285	12	1100	982.3	17.81	71.5	2.122	0
2001	285	12	1200	1003.72	19.68	66.1	1.917	0
2001	285	12	1300	974.35	21.29	62.44	2.073	0
2001	285	12	1400	829.73	21.88	63.41	2.418	0
2001	285	12	1500	638.31	22.33	63.18	2.63	0
2001	285	12	1600	346.42	22.09	64.92	2.097	0
2001	285	12	1700	106.38	21.19	68.72	1.645	0
2001	285	12	1800	-0.28	19.36	76.3	1.207	0
2001	285	12	1900	-2.02	18.02	81.7	1.133	0
2001	285	12	2000	-1.5	18.08	81.7	1.103	0
2001	285	12	2100	-3.29	18.43	80.3	0.851	0
2001	285	12	2200	-1.91	17.67	83.5	0.825	0
2001	285	12	2300	-1.51	17.01	86.3	1.455	0
2001	285	12	2400	-1.91	16.16	88.6	1.58	0
2001	286	13	100	-1.47	15.68	89.8	1.177	0
2001	286	13	200	-1.78	15.78	88	1.144	0
2001	286	13	300	-1.44	15.57	87.2	0.858	0
2001	286	13	400	-1.77	14.8	90.8	1.518	0
2001	286	13	500	-1.11	14.65	91.7	0.489	0
2001	286	13	600	-1.65	13.98	92.5	1.4	0
2001	286	13	700	53.32	13.81	93.4	1	0.2
2001	286	13	800	343.99	15.28	91.9	1.135	0
2001	286	13	900	506.94	17.57	84.5	0.877	0
2001	286	13	1000	810.97	19.85	77	1.203	0
2001	286	13	1100	1013.65	21.63	70.3	1.16	0
2001	286	13	1200	1044.56	22.94	66.02	1.029	0
2001	286	13	1300	1036.84	23.53	65.92	2.099	0
2001	286	13	1400	858.22	23.9	63.3	2.969	0
2001	286	13	1500	561.03	23.66	63.39	2.264	0
2001	286	13	1600	237.57	22.82	67.89	1.596	0
2001	286	13	1700	70.37	21.84	72.1	1.344	0
2001	286	13	1800	-0.93	20.32	78.9	0.905	0
2001	286	13	1900	-2.07	18.71	86.1	1.213	0
2001	286	13	2000	-2.27	17.79	87.1	1.147	0
2001	286	13	2100	-1.91	16.87	90.3	0.944	0
2001	286	13	2200	-2.05	16.55	90.1	1.098	0
2001	286	13	2300	-2.71	17	88.9	0.705	0
2001	286	13	2400	-1.6	16.56	89.8	0.911	0
2001	287	14	100	-3.08	16.95	84.8	0.956	0
2001	287	14	200	-3.67	15.96	88.1	2.146	0
2001	287	14	300	-6.29	16.1	88.2	4.411	0
2001	287	14	400	-3.21	16.15	88.5	2.682	0
2001	287	14	500	-1.97	16.19	89	3.444	0
2001	287	14	600	-1.98	16.13	89.3	3.446	0
2001	287	14	700	24.66	15.94	88.7	3.716	0
2001	287	14	800	101.25	15.88	87.9	4.553	0
2001	287	14	900	176.85	15.92	85.8	4.487	0
2001	287	14	1000	303.37	16.3	83.4	4.489	0
2001	287	14	1100	809.64	17.68	76.3	5.328	0
2001	287	14	1200	615.79	18	74.6	4.949	0
2001	287	14	1300	479.12	18.2	73.4	5.439	0
2001	287	14	1400	274.89	17.39	77.5	5.442	0
2001	287	14	1500	290.12	17.11	77.9	5.366	0
2001	287	14	1600	78.18	16.84	79.2	4.037	0
2001	287	14	1700	21.59	16.47	83.6	4.188	0
2001	287	14	1800	-2.1	16.08	86.1	3.867	0
2001	287	14	1900	-2.78	15.92	87.7	4.367	0
2001	287	14	2000	-3.47	15.77	87.4	3.993	0
2001	287	14	2100	-3.31	15.4	88.2	3.397	0
2001	287	14	2200	-2.35	15.22	88.1	2.34	0
2001	287	14	2300	-2.27	15.04	88.7	1.528	0
2001	287	14	2400	-2.78	14.23	90.3	1.284	0
2001	288	15	100	-2.73	13.51	91.6	1.386	0
2001	288	15	200	-2.57	13.34	92.5	1.539	0
2001	288	15	300	-2.44	12.96	91.3	1.524	0
2001	288	15	400	-6.32	14.72	83	4.524	0
2001	288	15	500	-1.68	14.22	85.8	4.123	0
2001	288	15	600	-3.04	14.52	85.3	4.173	0
2001	288	15	700	76.99	14.56	85.1	3.991	0
2001	288	15	800	101.32	14.95	85	2.561	0.2
2001	288	15	900	427.23	15.67	83.6	3.441	0
2001	288	15	1000	845.19	17.4	78.1	4.66	0
2001	288	15	1100	1005.26	18.77	73.8	5.111	0
2001	288	15	1200	1133.54	19.86	65.43	6.396	0
2001	288	15	1300	1059.36	20.43	61.86	6.98	0
2001	288	15	1400	957.57	20.54	59.61	6.667	0
2001	288	15	1500	619.76	20.31	60.35	5.508	0
2001	288	15	1600	86.37	19.27	63.37	4.676	0
2001	288	15	1700	80.06	16.36	84.3	3.039	2.4
2001	288	15	1800	-1.99	16.03	84.5	3.815	0
2001	288	15	1900	-5.33	15.59	82.2	4.605	0
2001	288	15	2000	-4.31	15.19	81.5	4.435	0
2001	288	15	2100	-3.19	14.71	83.6	3.617	0
2001	288	15	2200	-5.5	13.36	88	1.474	0
2001	288	15	2300	-4.64	12.52	89.6	1.16	0
2001	288	15	2400	-4.11	12.15	89.7	0.69	0
2001	289	16	100	-3.59	11.27	91.9	0.477	0
2001	289	16	200	-3.16	10.65	93	0.503	0
2001	289	16	300	-1.51	10.03	93.6	0.586	0
2001	289	16	400	-0.55	9.86	94.5	0.749	0
2001	289	16	500	-0.66	10.41	94.9	1.267	0
2001	289	16	600	-4.38	10.31	94.9	1.222	0
2001	289	16	700	44.03	10.31	94.7	1.134	0
2001	289	16	800	307.56	11.82	93	1.1	0
2001	289	16	900	704.99	13.37	87.2	2.354	0
2001	289	16	1000	867.93	13.56	89.5	3.039	0
2001	289	16	1100	1082.1	14.62	85.7	2.141	0
2001	289	16	1200	1172.84	15.79	77.9	2.853	0
2001	289	16	1300	1024.91	15.96	76.9	3.199	0
2001	289	16	1400	670.76	14.89	82.2	3.125	0
2001	289	16	1500	311.98	14.15	83.1	3.089	0
2001	289	16	1600	342.45	14.98	77.4	1.623	0
2001	289	16	1700	77.21	14.39	80	1.228	0
2001	289	16	1800	-3.24	12.67	87.4	1.34	0
2001	289	16	1900	-3.88	11.81	91	1.299	0
2001	289	16	2000	-3.82	11.16	92.5	1.247	0
2001	289	16	2100	-3.82	10.5	93.7	1.109	0
2001	289	16	2200	-3.92	10.18	94.5	1.203	0
2001	289	16	2300	-3.64	10.09	94.7	1.249	0
2001	289	16	2400	-3.24	10.24	95.1	1.131	0.2
2001	290	17	100	-3.42	10.22	95.1	1.181	0
2001	290	17	200	-2.2	10	95.3	0.798	0
2001	290	17	300	-3.39	9.08	95.4	1.291	0
2001	290	17	400	-3.52	9.03	95.6	1.151	0
2001	290	17	500	-3.9	8.88	95.6	2.171	0
2001	290	17	600	-3.51	8.8	95.4	1.977	0
2001	290	17	700	55.86	9.13	95.3	2.258	0.2
2001	290	17	800	206.44	11.08	94.3	3.018	0
2001	290	17	900	540.94	14.2	85.1	4.031	0
2001	290	17	1000	621.75	15.32	80.3	3.226	0
2001	290	17	1100	1019.83	16.69	74.8	3.427	0
2001	290	17	1200	873.01	17.97	70.8	3.846	0
2001	290	17	1300	930.86	19.2	66.85	3.82	0
2001	290	17	1400	484.2	19.26	67.02	3.719	0
2001	290	17	1500	568.76	19.54	66.49	3.557	0
2001	290	17	1600	239.56	19.36	68.42	3	0
2001	290	17	1700	43.58	17.96	75	2.856	0
2001	290	17	1800	-2.27	17.41	77.8	3.07	0
2001	290	17	1900	-3.45	16.54	82.2	3.136	0
2001	290	17	2000	-3.04	17.01	79.1	3.603	0
2001	290	17	2100	-2.16	16.7	80.6	3.046	0
2001	290	17	2200	-1.52	16.35	81.3	2.484	0
2001	290	17	2300	-1.43	16.5	78.6	2.111	0
2001	290	17	2400	-1.44	16.29	77.9	2.114	0
2001	291	18	100	-1.52	15.56	81.3	1.885	0
2001	291	18	200	-2.31	15.72	78.5	3.49	0
2001	291	18	300	-3.44	15.29	79	3.148	0
2001	291	18	400	-1.97	15.33	78.3	3.071	0
2001	291	18	500	-1.83	15.34	78.7	3.236	0
2001	291	18	600	-1.36	15.36	79.5	3.449	0
2001	291	18	700	6.87	15.12	83.6	2.829	0.2
2001	291	18	800	42.9	14.53	90.3	2.098	1.4
2001	291	18	900	87.94	14.5	92.4	2.067	1.2
2001	291	18	1000	206.88	15.08	91.9	1.77	0.4
2001	291	18	1100	566.11	15.96	90	2.791	0
2001	291	18	1200	347.75	16.3	85.7	2.984	0
2001	291	18	1300	402.06	15.97	84	1.995	0.2
2001	291	18	1400	469.62	16.16	86	2.044	0
2001	291	18	1500	652.88	17.23	82	2.995	0
2001	291	18	1600	237.79	16.76	79.7	2.53	0
2001	291	18	1700	87.85	16.08	82.3	1.594	0
2001	291	18	1800	-2.22	14.54	86.9	0.941	0
2001	291	18	1900	0.1	14.2	86.6	0.578	0
2001	291	18	2000	-1.63	13.99	87.4	0.751	0
2001	291	18	2100	-1.58	13.58	89.4	1.07	0
2001	291	18	2200	-3.09	12.9	91	1.27	0
2001	291	18	2300	-3	11.9	92	1.265	0
2001	291	18	2400	-2.08	11.82	92.8	1.31	0
2001	292	19	100	-1.95	12.17	92.8	1.602	0
2001	292	19	200	-0.28	13.15	94.7	3.152	0
2001	292	19	300	-0.37	13.09	95.2	3.769	0
2001	292	19	400	-0.66	12.94	94.7	3.495	0
2001	292	19	500	-2.08	12.79	94.2	4.216	0
2001	292	19	600	-2.19	12.87	93.3	3.461	0
2001	292	19	700	14.47	12.77	93.5	3.607	0
2001	292	19	800	97.99	13.04	93.4	3.08	0
2001	292	19	900	174.43	13.14	92.4	3.777	0
2001	292	19	1000	223	13.76	90.1	3.042	0
2001	292	19	1100	184.58	14.51	86.3	3.404	0
2001	292	19	1200	151.07	15.01	85.4	3.844	0
2001	292	19	1300	199.15	15.68	85	2.271	0
2001	292	19	1400	255.9	16.22	85.5	2.653	0
2001	292	19	1500	183.48	16.67	84.6	2.303	0
2001	292	19	1600	107.64	17.03	84.9	2.971	0
2001	292	19	1700	33.47	16.8	85.6	2.36	0
2001	292	19	1800	-1.08	16.22	87.8	1.946	0
2001	292	19	1900	-1.33	16.09	88.2	2.778	0
2001	292	19	2000	-0.54	16.66	86.4	3.539	0
2001	292	19	2100	-1.53	17.93	80.1	4.927	0
2001	292	19	2200	-3.4	17.47	81.9	4.292	0
2001	292	19	2300	-3.45	17.1	82.2	4.135	0
2001	292	19	2400	-2.94	17.06	80.9	4.148	0
2001	293	20	100	-2.2	17.3	78.1	4.21	0
2001	293	20	200	-1.34	17.76	74.9	4.639	0
2001	293	20	300	-1.13	17.56	76.1	3.96	0.2
2001	293	20	400	-1.88	16.54	83.1	2.601	0.2
2001	293	20	500	0.14	15.61	90.3	1.844	1.6
2001	293	20	600	-1.09	14.89	93.1	1.481	0.2
2001	293	20	700	4.49	14.93	93.5	2.542	0.4
2001	293	20	800	52.35	14.87	90.8	2.894	0.6
2001	293	20	900	49.77	14.61	90.3	3.05	1
2001	293	20	1000	116.27	14.56	92.8	3.234	1
2001	293	20	1100	124.28	14.8	91.3	2.29	0.2
2001	293	20	1200	122.16	14.66	91.1	2.682	0.2
2001	293	20	1300	152.5	14.59	90.3	2.209	0
2001	293	20	1400	283.5	14.93	88	2.274	0
2001	293	20	1500	353.93	15.37	86	1.741	0
2001	293	20	1600	119.67	15.34	84.8	1.203	0
2001	293	20	1700	20.36	15.16	86	0.654	0
2001	293	20	1800	-1.09	14.82	89.2	0.683	0
2001	293	20	1900	-1.65	14.1	91.9	0.741	0
2001	293	20	2000	-1.09	13.8	93	1.013	0
2001	293	20	2100	-1.02	13.5	93.1	0.632	0.8
2001	293	20	2200	-0.68	13.4	94.2	1.015	0.6
2001	293	20	2300	-0.9	13.02	94.5	1.594	2
2001	293	20	2400	-0.31	13	94.3	2.232	1.6
2001	294	21	100	-0.34	12.93	94.1	3.262	2.6
2001	294	21	200	0.09	12.66	93.5	4.162	0.6
2001	294	21	300	0.44	12.14	92	4.58	1.2
2001	294	21	400	0.31	12.04	92.2	4.132	1
2001	294	21	500	0.25	12.16	92.5	4.092	1.6
2001	294	21	600	-0.24	12.07	92.9	4.025	1.6
2001	294	21	700	5.03	12.2	93.5	3.383	1.4
2001	294	21	800	73.88	12.77	93	3.918	0.2
2001	294	21	900	310.87	13.61	90	4.546	0
2001	294	21	1000	470.29	14.19	85	4.92	0
2001	294	21	1100	953.6	15.06	78.9	5.105	0
2001	294	21	1200	1206.4	15.99	74.4	5.953	0
2001	294	21	1300	1055.82	16.64	70.2	4.816	0
2001	294	21	1400	619.76	16.66	68.21	4.896	0
2001	294	21	1500	260.09	15.9	74.1	3.89	0
