index,axe,hins,rank,ranktop,plant,inerv,x,y,variety_name,side,harvest,relative_ranktop
0,MS,24.3967735757,13,1.0,19,7533,-0.0287457134774,0.00342887932248,Tremie12,1,2,1
1,MS,24.3967735757,13,1.0,19,7533,-0.0240339033295,0.0542086995021,Tremie12,1,2,1
2,MS,24.3967735757,13,1.0,19,7533,-0.0193220931815,0.104988519682,Tremie12,1,2,1
3,MS,24.3967735757,13,1.0,19,7533,-0.0146102830335,0.155768339861,Tremie12,1,2,1
4,MS,24.3967735757,13,1.0,19,7533,-0.00989847288552,0.206548160041,Tremie12,1,2,1
5,MS,24.3967735757,13,1.0,19,7533,-0.00518666273754,0.25732798022,Tremie12,1,2,1
6,MS,24.3967735757,13,1.0,19,7533,-0.000474852589567,0.3081078004,Tremie12,1,2,1
7,MS,24.3967735757,13,1.0,19,7533,0.00423695755841,0.35888762058,Tremie12,1,2,1
8,MS,24.3967735757,13,1.0,19,7533,0.00894876770639,0.409667440759,Tremie12,1,2,1
9,MS,24.3967735757,13,1.0,19,7533,0.0138152145822,0.460432654743,Tremie12,1,2,1
10,MS,24.3967735757,13,1.0,19,7533,0.0186947134128,0.511196635906,Tremie12,1,2,1
11,MS,24.3967735757,13,1.0,19,7533,0.0235742122434,0.561960617069,Tremie12,1,2,1
12,MS,24.3967735757,13,1.0,19,7533,0.0284537110739,0.612724598232,Tremie12,1,2,1
13,MS,24.3967735757,13,1.0,19,7533,0.0333332099045,0.663488579395,Tremie12,1,2,1
14,MS,24.3967735757,13,1.0,19,7533,0.0382127087351,0.714252560557,Tremie12,1,2,1
15,MS,24.3967735757,13,1.0,19,7533,0.0430922075656,0.76501654172,Tremie12,1,2,1
16,MS,24.3967735757,13,1.0,19,7533,0.0479717063962,0.815780522883,Tremie12,1,2,1
17,MS,24.3967735757,13,1.0,19,7533,0.0528512052268,0.866544504046,Tremie12,1,2,1
18,MS,24.3967735757,13,1.0,19,7533,0.0577307040573,0.917308485209,Tremie12,1,2,1
19,MS,24.3967735757,13,1.0,19,7533,0.0626102028879,0.968072466372,Tremie12,1,2,1
0,MS,5.38728273729,6,8.0,9,3305,-0.00938928477826,-0.0360307853505,Tremie12,1,2,8
1,MS,5.38728273729,6,8.0,9,3305,0.468606424879,0.307753190028,Tremie12,1,2,8
2,MS,5.38728273729,6,8.0,9,3305,0.946602134537,0.651537165406,Tremie12,1,2,8
3,MS,5.38728273729,6,8.0,9,3305,1.42459784419,0.995321140785,Tremie12,1,2,8
4,MS,5.38728273729,6,8.0,9,3305,1.9213272125,1.30673356998,Tremie12,1,2,8
5,MS,5.38728273729,6,8.0,9,3305,2.45755707294,1.54988960416,Tremie12,1,2,8
6,MS,5.38728273729,6,8.0,9,3305,2.99378693337,1.79304563834,Tremie12,1,2,8
7,MS,5.38728273729,6,8.0,9,3305,3.5300167938,2.03620167252,Tremie12,1,2,8
8,MS,5.38728273729,6,8.0,9,3305,4.06954550151,2.27056485646,Tremie12,1,2,8
9,MS,5.38728273729,6,8.0,9,3305,4.6333860682,2.44012645449,Tremie12,1,2,8
10,MS,5.38728273729,6,8.0,9,3305,5.20433173332,2.57843826008,Tremie12,1,2,8
11,MS,5.38728273729,6,8.0,9,3305,5.78605724838,2.66933790422,Tremie12,1,2,8
12,MS,5.38728273729,6,8.0,9,3305,6.36778276344,2.76023754836,Tremie12,1,2,8
13,MS,5.38728273729,6,8.0,9,3305,6.9495082785,2.8511371925,Tremie12,1,2,8
14,MS,5.38728273729,6,8.0,9,3305,7.53123379356,2.94203683664,Tremie12,1,2,8
15,MS,5.38728273729,6,8.0,9,3305,8.11313597734,3.03100247304,Tremie12,1,2,8
16,MS,5.38728273729,6,8.0,9,3305,8.70170302167,3.04700730059,Tremie12,1,2,8
17,MS,5.38728273729,6,8.0,9,3305,9.290270066,3.06301212815,Tremie12,1,2,8
18,MS,5.38728273729,6,8.0,9,3305,9.87872017646,3.04600368983,Tremie12,1,2,8
19,MS,5.38728273729,6,8.0,9,3305,10.4671590751,3.02582987568,Tremie12,1,2,8
0,MS,24.9445337895,11,3.0,24,9593,-0.0365661156322,0.00976234480951,Tremie12,1,2,3
1,MS,24.9445337895,11,3.0,24,9593,0.118434867737,1.1624882567,Tremie12,1,2,3
2,MS,24.9445337895,11,3.0,24,9593,0.281597742445,2.31407194519,Tremie12,1,2,3
3,MS,24.9445337895,11,3.0,24,9593,0.448992604086,3.46506338437,Tremie12,1,2,3
4,MS,24.9445337895,11,3.0,24,9593,0.62157979267,4.6152660532,Tremie12,1,2,3
5,MS,24.9445337895,11,3.0,24,9593,0.803759788467,5.76400842347,Tremie12,1,2,3
6,MS,24.9445337895,11,3.0,24,9593,1.00289860491,6.90993427822,Tremie12,1,2,3
7,MS,24.9445337895,11,3.0,24,9593,1.20203742135,8.05586013296,Tremie12,1,2,3
8,MS,24.9445337895,11,3.0,24,9593,1.41886119646,9.19851342116,Tremie12,1,2,3
9,MS,24.9445337895,11,3.0,24,9593,1.6429699546,10.3398186377,Tremie12,1,2,3
10,MS,24.9445337895,11,3.0,24,9593,1.88029871025,11.4783300507,Tremie12,1,2,3
11,MS,24.9445337895,11,3.0,24,9593,2.13711687999,12.6127227343,Tremie12,1,2,3
12,MS,24.9445337895,11,3.0,24,9593,2.39393504972,13.7471154178,Tremie12,1,2,3
13,MS,24.9445337895,11,3.0,24,9593,2.67674308332,14.875022001,Tremie12,1,2,3
14,MS,24.9445337895,11,3.0,24,9593,2.98304704017,15.9970648785,Tremie12,1,2,3
15,MS,24.9445337895,11,3.0,24,9593,3.28935099703,17.1191077559,Tremie12,1,2,3
16,MS,24.9445337895,11,3.0,24,9593,3.59565495388,18.2411506333,Tremie12,1,2,3
17,MS,24.9445337895,11,3.0,24,9593,3.93973028065,19.3518753378,Tremie12,1,2,3
18,MS,24.9445337895,11,3.0,24,9593,4.30093593399,20.4574669481,Tremie12,1,2,3
19,MS,24.9445337895,11,3.0,24,9593,4.66214158733,21.5630585584,Tremie12,1,2,3
0,MS,19.4781290443,10,4.0,7,2638,-0.0210849491174,0.0133615473729,Tremie12,1,2,4
1,MS,19.4781290443,10,4.0,7,2638,0.180532293823,1.15869585448,Tremie12,1,2,4
2,MS,19.4781290443,10,4.0,7,2638,0.382149536764,2.30403016158,Tremie12,1,2,4
3,MS,19.4781290443,10,4.0,7,2638,0.597375892025,3.44684975777,Tremie12,1,2,4
4,MS,19.4781290443,10,4.0,7,2638,0.818370011246,4.58860357841,Tremie12,1,2,4
5,MS,19.4781290443,10,4.0,7,2638,1.06328196116,5.72546024777,Tremie12,1,2,4
6,MS,19.4781290443,10,4.0,7,2638,1.30880536748,6.86219172205,Tremie12,1,2,4
7,MS,19.4781290443,10,4.0,7,2638,1.58474761926,7.99171116668,Tremie12,1,2,4
8,MS,19.4781290443,10,4.0,7,2638,1.87568844898,9.11767458584,Tremie12,1,2,4
9,MS,19.4781290443,10,4.0,7,2638,2.16662927869,10.243638005,Tremie12,1,2,4
10,MS,19.4781290443,10,4.0,7,2638,2.45854491691,11.369327472,Tremie12,1,2,4
11,MS,19.4781290443,10,4.0,7,2638,2.79673525159,12.4820122815,Tremie12,1,2,4
12,MS,19.4781290443,10,4.0,7,2638,3.17005763436,13.5827440356,Tremie12,1,2,4
13,MS,19.4781290443,10,4.0,7,2638,3.58063088468,14.6708018438,Tremie12,1,2,4
14,MS,19.4781290443,10,4.0,7,2638,3.991204135,15.7588596519,Tremie12,1,2,4
15,MS,19.4781290443,10,4.0,7,2638,4.40177738532,16.84691746,Tremie12,1,2,4
16,MS,19.4781290443,10,4.0,7,2638,4.81235063564,17.9349752681,Tremie12,1,2,4
17,MS,19.4781290443,10,4.0,7,2638,5.27004398129,19.0028375675,Tremie12,1,2,4
18,MS,19.4781290443,10,4.0,7,2638,5.77483835823,20.0505125288,Tremie12,1,2,4
19,MS,19.4781290443,10,4.0,7,2638,6.27963273517,21.0981874902,Tremie12,1,2,4
0,MS,25.5854559634,13,1.0,13,5013,-0.0287457134774,0.00342887932248,Tremie12,1,2,1
1,MS,25.5854559634,13,1.0,13,5013,-0.0189554352136,0.108940042576,Tremie12,1,2,1
2,MS,25.5854559634,13,1.0,13,5013,-0.00916515694981,0.21445120583,Tremie12,1,2,1
3,MS,25.5854559634,13,1.0,13,5013,0.000625121314006,0.319962369084,Tremie12,1,2,1
4,MS,25.5854559634,13,1.0,13,5013,0.0104545436069,0.425469834993,Tremie12,1,2,1
5,MS,25.5854559634,13,1.0,13,5013,0.0205932482319,0.530948087672,Tremie12,1,2,1
6,MS,25.5854559634,13,1.0,13,5013,0.0307319528568,0.636426340351,Tremie12,1,2,1
7,MS,25.5854559634,13,1.0,13,5013,0.0408706574818,0.74190459303,Tremie12,1,2,1
8,MS,25.5854559634,13,1.0,13,5013,0.0510093621068,0.847382845709,Tremie12,1,2,1
9,MS,25.5854559634,13,1.0,13,5013,0.0611480667317,0.952861098387,Tremie12,1,2,1
10,MS,25.5854559634,13,1.0,13,5013,0.0712867713567,1.05833935107,Tremie12,1,2,1
11,MS,25.5854559634,13,1.0,13,5013,0.0814254759816,1.16381760375,Tremie12,1,2,1
12,MS,25.5854559634,13,1.0,13,5013,0.0918067833706,1.2692716987,Tremie12,1,2,1
13,MS,25.5854559634,13,1.0,13,5013,0.102667396728,1.37467806567,Tremie12,1,2,1
14,MS,25.5854559634,13,1.0,13,5013,0.113528010085,1.48008443263,Tremie12,1,2,1
15,MS,25.5854559634,13,1.0,13,5013,0.124388623442,1.5854907996,Tremie12,1,2,1
16,MS,25.5854559634,13,1.0,13,5013,0.135249236799,1.69089716657,Tremie12,1,2,1
17,MS,25.5854559634,13,1.0,13,5013,0.146109850156,1.79630353353,Tremie12,1,2,1
18,MS,25.5854559634,13,1.0,13,5013,0.156970463513,1.9017099005,Tremie12,1,2,1
19,MS,25.5854559634,13,1.0,13,5013,0.167831076871,2.00711626747,Tremie12,1,2,1
0,MS,24.9445337895,12,2.0,24,9605,-0.0433299357564,0.00516853133168,Tremie12,1,2,2
1,MS,24.9445337895,12,2.0,24,9605,0.0313428391109,0.791111773158,Tremie12,1,2,2
2,MS,24.9445337895,12,2.0,24,9605,0.106015613978,1.57705501498,Tremie12,1,2,2
3,MS,24.9445337895,12,2.0,24,9605,0.18468553258,2.36260245388,Tremie12,1,2,2
4,MS,24.9445337895,12,2.0,24,9605,0.265602001267,3.14792743615,Tremie12,1,2,2
5,MS,24.9445337895,12,2.0,24,9605,0.346518469954,3.93325241841,Tremie12,1,2,2
6,MS,24.9445337895,12,2.0,24,9605,0.43179174492,4.71810369165,Tremie12,1,2,2
7,MS,24.9445337895,12,2.0,24,9605,0.521545227518,5.50246783861,Tremie12,1,2,2
8,MS,24.9445337895,12,2.0,24,9605,0.611298710117,6.28683198558,Tremie12,1,2,2
9,MS,24.9445337895,12,2.0,24,9605,0.701052192715,7.07119613254,Tremie12,1,2,2
10,MS,24.9445337895,12,2.0,24,9605,0.795147531413,7.85503584694,Tremie12,1,2,2
11,MS,24.9445337895,12,2.0,24,9605,0.89473003231,8.63821279259,Tremie12,1,2,2
12,MS,24.9445337895,12,2.0,24,9605,0.994312533207,9.42138973823,Tremie12,1,2,2
13,MS,24.9445337895,12,2.0,24,9605,1.09448854914,10.2044909807,Tremie12,1,2,2
14,MS,24.9445337895,12,2.0,24,9605,1.1980429228,10.9871396792,Tremie12,1,2,2
15,MS,24.9445337895,12,2.0,24,9605,1.30753936289,11.7689921795,Tremie12,1,2,2
16,MS,24.9445337895,12,2.0,24,9605,1.4208965696,12.5502801993,Tremie12,1,2,2
17,MS,24.9445337895,12,2.0,24,9605,1.53982692182,13.3307533724,Tremie12,1,2,2
18,MS,24.9445337895,12,2.0,24,9605,1.65875727404,14.1112265456,Tremie12,1,2,2
19,MS,24.9445337895,12,2.0,24,9605,1.77768762625,14.8916997187,Tremie12,1,2,2
0,MS,15.111256877,9,5.0,7,2626,0.000734868506547,0.0113537230307,Tremie12,1,2,5
1,MS,15.111256877,9,5.0,7,2626,0.189662450457,0.912640263074,Tremie12,1,2,5
2,MS,15.111256877,9,5.0,7,2626,0.381109697119,1.81335691735,Tremie12,1,2,5
3,MS,15.111256877,9,5.0,7,2626,0.598427218929,2.70822235595,Tremie12,1,2,5
4,MS,15.111256877,9,5.0,7,2626,0.815744740738,3.60308779455,Tremie12,1,2,5
5,MS,15.111256877,9,5.0,7,2626,1.03306226255,4.49795323315,Tremie12,1,2,5
6,MS,15.111256877,9,5.0,7,2626,1.25273681556,5.39218776,Tremie12,1,2,5
7,MS,15.111256877,9,5.0,7,2626,1.51151025487,6.27595660172,Tremie12,1,2,5
8,MS,15.111256877,9,5.0,7,2626,1.77028369418,7.15972544344,Tremie12,1,2,5
9,MS,15.111256877,9,5.0,7,2626,2.054104252,8.03564099563,Tremie12,1,2,5
10,MS,15.111256877,9,5.0,7,2626,2.34726024914,8.90857873023,Tremie12,1,2,5
11,MS,15.111256877,9,5.0,7,2626,2.68422084626,9.76559017384,Tremie12,1,2,5
12,MS,15.111256877,9,5.0,7,2626,3.02118144339,10.6226016174,Tremie12,1,2,5
13,MS,15.111256877,9,5.0,7,2626,3.36865703542,11.4749544263,Tremie12,1,2,5
14,MS,15.111256877,9,5.0,7,2626,3.77706444447,12.3003115895,Tremie12,1,2,5
15,MS,15.111256877,9,5.0,7,2626,4.18547185352,13.1256687526,Tremie12,1,2,5
16,MS,15.111256877,9,5.0,7,2626,4.59387926257,13.9510259157,Tremie12,1,2,5
17,MS,15.111256877,9,5.0,7,2626,5.05656726538,14.7461718564,Tremie12,1,2,5
18,MS,15.111256877,9,5.0,7,2626,5.54279833065,15.5282143166,Tremie12,1,2,5
19,MS,15.111256877,9,5.0,7,2626,6.02902939592,16.3102567769,Tremie12,1,2,5
0,MS,24.9445337895,13,1.0,24,9617,-0.0287457134774,0.00342887932248,Tremie12,1,2,1
1,MS,24.9445337895,13,1.0,24,9617,-0.0216879794487,0.0794910409117,Tremie12,1,2,1
2,MS,24.9445337895,13,1.0,24,9617,-0.01463024542,0.155553202501,Tremie12,1,2,1
3,MS,24.9445337895,13,1.0,24,9617,-0.00757251139129,0.23161536409,Tremie12,1,2,1
4,MS,24.9445337895,13,1.0,24,9617,-0.000514777362579,0.30767752568,Tremie12,1,2,1
5,MS,24.9445337895,13,1.0,24,9617,0.00654295666613,0.383739687269,Tremie12,1,2,1
6,MS,24.9445337895,13,1.0,24,9617,0.0137531960977,0.459787443976,Tremie12,1,2,1
7,MS,24.9445337895,13,1.0,24,9617,0.0210621079294,0.535825880593,Tremie12,1,2,1
8,MS,24.9445337895,13,1.0,24,9617,0.0283710197612,0.61186431721,Tremie12,1,2,1
9,MS,24.9445337895,13,1.0,24,9617,0.035679931593,0.687902753826,Tremie12,1,2,1
10,MS,24.9445337895,13,1.0,24,9617,0.0429888434247,0.763941190443,Tremie12,1,2,1
11,MS,24.9445337895,13,1.0,24,9617,0.0502977552565,0.839979627059,Tremie12,1,2,1
12,MS,24.9445337895,13,1.0,24,9617,0.0576066670882,0.916018063676,Tremie12,1,2,1
13,MS,24.9445337895,13,1.0,24,9617,0.06491557892,0.992056500292,Tremie12,1,2,1
14,MS,24.9445337895,13,1.0,24,9617,0.0722244907518,1.06809493691,Tremie12,1,2,1
15,MS,24.9445337895,13,1.0,24,9617,0.0795334025835,1.14413337353,Tremie12,1,2,1
16,MS,24.9445337895,13,1.0,24,9617,0.0868423144153,1.22017181014,Tremie12,1,2,1
17,MS,24.9445337895,13,1.0,24,9617,0.0945780350717,1.29616774629,Tremie12,1,2,1
18,MS,24.9445337895,13,1.0,24,9617,0.102407365189,1.37215436107,Tremie12,1,2,1
19,MS,24.9445337895,13,1.0,24,9617,0.110236695305,1.44814097585,Tremie12,1,2,1
0,MS,6.525844376,7,7.0,14,5365,-0.0295633709712,0.024673650724,Tremie12,1,2,6
1,MS,6.525844376,7,7.0,14,5365,0.48270186113,0.366054971379,Tremie12,1,2,6
2,MS,6.525844376,7,7.0,14,5365,0.996892587192,0.704265541877,Tremie12,1,2,6
3,MS,6.525844376,7,7.0,14,5365,1.53604280935,1.00137480134,Tremie12,1,2,6
4,MS,6.525844376,7,7.0,14,5365,2.07519303151,1.29848406079,Tremie12,1,2,6
5,MS,6.525844376,7,7.0,14,5365,2.6301161542,1.56318005805,Tremie12,1,2,6
6,MS,6.525844376,7,7.0,14,5365,3.19661013486,1.80409797767,Tremie12,1,2,6
7,MS,6.525844376,7,7.0,14,5365,3.76310411551,2.04501589728,Tremie12,1,2,6
8,MS,6.525844376,7,7.0,14,5365,4.33576163067,2.26942414953,Tremie12,1,2,6
9,MS,6.525844376,7,7.0,14,5365,4.92154135456,2.45868320265,Tremie12,1,2,6
10,MS,6.525844376,7,7.0,14,5365,5.50756010133,2.64707728715,Tremie12,1,2,6
11,MS,6.525844376,7,7.0,14,5365,6.10740178426,2.78544935634,Tremie12,1,2,6
12,MS,6.525844376,7,7.0,14,5365,6.70724346719,2.92382142554,Tremie12,1,2,6
13,MS,6.525844376,7,7.0,14,5365,7.30708515011,3.06219349474,Tremie12,1,2,6
14,MS,6.525844376,7,7.0,14,5365,7.91003849843,3.1844071663,Tremie12,1,2,6
15,MS,6.525844376,7,7.0,14,5365,8.51836938995,3.27869608687,Tremie12,1,2,6
16,MS,6.525844376,7,7.0,14,5365,9.12881325592,3.35576768488,Tremie12,1,2,6
17,MS,6.525844376,7,7.0,14,5365,9.74189134111,3.41137465898,Tremie12,1,2,6
18,MS,6.525844376,7,7.0,14,5365,10.3549694263,3.46698163309,Tremie12,1,2,6
19,MS,6.525844376,7,7.0,14,5365,10.9680475115,3.52258860719,Tremie12,1,2,6
0,MS,6.52972493744,7,7.0,23,9121,-0.0295633709712,0.024673650724,Tremie12,1,2,7
1,MS,6.52972493744,7,7.0,23,9121,0.48270186113,0.366054971379,Tremie12,1,2,7
2,MS,6.52972493744,7,7.0,23,9121,0.996892587192,0.704265541877,Tremie12,1,2,7
3,MS,6.52972493744,7,7.0,23,9121,1.53604280935,1.00137480134,Tremie12,1,2,7
4,MS,6.52972493744,7,7.0,23,9121,2.07519303151,1.29848406079,Tremie12,1,2,7
5,MS,6.52972493744,7,7.0,23,9121,2.6301161542,1.56318005805,Tremie12,1,2,7
6,MS,6.52972493744,7,7.0,23,9121,3.19661013486,1.80409797767,Tremie12,1,2,7
7,MS,6.52972493744,7,7.0,23,9121,3.76310411551,2.04501589728,Tremie12,1,2,7
8,MS,6.52972493744,7,7.0,23,9121,4.33576163067,2.26942414953,Tremie12,1,2,7
9,MS,6.52972493744,7,7.0,23,9121,4.92154135456,2.45868320265,Tremie12,1,2,7
10,MS,6.52972493744,7,7.0,23,9121,5.50756010133,2.64707728715,Tremie12,1,2,7
11,MS,6.52972493744,7,7.0,23,9121,6.10740178426,2.78544935634,Tremie12,1,2,7
12,MS,6.52972493744,7,7.0,23,9121,6.70724346719,2.92382142554,Tremie12,1,2,7
13,MS,6.52972493744,7,7.0,23,9121,7.30708515011,3.06219349474,Tremie12,1,2,7
14,MS,6.52972493744,7,7.0,23,9121,7.91003849843,3.1844071663,Tremie12,1,2,7
15,MS,6.52972493744,7,7.0,23,9121,8.51836938995,3.27869608687,Tremie12,1,2,7
16,MS,6.52972493744,7,7.0,23,9121,9.12881325592,3.35576768488,Tremie12,1,2,7
17,MS,6.52972493744,7,7.0,23,9121,9.74189134111,3.41137465898,Tremie12,1,2,7
18,MS,6.52972493744,7,7.0,23,9121,10.3549694263,3.46698163309,Tremie12,1,2,7
19,MS,6.52972493744,7,7.0,23,9121,10.9680475115,3.52258860719,Tremie12,1,2,7
0,MS,5.38246090491,6,8.0,6,2299,-0.00938928477826,-0.0360307853505,Tremie12,1,2,8
1,MS,5.38246090491,6,8.0,6,2299,0.468606424879,0.307753190028,Tremie12,1,2,8
2,MS,5.38246090491,6,8.0,6,2299,0.946602134537,0.651537165406,Tremie12,1,2,8
3,MS,5.38246090491,6,8.0,6,2299,1.42459784419,0.995321140785,Tremie12,1,2,8
4,MS,5.38246090491,6,8.0,6,2299,1.9213272125,1.30673356998,Tremie12,1,2,8
5,MS,5.38246090491,6,8.0,6,2299,2.45755707294,1.54988960416,Tremie12,1,2,8
6,MS,5.38246090491,6,8.0,6,2299,2.99378693337,1.79304563834,Tremie12,1,2,8
7,MS,5.38246090491,6,8.0,6,2299,3.5300167938,2.03620167252,Tremie12,1,2,8
8,MS,5.38246090491,6,8.0,6,2299,4.06954550151,2.27056485646,Tremie12,1,2,8
9,MS,5.38246090491,6,8.0,6,2299,4.6333860682,2.44012645449,Tremie12,1,2,8
10,MS,5.38246090491,6,8.0,6,2299,5.20433173332,2.57843826008,Tremie12,1,2,8
11,MS,5.38246090491,6,8.0,6,2299,5.78605724838,2.66933790422,Tremie12,1,2,8
12,MS,5.38246090491,6,8.0,6,2299,6.36778276344,2.76023754836,Tremie12,1,2,8
13,MS,5.38246090491,6,8.0,6,2299,6.9495082785,2.8511371925,Tremie12,1,2,8
14,MS,5.38246090491,6,8.0,6,2299,7.53123379356,2.94203683664,Tremie12,1,2,8
15,MS,5.38246090491,6,8.0,6,2299,8.11313597734,3.03100247304,Tremie12,1,2,8
16,MS,5.38246090491,6,8.0,6,2299,8.70170302167,3.04700730059,Tremie12,1,2,8
17,MS,5.38246090491,6,8.0,6,2299,9.290270066,3.06301212815,Tremie12,1,2,8
18,MS,5.38246090491,6,8.0,6,2299,9.87872017646,3.04600368983,Tremie12,1,2,8
19,MS,5.38246090491,6,8.0,6,2299,10.4671590751,3.02582987568,Tremie12,1,2,8
0,MS,5.38369243211,5,8.0,25,9812,-0.00760939494932,-0.0292005709211,Tremie12,1,2,8
1,MS,5.38369243211,5,8.0,25,9812,0.379774545868,0.249413626825,Tremie12,1,2,8
2,MS,5.38369243211,5,8.0,25,9812,0.767158486686,0.52802782457,Tremie12,1,2,8
3,MS,5.38369243211,5,8.0,25,9812,1.1545424275,0.806642022316,Tremie12,1,2,8
4,MS,5.38369243211,5,8.0,25,9812,1.5571087609,1.05902122071,Tremie12,1,2,8
5,MS,5.38369243211,5,8.0,25,9812,1.99168763331,1.25608312075,Tremie12,1,2,8
6,MS,5.38369243211,5,8.0,25,9812,2.42626650571,1.45314502079,Tremie12,1,2,8
7,MS,5.38369243211,5,8.0,25,9812,2.86084537812,1.65020692082,Tremie12,1,2,8
8,MS,5.38369243211,5,8.0,25,9812,3.29809774829,1.84014279669,Tremie12,1,2,8
9,MS,5.38369243211,5,8.0,25,9812,3.75505327384,1.97756126873,Tremie12,1,2,8
10,MS,5.38369243211,5,8.0,25,9812,4.21776701222,2.0896538487,Tremie12,1,2,8
11,MS,5.38369243211,5,8.0,25,9812,4.68921710674,2.1633220044,Tremie12,1,2,8
12,MS,5.38369243211,5,8.0,25,9812,5.16066720126,2.23699016011,Tremie12,1,2,8
13,MS,5.38369243211,5,8.0,25,9812,5.63211729578,2.31065831581,Tremie12,1,2,8
14,MS,5.38369243211,5,8.0,25,9812,6.1035673903,2.38432647152,Tremie12,1,2,8
15,MS,5.38369243211,5,8.0,25,9812,6.57516066314,2.45642724173,Tremie12,1,2,8
16,MS,5.38369243211,5,8.0,25,9812,7.05215536511,2.469398097,Tremie12,1,2,8
17,MS,5.38369243211,5,8.0,25,9812,7.52915006707,2.48236895228,Tremie12,1,2,8
18,MS,5.38369243211,5,8.0,25,9812,8.00605000186,2.46858473679,Tremie12,1,2,8
19,MS,5.38369243211,5,8.0,25,9812,8.48294085018,2.45223519333,Tremie12,1,2,8
0,MS,9.30590189602,8,6.0,9,3329,-0.0504552574657,0.0743821038081,Tremie12,1,2,6
1,MS,9.30590189602,8,6.0,9,3329,0.538154654137,0.433114051444,Tremie12,1,2,6
2,MS,9.30590189602,8,6.0,9,3329,1.12676456574,0.79184599908,Tremie12,1,2,6
3,MS,9.30590189602,8,6.0,9,3329,1.71537447734,1.15057794672,Tremie12,1,2,6
4,MS,9.30590189602,8,6.0,9,3329,2.33373251086,1.45470542753,Tremie12,1,2,6
5,MS,9.30590189602,8,6.0,9,3329,2.95432212435,1.7547367091,Tremie12,1,2,6
6,MS,9.30590189602,8,6.0,9,3329,3.57491173784,2.05476799066,Tremie12,1,2,6
7,MS,9.30590189602,8,6.0,9,3329,4.19550135133,2.35479927222,Tremie12,1,2,6
8,MS,9.30590189602,8,6.0,9,3329,4.82249921562,2.640285106,Tremie12,1,2,6
9,MS,9.30590189602,8,6.0,9,3329,5.46273170081,2.89573099693,Tremie12,1,2,6
10,MS,9.30590189602,8,6.0,9,3329,6.10889606009,3.13562218574,Tremie12,1,2,6
11,MS,9.30590189602,8,6.0,9,3329,6.76146117596,3.35703210793,Tremie12,1,2,6
12,MS,9.30590189602,8,6.0,9,3329,7.42007091231,3.56046134251,Tremie12,1,2,6
13,MS,9.30590189602,8,6.0,9,3329,8.07868064865,3.76389057709,Tremie12,1,2,6
14,MS,9.30590189602,8,6.0,9,3329,8.737290385,3.96731981168,Tremie12,1,2,6
15,MS,9.30590189602,8,6.0,9,3329,9.40299686192,4.14566102354,Tremie12,1,2,6
16,MS,9.30590189602,8,6.0,9,3329,10.0722030441,4.31048386731,Tremie12,1,2,6
17,MS,9.30590189602,8,6.0,9,3329,10.7461659651,4.45513593044,Tremie12,1,2,6
18,MS,9.30590189602,8,6.0,9,3329,11.4201288861,4.59978799357,Tremie12,1,2,6
19,MS,9.30590189602,8,6.0,9,3329,12.0940918072,4.74444005671,Tremie12,1,2,6
0,MS,9.30485803632,8,6.0,23,9133,-0.0504552574657,0.0743821038081,Tremie12,1,2,6
1,MS,9.30485803632,8,6.0,23,9133,0.538154654137,0.433114051444,Tremie12,1,2,6
2,MS,9.30485803632,8,6.0,23,9133,1.12676456574,0.79184599908,Tremie12,1,2,6
3,MS,9.30485803632,8,6.0,23,9133,1.71537447734,1.15057794672,Tremie12,1,2,6
4,MS,9.30485803632,8,6.0,23,9133,2.33373251086,1.45470542753,Tremie12,1,2,6
5,MS,9.30485803632,8,6.0,23,9133,2.95432212435,1.7547367091,Tremie12,1,2,6
6,MS,9.30485803632,8,6.0,23,9133,3.57491173784,2.05476799066,Tremie12,1,2,6
7,MS,9.30485803632,8,6.0,23,9133,4.19550135133,2.35479927222,Tremie12,1,2,6
8,MS,9.30485803632,8,6.0,23,9133,4.82249921562,2.640285106,Tremie12,1,2,6
9,MS,9.30485803632,8,6.0,23,9133,5.46273170081,2.89573099693,Tremie12,1,2,6
10,MS,9.30485803632,8,6.0,23,9133,6.10889606009,3.13562218574,Tremie12,1,2,6
11,MS,9.30485803632,8,6.0,23,9133,6.76146117596,3.35703210793,Tremie12,1,2,6
12,MS,9.30485803632,8,6.0,23,9133,7.42007091231,3.56046134251,Tremie12,1,2,6
13,MS,9.30485803632,8,6.0,23,9133,8.07868064865,3.76389057709,Tremie12,1,2,6
14,MS,9.30485803632,8,6.0,23,9133,8.737290385,3.96731981168,Tremie12,1,2,6
15,MS,9.30485803632,8,6.0,23,9133,9.40299686192,4.14566102354,Tremie12,1,2,6
16,MS,9.30485803632,8,6.0,23,9133,10.0722030441,4.31048386731,Tremie12,1,2,6
17,MS,9.30485803632,8,6.0,23,9133,10.7461659651,4.45513593044,Tremie12,1,2,6
18,MS,9.30485803632,8,6.0,23,9133,11.4201288861,4.59978799357,Tremie12,1,2,6
19,MS,9.30485803632,8,6.0,23,9133,12.0940918072,4.74444005671,Tremie12,1,2,6
0,MS,24.713413529,11,3.0,7,2650,-0.0365661156322,0.00976234480951,Tremie12,1,2,3
1,MS,24.713413529,11,3.0,7,2650,0.118434867737,1.1624882567,Tremie12,1,2,3
2,MS,24.713413529,11,3.0,7,2650,0.281597742445,2.31407194519,Tremie12,1,2,3
